id1,id2,label,split
19547445,13794201,0,exclude
2679211,81037144,1,test
2468281,47088973,0,test
35966001,74409203,0,test
87374810,3730472,0,exclude
1213105,3756226,0,exclude
19807424,25933135,0,exclude
53732462,90784571,1,val
26113997,25776315,0,exclude
33662403,44467616,0,test
62817036,81137712,1,train
19696563,94515694,0,test
91906043,11732386,0,test
10861890,22301275,0,test
10126197,35594664,0,test
14210025,68387186,1,val
16677973,21111016,0,test
20317030,69601386,0,test
2912414,81919883,0,test
63669867,66536481,0,exclude
14942978,86548095,0,test
13342237,22018751,0,test
21011422,26539871,0,test
34032163,32766302,0,exclude
85544471,3722813,0,exclude
98009535,73218575,0,test
19052491,11411470,0,exclude
44559075,24897319,0,exclude
25573702,64403748,0,test
15871125,29928344,0,exclude
26285820,95926675,0,test
43711023,46827510,1,test
20439392,75097345,1,train
39676059,24224043,0,test
325545,18162965,1,train
41214107,67224651,0,test
1962458,52312288,0,test
22331395,11312361,1,train
32651602,48166649,0,exclude
88480059,8399803,0,test
94807470,27226970,1,train
78632390,75669598,1,test
24796473,30008299,1,val
27174300,68119715,0,test
74535300,93546456,0,exclude
91472204,61120002,0,test
11774092,24328967,1,train
6671717,18942420,1,train
85773146,66515850,0,exclude
9467954,18761990,0,test
3323341,65348210,0,val
28507224,34223096,1,test
86835292,61698087,0,exclude
74464562,31193981,0,test
6206655,23109514,1,val
5311205,26425849,0,exclude
41098467,50221367,0,exclude
2679211,35384524,0,exclude
55154862,33899952,0,test
12612826,42113643,0,test
16479164,21730806,1,train
27333099,36941068,0,exclude
4891594,91194891,0,exclude
25128239,44023308,1,train
17229793,34820113,0,exclude
3223487,84470461,0,test
13863909,52506583,0,exclude
28532611,27567316,1,test
48229106,13983853,0,test
10966509,49927895,0,test
71242639,59982711,1,train
84634220,19692190,1,train
17346729,92865516,1,train
19547445,19934440,0,exclude
10313129,68759701,0,test
8942393,64306530,0,exclude
78427880,14149159,0,test
61243981,79872790,1,train
8706571,60595000,1,val
23816583,53470509,1,test
39822109,56392806,1,train
63669867,87788484,1,val
20151064,44467616,1,train
18241261,36501519,0,exclude
90171657,92282447,1,val
53672855,51619328,0,exclude
94807470,53892513,0,exclude
65026475,85936005,1,train
26857322,58499009,0,test
80958325,93546456,1,train
53672855,56280047,1,train
68806700,14448756,0,test
98803698,61404941,0,exclude
19453676,82447973,0,val
68945769,64633203,0,exclude
25469647,29058570,1,test
5603029,28945201,1,train
36016429,61774550,0,test
14003017,49527122,1,train
74341359,53182926,0,test
35469348,30352096,0,test
22331395,57791150,0,test
3323341,68306942,0,exclude
17093585,41106684,0,exclude
3589339,14505369,0,exclude
34471386,75180166,0,test
96580141,62202192,0,test
54891362,80777208,0,exclude
7871781,31689616,0,exclude
66579132,39523398,0,test
64499444,59429009,0,exclude
22151913,47088973,1,train
19807424,674989,0,exclude
8924039,38300965,1,train
21683669,68724654,0,exclude
79539273,3427495,1,train
7808986,59568884,0,exclude
1022732,40217101,1,train
61243981,26672247,0,test
48788807,18197417,0,exclude
57873194,22713268,0,test
4393723,22689923,0,test
8217265,3713348,1,train
10524439,41580587,1,train
70568597,9885683,0,test
57873194,30120490,0,exclude
92821376,70429034,0,test
32057394,61404941,1,val
14210025,68306942,0,exclude
61433092,33137302,1,train
63579084,81078073,1,train
10313129,25776315,0,test
6671717,72629245,0,test
75388709,36007449,0,test
77791574,16403660,1,train
27830267,72908237,1,train
63201862,81274064,1,train
53763929,43484397,1,val
58685745,40820934,0,exclude
22496070,25190853,1,val
51996330,11912295,0,exclude
17112524,13391079,1,val
10781098,21132060,1,train
21011422,3756226,0,exclude
69962412,74731291,1,train
50064518,72212864,0,test
83479410,59429009,0,test
47863704,46165222,0,test
9467954,59892546,0,exclude
58505382,69985226,0,exclude
50240914,57860587,0,val
71663409,267299,1,val
44023309,1723221,0,exclude
1367517,9940059,1,train
44678762,66038575,1,train
70568597,85936005,0,test
68945769,8101662,1,train
87560329,95552757,0,exclude
68383002,7363721,0,test
24391330,10434912,0,test
68277426,72908237,0,test
64466140,30008299,0,exclude
88850217,50809926,1,train
93115467,9862128,0,test
23820970,7648163,1,train
6850120,1723221,0,test
51798356,45810713,0,exclude
4350399,47991280,1,train
11701616,19934440,0,test
44551871,7740731,0,test
27373947,59082251,0,test
64204030,3690175,1,train
818259,11378892,0,test
2827605,21111016,0,exclude
89520680,26425849,1,test
552668,25776315,0,test
93483706,51366426,1,val
68945769,7326400,0,exclude
33376118,30008299,0,exclude
48525870,569608,1,train
9004260,14448756,1,train
24483122,59308229,0,test
51153927,68054239,0,exclude
40530169,64306530,1,train
33650372,26311140,1,train
67844012,77233349,0,test
28204167,23561252,0,exclude
10433444,29200246,0,test
51886539,39520289,0,test
17468689,31331520,0,exclude
20248469,63735890,0,test
35022778,25190853,0,exclude
675322,69593136,0,exclude
92510195,26597061,0,exclude
48201867,64336682,0,test
62202191,20860668,0,exclude
97046372,34895312,0,exclude
35479899,41594394,1,val
6520859,42545174,0,exclude
32009117,49236530,0,val
91472204,3690175,0,test
58034111,89814815,1,test
11118724,10226364,0,test
44559075,56392806,0,test
47198697,81037144,0,exclude
1036551,9110492,1,train
22496070,35416650,0,exclude
97905619,37669303,1,train
48229106,85482708,0,exclude
27302519,14438868,0,exclude
48951428,65534145,1,train
68082210,8347839,1,test
12549119,83285383,1,train
27174300,1425916,1,train
74155238,77500605,1,val
87374810,32537245,1,train
14672380,32723557,1,test
67375798,7210030,0,exclude
44559075,81870068,1,train
73060691,95560516,1,train
4473153,9224484,0,test
70257427,77979348,1,train
90249643,50221367,0,exclude
48201867,44561053,0,test
40728553,7934750,1,val
36303725,81919883,0,test
83749213,51366426,0,exclude
17885462,35384524,0,test
22055981,30142035,1,train
84919212,74409203,0,test
15347603,55665741,1,train
73060691,87579134,0,exclude
12663602,49051624,1,train
81243770,60700886,0,exclude
10565065,29525101,0,exclude
532468,56905331,0,test
16121684,66310001,1,train
43837358,46332445,1,val
59530038,77233349,1,train
90249643,21111016,0,test
52172790,37180084,0,exclude
4212691,74416344,1,train
25933134,55212927,1,val
28997705,97237770,1,test
53202784,37065189,0,exclude
27965637,31237395,0,test
24318065,38191181,1,train
24781419,45490011,1,val
32989060,61698087,0,exclude
13044456,44178154,0,val
46066406,54971342,0,val
64910586,68771755,0,val
1962458,83480659,0,val
552668,60381598,0,val
64466140,7326400,0,exclude
2889359,26203569,1,train
30690945,90906273,0,exclude
98557440,13794201,1,train
92865515,14472209,0,val
21153036,10041015,0,test
68806700,7210030,0,exclude
33916475,6176761,1,train
840404,81919883,0,val
65837616,52338887,0,val
1962458,25776315,0,val
28856576,48613311,1,train
82710940,45058244,1,train
52518330,47815709,0,exclude
44486080,30008299,0,exclude
55154862,97021584,1,train
48281373,91504889,1,train
48259418,38638660,1,train
36985187,61969888,1,train
31946852,34223096,0,exclude
51996330,54728015,1,train
23466284,44071162,1,train
68277426,79872790,0,val
74655572,17569343,1,train
45702055,76179137,0,val
8167070,25933135,0,val
30639668,39520289,1,train
42482245,44288630,0,val
13661943,46441936,1,test
22424953,16352584,0,val
77342944,7210030,0,exclude
46937084,47587845,0,exclude
27830267,74409203,0,val
73075580,66310001,0,val
49205165,45740036,0,exclude
40849883,96029766,1,test
63493764,67083681,1,train
26377693,77445063,1,val
67183699,86548095,0,exclude
41553488,49804654,1,val
58208007,86724338,1,train
90249643,89673951,0,exclude
6850120,30008299,0,exclude
1297085,52557074,1,train
33916475,67969093,0,exclude
55998431,52506583,0,exclude
32057394,96091216,0,exclude
92869360,20733003,1,val
16677973,25234567,1,train
4908909,51143371,0,val
27373947,38117313,1,train
5541784,9633655,1,test
88098987,18761990,1,train
54649100,41580587,0,exclude
62680921,10329471,0,val
43294436,69601386,1,train
87583376,36379638,1,train
19558925,29006522,0,exclude
48788807,31565713,0,exclude
4944318,96393578,0,exclude
21357223,21786677,0,test
63930194,31331520,0,exclude
84816822,44989963,1,train
48201867,53474596,0,test
29807017,30810033,0,test
12416419,46088087,1,train
40849883,44040429,0,exclude
77342944,9224484,1,train
41238362,18325004,1,train
41553488,52557074,0,exclude
75436923,88035996,1,train
79970974,5599584,0,test
49672008,14953157,0,exclude
5393373,11912295,1,test
61402118,38044450,1,train
59897811,1697045,0,exclude
66404124,7648163,0,exclude
66404124,45261192,0,exclude
2475398,95857394,1,train
3600312,67083681,0,test
26377693,55562405,0,exclude
6671717,17995746,0,test
3655214,52572370,0,test
24614355,29928344,1,train
89199142,75172014,0,test
9545127,25190853,0,exclude
58034111,97266485,0,exclude
13127008,8101662,0,test
5865670,36007449,1,test
1297085,69858524,0,test
9849877,29525101,0,exclude
5442902,56233286,0,test
6477979,26539871,1,train
9931826,62777263,1,train
35479899,11732386,0,exclude
24391330,29014657,1,train
51563635,24328967,0,test
35425148,59429009,1,train
5662042,10274404,1,train
12549119,61774550,0,test
9479917,23008303,1,train
3578071,81293654,0,exclude
32019388,12723662,0,exclude
23574144,42453067,1,train
3589339,24007702,0,test
23155842,49387605,1,val
14942978,26458543,1,test
1252810,11618943,0,exclude
19807424,81274064,0,exclude
80641070,15163433,0,test
34143288,44526661,1,val
17149042,13171458,1,train
13966843,6737771,0,exclude
86835292,14149159,0,test
52518330,22713268,0,train
84278896,25776315,0,train
17105045,9479922,1,train
5371368,70357864,0,exclude
27373947,40190595,0,exclude
60108205,46332445,0,exclude
5603029,12490998,0,train
70593055,8794784,1,train
34143288,74177614,0,exclude
23694723,46827510,0,exclude
9210121,14266147,1,test
51798356,3756226,0,exclude
37364581,38561950,1,train
22326836,86573401,0,exclude
9908573,63895377,0,train
63579084,93927182,0,exclude
2229139,88687859,0,train
77651287,29167274,0,train
41238362,27197488,0,train
9004260,30352096,0,train
20317030,54362555,1,train
13863909,9940059,0,exclude
25687193,24138858,1,train
35033699,75038427,0,exclude
64466140,57860587,0,exclude
95573755,61120002,0,train
66579132,9862128,0,train
72318686,89481148,0,train
34235154,66310001,0,train
1993958,96833745,0,train
26986926,63472299,0,train
20876912,58681055,1,test
20847143,43156490,1,train
25096878,45329323,0,train
7017608,20024247,1,train
92869360,68780322,0,exclude
72112341,82083655,0,exclude
92045823,93927182,1,val
18406024,41211362,1,test
45927229,35594664,1,train
60591019,74177614,1,train
58685745,65522425,1,train
14942978,36234112,0,test
45478469,85561334,0,train
43711023,77979348,0,exclude
41310675,8794784,0,exclude
4212691,47589506,0,train
12198483,30498499,0,train
48293393,68203373,0,train
1993958,23109514,0,exclude
14553016,56817985,1,train
1161397,69085113,0,train
3980193,64696513,1,train
10638808,19692190,0,train
48259418,86677460,0,train
52315318,34895312,1,train
4891594,82083655,0,exclude
49432673,7648163,0,exclude
34235154,74242060,0,train
26544937,71970308,1,train
62946016,9698842,0,exclude
73035052,5992480,1,train
617284,40527674,1,train
25119270,93927182,0,exclude
42225711,49804654,0,exclude
9752639,81137712,0,exclude
17943,22848847,0,exclude
12462933,61382599,1,train
37553677,271216,0,exclude
91472204,68203373,0,train
2237933,7582500,1,train
23574144,5843382,0,train
5603029,31831570,0,train
22671509,35384524,0,train
9683052,68887278,0,train
87560329,69985226,0,exclude
59811125,26672247,0,train
19052491,98639536,0,exclude
27302519,31528995,1,test
15219566,8794784,0,train
59530038,29006522,0,train
37366005,37217536,1,train
54859186,74168060,1,val
22682562,59568884,0,exclude
9479917,12059754,0,train
8904814,72908237,0,train
63579084,46019781,0,train
45927229,33899952,0,train
17229793,68299912,0,exclude
2229139,38117313,0,train
25119270,74135786,1,train
97046372,190485,1,test
10565065,72827975,1,train
65522262,75651957,0,exclude
33615110,54049265,0,exclude
3569778,16091764,1,test
32159667,44561053,1,train
96835518,45130572,1,train
818259,19692190,0,train
36708398,7648163,0,exclude
13966843,33899952,0,train
61433092,24781420,0,train
66270550,21167552,0,exclude
4473153,31088990,0,train
4045405,68203373,0,train
53672855,79457331,0,exclude
10433444,70470270,1,train
5580468,17380984,1,test
20248469,86393668,0,exclude
23839561,7363721,1,train
10006478,94041803,0,train
42482245,6516540,1,train
77093147,9615620,1,train
90249643,14556438,1,train
60843173,51996514,0,exclude
50240914,47954011,1,val
3146170,85561334,1,train
33615110,58630412,0,exclude
1161397,1723221,1,train
87430670,79372881,0,exclude
355856,13543841,1,val
47930825,11752341,0,exclude
60294267,76734577,0,exclude
70026799,16403660,0,exclude
72884596,68306942,0,train
24494324,8101662,0,exclude
24041154,68299912,1,train
32019388,89337508,0,train
25769761,53474596,1,train
50222671,52572370,1,train
18241261,14472209,0,train
35800770,69085113,1,train
89199142,75038427,1,train
62202191,49860483,0,exclude
79616204,84977888,1,train
10892042,53399405,1,train
54859186,40820934,0,val
50064518,44055361,1,train
26113997,29200246,0,exclude
87572356,51996514,0,exclude
5371368,35594664,0,exclude
58034111,24224043,0,exclude
78632390,15847024,0,test
91998940,50331120,1,val
62958579,7691539,0,exclude
51798356,76734577,1,train
111371,33899952,1,train
6036231,7654904,1,train
33743161,11620368,0,train
52518330,74296125,1,train
33032906,77398442,0,exclude
18452876,58724619,1,train
37364581,80777208,0,exclude
9467954,91828866,0,train
62680921,90724689,1,train
699957,6963888,1,train
951604,91504889,0,train
89520680,72386549,0,exclude
4118764,68864872,0,exclude
45214544,89337508,0,train
3308613,79044072,0,train
19049152,89337508,0,train
70593055,23373474,0,exclude
53732463,46100236,0,exclude
8333161,8786685,0,exclude
90766529,10041015,1,test
325545,35416650,0,train
47773304,54186963,0,train
13966843,6988926,0,train
36622630,32766302,1,train
41214107,97029437,1,test
68806700,17331329,1,train
77342944,89814815,0,exclude
13806943,6481898,1,train
51025959,68864872,1,train
52518330,71970308,0,train
36958406,6095121,1,test
23845125,40217101,0,train
32201953,7596175,1,test
70257427,25115691,0,train
51996330,95363633,0,train
2827605,89673951,0,exclude
9004260,15163433,0,exclude
5442902,77129132,0,train
727932,14953157,1,train
31257390,64818764,0,train
675322,57731827,1,train
1022732,59429009,0,train
14296399,79044072,0,train
98624308,12059754,0,exclude
4212691,62202192,0,train
42551174,270041,0,train
9467954,56622231,0,exclude
19001308,97029437,0,exclude
70257427,2108011,0,train
31946852,59308229,0,exclude
16588524,33848192,1,train
52172790,30022546,0,train
14296399,51932172,1,train
16971337,49236530,0,exclude
5442902,52185117,1,train
98496862,47589506,0,train
80958325,55043002,0,exclude
51131016,43227294,0,train
46066406,18690667,1,train
21446102,25776315,1,train
2827605,7197167,1,test
3578071,76179137,0,exclude
21663730,75473314,0,exclude
19052491,79044072,1,train
74263372,39418692,0,train
17720716,45261192,1,train
46082280,65493352,0,train
44678762,81078073,0,train
20598122,31331520,1,test
74464562,27072786,0,train
20876912,53310090,0,exclude
6817605,6737771,0,exclude
28507224,28943612,0,exclude
16849538,36176263,1,train
87510268,3967869,1,train
41214107,38044450,0,exclude
25537521,74731291,0,exclude
55631773,3730472,1,val
35033699,6796249,1,test
74341359,89337508,1,train
64910586,50331120,0,exclude
3015274,75153586,0,train
20248469,39523398,1,train
6186646,62425231,0,exclude
30865647,75651957,1,test
21445124,88334790,1,train
26113997,27706666,1,val
10966509,30022546,0,train
17533274,14149159,0,train
33041345,22465275,1,train
72112341,21033405,0,train
46330427,96091216,1,train
87374810,90906273,0,exclude
65522262,75153586,1,train
41310675,45810713,1,train
34118962,10041015,0,exclude
48201867,14953157,0,train
40849883,69085113,0,exclude
23694723,7582500,0,exclude
4586576,51996514,0,exclude
69962412,95968974,0,exclude
22124737,68106001,0,exclude
66284906,27226970,0,train
55154862,35594664,0,train
4393723,56905331,0,train
30690945,26672247,1,train
13163468,62202192,0,train
49672008,74533679,1,train
2237933,46570660,0,train
33376118,56179024,0,train
17129011,1773698,1,train
24185462,93509536,1,train
62571018,84543151,0,train
22415142,97430094,0,exclude
1993958,81037144,0,exclude
59172393,25091743,0,exclude
18532078,21167552,1,train
37553677,28943612,0,train
70715850,71688211,1,train
66183633,26207548,0,train
10827123,27706666,0,exclude
66284906,94735407,1,train
13163468,78404862,0,train
74535300,50221367,1,train
6557275,53105255,1,train
36016429,78864935,0,train
14354726,63883182,0,exclude
15219566,74177614,0,train
98332414,8399803,0,train
33662403,64298230,0,exclude
8194632,44467616,0,train
43653282,7565635,1,train
36708398,44040429,1,val
17533274,94847335,1,train
35356546,43926656,0,exclude
91906043,38559695,0,exclude
98557440,1856731,0,train
10164790,48166649,1,train
59458071,79434607,1,val
4621453,35563763,1,train
19807424,91194891,0,exclude
34973375,31233436,1,val
34118962,45570778,1,train
19696563,65493352,1,train
53183421,52506583,1,train
10861890,26080171,0,train
19054864,22439490,0,exclude
15814761,8988689,1,train
66404124,84977888,0,exclude
19054864,92928950,1,train
1829549,79777030,1,train
57280733,52185117,0,train
4402906,40673968,0,exclude
84278896,4557639,1,train
35469348,69858524,1,train
86835292,7582500,0,train
59530038,11444071,0,exclude
13044456,29167274,0,train
33428043,35831837,1,train
66284906,30498499,0,train
26986926,69662078,0,exclude
9683052,13477720,1,train
74535301,72036566,1,train
1088849,44178154,0,train
12612826,8792096,1,train
87572356,5623956,1,train
45550541,72908237,0,exclude
52216082,57920498,0,exclude
32651602,9862128,0,exclude
51996330,9224484,0,train
18406024,68780322,0,exclude
48293393,61120002,1,train
13966843,46019781,0,train
48788807,59892546,1,train
6118785,82312103,1,train
26857322,11620368,0,train
64910586,89481148,1,train
34946634,74135786,0,train
78866970,31028011,0,train
1036551,8347839,0,exclude
16677973,89673951,0,exclude
38874870,4557639,0,train
98803698,4059243,0,train
62817036,9479922,0,train
1080849,31331520,0,exclude
13661943,68887278,0,exclude
20919659,47954011,0,exclude
96580141,81919883,1,train
68945769,68387186,0,exclude
19807424,1697045,0,exclude
21120112,31831570,1,train
62571018,18802876,1,train
727932,21132060,0,train
87583376,9862128,0,train
19696563,62202192,0,train
21446102,44467616,0,train
48281373,81274064,0,train
33615110,85482708,1,val
48951428,75669597,0,train
64499444,38559695,1,train
20317030,17995746,0,train
98496862,36941068,1,train
31946852,35260559,1,train
43481409,25538622,1,train
41744188,94515694,1,train
3308613,25115691,1,train
38874870,81870068,0,train
24494324,48166649,0,exclude
61243981,88687859,0,train
54891362,74450918,1,train
15730411,61120002,0,train
10565065,68981088,0,train
83292188,89332311,1,train
32646229,30352096,1,train
79243485,95857394,0,train
65021259,45130572,0,train
2465164,72517443,1,train
22966349,88687859,0,train
85971021,26804319,1,train
56905335,21033405,0,exclude
89520680,50179606,0,exclude
24063284,77129132,1,train
57280733,46332445,0,exclude
17229793,78404862,0,exclude
1051429,16191031,1,train
8333161,75126756,0,exclude
3600312,44288630,1,train
34118962,13794201,0,train
88407990,59629857,0,exclude
46937084,72517443,0,val
9849877,88687859,0,train
6951663,29524279,1,train
22124737,34711746,1,train
65026475,30120490,0,exclude
19054864,72036566,0,exclude
25370721,21132060,0,train
55154862,31565713,0,train
92213757,74533679,0,exclude
91472204,13983853,1,train
8488813,30008299,0,exclude
37553677,91828866,1,train
36894098,10000671,1,train
30624986,25933135,0,train
1213105,82083655,0,exclude
23820970,72629245,0,train
27969946,29162459,1,train
41098467,674989,1,train
44678762,9862128,0,train
20404344,36173284,1,train
24796473,27877488,0,exclude
32225458,25091743,0,exclude
36537002,90182741,0,exclude
4473153,81293654,1,train
32940282,12207319,1,train
3992423,95363633,0,exclude
12120697,29167274,0,exclude
7648155,28945201,0,train
13966843,61825078,1,train
752350,21944667,0,train
41630423,54049265,0,train
45550541,49051624,0,exclude
43481409,29200246,0,train
1962458,53832391,0,train
41630423,62604633,1,train
32989060,40849884,1,train
46925007,72386549,1,train
10781098,61120002,0,train
14354726,65401204,0,exclude
17105045,33848192,0,train
44961253,60591181,0,exclude
9683052,47815709,0,exclude
15871125,43883075,1,train
84251263,51640459,0,train
1088849,21120495,1,train
74635538,80184260,1,train
62946016,65482576,1,train
35469348,84977888,0,train
22660911,7691539,1,train
14210025,40673968,0,exclude
13413666,82173957,0,train
4393723,38117313,0,train
77651287,2108011,1,train
25980043,45329323,1,train
35022778,2108011,0,train
23773026,63973332,0,exclude
74156633,80771543,1,train
8333161,14505369,1,train
86482658,17046235,1,train
8167070,60595000,0,exclude
37364581,46088087,0,train
4425308,30498499,1,train
26285820,89814815,0,exclude
38156094,16398395,0,exclude
61268150,95968974,1,train
23574144,67676024,0,exclude
72112341,1697045,1,train
3980193,10274404,0,train
3655214,8906733,0,exclude
62197544,36501519,1,train
26857322,39520289,0,train
74468891,25244408,0,exclude
6036231,77339323,0,exclude
60294267,66536481,1,train
3992423,79457331,1,train
44698831,46701580,1,train
34471386,97351682,0,train
80911572,56392806,0,train
13342237,27072786,0,train
68914865,50940112,1,train
41553488,26672247,0,exclude
33650372,88687859,0,train
21883109,35188587,1,train
26045464,62425231,1,train
57780651,15708615,0,train
69962412,26425849,0,exclude
45214544,54186963,0,train
14715948,55665741,0,train
21663730,58710753,1,train
1877460,6450541,1,train
13885869,96666422,0,train
38874870,54971342,1,train
10126197,61334954,1,train
21357223,70357864,1,train
9739864,79372881,1,train
36016429,98380830,1,train
18247044,51619328,1,train
46370855,68306942,0,exclude
62268972,66369626,0,train
44678762,48166649,0,train
46370855,10123735,0,exclude
74155238,14438868,0,exclude
45550541,20024247,0,exclude
72803086,69750969,0,exclude
5393373,72827975,0,exclude
35356546,94735407,0,exclude
69987057,76179137,1,train
10892042,68887278,0,train
32646229,45130572,0,train
19701782,29122061,1,train
48201867,47411649,0,train
23845125,44625958,0,train
80703508,22713268,1,train
74341359,75473314,0,exclude
72380436,86677460,1,train
13342237,46088087,0,train
27334066,56817985,0,train
19807424,14720640,0,exclude
8924039,13983853,0,train
41553488,3730472,0,val
