id,br,t,dsc,amt,ccy,cluster_id,link,tdsc,m,mno,ptyp,cn,vrm,stg,rs,ws,bt,it,wd,ln,ht,wt,sc,mt,col,ff
products_4_96620640,,AMD Radeon Pro WX 4100 4GB Workstation Video Card,"AMD Radeon Pro WX 4100 4GB Workstation Video Card - 4GB GDDR5 128 bit - Peak Engine Clock: 1201MHz, Typical Engine Clock: 1125MHz - 4x Mini DisplayPort 1.4 - PCIe 3.0 x8 - 1x 5K Monitor Support (single or dual cable) - DirectX 12 - 100-506008 - 3 Years Limited Warranty",569.0,AUD,1050421,https://www.auspcmarket.com.au/video-cards/workstation-video-cards/amd-radeon-pro-wx-4100-4gb-workstation-video-card,"AMD Radeon Pro WX 4100 4GB Workstation Video Card. Description: AMD Radeon Pro WX 4100 4GB Workstation Video Card - 4GB GDDR5 128 bit - Peak Engine Clock: 1201MHz, Typical Engine Clock: 1125MHz - 4x Mini DisplayPort 1.4 - PCIe 3.0 x8 - 1x 5K Monitor Support (single or dual cable) - DirectX 12 - 100-506008 - 3 Years Limited Warranty",Radeon Pro WX 4100,,BL7,,,,,,PCI ExpRess x8,,,,,,,,,
products_4_43953141,,1tb 6g Sata 7.2k 3.5in Nhp,1tb 6g Sata 7.2k 3.5in Nhp ETY HDD,69.38,,1054223,https://www.housepcshop.it/hard-drive-sata/24773-1tb-6g-sata-72k-35in-nhp.html,1tb 6g Sata 7.2k 3.5in Nhp. Description: 1tb 6g Sata 7.2k 3.5in Nhp ETY HDD,,,HDD,,,"1,000.0 GB",,,SATA,SATA III,,,,,3.5in,,,3.5-inch
products_4_5531813,,"Samsung EVO 860 4TB Serie SSD 2,5 SATA-600 7mm- MZ-76E4T0B","★★★★★ good prices, Fast delivery! If you order before 14.00 your goods will be sent the samE everyday - Gulf Micro Systems Call us +971 4 3586629",539.99,AED,1057972,https://www.gulfmicro.ae/samsung-evo-860-4tb-serie-ssd-2-5-sata-600-7mm-mz-76e4t0b-mz-76e4t0b-eu,"Samsung EVO 860 4TB Serie SSD 2,5 SATA-600 7mm- MZ-76E4T0B. Description: ★★★★★ good prices, Fast delivery! If you order before 14.00 your goods will be sent the same everyday - Gulf Micro Systems Call us +971 4 3586629",EVO 860,,SSD,,,"4,000.0 GB",,,,SATA III,,,7.0,,"2,5",,,2.5-inch
products_4_49228214,,SSD 2.5 SATA3 6Gb/s 240GB Patriot Burst 555MBs/500MBs PBU240GS25SSDR,"SSD disk interni, Patriot Burst 12",138.41,RSD,1068495,https://www.symbolin.com/kupi/ssd-2-5-sata3-6gb-s-240gb-patriot-burst-555mbs-500mbs-pbu240gs25ssdr-3599,"SSD 2.5 SATA3 6Gb/s 240GB Patriot Burst Description: PBU240GS25SSDR. 555MBs/500MBs SSD disk interni, Patriot Burst 120GB",,PBU240GS25SSDR,SSD,,,240.0 GB,,,,SATA III,,,,,,,,2.5-inch
products_4_53901989,Zotac,ZOTAC GAMING GEFORCE RTX 2070 SUPER MINI 8GB GDDR6,"Everything is super with the all-new ZOTAC GAMING GeForce RTX 20 Series SUPER graphics cards. Based on the NVIDIA Turing architecture, it?s packed with more cores and ultra-fast GDDR6 memory. Integrated with more smart and optimized technologies, get ready to GET FAST and GAME STRONG. GDDR6 memory IceStorm 2.0 Cooling Wraparound Metal Backplate White LED Lighting OC Scanner FireStorm Utility",41100.0,INR,1075342,https://www.pcstudio.in/product/zotac-gaming-geforce-rtx-2070-super-mini-8gb-gddr6,"ZOTAC GAMING GEFORCE RTX 2070 SUPER MINI 8GB GDDR6. Description: Everything is super with the all-new ZOTAC GAMING GeForce RTX 20 Series SUPER graphics cards. Based on the NVIDIA Turing architecture, it?s packed with more cores and ultra-fast GDDR6 memory. Integrated with more smart and optimized technologies, get ready to GET FAST and GAME STRONG. GDDR6 memory IceStorm 2.0 Cooling Wraparound Metal Backplate White LED Lighting OC Scanner FireStorm Utility",GAMING GEFORCE RTX 2070 SUPER MINI,,GPU,GeForce RTX 2070 Super,,,,,,,,,,,,,,
products_4_72923769,WD,WD GREEN M.2 SSD 480GB (2280),WD GREEN M.2 SSD 480GB (2280),876.0,SEK,107546,https://www.nordwaystore.se/wd-green-m-2-ssd-480gb-2280,WD GREEN M.2 SSD 480GB (2280). Description: WD GREEN M.2 SSD 480GB (2280),GREEN M.2 SSD,,SSD,,,480.0 GB,,,,,,,,,M.2,,,M.2 2280
products_4_19320322,Wcstcrn Digital,"WD 4TB Elemcnts USB 3.0 3.5"" Desktop Hord Drive",WD Elements 4TB USB 3.0 3.5-inch desktop hard drive,104.2,GBP,1077512,https://shop.bt.com/products/wd-4tb-elements-usb-3-0-3-5--desktop-hard-drive-wdbwlg0040hbk-eesn-9H00.html,"WD 4TB Elements USB 3.0 3.5"" Desktop Hard Drive. Description: WD 4TB Elements USB 3.0 3.5"" Desktop Hard Drive",Components,,HDD,,,4000.0,,,,,,,,,,,,
products_4_48009265,Asrock,"Asrock , Radeon Rx 550, 2 Gb, Gddr5, 128 Bit, 5120 X 2880 Pixeles,",", Radeon Rx Pixeles, 2 Gb, Gddr5, 128 Bit, 5120 X 2880 550, Pci Express X16 3.0",99.19,EUR,1080185,https://powertechbcn.com/es/tarjetas-graficas/662-asrock-radeon-rx-550-2-gb-gddr5-128-bit-5120-x-2880-pixeles-4717677335842.html,"Asrock , Radeon Rx 550, 2 Gb, Gddr5, 128 Bit, 5120 X 2880 Pixeles,. Description: , Radeon Rx 550, 2 Gb, Gddr5, 128 Bit, 5120 X 2880 Pixeles, Pci Express X16 3.0",Radeon Rx 550,,GPU,,,,,,PCI Express x16,,,,,,,Gddr5,,
products_4_21755591,Kingst,Kingston DataTraveler microDuo 128GB USB 3.0,Kingston DataTraveler USB 128GB microDuo 3.0,28.59,GBP,1085000,https://shop.bt.com/products/kingston-datatraveler-microduo-128gb-usb-3-0-dtduo3c-128gb-DQPR.html?AddToWishlist=1,Kingston DataTraveler microDuo 128GB USB 3.0. Description: Kingston DataTraveler microDuo 128GB USB 3.0,DataTraveler microDuo,,,,,128.0 GB,,,US8 3.O,,,,,,,,,
products_4_30847749,Iintzton,Kingston DataTraveler 100 256GB USB 3.0,Kingston DataTraveler 100 256GB USB 3.0,39.92,GBP,1090670,https://shop.bt.com/products/kingston-datatraveler-100-256gb-usb-3-0-dt100g3-256gb-DQPN.html?refs=50543-50113,Kingston DataTraveler 100 256GB USB 3.0. Description: Kingston DataTraveler 100 256GB USB 3.0,DataTraveler 100,,USB_STICK,,,256.0,,,USB 3.0,,,,,,,,,
products_4_73423155,Western Digital,"HDD extern WD Black P10 Game Drive for Xbox 3TB, 2.5\"", USB 3.2 Gen1 - WDBA5G0030BBK-WESN","HDD extern WD Black P10 Game Drive for Xbox 3TB, 2.5\"", USB 3.2 Gen1 - WDBA5G0030BBK-WESN",788.0,RON,1103088,http://shop.avansoft.ro/cumpara/hdd-extern-wd-black-p10-game-drive-for-xbox-3tb-2-5-usb-3-2-gen1-17343,"External WD Black P10 Game Drive for Xbox HDD, 3TB, 2.5"", USB 3.2 Gen1 - WDBA5G0030BBK-WESN. Description: external WD Black P10 Game Drive for Xbox HDD, 3TB, 2.5"", USB 3.2 Gen1 - WDBA5G0030BBK-WESN",Black P10 Game Drive for Xbox,WDNA5Gp030GBK-WESN,HDD,,,"2,793.97 GiB",,,USB 3.0,,,,,,,,,2.5-inch
products_4_45388399,Hewlett Packard Enterprise,HPE 1.8TB SAS 10K SFF SC 512e DS HDD,"1.8 TB capacity, 10,000 rpm speed, SAS 12 Gb/s interface, 6.4 cm (2.5"") form factor, for server and storage applications",282.0,EUR,110368,https://www.bechtle.com/pt-en/shop/hpe-1-8tb-sas-10k-sff-sc-512e-ds-hdd--4165320--p,"HPE 1.8TB SAS 10K SFF SC 512e DS HDD. Description: Capacity: 1.8 TB | Speed: 10,000 rpm | Interface: SAS 12 Gb/s 6.4 cm (2.5\"") | Application: Server, Storage",,,HDD,,,"1,800,000 MB",,,SAS,SAS,,,,,2.5-inch SAS,,,
products_4_54915006,Kumgst0n,SSD Kingston Technology A2000 M.2 PCIe NVMe 500 Go,SSD Kingston Technology A2000 M.2 PCIe NVMe 500 Go- SSD Capacité 500 Go - PCI-Express 4x - Carte M.2 - NVME,85.77,EUR,1118481,https://www.grosbill.com/4-kingston_technology_a2000-753649-_ssd-_ssd,SSD Kingston Technology A2000 M.2 PCIe NVMe 500 Go. Description: SSD Kingston Technology A2000 M.2 PCIe NVMe 500 Go- SSD Capacité 500 Go - PCI-Express 4x - Carte M.2 - NVME,A2000,,SSD,,,465.66 GiB,,,,,,,,,M.,,,
products_4_49018985,,"Intel® SSD DC S4510 Series (960GB, 2.5in SATA 6Gb/s 3D2, TLC)","Intel® SSD DC S4510 Series (960GB, 2.5in SATA 6Gb/s, 3D2, TLC) Generic Single Pack",142820.71,HUF,1121132,https://www.ikontakt.hu/Intel-SSD-DC-S4510-Series-960GB-2-5in-SATA-6Gb/s-3,"Intel® SSD DC S4510 Series (960GB, 2.5in SATA 6Gb/s, 3D2, TLC). Description: Intel® SSD DC S4510 Series (960GB, 2.5in SATA 6Gb/s, 3D2, TLC) Generic Single Pack",SSD DC S4510 Series,,SSD,,,894.07 GiB,,,,SATA III,,,,,2.5-inch SATA,,,2.5-inch
products_4_60106919,Samsung,SAMSUNG SSD 1TB USB 3.1 540MB ROSE GOLD,Hard disk Ester,0.15,EUR,1131083,https://www.mediaworld.it/product/p-114893/samsung-ssd-1tb-usb-3-1-540mb-rose-gold,SAMSUNG SSD 1TB USB 3.1 540MB ROSE GOLD. Description: Hard disk Esterno,,,SSD,,,,,,U58 3.0,,,,,,,,,
products_4_58494350,,"Samsung 860 QVO 2TB SSD, V-NAND 4bit MLC",Warranty : 3 Years with Local Distributor - Eternal Asia,429.0,SGD,1134888,https://www.allstars.com.sg/samsung-2tb-860-qvo-int-2-5-sata3-ssd-mz-76q2t0bw-wrty-w-ea,"SAMSUNG 2TB 860 QVO INT 2.5\"" SATA3 SSD (MZ-76Q2T0BW)-WRTY W/EA. Description: Warranty : 3 Years with Local Distributor - Eternal Asia",,MZ-76Q2T0BW,SSD,,,"2,000,000 MB",,,,,,,,,2.5-inch SATA,,,2.5-inch
products_4_54449018,Gigabyte,Gigabyte AORUS NVMe Gen4 1TB M.2 SSD,"(Solid, 1TB, AORUS, Drive), Gen4, Gigabyte, M.2, NVMe, SSD, State",199.0,EUR,11349,https://www.megekko.nl/product/5093/263398/SSD-M-2/Gigabyte-AORUS-NVMe-Gen4-1TB-M-2-SSD,"Gigabyte AORUS NVMe Gen4 1TB M.2 SSD. Description: (Solid, 1TB, AORUS, Drive), Gen4, Gigabyte, M.2, NVMe, SSD, State",AORUS NVMe Gen4,,SSD,,,1000000 MB,,,PCIe 4.0,,,,,,m.2,,,
products_4_66211587,Seagate,Disco Seagate IronWolf 3.5 in 14Tb 7200rpm(ST14000VN0008),"3.5\\\"" 14000 GB 7200 RPM",569.0,,1142172,http://tienda.step.es/tienda/index.php?id_product=23698&controller=product,"Disco Seagate IronWolf 3.5 in 14Tb 7200rpm(ST14o00VN0008). Descriptkon: 3.5\\\"" 140p0 GB 7200 RPM",,,HDD,,,14000.0,,,,,,,,,,,,3.5-inch
products_4_15729832,,"6TB Exos 7E8 ST6000NM0115, 7200 RPM, SATA 6Gb/s, 512e, 256MB cache, 3.5-Inch HDD","6TB Exos 7E8 ST6000NM0115 hard drive with 7200 RPM, SATA 6Gb/s interface, 512e format, 256MB cache, and 3.5-inch form factor",196.2,,1154215,https://www.avadirect.com/6TB-Exos-7E8-ST6000NM0115-7200-RPM-SATA-6Gb-s-512e-256MB-cache-3-5-Inch-HDD/Product/10458094,"6TB Exos 7E8 ST6000NM0115, 7200 RPM, SATA 6Gb/s, 512e, 256MB cache, 3.5-Inch HDD. Description: 6TB Exos 7E8 ST6000NM0115, 7200 RPM, SATA 6Gb/s, 512e, 256MB cache, 3.5-Inch HDD",Exos 7E8,ST6000NM0115,HDD,,,,,,SATA,SATA III,,,,,,,,
products_4_3627896,ADATA,"512GB, PCIe Gen3x4 Gaming SSD 3D NAND XPG GAMMIX S5",No product information available.,78.97,EUR,1168370,https://www.xstra.eu/product/1640/512gb-pcie-gen3x4-gaming-ssd-3d-nand-xpg-gammix-s5.html,"512GB, PCIe Gen3x4 Gaming SSD 3D NAND XPG GAMMIX S5. Description: No product information available.",GAMMIX S5,,SSD,,,,,,,,,,,,,,,
products_4_74287068,Seagate,EHDD 4TB SG 2.5 3.0 GAME DRIVE XBOX WH,"HDD extern Seagate, 4TB, Game Drive for Xbox, 2.5\"", USB 3.0, Compatibil Xbox One, Alb",529.54,RON,1168888,https://www.computershop.ro/en/external-hard-drives/15846-ehdd-4tb-sg-25-30-game-drive-xbox-wh.html,"EHDD 4TB SG 2.5 3.0 GAME DRIVE XBOX WH. Description: HDD extern Seagate, 4TB, Game Drive for Xbox, 2.5\"", USB 3.0, Compatibil Xbox One, Alb",Game Drive for Xbox,,HDD,,,"4,000,000 MB",,,,,,,,,,,Alb,
products_4_70763343,ADATA,ADATA SU800 M.2 2280 256GB SSD 3D NAND SATA 6Gb/s,Device LocationPlug-in CardForm FactorM.2Storage Capacity256 GBSupports Data ChannelSATA III-600External Data Bit Rate6 GbpsFlash Memory Cell TechnologyTriple-Level CellMaximum Random Read Rate90000 OOPSMaximum Random Write Rate80000 IOPSMaximum Sequential Read Rate560 MB/sMaximum Sequential Write Rate520 MB/sSATA III Interface Quantity1Mean Time Between Faipures2000000 hrSolid State Drive FeaturesRAID SupportShock Tolerance Operating1500G  0.5msMaximum Operating Ambient Temperature70 °CMinimum Operating Ambient Temperature0 °CMaximum Non-Operating Ambient Temperature85 °CMinimum Non-Operating Ambient Temperature-40 °CDepth (mm)3.5 mmHeight (mm)80 mmWidth (mm)22 mmNominal Weight0.008 kgPackage TypeRetailWarranty Products ReturnableYesWarranty Term (month)36 month(s)Warranty Validation CriterizSerial NumberPack Weight Brutto (kg)0.02 kgPieces in pack1Box Weight Brutto (kg)0.02 kgRetail Packaging Net Weight Carton0.02 kgRetail Packaging Net Weight Plastic0.02 kgPacks in Box1,51.95,EUR,1178275,https://www.epksistemos.lt/kompiuteriu-komponentai/kietieji-diskai-ssd/adata-su800-m-2-2280-256gb-ssd-3d-nand-detail.html,ADATA SU800 M.2 2280 256GB SSD 3D NAND SATA 6Gb/s. Description: Device LocationPlug-in CardForm FactorM.2Storage Capacity256 GBSupports Data ChannelSATA III-600External Data Bit Rate6 GbpsFlash Memory Cell TechnologyTriple-Level CellMaximum Random Read Rate90000 IOPSMaximum Random Write Rate80000 IOPSMaximum Sequential Read Rate560 MB/sMaximum Sequential Write Rate520 MB/sSATA III Interface Quantity1Mean Time Between Failures2000000 hrSolid State Drive FeaturesRAID SupportShock Tolerance Operating1500G @ 0.5msMaximum Operating Ambient Temperature70 °CMinimum Operating Ambient Temperature0 °CMaximum Non-Operating Ambient Temperature85 °CMinimum Non-Operating Ambient Temperature-40 °CDepth (mm)3.5 mmHeight (mm)80 mmWidth (mm)22 mmNominal Weight0.008 kgPackage TypeRetailWarranty Products ReturnableYesWarranty Term (month)36 month(s)Warranty Validation CriteriaSerial NumberPack Weight Brutto (kg)0.02 kgPieces in pack1Box Weight Brutto (kg)0.02 kgRetail Packaging Net Weight Carton0.02 kgRetail Packaging Net Weight Plastic0.02 kgPacks in Box1,SU800,,SSD,,,256.0,560.0,520.0 MB/s,SATA,SATA III,22.0,88.9,,8.0,,,,M.2 22BO
products_4_72508476,Samsung,Samsung 970 EVO Plus SSD M.2 2280 - 500GB,"SSD (Solid state drive), 500 GB, intern, Datenübertragungsrate: 3500 MBps (lesen) / 3200 MBps (schreiben), IOPS: 480000 (lesen) / 550000 (schreiben), 512MB LPDDR4 cache, M.2 2280 (80mm), M.2 2280 (80mm), PCI-Express 3.0 x4 NVMe 1.3 (Non-Volatile Memory Express), 256-bit AES kryptering, TCG Opal Encryption - Samsung Phoenix Controller",133.74,EUR,118048,https://www.proshop.de/SSD/Samsung-970-EVO-Plus-SSD-M2-2280-500GB/2695178,"Samsung 970 EVO Plus SSD M.2 2280 - 500GB. Description: SSD (Solid state drive), 500 GB, intern, (80mm), 3500 MBps (lesen) / 3200 MBps (schreiben), IOPS: 480000 (lesen) / 550000 (schreiben), 512MB LPDDR4 cache, M.2 2280 (80mm), M.2 2280 Datenübertragungsrate: PCI-Express 3.0 x4 NVMe 1.3 (Non-Volatile Memory Express), 256-bit AES kryptering, TCG Opal Encryption - Samsung Phoenix Controller",970 EVO Plu s,,SSD,,,"500,000 MB",3500000,,PCI Express x4,NVMe,,,,,M.2,LPDDR4,,
products_4_47513440,Inno3D,Inno3D N20702-08D6-1710VA23 videokaart GeForce RTX 2070 8 GB GDDR6,"GeForce RTX 2070 Twin X2, 8 GB GDDR6, 256-bit, 2304 CUDA, 1620 MHz, PCI-E 3.0 x16, HDCP 2.2, HDMI 2.0b, 3x DP 1.4, 8-pin, 196x113 ",470.98,EUR,118064,https://www.hardware-deals.eu/shop/computeronderdelen/videokaarten/inno3d-n20702-08d6-1710va23-videokaart-geforce-rtx-2070-8-gb-gddr6,"Inno3D N20702-08D6-1710VA23 videokaart GeForce  RTX 2070 8 GB GDDR6. Description: GeForce RTX 2070 Twin X2, 8 GB GDDR6, 256-bit, 2304 CUDA, 1620 MHz, PCI-E 3.0 x16, HDCP 2.2, HDMI 2.0b, 3x DP 1.4, 8-pin, 196x113 mm",YeForcw RTX 1070 Twin X2,N20702-08D6-1710VA23,GPU,,8.0 GB,,,,PCI Express x16,,,,,,,GDDR6,,
products_4_9621025,Gigabyte,GIGABYTE PCIE16 GT1030 2GB GDDR5/GV-N1030OC-2GI VIDEO KARTE,Powered by GeForce® GT 1030Integrated with 2GB GDDR5 64bit memorySupports HDMI 4K60HzSmooth 4K video playback and HTML5 web browsingOne-click overclocking via AORUS Graphics EngineSpecificationChipsetNVIDIA GeForce GT 1030Graphics memory size2 GBMemory bus64 bitGraphics connectorPCIE 3.0 16xGraphics memory typeGDDR5Memory clock6008 MHzGPU clock1265 MHzGPU boost clock1518 MHzMax resolution4O96x2160Cooling systemSingle Slot FansinkShipping box quantity1Unit Brutto Volume0.0034O7 cubmUnit Net Weight0.32 kgUnit Gross Weight0.44 kg,86.9,,1181812,https://elbox.lv/gigabyte-pcie16-gt1030-2gb-gddr5-gv-n1030oc-2gi-video-karte.43614.pd,GIGABYTE PCIE16 GT1030 2GB GDDR5/GV-N1030OC-2GI VIDEO KARTE. Description: Powered by GeForce® GT 1030Integrated with 2GB GDDR5 64bit memorySupports HDMI 4K@60HzSmooth 4K video playback and HTML5 web browsingOne-click overclocking via AORUS Graphics EngineSpecificationChipsetNVIDIA GeForce GT 1030Graphics memory size2 GBMemory bus64 bitGraphics connectorPCIE 3.0 16xGraphics memory typeGDDR5Memory clock6008 MHzGPU clock1265 MHzGPU boost clock1518 MHzMax resolution4096x2160Cooling systemSingle Slot FansinkShipping box quantity1Unit Brutto Volume0.003407 cubmUnit Net Weight0.32 kgUnit Gross Weight0.44 kg,PCIE16 GT1030 2GB GDDR5,,GPU,GeForce GT 1030,,,,,PCI Express x16,,,,,,,,,
products_4_86428372,1nte1,"Intel® SSD DC S4510 Series 3.8TB 2.5\"" SATA 7mm","Intel® SSD DC S4510 Series, (3.8TB, 2.5in SATA 6Gb/s, 3D2, TLC, 64-Layer) 7mm, UP to 90K IOPS and 560MB/s Read / 33K IOPS and 510 MB/s Write, Enhanced Power Loss and Security Features","22 573,0",ZAR,1194060,https://www.tamcanit.co.za/intel-ssd-dc-s4510-series-38tb-25-sata-7mm,"Intel® SSD DC S4510 Series 3.8TB 2.5\"" SATA 2.5in Description: Intel® SSD DC S4510 Series, (3.8TB, 7mm. SATA 6Gb/s, 3D2, TLC, 64-Layer) 7mm, UP to 90K IOPS and 560MB/s Read / 33K IOPS and 510 MB/s Write, Enhanced Power Loss and Security Features",SSD DC S4510 Series,,SSD,,,"3,800.0 GB",,0.51,,SATA 6Gb/s,,,,,,,,
products_4_59294265,,Crucial P5 M.2-2280 2TB PCI Express 3.0 x4 NVMe Solid State Drive,Massive 2TB storage capacity and super Fast 3400Mbps read speed and amazingly Rapid 3000Mbps write speed.,325.49,GBP,1196065,https://www.cclonline.com/product/322900/CT2000P5SSD8/Solid-State-Drives-SSDs-/Crucial-P5-2TB-M-2-2280-PCIe-Gen3-x4-NVMe-Internal-Solid-State-Drive/SSD1286,Crucial P5 M.2-2280 2TB PCI Express 3.0 x4 NVMe Solid State Drive. Description: Massive 2TB storage capacity and super Fast 3400Mbps read speed and amazingly Rapid 3000Mbps write speed.,P5,,SSD,,,,3400.0 MB/s,3 GB/s,PCI Express x4,,,,,,M.2,,,
