id,br,t,dsc,amt,ccy,cluster_id,productUrl,tdsc,m,mno,ptyp,cn,vrm,stg,rs,ws,bt,it,wd,ln,ht,wt,sc,mt,col,ff
products_2_26672247,Western Digital,"Western Digital Purple Surveillance 2TB SATA III 3.5\"" Hard Drive",Enormous 2TB HDD Drive Capacity. Perfect 5400RPM Disk Speed for Storing Music and Photos,58.99,GBP,179529,https://www.cclonline.com/product/234562/WD20PURZ/Hard-Drives/WD-Purple-2TB-5400rpm-SATA-6Gb/s-Internal-Hard-Disk-Drive/HDD2883,"Western Digital Purple Surveillance 2TB SATA III 3.5\"" Hard Drive. Description: Enormous 2TB HDD Drive Capacity. Perfect 5400RPM Disk Speed for Storing Music and Photos",Putpke Surveillancd,,,,,2000.0 GB,,,SATA,SATA III,,,,,3.5-ineb SATA,,,
products_2_9615620,Kingston,Kingston DataTraveler Micro 3.1 - 32 GB,USB ,,EUR,1797490,https://www.paradigit.nl/kingston-datatraveler-micro-3-1-32-gb/20540264/product,"Memorie USB Kingston DataTraveler Micro, 32GB, USB 3.1 - DTMC3/32GB. Description: Memorie USB Kingston DataTraveler Micro, 32GB, USB 3.1 - DTMC3/32GB",Mini Flash Drive DTMC3/32GB,,USB_STICK,,,,,,USB 3.2 Gen 2,,,,,,,,,
products_2_46701580,MSI,MSI GeForce GTX 1650 4GB AERO ITX Boost Graphics Card,"Available  CCL, this M SI GeForce GTX 1650 AERO ITX 4GB Overclocked Graphics Card has HDMI, DVI and DisplayPort outputs with Direct X 12 support.",145.91,GBP,1803142,https://www.cclonline.com/product/277461/GTX-1650-AERO-ITX-4G-OC/Graphics-Cards/MSI-GeForce-GTX-1650-AERO-ITX-4GB-Overclocked-Graphics-Card/VGA5505,"MSI GeForce GTX 1650 4GB AERO ITX Boost Graphics Card. Description: Available @ CCL, this MSI GeForce GTX 1650 AERO ITX 4GB Overclocked Graphics Card has HDMI, DVI and DisplayPort outputs with Direct X 12 support.",GeForce GTX 1650 4GB AERO ITX Boost,,GPU,GeForce GTX 1650,4.0,,,,,,,,,,,,,
products_2_58724619,,Seagate 2TB Storage Expansion Card for Xbox,"2TB Add-on storage for your Xbox. Add-on storage for your Xbox One or Xbox 360 Nothing says Game Over for the Xbox One experience like an overloaded hard drive. Boost your console's storage capacity with the Seagate Game Drive for Xbox, the only external drive designed exclusively for Xbox One and Xbox 360.",92.99,USD,180347,https://www.microcenter.com/product/453074/seagate-2tb-add-on-storage-for-your-xbox,"Seagate 2TB Add-on storage for your Xbox. Description: 2TB Add-on storage for your Xbox. Add-on storage for your Xbox One or Xbox 360 Nothing says Game Over for the Xbox One experience like an overloaded hard drive. Boost your console's storage capacity with the Seagate Game Drive for Xbox, the only external drive designed exclusively for Xbox One and Xbox 360.",Game Drive for Xbox,,,,,,,,,,,,,,,,,
products_2_30120490,Sandisk,SanDisk Cruzer Glide USB 2.0 Flash Drive 32GB,Cruzer Glide 32GB,5.95,EUR,1805681,https://mir-informatica.com/perifericos/21438-SDCZ60-032G-B35.html,Pendrive Sandisk PEN Drive SDCZ60-032G-B35. Description: Cruzer Glide 32GB,Cruzer,SDCZ60-032G-B35,USB_STICK,,,32.0 GB,,,,,,,,,,,,
products_2_51594744,Silicon Po,Silicon Power P34A80 512GB M.2 PCIe Gen3 x4 NVMe 3200/3000 MB/s (SP512GBP34A80M28),Nen momentln k dispozici.,78.71,CZK,1813877,https://www.obchudecek.cz/detail.php?zbozi=V132326_silicon-power-ssd-p34a80-512gb-m-2-pcie-gen3-x4-nvme-3200-3000-mb-s,"Silicon Power SSD P34A80 512GB, M.2 PCIe Gen3 x4 NVMe, 3200/3000 MB/s(SP512GBP34A80M28). Description: Nen momentln k dispozici.",P34A80,SP512GBP34A80M28,SSD,,,"512,000 MB","3,200.0 MB/s",3000000,PCI Express x4,NVMe,,,,,,,,
products_2_9857576,Zotac,Zotac Gaming GeForce RTX 2080 Super AMP,"GeForce RTX 2080 Super AMP VGA with 1845 MHz, 8GB GDDR6, PCIe 3.0 and DX12. IceStorm heatsink, HDMI and 3xDPort, 298x133x42 mm.",759.0,EUR,1814777,https://www.izarmicro.net/componentes/tarjetas-graficas/geforce-rtx-2000/art-13626-zotac-gaming-geforce-rtx-2080-super-amp,"Zotac Gaming GeForce RTX 2080 Super AMP. Description: VGA GeForce RTX 2080 Super AMP, 1845Mhz, 8GB GDDR6, PCIe 3.0, DX12. Disipador IceStorm, HDMI/3xDPort, 298x133x42mm",Gaming GeForce RTX 2080 Super AMP,,F0H,GeForce RTX 2080 Super,,,,,PCI Express x16,,42.0,298.0,133.0,,,,,
products_2_55156660,Seagate,Seagate 500GB 3.5 Barracuda Desktop HDD 32MB Cach,"Seagate Barracuda Desktop HDD 3.5 - 500GB SATA Iii - 6GBps With 32MB Cache, 7200RPM",1303.17,ZAR,1817648,https://sbsdomain.com/seagate-500gb-35-barracuda-desktop-hdd-32mb-cach,"Seagate 500GB 3.5 Barracuda Desktop HDD 32MB Cach. Description: Seagate Barracuda Desktop HDD 3.5 - 500GB SATA Iii - 6GBps With 32MB Cache, 7200RPM",Barracuda desktop hard drive,,HDD,,,"500,000 MB",,,SATA,WARA 8II,,,,,3.5-inch SATA,,,3.5-inch
products_2_50331120,,Seagate Exos X10 10TB 256MB 7200rpm SATA III 3.5-inch,Seagate Exos X10 10TB HDD 256MB 7200rpm SataIII 3.5,442,EUR,1822374,https://www.computervalley.it/product_info.php?products_id=25000,Seagate Exos X10 HDD 10TB 256MB 7200rpm SataIII 3.5. Description: Seagate Exos X10 HDD 10TB 256MB 7200rpm SataIII 3.5,Exos X10,,Storage,,,10000.0,,,,,,,,,3.S-inch 5ATA,,,
products_2_75651957,Western Digital,WD Green SSD 3D NAND M.2 - 240GB,"Solid state drive, 240 GB, inbyggd, M.2 2280, SATA 6Gb/s",531.75,XRO,1823245,https://www.proshop.se/SSD/WD-Green-SSD-3D-NAND-M2-240GB/2646949,"WD Green SSD 3D NAND M.2 - 240GB. Description: Solid state drive, 240 GB, inbyggd, M.2 2280, SATA 6Gb/s",,,SSD,,,223.52 GiB,,,,SATA III,,,,,M.2,,,
products_2_11411470,,"GeForce® GTX 1660 VENTUS XS 6G OC, 1530 - 1830MHz, 6GB GDDR5, Graphics Card","GeForce® GTX 1660 VENTUS XS 6G OC, 1530 - 1830MHz, 6GB GDDR5, Graphics Card",303.24,USD,18321,https://www.avadirect.com/GeForce-GTX-1660-VENTUS-XS-6G-OC-1530-1830MHz-6GB-GDDR5-Graphics-Card/Product/12653628,"GeForce® GTX 1660 VENTUS XS 6G OC, 1530 - 1830MHz, 6GB GDDR5, Graphics Card. Description: GeForce® GTX 1660 VENTUS XS 6G OC, 1530 - 1830MHz, 6GB GDDR5, Graphics Card",GeForce® GTX 1660 VENTUS XS 6G OC,,GPU,,,,,,,,,,,,,,,
products_2_190485,Western Digital,"HDD extern WD Black P10 Game Drive 2TB, 2.5\"", USB 3.2 Gen1 - WDBA2W0020BBK-WESN","Extern WD Black P10 Game Drive HDD, 2.5"", 2TB, USB 3.2 Gen1 - WDBA2W0020BBK-WESN",697.53,RON,184010,http://shop.avansoft.ro/cumpara/hdd-extern-wd-black-p10-game-drive-2tb-2-5-usb-3-2-gen1-wdba2w0020bbk-17341,"HDD extern WD Black P10 Game Drive 2TB, 2.5\"", USB 3.2 Gen1 - WDBA2W0020BBK-WESN. Description: HDD extern WD Black P10 Game Drive 2TB, 2.5\"", USB 3.2 Gen1 - WDBA2W0020BBK-WESN",Black P10 Game Drive,WDBA2W0020BBK-WESN,HDD,,,,,,USB 3.0,,,,,,2.5,,,2.5-inch
products_2_79872790,Western Digital,Western Digital WD20EURX 2TB CCTV/Surveillance Internal Hard Drive,"2TB WD WD20EURX 3.5\"" HDD Surveillance, SilkStream, SATA III - 6Gb/s, IntelliPower rpm, 64MB Cache",75.98,GBP,184175,https://www.scan.co.uk/products/2tb-wd-wd20eurx-35-hdd-surveillance-silkstream-sata-iii-6gb-s-intellipower-rpm-64mb-cache,"Western Digital WD20EURX 2TB internal CCTV/surveillance hard drive. Description: 2TB WD WD20EURX 3.5"" surveillance HDD with SilkStream, SATA III 6Gb/s, IntelliPower rpm, and 64MB cache",,WD20EURX,HDD,,,2000.0,,,,SATA III,,,,,"3.5"" HDD",,,3.5-inch
products_2_46332445,Kingston,Kingston KC2000 M.2 NVMe - 2TB,"SSD (Solid state drive), 2 TB, intern, Datahastighed: 3200 MBps (læs) / 2200 MBps (skriv), IOPS: 250000 (læs) / 250000 (skriv), M.2 2280 (80mm), PCI-Express 3.0 x4 NVMe 1.3 (Non-Volatile Memory Express), 256-bit AES kryptering, TCG Opal Encryption - SM2262EN Controller",2622.0,CLL,1845004,https://www.proshop.dk/SSD/Kingston-KC2000-M2-NVMe-2TB/2774157,"Kingston KC2000 M.2 NVMe - 2TB. Description: SSD (Solid state drive), 2 TB, intern, Datahastighed: 3200 MBps (læs) / 2200 MBps (skriv), IOPS: 250000 (læs) / 250000 (skriv), M.2 2280 (80mm), PCI-Express 3.0 x4 NVMe 1.3 (Non-Volatile Memory Express), 256-bit AES kryptering, TCG Opal Encryption - SM2262EN Controll",KC2000,,SSD,,,,,2.20 GB/s,PCI Express x4,NVMe,,,,,,,,M.2 2280
products_2_62604633,,XPG S40G PCIe Gen3x4 M.2 2280 SSD 1TB with RGB Lighting,"M.2 2280 PCIe Gen3x4, 1TB capacity, customizable RGB lighting, Internal Solid State Drive, Read/write up to 3500/1900MB/s, Maximum 4K random read / write IOPS : up to 300K / 240K, 3D NAND Flash 5 year/320TBW warran",349.0,NZD,18469,https://www.laurensontechnology.com/product-page/xpg-s40g-pcie-gen3x4-m-2-2280-ssd-1tb-with-rgb-lighting,"XPG S40G PCIe Gen3x4 M.2 2280 SSD 1TB with RGB Lighting. Description: M.2 2280 PCIe Gen3x4, 1TB capacity, customizable RGB lighting, Internal Solid State Drive, Read/write up to 3500/1900MB/s, Maximum 4K random read / write IOPS : up to 300K / 240K, 3D NAND Flash 5 year/320TBW warranty",E50H,,SSD,,,,,1.90 GB/s,PCI Express x4,,,,,,,,,M.2 2280
products_2_72517443,,GEFORCE GTX 1660 XC BLACK GAMING 6GB GDDR5 PCI EXPRESS 3.0 GRAPHICS CARD WITH HDB FAN,"Graphics card with 6GB of GDDR5 memory, PCI Express 3.0 interface, DVI-D, HDMI, and DisplayPort outputs, a 1785MHz boost clock, and 192-bit memory.",0.23,USD,184950,https://www.bigapplebuddy.com/product/8/geforce-gtx-1660-xc-black-gaming-6gb-gddr5-pci-express-30-graphics-card-with-hdb-fan/11735,"GEFORCE GTX 1660 XC BLACK GAMING 6GB GDDR5 PCI EXPRESS 3.0 GRAPHICS CARD WITH HDB FAN. Description: 6GB GDDR5 memory; PCI Express 3.0; DVI-D, HDMI, and DisplayPort outputs; 1785MHz boost clock speed; 192-bit memory",GEFORCE GTX 1660 XC BLACK GAMING,,,,6.0,,,,PCI Express x16,,,,,,,,,
products_2_21132060,Asus,"ASUS - GeForce RTX 2070 SUPER ROG Strix Skjermkort, PCI-Express 3.0, 8GB GDDR6, Turing","ASUS GeForce RTX 2070 SUPER ROG Strix Skjermkort,PCI-Express 3.0, 8GB GDDR6, Turing (ROG-STRIX-RTX2070S-8G-GAMING) - GPU-familie: nVidia - GPU: GeForce RTX 2070 SUPER - Grensesnitt: PCI Express 3.0 - Videominne: 8GB - Videominnetype: GDDR6 - Minnebussbredde: 256 bit - DVI: 0 - VGA: 0 - HDMI: 2 - Displayport: 2 - USB-C: 1 - Profile: Triple Slot - Kjøletype: Aktiv",10505.24,NOK,185643,https://www.dataspesialisten.no/partdetail.aspx?q=p:1000342555,"ASUS - GeForce RTX 2070 SUPER ROG Strix Skjermkort, PCI-Express 3.0, 8GB GDDR6, Turing. Description: ASUS GeForce RTX 2070 SUPER ROG Strix Skjermkort,PCI-Express 3.0, 8GB GDDR6, Turing (ROG-STRIX-RTX2070S-8G-GAMING) - GPU-familie: nVidia - GPU: GeForce RTX 2070 SUPER - Grensesnitt: PCI Express 3.0 - Videominne: 8GB - Videominnetype: GDDR6 - Minnebussbredde: 256 bit - DVI: 0 - VGA: 0 - HDMI: 2 - Displayport: 2 - USB-C: 1 - Profile: Triple Slot - Kjøletype: Aktiv",GeForce RTX 2070 SUPER ROG Strix,ROG-STRIX-RTX2070S-8G-GAMING,,,,,,,PCI Express x16,,,,,,,,,
products_2_14505369,ADATA,ADATA 256GB XPG SX8200 Pro PCIe Gen3x4 M.2 2280 Solid State Drive,"The SX8200 Pro M.2 2280 SSD is XPG’s fastest SSD to date and is designed for avid PC enthusiasts, gamers, and overclockers. It features an ultra-fast PCIe Gen3x4 interface that offers peak read/write speeds of 3500/3000MB per second, outpacing SATA 6Gb/s by a wide margin. Supporting NVMe 1.3, the SX8200 Pro delivers excellent random read/write performance and multi-tasking capabilities. With SLC caching, a DRAM Cache buffer, E2E Data Protection, and LDPC ECC, it maintains high speeds and data integrity, even during highly intensive applications such as gaming rendering, and overclocking.Key FeaturesUltra-fast PCIe Gen3x4 interface: R/W speed up to 3500/3000MB/sNVMe 1.3 support3D NAND Flash for higher capacity and durabilityAdvanced LDPC ECC TechnologySLC Caching and DRAM cache buffer",92.95,GBP,1856741,https://www.technextday.co.uk/adata-256gb-xpg-sx8200-pro-pcie-gen3x4-m2-2280-solid-state-drive-asx8200pnp256gtc,"ADATA 256GB XPG SX8200 Pro PCIe Gen3x4 M.2 2280 Solid State Drive. Description: The SX8200 Pro M.2 2280 SSD is XPG’s fastest SSD to date and is designed for avid PC enthusiasts, gamers, and overclockers. It features an ultra-fast PCIe Gen3x4 interface that offers peak read/write speeds of 3500/3000MB per second, outpacing SATA 6Gb/s by a wide margin. Supporting NVMe 1.3, the SX8200 Pro delivers excellent random read/write performance and multi-tasking capabilities. With SLC caching, a DRAM Cache buffer, E2E Data Protection, and LDPC ECC, it maintains high speeds and data integrity, even during highly intensive applications such as gaming rendering, and overclocking.Key FeaturesUltra-fast PCIe Gen3x4 interface: R/W speed up to 3500/3000MB/sNVMe 1.3 support3D NAND Flash for higher capacity and durabilityAdvanced LDPC ECC TechnologySLC Caching and DRAM cache buffer",XPG SX8200 Pro,,SSD,,,238.42 GiB,,,PCI Express x4,NVMe,,,,,,,,M.2 2280
products_2_59082251,Kingston,Kingston DataTraveler 50 32GB USB 3.0 Flash Drive,"DataTraveler 50 is a lightweight USB Flash drive that's available in capacities from 8GB to 128GB. The drive's compact, cap less design features a metal casing and colorful accents that range by capacity. Fast2 USB 3.1 Gen 1 (USB 3.0)3 performance ensures quick and easy data transfer. Backward compatible with existing USB 2.0 ports, the drive is also customisable4. DT 50 is backed by a five-year warranty, free technical support and legendary Kingston reliability.",34.56,USD,1856804,https://kozmicsolutionz.co.za/kingston-datatraveler-50-32gb-usb-3-0-flash-drive,"Kingston DataTraveler 50 32GB USB 3.0 Flash Drive. Description: DataTraveler 50 is a lightweight USB Flash drive that's available in capacities from 8GB to 128GB. The drive's compact, cap less design features a metal casing and colorful accents that range by capacity. Fast2 USB 3.1 Gen 1 (USB 3.0)3 performance ensures quick and easy data transfer. Backward compatible with existing USB 2.0 ports, the drive is also customisable4. DT 50 is backed by a five-year warranty, free technical support and legendary Kingston reliability.",DataTraveler 50,,USB_STICK,,,32000,,,USB 3.0,,,,,,,,,
products_2_98139630,Gi gabyte,"Gigabyte Radeon RX 5500 XT OC 4G, 4096 MB GDDR6","Gaming-Grafikkarte Radeon RX 5500 XT von Gigabyte, max. 1.845 MHz GPU-Boost-Takt, 4 GB GDDR6-Speicher, 3x DisplayPort 1.4 / 1x HDMI, Dual-Lüfter-Kühlerdesign",223.25,SH4,1857431,https://www.caseking.de/gigabyte-radeon-rx-5500-xt-oc-4g-4096-mb-gddr6-gcgb-318.html,"Gigabyte Radeon RX 5500 XT OC 4G, 4096 MB GDDR6. Description: Gaming-Grafikkarte Radeon RX 5500 XT von Gigabyte, max. 1.845 MHz GPU-Boost-Takt, 4 GB GDDR6-Speicher, 3x DisplayPort 1.4 / 1x HDMI, Dual-Lüfter-Kühlerdesign",Radeon RX 5500 XT OC 4G,,GPU,Radeon RX 5500 XT,,,,,,,,,,,,,,
products_2_90724689,Samsung,Samsung 860 EVO M.2-2280 250GB SATA III Solid State Drive,Real buy SSD with a capacity of With Super Fluid performance due to it's SATA III interface and super Smooth 550Mbps read speed .,59.35,GBP,187372,https://www.cclonline.com/product/247875/MZ-N6E250BW/Solid-State-Drives-SSDs-/Samsung-860-EVO-250GB-M-2-2280-SATA-III-Internal-Solid-State-Drive/SSD0726,Samsung 860 EVO M.2-2280 250GB SATA III Solid Stote Drivc. Description: Real buy SSD with a capacity of 250GB With Super Fluid performance due to it's SATA III interface and super Smooth 550Mbps read speed .,860 EVO,,SSD,,,250.0,,,,,,,,,,,,M.2 22BO
products_2_97351682,Seagate,"Seagate Cheetah ST3600057SS 15K 600GB 3.5\"" 3G HDD Hard Drive","Specifications: Seagate brand, part number ST3600057SS, 600GB capacity, 3.5"" LFF form factor, SAS interface, 6 Gbps data transfer rate, and 15,000 RPM spindle speed. Condition: certified Grade A, cosmetically perfect, and professionally tested and ready to use. Disclaimer: photos may not exactly match the part. Return Policy: if you're not fully satisfied, call within 30 days to use our free 30-Day Guarantee; some exclusions apply, see the full return policy. Compatibility: call us for more information about compatibility for this item.",0.11,USD,1882499,https://www.globalcomputersales.com/products/st3600057ss,"Seagate Cheetah ST3600057SS 15K 600GB 3.5"" 3G HDD hard drive. Specifications: Brand: Seagate; Seagate part number: ST3600057SS; Capacity: 600GB; Form factor: 3.5"" LFF; Interface type: SAS; Data transfer rate: 6 Gbps; Spindle speed: 15,000 RPM. Condition: Certified Grade A, cosmetically perfect, and expert-tested, ready for use. Disclaimer: Photos may not exactly match the part. Return policy: If you're not fully satisfied, call within 30 days to use the free 30-Day Guarantee; some exclusions apply, see the full return policy. Compatibility: Call for more information about compatibility for this item.",Cheetah,ST3600057SS-EQL,HDD,,,,,,,SAS,,,,,"3.5"" LFF",,,3.5-inch
products_2_81137712,Gigabyte,"Gigabyte 1TB 2.5\"" SATA 3D SSD/Solid State Drive","1TB Gigabyte SSD, 2.5\"" SSD, SATA 3.0 (6Gb/s), 3D NAND, 550MB/s Read, 500MB/s Write, 75k/85k IOPS, Retail",101.,68P,18879,https://www.scan.co.uk/products/1tb-gigabyte-ssd-25-ssd-sata-30-6gb-s-3d-nand-550mb-s-read-500mb-s-write-75k-85k-iops-retail,"Gigabyte 1TB 2.5\"" SATA 3D S5D/Solid State Drive. Description: 1TB Gigabyte SSD, 2.5\"" SSD, SATA 3.O (6Gb/s), 3D NAND, 550MB/s Read, 500MB/s Write, 75k/85k IOPS, Retail",,,SSD,,,931.32,0.55 GB/s,,SATA,SATA III,,,,,2.5-inch SATA,,,
products_2_569608,Silicon Power,Dysk SSD M.2 Silicon Power A80 1TB PCI-e,"Silicon Power 1TB NVMe PCIe Gen3 x4 M.2 2280 TLC R/W up to 3,400/3,000 MB/s SSD (SP001TBP34A80M28)",153.01,USD,1902459,https://www.newegg.com/silicon-power-p34a80-1tb/p/N82E16820301395?Item=N82E16820301395&IsFeedbackTab=true,"Silicon Power 1TB NVMe PCIe Gen3 x4 M.2 2280 TLC R/W up to 3,400/3,000 MB/s SSD (SP001TBP34A80M28). Description: Silicon Power 1TB NVMe PCIe Gen3 x4 M.2 2280 TLC R/W up to 3,400/3,000 MB/s SSD (SP001TBP34A80M28)",,SP001TBP34A80M28,SSD,,,,,3000.0,PCI Express x4,NVMe,,,,,,,,M.2 2280
products_2_69858524,Seagate,Seagate 12TB IronWolf NAS 7200RPM 256MB Cache Internal Hard Drive (ST12000VN0008),"12TB Hard Drive, ST12000VN0008, Part of the IronWolf Guardian Range, NAS Drive, 3.5 inch, SATA 6Gb/s Interface, 7200RPM Spin Speed, 256MB Cache, 3 Year Warranty, 3-year included Rescue Data Recovery",359.99,GBP,191074,https://www.overclockers.co.uk/seagate-12tb-ironwolf-nas-7200rpm-256mb-cache-internal-hard-drive-st12000vn0008-hd-3bt-se.html,"Seagate 12TB IronWolf NAS 7200RPM 256MB Cache Internal Hard Drive (ST12000VN0008). Description: 12TB Hard Drive, ST12000VN0008, Part of the IronWolf Guardian Range, NAS Drive, 3.5 inch, SATA 6Gb/s Interface, 7200RPM Spin Speed, 256MB Cache, 3 Year Warranty, 3-year included Rescue Data Recovery",IronWolf NAS,ST12000VN0008,HDD,,,12000.0,,,SATA,,,,,,3.5-ineb SATA,,,
products_2_11620368,Kingston,Kingston DataTraveler G4 - USB flash drive - 16 GB - USB 3.0 - blue,16 GB • USB 3.0 • 40 MB/s/10 MB/s • Blauw,14.99,,1915191,https://dtccomputers.nl/usb-sticks/26741-kingston-datatraveler-g4-usb-flash-drive-16-gb-usb-30-blue-dtig4-16gb-26741-740617220452.html,Kingston DataTraveler G4 - USB flash drive - 16 GB - USB 3.0 - blue. Description: 16 GB • USB 3.0 • 40 MB/s/10 MB/s • Blauw,DataTravelerG4,,USB_STICK,,,16.0,,,USB 3.0,,,,,,,,blue,
products_2_95560516,Lexar,Lexar JumpDrive S57 USB 3.0 Flash Drive 128GB Green,"The Lexar JumpDrive S57 USB 3.0 Flash Drive 128GB in Green has a transfer speed up to 150MB/s, 256-bit AES encryption and is backwards compatible with USB 2.0 devices",14.79,GBP,1917119,https://www.picstop.co.uk/usb-flash-drive/lexar-jumpdrive-s57-usb-30-flash-drive-128gb-green.html,"Lexar JumpDrive S57 USB 3.0 Flash Drive 128GB Green. Description: The Lexar JumpDrive S57 3.0 Flash Drive 128GB in Green has a transfer speed up to 150MB/s, 256-bit AES encryption and is backwards compatible with USB 2.0 devices",JumpDrive S57,,USB_STI,,,119.21,,,USB 3.0,,,,,,,,Green,
products_2_79434607,ADATA,"A-DATA - 5TB External hard drive, military grade, USB 3.1, three-layer pr","A-DATA 5TB External hard drive, military grade, USB 3.1, three-layer pr (AHD830-5TU31-CBK) - Installeret: 5TB - Max diske: 1 - RAID: Nej - Tilslutning: USB - Type: Ekstern - Diskstørrelse: 2.5\""",1593.41,DKK,19194,https://www.stratek.dk/a-data-5tb-external-hard-drive/cat-p/c0/p10413646,"A-DATA - 5TB External hard drive, military grade, USB 3.1, three-layer pr. Description: A-DATA 5TB External hard drive, military grade, USB 3.1, three-layer pr (AHD830-5TU31-CBK) - Installeret: 5TB - Max diske: 1 - RAID: Nej - Tilslutning: USB - Type: Ekstern - Diskstørrelse: 2.5\""",,AHD830-5TU31-CBK,HDD,,,"5,000.0 GB",,,USB 3.0,USB,,,,,,,,
products_2_59218197,WD,"WD Blue 3,5\"" (64MB cache, 5400rpm), 4TB","4TB • 3.5\"" HDD (SATA-600)• 5.400rpm",,,1924154,https://tweakers.net/pricewatch/459622/wd-blue-3-komma-5-inch-64mb-cache-5400rpm-4tb.html,"WD Blue 3,5\"" (64MB cache, 5400rpm), 4TB. Description: 4TB • 3.5\"" HDD (SATA-600)• 5.400rpm",Blue WD,,External HDD,,,,,,,SATA III,,,,,,,,
