case,source_dataset,source_column,target_dataset,target_column,score,notes,source_file
papers-augmented-easy,dblp,first_page,Scholarly Paper,first_page,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/dblp_mapping.csv
papers-augmented-easy,dblp,last_page,Scholarly Paper,last_page,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/dblp_mapping.csv
papers-augmented-easy,dblp,referenced_works_count,Scholarly Paper,referenced_works_count,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/dblp_mapping.csv
papers-augmented-easy,dblp,cited_by_count,Scholarly Paper,cited_by_count,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/dblp_mapping.csv
papers-augmented-easy,open_alex,id,Scholarly Paper,id,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/open_alex_mapping.csv
papers-augmented-easy,open_alex,type,Scholarly Paper,type,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/open_alex_mapping.csv
papers-augmented-easy,open_alex,title,Scholarly Paper,title,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/open_alex_mapping.csv
papers-augmented-easy,open_alex,authors,Scholarly Paper,authors,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/open_alex_mapping.csv
papers-augmented-easy,open_alex,publication_year,Scholarly Paper,publication_year,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/open_alex_mapping.csv
papers-augmented-easy,open_alex,journal,Scholarly Paper,journal,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/open_alex_mapping.csv
papers-augmented-easy,open_alex,volume,Scholarly Paper,volume,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/open_alex_mapping.csv
papers-augmented-easy,open_alex,issue,Scholarly Paper,issue,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/open_alex_mapping.csv
papers-augmented-easy,open_alex,first_page,Scholarly Paper,first_page,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/open_alex_mapping.csv
papers-augmented-easy,open_alex,last_page,Scholarly Paper,last_page,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/open_alex_mapping.csv
papers-augmented-easy,open_alex,referenced_works_count,Scholarly Paper,referenced_works_count,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/open_alex_mapping.csv
papers-augmented-easy,open_alex,cited_by_count,Scholarly Paper,cited_by_count,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/open_alex_mapping.csv
