silver_cluster_id,pipe_cluster_id,title,brand,description,price,priceCurrency,product_type,model,model_number,chipset_name,vram_gb,storage_gb,read_speed_mb_s,write_speed_mb_s,bus_type,interface_type,width_mm,length_mm,height_mm,weight_g,storage_connection_type,memory_type,color,form_factor,title_description,n_attributes_correct,fully_correct
538424,products_1_41214107,True,True,False,False,True,True,False,True,False,True,,,,True,False,False,True,False,False,,True,True,False,False,10,False
699847,products_1_4360231,True,True,False,False,False,True,False,False,,,True,True,False,True,False,False,False,False,False,False,,False,,False,6,False
1764621,products_1_43653282,True,True,True,True,True,True,False,True,True,True,,,,True,False,False,False,False,,,True,,False,True,12,False
3676509,products_1_44961253,True,True,True,True,True,True,True,True,True,True,,,,False,False,False,False,False,,,True,False,False,True,12,False
45917885,products_1_46330427,False,True,True,True,True,True,,False,,,True,False,False,True,False,False,False,False,False,False,,,True,True,9,False
376796,products_1_48259418,False,True,False,False,True,True,False,False,False,True,,,,True,False,False,False,False,False,,True,False,False,False,6,False
1902459,products_1_48525870,True,True,False,True,True,True,False,True,,,True,False,True,False,False,True,True,True,True,True,,,True,False,14,False
504703,products_1_4944318,False,True,False,True,True,True,False,True,,,True,True,True,True,False,False,False,False,False,False,,False,False,,9,False
195167,products_1_50222671,True,True,True,True,True,True,True,True,,,True,True,True,True,True,False,False,False,False,True,,,True,True,16,False
4531074,products_1_51025959,True,True,False,True,True,True,True,False,,,True,False,False,False,False,False,False,False,False,False,,False,False,False,7,False
2438224,products_1_51669161,False,True,True,False,True,True,False,True,,,True,True,True,False,False,False,False,False,False,False,,,True,True,10,False
4422579,products_1_52315318,True,True,False,False,True,True,True,True,,,True,,,True,True,False,False,False,False,True,,,True,False,11,False
129607,products_1_53202784,True,True,True,True,True,True,False,True,,,True,True,True,False,True,False,False,False,False,True,,True,,True,14,False
2935408,products_1_54859186,True,True,True,True,True,True,True,True,True,True,,,,False,False,False,False,False,,,True,False,False,True,12,False
1051451,products_1_55998431,True,True,False,False,True,True,False,True,False,True,,,,False,False,False,False,False,False,,True,False,False,True,8,False
3122574,products_1_58208007,False,True,True,True,True,True,False,False,False,True,,,,False,False,True,True,True,False,,True,False,False,True,11,False
2082644,products_1_58685745,False,True,True,False,True,True,False,True,True,True,,,,False,False,False,False,False,False,,True,,False,False,8,False
440296,products_1_59530038,True,True,True,True,True,True,False,True,False,True,,,,False,False,False,False,False,False,,True,False,False,True,10,False
2222418,products_1_59897811,False,True,False,True,True,True,False,False,True,True,,,,True,False,False,False,False,,,True,,False,False,8,False
380163,products_1_60591019,True,True,True,False,True,True,False,False,False,True,,,,True,False,False,False,False,False,,True,False,False,True,9,False
2359996,products_1_6114785,True,True,True,True,True,True,True,True,,,True,False,False,True,False,False,False,False,False,False,,False,,True,11,False
390895,products_1_63493764,False,True,False,False,True,True,True,True,,,True,False,,True,True,False,False,False,False,False,,False,True,False,9,False
1711337,products_1_64204030,True,True,False,False,True,True,True,True,True,True,,,,True,False,True,True,True,,,True,,False,False,13,False
4583136,products_1_65406066,True,True,False,False,True,True,True,True,,,True,,,True,False,False,False,False,False,True,,,True,False,10,False
1255371,products_1_66183633,False,True,True,False,True,True,False,True,,,True,False,False,False,False,False,False,False,,False,,True,True,True,9,False
416083,products_1_66458380,True,True,True,True,True,True,True,True,,,True,False,False,False,False,False,False,False,False,False,,False,,True,10,False
79822,products_1_67375798,True,True,False,True,True,True,True,True,,,True,False,True,True,True,False,False,False,False,True,,False,True,False,13,False
337519,products_1_67844012,True,False,False,True,True,True,True,True,,,True,True,,True,False,False,False,False,True,True,,,True,False,12,False
2014983,products_1_6951663,True,True,True,True,True,True,True,True,,,True,True,True,False,True,False,False,False,True,True,False,True,False,True,16,False
410840,products_1_69962412,True,True,False,False,True,True,True,False,,,True,False,False,False,False,False,False,False,False,False,,False,False,False,6,False
482835,products_1_71962852,False,True,False,False,True,True,False,False,False,True,,,,False,False,False,False,False,False,,True,False,False,False,5,False
755875,products_1_74156633,True,True,True,False,True,True,False,False,,,True,False,False,False,False,False,False,False,False,,,False,False,True,7,False
761924,products_1_7610550,False,True,True,False,True,True,False,True,,,True,True,True,True,True,False,False,False,False,True,,False,True,True,13,False
1797490,products_1_77093147,True,True,False,False,True,True,True,True,,,True,False,,False,False,False,False,False,,True,,False,,False,8,False
1442175,products_1_77251182,True,True,False,False,True,True,True,True,,,True,,,True,True,False,False,False,False,False,,False,True,False,10,False
2045439,products_1_78427880,True,True,True,True,True,True,True,True,,,True,True,True,False,False,False,False,False,False,True,,,True,True,14,False
1090670,products_1_78827999,True,True,True,True,True,True,True,True,,,True,False,False,True,True,False,False,False,False,True,,False,,True,13,False
249450,products_1_81080257,False,True,True,False,True,True,True,True,,,True,False,,True,False,False,False,False,False,True,,False,True,True,11,False
1856741,products_1_8333161,True,True,False,False,True,True,True,True,,,True,True,False,False,False,True,True,True,True,True,,,True,False,14,False
659318,products_1_84634220,False,True,False,True,True,True,False,False,False,True,,,,True,False,False,False,False,False,,True,False,False,True,8,False
2263429,products_1_20598122,True,True,False,False,False,True,True,False,,,True,False,False,False,False,False,False,False,False,False,,False,,False,5,False
257087,products_1_87430670,True,True,False,True,True,True,True,True,,,True,True,True,True,False,False,False,False,False,,,True,,False,12,False
345616,products_1_87510268,False,True,True,False,True,True,False,True,,,True,False,,True,False,True,True,True,True,True,,False,True,True,14,False
3668,products_1_8924039,True,True,True,False,True,True,True,True,,,True,True,False,False,False,False,False,False,False,True,,,True,True,12,False
855686,products_1_91393515,False,True,True,True,True,True,False,True,,,True,False,False,False,False,False,False,False,False,False,,False,True,True,9,False
2860605,products_1_936587,False,True,False,True,True,True,False,True,,,True,False,False,True,True,False,False,False,False,False,,,True,False,9,False
782338,products_1_95247966,True,True,True,False,True,True,True,True,,,True,True,True,True,True,False,False,False,False,True,,,True,True,15,False
94530,products_1_96580141,True,True,True,True,True,True,False,False,True,True,,,,True,False,False,False,False,False,,True,False,False,True,11,False
329031,products_1_98108384,True,True,False,True,True,True,True,True,,,True,True,False,True,False,False,False,False,False,False,,False,False,False,10,False
2507823,products_1_9830450,True,True,True,True,True,True,False,,,,True,True,True,True,False,False,False,False,False,False,,False,,True,11,False
4265706,products_1_98803698,False,True,False,True,True,True,False,False,False,True,,,,False,False,False,False,False,False,,True,False,False,False,6,False
2739564,products_1_9908573,True,True,True,True,True,True,False,True,,,True,False,False,False,False,False,False,False,False,,,True,False,True,10,False
