case,source_dataset,source_column,target_dataset,target_column,score,notes,source_file
papers-augmented-medium,dblp,ttl,Scholarly Paper,title,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/medium/schema_matching/mappings/dblp_mapping.csv
papers-augmented-medium,dblp,auth,Scholarly Paper,authors,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/medium/schema_matching/mappings/dblp_mapping.csv
papers-augmented-medium,dblp,pub_yr,Scholarly Paper,publication_year,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/medium/schema_matching/mappings/dblp_mapping.csv
papers-augmented-medium,dblp,jrnl,Scholarly Paper,journal,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/medium/schema_matching/mappings/dblp_mapping.csv
papers-augmented-medium,dblp,vol,Scholarly Paper,volume,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/medium/schema_matching/mappings/dblp_mapping.csv
papers-augmented-medium,dblp,iss,Scholarly Paper,issue,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/medium/schema_matching/mappings/dblp_mapping.csv
papers-augmented-medium,dblp,fpage,Scholarly Paper,first_page,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/medium/schema_matching/mappings/dblp_mapping.csv
papers-augmented-medium,dblp,lpage,Scholarly Paper,last_page,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/medium/schema_matching/mappings/dblp_mapping.csv
papers-augmented-medium,dblp,ref_cnt,Scholarly Paper,referenced_works_count,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/medium/schema_matching/mappings/dblp_mapping.csv
papers-augmented-medium,dblp,cite_cnt,Scholarly Paper,cited_by_count,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/medium/schema_matching/mappings/dblp_mapping.csv
papers-augmented-medium,open_alex,id,Scholarly Paper,id,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/medium/schema_matching/mappings/open_alex_mapping.csv
papers-augmented-medium,open_alex,wt,Scholarly Paper,type,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/medium/schema_matching/mappings/open_alex_mapping.csv
papers-augmented-medium,open_alex,tt,Scholarly Paper,title,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/medium/schema_matching/mappings/open_alex_mapping.csv
papers-augmented-medium,open_alex,aus,Scholarly Paper,authors,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/medium/schema_matching/mappings/open_alex_mapping.csv
papers-augmented-medium,open_alex,pyr,Scholarly Paper,publication_year,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/medium/schema_matching/mappings/open_alex_mapping.csv
papers-augmented-medium,open_alex,jrn,Scholarly Paper,journal,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/medium/schema_matching/mappings/open_alex_mapping.csv
papers-augmented-medium,open_alex,vol,Scholarly Paper,volume,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/medium/schema_matching/mappings/open_alex_mapping.csv
papers-augmented-medium,open_alex,isu,Scholarly Paper,issue,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/medium/schema_matching/mappings/open_alex_mapping.csv
papers-augmented-medium,open_alex,fpa,Scholarly Paper,first_page,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/medium/schema_matching/mappings/open_alex_mapping.csv
papers-augmented-medium,open_alex,lpa,Scholarly Paper,last_page,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/medium/schema_matching/mappings/open_alex_mapping.csv
papers-augmented-medium,open_alex,rwn,Scholarly Paper,referenced_works_count,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/medium/schema_matching/mappings/open_alex_mapping.csv
papers-augmented-medium,open_alex,cby,Scholarly Paper,cited_by_count,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/medium/schema_matching/mappings/open_alex_mapping.csv
