id_dblp,id_crossref,label
dblp-29977,crossref-43189,0
dblp-41257,crossref-22435,0
dblp-33052,crossref-08898,1
dblp-05900,crossref-07404,1
dblp-21992,crossref-27478,0
dblp-52058,crossref-44704,0
dblp-55585,crossref-27344,0
dblp-57164,crossref-03930,0
dblp-10741,crossref-35928,0
dblp-03120,crossref-57102,0
dblp-18760,crossref-53221,0
dblp-03885,crossref-38004,0
dblp-00237,crossref-44191,0
dblp-18397,crossref-08642,0
dblp-46333,crossref-02989,0
dblp-40052,crossref-34201,1
dblp-28862,crossref-55060,0
dblp-08835,crossref-02517,0
dblp-15841,crossref-53377,0
dblp-20164,crossref-35058,0
dblp-14309,crossref-29864,0
dblp-15035,crossref-41451,0
dblp-06699,crossref-60467,0
dblp-41361,crossref-05742,0
dblp-26719,crossref-36329,0
dblp-10148,crossref-16602,1
dblp-03105,crossref-38082,0
dblp-50821,crossref-09405,0
dblp-14310,crossref-25323,0
dblp-29101,crossref-54739,0
dblp-54607,crossref-48681,0
dblp-40610,crossref-39510,0
dblp-25132,crossref-10577,1
dblp-04450,crossref-27305,0
dblp-32501,crossref-24492,1
dblp-30181,crossref-03160,0
dblp-57969,crossref-48890,0
dblp-38045,crossref-26102,1
dblp-20064,crossref-30323,0
dblp-32633,crossref-21178,0
dblp-59846,crossref-33441,1
dblp-59960,crossref-07834,0
dblp-24808,crossref-16233,0
dblp-24782,crossref-50978,0
dblp-01186,crossref-47248,1
dblp-37933,crossref-34090,0
dblp-29074,crossref-29839,1
dblp-52829,crossref-06600,0
dblp-54788,crossref-48446,0
dblp-56883,crossref-51559,0
dblp-43749,crossref-19598,0
dblp-58553,crossref-20397,0
dblp-21441,crossref-00351,0
dblp-04736,crossref-20259,0
dblp-47150,crossref-29326,1
dblp-37966,crossref-23038,0
dblp-27558,crossref-09659,1
dblp-16004,crossref-25590,1
dblp-35145,crossref-54471,0
dblp-00062,crossref-38415,0
dblp-06850,crossref-57448,1
dblp-36810,crossref-03511,0
dblp-34145,crossref-44383,0
dblp-05327,crossref-48173,0
dblp-35827,crossref-06343,0
dblp-43353,crossref-13010,1
dblp-05548,crossref-29067,1
dblp-54714,crossref-27999,0
dblp-09970,crossref-47796,0
dblp-00655,crossref-03537,0
dblp-46595,crossref-36742,0
dblp-37176,crossref-21888,0
dblp-38021,crossref-52403,0
dblp-13694,crossref-24152,1
dblp-32251,crossref-58402,0
dblp-47816,crossref-01896,1
dblp-29555,crossref-53175,1
dblp-42307,crossref-54072,0
dblp-43818,crossref-40867,0
dblp-03122,crossref-48269,1
dblp-31608,crossref-06913,1
dblp-25660,crossref-31916,0
dblp-58635,crossref-45345,1
dblp-01190,crossref-53968,0
dblp-46623,crossref-38021,0
dblp-58965,crossref-11343,0
dblp-10260,crossref-24971,0
dblp-47127,crossref-09931,1
dblp-16039,crossref-15454,0
dblp-13277,crossref-52971,0
dblp-22179,crossref-37463,0
dblp-15306,crossref-40452,0
dblp-07779,crossref-07525,0
dblp-38583,crossref-48983,0
dblp-25413,crossref-31646,0
dblp-20451,crossref-46538,1
dblp-60067,crossref-04506,0
dblp-55455,crossref-37435,1
dblp-56743,crossref-42806,0
dblp-53465,crossref-07807,0
dblp-15280,crossref-39061,0
dblp-27792,crossref-00379,0
dblp-17217,crossref-52925,0
dblp-22243,crossref-14320,0
dblp-48962,crossref-31546,0
dblp-34204,crossref-12160,1
dblp-45655,crossref-21714,1
dblp-11614,crossref-59104,1
dblp-14102,crossref-18532,0
dblp-58309,crossref-56999,0
dblp-20098,crossref-29530,0
dblp-30178,crossref-56589,0
dblp-07734,crossref-01984,0
dblp-53278,crossref-40170,1
dblp-26065,crossref-00513,0
dblp-05775,crossref-58000,0
dblp-15796,crossref-38856,0
dblp-20385,crossref-05406,0
dblp-05428,crossref-27556,0
dblp-18090,crossref-54744,0
dblp-42806,crossref-50345,1
dblp-09891,crossref-47715,0
dblp-24547,crossref-42555,0
dblp-16868,crossref-02605,0
dblp-00436,crossref-57567,0
dblp-50175,crossref-00902,0
dblp-37113,crossref-34823,0
dblp-59753,crossref-01106,0
dblp-46107,crossref-03316,0
dblp-31678,crossref-05169,0
dblp-24037,crossref-46031,0
dblp-34795,crossref-12531,0
dblp-33720,crossref-51194,0
dblp-09330,crossref-13134,1
dblp-33042,crossref-41987,0
dblp-26311,crossref-34526,1
dblp-55423,crossref-09912,1
dblp-22179,crossref-30638,1
dblp-00297,crossref-53289,1
dblp-07584,crossref-46815,0
dblp-38269,crossref-42502,0
dblp-03349,crossref-05093,1
dblp-34073,crossref-12074,1
dblp-48500,crossref-13452,1
dblp-43694,crossref-60280,0
dblp-21572,crossref-59359,0
dblp-25295,crossref-01857,0
dblp-09324,crossref-25768,0
dblp-54109,crossref-00593,0
dblp-33118,crossref-18621,0
dblp-37737,crossref-23117,1
dblp-38438,crossref-35522,1
dblp-40400,crossref-17108,0
dblp-11682,crossref-00967,0
dblp-11152,crossref-25252,1
dblp-42254,crossref-20062,0
dblp-41586,crossref-34809,0
dblp-16329,crossref-12144,1
dblp-51406,crossref-16985,1
dblp-52844,crossref-04248,0
dblp-15143,crossref-48269,0
dblp-21814,crossref-44379,0
dblp-40980,crossref-50034,1
dblp-40657,crossref-54451,0
dblp-30388,crossref-12934,0
dblp-13157,crossref-20451,0
dblp-29136,crossref-44016,0
dblp-58146,crossref-20277,0
dblp-10219,crossref-45104,0
dblp-22214,crossref-11478,0
dblp-44599,crossref-29270,0
dblp-16930,crossref-35678,0
dblp-49534,crossref-48779,1
dblp-15097,crossref-07492,0
dblp-02640,crossref-07590,0
dblp-07555,crossref-06187,0
dblp-06976,crossref-29832,1
dblp-43806,crossref-31118,1
dblp-49709,crossref-59503,0
dblp-43440,crossref-32610,1
dblp-51084,crossref-30545,1
dblp-45854,crossref-21011,1
dblp-29308,crossref-06138,0
dblp-37068,crossref-13556,0
dblp-55290,crossref-22134,1
dblp-56735,crossref-55967,0
dblp-38560,crossref-52508,1
dblp-10157,crossref-16670,1
dblp-35138,crossref-01474,0
dblp-23937,crossref-44158,0
dblp-39782,crossref-49305,0
dblp-46837,crossref-35776,0
dblp-50244,crossref-22594,1
dblp-16300,crossref-22659,0
dblp-54272,crossref-58152,0
dblp-02002,crossref-08715,1
dblp-11146,crossref-27000,0
dblp-37469,crossref-29111,0
dblp-34791,crossref-15703,0
dblp-50326,crossref-06505,0
dblp-41295,crossref-15820,0
dblp-48143,crossref-49595,0
dblp-53693,crossref-52218,0
dblp-12153,crossref-00157,0
dblp-29149,crossref-18597,0
dblp-11850,crossref-31975,1
dblp-18117,crossref-32617,0
dblp-02046,crossref-41728,0
dblp-09272,crossref-16747,0
dblp-05764,crossref-29901,1
dblp-03492,crossref-37652,0
dblp-33090,crossref-46044,0
dblp-12531,crossref-05979,0
dblp-49417,crossref-00836,1
dblp-25390,crossref-37109,1
dblp-39101,crossref-21846,0
dblp-26890,crossref-15316,0
dblp-29144,crossref-58721,0
dblp-02293,crossref-20083,0
dblp-22907,crossref-11928,0
dblp-07740,crossref-08375,1
dblp-04822,crossref-34786,0
dblp-21273,crossref-50987,1
dblp-31482,crossref-25620,1
dblp-00330,crossref-15862,0
dblp-22739,crossref-17873,0
dblp-52540,crossref-60568,0
dblp-45635,crossref-16056,1
dblp-25779,crossref-35388,1
dblp-12642,crossref-37781,0
dblp-36958,crossref-31902,1
dblp-53489,crossref-34183,0
dblp-48254,crossref-41965,0
dblp-09790,crossref-57805,0
dblp-38983,crossref-27547,0
dblp-37048,crossref-44556,0
dblp-10786,crossref-20123,1
dblp-11828,crossref-58286,0
dblp-05961,crossref-53721,0
dblp-27616,crossref-32537,0
dblp-46625,crossref-45880,0
dblp-24478,crossref-30742,0
dblp-07791,crossref-19007,0
dblp-01602,crossref-19036,0
dblp-24827,crossref-14018,1
dblp-36178,crossref-05427,0
dblp-39608,crossref-32802,0
dblp-43217,crossref-55127,0
dblp-46584,crossref-44946,0
dblp-31905,crossref-60635,0
dblp-25229,crossref-27287,1
dblp-36705,crossref-46191,0
dblp-39416,crossref-38315,0
dblp-20801,crossref-25732,0
dblp-28043,crossref-23978,1
dblp-16700,crossref-49561,1
dblp-12308,crossref-01393,1
dblp-00879,crossref-58963,0
dblp-27662,crossref-49269,0
dblp-20949,crossref-06934,0
dblp-54353,crossref-49078,0
dblp-49253,crossref-28449,0
dblp-06621,crossref-28815,0
dblp-47007,crossref-47757,0
dblp-11416,crossref-46527,1
dblp-00976,crossref-44031,0
dblp-34282,crossref-30370,0
dblp-54203,crossref-44901,0
dblp-11235,crossref-53452,0
dblp-43478,crossref-58648,0
dblp-51297,crossref-03029,0
dblp-01399,crossref-26605,0
dblp-27888,crossref-38776,0
dblp-28107,crossref-02815,0
dblp-48218,crossref-07905,1
dblp-14968,crossref-03560,0
dblp-52513,crossref-39458,1
dblp-40073,crossref-21512,0
dblp-51087,crossref-53836,0
dblp-00638,crossref-41051,0
dblp-16735,crossref-11216,0
dblp-01610,crossref-31577,1
dblp-18828,crossref-40621,0
dblp-05034,crossref-10632,1
dblp-54187,crossref-37624,0
dblp-20160,crossref-15758,0
dblp-00335,crossref-53315,1
dblp-53299,crossref-50420,0
dblp-02735,crossref-01866,0
dblp-07780,crossref-52613,1
dblp-02757,crossref-26629,0
dblp-30287,crossref-42173,0
dblp-20638,crossref-28142,0
dblp-02005,crossref-05871,0
dblp-31229,crossref-54087,0
dblp-24248,crossref-47720,0
dblp-29224,crossref-36272,0
dblp-24671,crossref-13968,1
dblp-23267,crossref-44861,1
dblp-51070,crossref-29037,1
dblp-03357,crossref-14970,0
dblp-20723,crossref-28424,0
dblp-18207,crossref-09354,0
dblp-28838,crossref-10102,0
dblp-48427,crossref-12513,0
dblp-16227,crossref-09857,0
dblp-35385,crossref-52680,1
dblp-55298,crossref-20326,0
dblp-58877,crossref-50694,0
dblp-02063,crossref-31209,1
dblp-36273,crossref-28002,0
dblp-15587,crossref-54984,1
dblp-44771,crossref-12527,0
dblp-43941,crossref-14695,0
dblp-20403,crossref-36184,0
dblp-27695,crossref-46974,1
dblp-05578,crossref-60062,0
dblp-06455,crossref-02334,1
dblp-08497,crossref-40637,1
dblp-14398,crossref-15204,0
dblp-36924,crossref-39883,0
dblp-58391,crossref-48074,0
dblp-22425,crossref-02465,0
dblp-21749,crossref-07658,1
dblp-40922,crossref-56320,0
dblp-30264,crossref-07799,0
dblp-27944,crossref-52035,0
dblp-51591,crossref-47771,1
dblp-51701,crossref-01804,1
dblp-54924,crossref-49331,0
dblp-49874,crossref-51000,0
dblp-12790,crossref-57610,0
dblp-04859,crossref-03686,0
dblp-40688,crossref-37963,0
dblp-32192,crossref-15209,0
dblp-47286,crossref-11798,1
dblp-56796,crossref-40311,0
dblp-33018,crossref-18736,0
dblp-38661,crossref-51439,0
dblp-53991,crossref-23034,0
dblp-33696,crossref-15505,1
dblp-19263,crossref-51234,0
dblp-02298,crossref-25478,1
dblp-48211,crossref-20329,1
dblp-20726,crossref-43424,0
dblp-52391,crossref-43204,0
dblp-01680,crossref-14774,1
dblp-16344,crossref-24871,0
dblp-42360,crossref-32186,0
dblp-19027,crossref-41191,0
dblp-47653,crossref-25620,0
dblp-47499,crossref-43300,1
dblp-45537,crossref-10650,0
dblp-52575,crossref-26110,1
dblp-48322,crossref-22679,0
dblp-06257,crossref-30884,1
dblp-28485,crossref-29633,0
dblp-53981,crossref-53321,0
dblp-08845,crossref-21044,0
dblp-31284,crossref-19031,0
dblp-27175,crossref-06744,0
dblp-09373,crossref-51090,1
dblp-11306,crossref-32887,0
dblp-08490,crossref-39234,0
dblp-46162,crossref-60728,0
dblp-25086,crossref-55089,1
dblp-40766,crossref-04273,1
dblp-50028,crossref-43779,1
dblp-37595,crossref-44899,0
dblp-11169,crossref-12082,0
dblp-24850,crossref-30748,1
dblp-40918,crossref-00600,0
dblp-57591,crossref-08011,0
dblp-42298,crossref-10132,1
dblp-32587,crossref-38415,0
dblp-52762,crossref-37286,0
dblp-15509,crossref-56709,0
dblp-30541,crossref-25404,1
dblp-42857,crossref-43823,0
dblp-27394,crossref-32730,0
dblp-14632,crossref-07488,1
dblp-22974,crossref-34378,0
dblp-30696,crossref-53858,0
dblp-35729,crossref-58439,1
dblp-59405,crossref-43267,1
dblp-36733,crossref-39345,0
dblp-45887,crossref-21667,0
dblp-47576,crossref-57692,0
dblp-43734,crossref-59311,0
dblp-01457,crossref-02493,0
dblp-57446,crossref-53308,0
dblp-48922,crossref-46061,1
dblp-33619,crossref-25332,1
dblp-52643,crossref-23133,0
dblp-36225,crossref-11011,0
dblp-12093,crossref-19413,1
dblp-55832,crossref-41944,0
dblp-09354,crossref-51032,1
dblp-31421,crossref-50551,0
dblp-35044,crossref-56648,0
dblp-21208,crossref-05152,0
dblp-38378,crossref-59501,0
dblp-53781,crossref-43990,0
dblp-51376,crossref-58372,0
dblp-42890,crossref-26174,0
dblp-43238,crossref-22154,1
dblp-17155,crossref-01362,0
dblp-15230,crossref-57786,1
dblp-02788,crossref-53749,0
dblp-16880,crossref-50604,0
dblp-52844,crossref-39981,0
dblp-54505,crossref-01842,1
dblp-10417,crossref-29761,1
dblp-22231,crossref-41620,0
dblp-25561,crossref-04466,0
dblp-16062,crossref-33801,1
dblp-58680,crossref-51947,0
dblp-10389,crossref-10593,0
dblp-43757,crossref-18434,1
dblp-58324,crossref-54893,0
dblp-60306,crossref-14104,1
dblp-04859,crossref-06146,0
dblp-11625,crossref-09167,0
dblp-15687,crossref-04339,0
dblp-11994,crossref-18400,1
dblp-42892,crossref-06549,0
dblp-22154,crossref-41374,1
dblp-44964,crossref-39303,1
dblp-10221,crossref-33385,0
dblp-22698,crossref-27968,0
dblp-06896,crossref-30066,0
dblp-10114,crossref-04516,0
dblp-25889,crossref-30526,0
dblp-28233,crossref-42911,0
dblp-34835,crossref-15645,0
dblp-40609,crossref-35866,1
dblp-37985,crossref-59510,1
dblp-25681,crossref-41915,0
dblp-22171,crossref-49022,0
dblp-11638,crossref-32030,1
dblp-29278,crossref-58290,0
dblp-47415,crossref-33423,0
dblp-42352,crossref-46595,1
dblp-22976,crossref-37079,1
dblp-11811,crossref-34880,0
dblp-15046,crossref-48363,0
dblp-34334,crossref-07012,1
dblp-60550,crossref-06064,0
dblp-33088,crossref-12029,0
dblp-20255,crossref-38544,0
dblp-15093,crossref-41304,0
dblp-18652,crossref-26584,1
dblp-34569,crossref-31693,0
dblp-47305,crossref-25139,0
dblp-16584,crossref-25540,0
dblp-17933,crossref-60466,0
dblp-37235,crossref-11913,0
dblp-37186,crossref-22136,0
dblp-18832,crossref-24627,0
dblp-55630,crossref-18244,0
dblp-16543,crossref-58799,0
dblp-50604,crossref-55613,0
dblp-28517,crossref-08877,0
dblp-25266,crossref-46757,0
dblp-58902,crossref-59963,0
dblp-00747,crossref-25998,0
dblp-47508,crossref-34302,0
dblp-28897,crossref-24866,0
dblp-20124,crossref-17244,1
dblp-43630,crossref-60337,0
dblp-20889,crossref-35441,0
dblp-29215,crossref-56437,0
dblp-58153,crossref-34847,0
dblp-21569,crossref-30688,1
dblp-56436,crossref-12266,0
dblp-40536,crossref-30323,0
dblp-16240,crossref-46184,1
dblp-02287,crossref-42593,0
dblp-36516,crossref-28657,1
dblp-17277,crossref-33300,0
dblp-54585,crossref-08283,0
dblp-00017,crossref-30406,0
dblp-45594,crossref-26306,1
dblp-40912,crossref-43471,0
dblp-46298,crossref-44424,0
dblp-21481,crossref-49428,0
dblp-46454,crossref-01034,0
dblp-00975,crossref-47301,1
dblp-46949,crossref-31584,0
dblp-35852,crossref-16443,0
dblp-18780,crossref-51382,0
dblp-07414,crossref-04510,0
dblp-56987,crossref-36237,0
dblp-33771,crossref-42999,0
dblp-00102,crossref-01463,0
dblp-31532,crossref-30584,0
dblp-45650,crossref-48214,0
dblp-13855,crossref-50023,0
dblp-05749,crossref-06752,0
dblp-41376,crossref-34014,0
dblp-53481,crossref-32525,0
dblp-58129,crossref-04921,0
dblp-53543,crossref-58611,0
dblp-24342,crossref-55174,0
dblp-27749,crossref-15257,0
dblp-29789,crossref-32033,0
dblp-44390,crossref-47049,0
dblp-19133,crossref-47150,0
dblp-09973,crossref-28959,0
dblp-31524,crossref-09988,0
dblp-51473,crossref-11903,1
dblp-20160,crossref-01812,1
dblp-34366,crossref-36808,0
dblp-05332,crossref-08238,0
dblp-41681,crossref-38618,0
dblp-35360,crossref-00974,0
dblp-49311,crossref-02319,1
dblp-55089,crossref-07515,0
dblp-55448,crossref-14652,0
dblp-53829,crossref-09407,0
dblp-08784,crossref-27590,0
dblp-55786,crossref-38393,0
dblp-60225,crossref-14774,0
dblp-20026,crossref-26351,1
dblp-16017,crossref-23339,0
dblp-26743,crossref-52820,1
dblp-42357,crossref-53576,1
dblp-12349,crossref-12256,0
dblp-41116,crossref-15740,0
dblp-49872,crossref-59421,0
dblp-03074,crossref-05120,1
dblp-02132,crossref-27858,0
dblp-56259,crossref-50241,1
dblp-04312,crossref-12162,0
dblp-54373,crossref-57943,0
dblp-21152,crossref-48322,0
dblp-18273,crossref-53545,0
dblp-27904,crossref-24620,0
dblp-52444,crossref-58708,0
dblp-19948,crossref-55183,0
dblp-12859,crossref-09594,0
dblp-58700,crossref-52858,0
dblp-15257,crossref-15022,1
dblp-59690,crossref-35360,0
dblp-56920,crossref-39014,0
dblp-44046,crossref-25799,0
dblp-54752,crossref-12332,0
dblp-00941,crossref-18538,0
dblp-09573,crossref-34109,0
dblp-39607,crossref-31363,0
dblp-02691,crossref-27194,1
dblp-29574,crossref-49529,0
dblp-38651,crossref-49639,1
dblp-36267,crossref-07109,1
dblp-36084,crossref-40481,1
dblp-53599,crossref-11928,0
dblp-27633,crossref-42245,0
dblp-19409,crossref-25369,0
dblp-12024,crossref-01712,1
dblp-58723,crossref-28657,0
dblp-25571,crossref-49286,0
dblp-14611,crossref-44785,0
dblp-16069,crossref-35119,0
dblp-23469,crossref-46166,1
dblp-21898,crossref-59737,0
dblp-05739,crossref-07898,0
dblp-33319,crossref-40905,0
dblp-51760,crossref-37354,0
dblp-30884,crossref-30370,0
dblp-36658,crossref-58767,1
dblp-10004,crossref-13434,1
dblp-57443,crossref-52482,0
dblp-43062,crossref-18251,0
dblp-41140,crossref-40193,0
dblp-53165,crossref-31801,0
dblp-44389,crossref-18872,0
dblp-27546,crossref-01710,0
dblp-31096,crossref-51242,1
dblp-55910,crossref-51210,1
dblp-12654,crossref-12309,0
dblp-00346,crossref-57636,0
dblp-00983,crossref-13309,0
dblp-46863,crossref-43212,0
dblp-00357,crossref-39789,1
dblp-11708,crossref-38193,0
dblp-60468,crossref-50698,1
dblp-57308,crossref-14552,1
dblp-29223,crossref-44996,1
dblp-42747,crossref-43478,1
dblp-47401,crossref-40377,0
dblp-59764,crossref-54936,0
dblp-47366,crossref-23364,0
dblp-07285,crossref-40765,1
dblp-59377,crossref-43212,0
dblp-06905,crossref-51354,0
dblp-20628,crossref-13589,0
dblp-18857,crossref-15238,0
dblp-55165,crossref-00239,0
dblp-34320,crossref-06224,0
dblp-03875,crossref-07014,1
dblp-36846,crossref-19812,1
dblp-27628,crossref-23539,0
dblp-15019,crossref-17480,0
dblp-54304,crossref-24380,0
dblp-57150,crossref-47681,0
dblp-50486,crossref-10111,0
dblp-06946,crossref-00750,0
dblp-30673,crossref-07460,0
dblp-08845,crossref-57251,1
dblp-09266,crossref-60678,1
dblp-15054,crossref-44076,0
dblp-53775,crossref-03025,0
dblp-37326,crossref-50518,0
dblp-15394,crossref-59637,0
dblp-30735,crossref-11203,0
dblp-22709,crossref-02280,0
dblp-50947,crossref-27726,0
dblp-58586,crossref-33901,0
dblp-12862,crossref-34505,0
dblp-51329,crossref-25929,0
dblp-06407,crossref-12547,0
dblp-43100,crossref-42858,0
dblp-08652,crossref-24851,0
dblp-10812,crossref-20252,1
dblp-33300,crossref-41739,0
dblp-06557,crossref-54037,0
dblp-05455,crossref-42889,0
dblp-29604,crossref-19112,0
dblp-12620,crossref-37370,0
dblp-51126,crossref-50821,0
dblp-18173,crossref-45389,0
dblp-51946,crossref-12611,1
dblp-22965,crossref-27049,0
