silver_cluster_id,pipe_cluster_id,title,brand,description,price,priceCurrency,product_type,model,model_number,chipset_name,vram_gb,storage_gb,read_speed_mb_s,write_speed_mb_s,bus_type,interface_type,width_mm,length_mm,height_mm,weight_g,storage_connection_type,memory_type,color,form_factor,title_description,n_attributes_correct,fully_correct
products_1_1367517,products_1_33428043,False,True,False,False,False,True,False,,,,False,,,False,False,True,True,True,,False,,False,True,False,6,False
products_1_13806943,products_1_44210301,False,True,False,False,False,True,False,False,,,False,,,True,True,,,,,True,,,True,False,6,False
products_1_13863909,products_1_32057394,False,True,False,False,False,True,False,True,True,True,,,,True,,,,,,,True,,,False,7,False
products_1_13885869,products_1_13885869,True,True,False,True,True,True,False,False,,,False,,,True,True,,,,,True,,,True,True,10,False
products_1_13966843,products_1_13966843,False,True,False,True,True,True,False,False,True,True,,,,,,,,,,,True,,,True,8,False
products_1_14003017,products_1_14003017,True,True,False,True,True,True,False,True,,,True,True,True,True,True,,,,,True,,,True,False,13,False
products_1_14210025,products_1_1051429,False,True,False,False,False,True,False,True,,,False,True,,True,True,,,,,True,,,True,False,8,False
products_1_14245806,products_1_14245806,False,True,True,False,True,True,True,True,,,True,,,True,True,,,,,True,,,True,True,12,False
products_1_14296399,products_1_14296399,False,False,False,True,True,True,True,True,,,False,,,True,True,,,,,False,,,True,False,8,False
products_1_14354726,products_1_87972590,False,True,False,False,False,True,False,False,,,True,,,False,False,,,,,False,,,False,False,3,False
products_1_14553016,products_1_11746366,False,False,False,False,False,True,True,False,,,True,,,True,True,,,,,False,,,True,False,6,False
products_1_14567457,products_1_34235154,False,True,False,False,False,True,False,False,,,True,False,False,False,False,True,True,True,,False,,False,False,False,6,False
products_1_14672380,products_1_89199142,False,True,False,False,False,True,False,True,,,True,False,False,True,True,,,,,True,,,True,False,8,False
products_1_14715948,products_1_78378158,False,True,False,False,False,True,False,False,,,False,True,,True,True,,,,,False,,,True,False,6,False
products_1_14728561,products_1_3830836,True,True,False,False,True,True,False,False,,,False,True,True,True,True,,,,,True,,True,,False,10,False
products_1_1473999,products_1_1473999,True,True,False,True,True,True,False,,,,True,True,True,True,True,,,,,False,,,False,False,10,False
products_1_14827250,products_1_25119270,False,True,False,False,False,True,False,,False,True,,,,,,,,,,,True,,,False,4,False
products_1_14942978,products_1_2229139,True,True,False,False,True,True,False,True,False,True,,,,False,,,,,,,False,,,True,7,False
products_1_15104574,products_4_65070554,False,True,False,True,True,True,,False,,,False,,,False,True,,,,,False,,,False,False,5,False
products_1_15219566,products_1_53732462,False,True,False,False,False,True,False,True,False,False,,,,True,,True,True,,,,True,,True,False,8,False
products_1_15292396,products_1_15292396,True,True,True,True,True,True,True,,True,True,,,,False,,,,,,,True,,,True,11,False
products_1_15306798,products_1_32159667,False,True,False,False,True,True,False,True,,,False,,,True,True,,,,,True,,,True,False,8,False
products_1_15347603,products_1_15347603,False,True,False,True,True,True,False,,,,True,,,True,True,,,,,True,,,True,False,9,False
products_1_1540817,products_1_20404344,False,True,False,False,False,True,False,True,,,True,,,False,True,False,False,False,False,True,,False,False,False,6,False
products_1_1546263,products_1_1546263,False,True,False,True,True,True,False,False,,,False,,,True,False,,,,,False,,True,True,False,7,False
products_1_15497680,products_1_13885869,False,True,False,False,False,True,False,False,,,True,,,False,False,False,False,False,False,False,,False,True,False,4,False
products_1_15698882,products_1_10313129,False,True,False,False,False,True,False,False,,,False,,,True,False,,,,,False,,False,False,False,3,False
products_1_15715443,products_1_15715443,False,True,False,True,True,True,False,True,True,False,,,,,,,,,,,True,,,False,7,False
products_1_15730411,products_1_15730411,False,True,True,False,False,True,True,False,True,True,,,,,,,,,,,True,,,True,8,False
products_1_15814761,products_1_15814761,True,True,True,True,True,True,True,True,True,True,,,,True,,,,,,,True,,True,True,14,True
products_1_1585518,products_1_23839561,False,True,False,False,False,True,False,,,,True,True,True,True,True,,,True,,True,,,True,False,10,False
products_1_15871125,products_1_78427880,False,True,False,False,False,True,False,False,,,False,False,False,True,False,False,False,False,,True,,,True,False,5,False
products_1_16121684,products_1_16121684,False,True,False,True,True,True,False,False,,,False,False,True,True,True,,,,,True,,,True,False,9,False
products_1_1618556,products_1_13885869,False,True,False,False,True,True,False,False,,,False,,,True,False,,,,,True,,,True,False,6,False
products_1_16479164,products_1_16479164,False,True,False,False,False,True,False,True,,,False,True,True,True,True,,,,,,,True,,False,8,False
products_1_16588524,products_1_66458380,False,True,False,False,False,True,False,True,,,False,True,True,False,False,,,,,False,,False,,False,5,False
products_1_16677973,products_1_16677973,False,True,False,True,True,True,False,,,,False,True,True,True,True,,,,,True,,,True,False,10,False
products_1_16802649,products_1_68082210,False,True,False,False,False,True,False,,,,True,,,False,False,,,,,False,,False,True,False,4,False
products_1_16849538,products_1_23622857,False,True,False,False,False,True,False,False,,,True,False,False,True,True,,,,,True,,False,,False,6,False
products_1_16886489,products_1_74468891,False,True,False,False,False,True,False,,True,True,,,,True,,,,,,,True,False,,False,6,False
products_1_16971337,products_1_53495706,False,False,False,False,False,True,False,False,,,True,,,True,True,,,,,False,,,True,False,5,False
products_1_17026507,products_1_16588524,False,True,False,False,True,True,False,,,,True,,,True,False,,,,,,,,,False,5,False
products_1_17093585,products_1_16121684,False,True,False,False,True,True,False,False,,,False,True,True,False,False,,,,,False,,False,False,False,5,False
products_1_17105045,products_1_17105045,True,True,False,True,True,True,True,,True,True,,,,True,,,,,,,True,,,True,11,False
products_1_17112524,products_1_7648155,False,True,False,False,False,True,False,False,,,False,,,True,False,,,,,,,False,,False,3,False
products_1_17129011,products_1_4547853,False,True,False,False,False,True,False,True,,,False,,,True,False,,,,,False,,True,False,False,5,False
products_1_17149042,products_1_62197544,False,True,False,False,True,True,False,True,True,True,,,,True,,,False,,,,True,,,False,8,False
products_1_17229793,products_1_17229793,True,True,False,True,True,True,True,True,,,True,True,,True,,,,,,,,True,,False,11,False
products_1_17346729,products_1_18241261,False,True,False,False,False,True,False,False,False,False,,,,False,,,,,,,True,,,False,3,False
products_1_17432451,products_1_17432451,True,True,True,True,True,True,True,False,True,True,,,,True,,,,,,,True,,True,True,13,False
products_1_17468689,products_1_94604558,False,True,False,False,True,True,False,False,,,False,,,True,True,,,,,True,,False,True,False,7,False
products_1_17533274,products_1_6173344,False,True,False,False,False,True,False,True,,,True,,,True,True,,,False,,True,,,True,False,8,False
products_1_17589416,products_4_54722607,False,True,False,False,False,True,False,True,,,True,,,True,True,,,,,True,,,True,False,8,False
products_1_1766554,products_1_1766554,True,True,True,True,True,True,False,True,,,False,,,True,True,,,,,True,,True,False,True,12,False
products_1_17720716,products_1_17720716,False,True,True,True,True,True,False,True,,,True,False,False,False,True,,,,,False,,,True,True,10,False
products_1_17885462,products_1_25469647,False,True,False,False,False,True,False,True,,,True,,,False,,,,,,,,,,False,4,False
products_1_17943,products_1_17943,False,True,False,True,False,True,False,True,,,False,,,True,True,,,,,False,,,True,False,7,False
products_1_18241261,products_1_74464562,False,True,False,False,True,True,False,True,False,False,,,,False,,,,,,,False,,,False,4,False
products_1_18247044,products_1_18247044,False,True,False,True,True,True,True,True,,,True,,,True,False,,,,,False,,,,False,8,False
products_1_1829549,products_1_1829549,True,True,False,True,True,True,False,,,,True,,,True,True,,,,,True,,,True,False,10,False
products_1_18327954,products_1_62268972,False,True,False,False,False,True,False,False,,,True,,,False,False,,,,False,True,,False,,False,4,False
products_1_18374077,products_1_18374077,False,True,True,True,True,True,False,True,True,True,,,,True,,,,,False,,True,,,True,11,False
products_1_18406024,products_1_82091590,False,True,False,False,False,True,False,False,,,True,,,False,False,,,,,False,,,True,False,4,False
products_1_18451047,products_3_542014,False,True,True,False,True,True,False,False,,,True,,,True,,,,,,,,,,False,6,False
products_1_18452876,products_1_18452876,False,True,False,True,True,True,True,,,,True,,,True,True,,,,,False,,False,False,False,8,False
products_1_18532078,products_1_18532078,False,True,False,False,False,True,False,True,True,False,,,,True,,,,,,,True,,,False,6,False
products_1_18538085,products_1_18538085,False,False,True,True,True,True,False,True,,,True,,,True,True,,,,,True,,,True,True,11,False
products_1_1854084,products_1_1854084,False,True,True,True,True,True,True,True,,,True,True,True,True,,,,,,,,True,,True,13,False
products_1_1877460,products_1_1877460,False,True,True,False,False,True,True,True,,,True,True,False,True,True,,,,,True,,,True,True,12,False
products_1_19001308,products_1_19001308,False,True,True,True,True,True,False,False,True,True,,,,,,,,,,,True,,,True,9,False
products_1_19049152,products_1_19049152,True,True,True,True,True,True,False,False,,,False,True,,True,True,,,,True,True,,,True,True,13,False
products_1_19052491,products_1_19052491,False,True,True,True,True,True,False,True,True,True,,,,,,,,,,,True,,,True,10,False
products_1_19054864,products_1_19054864,False,True,False,True,True,True,False,True,True,True,,,,True,,,,,,,True,,,False,9,False
products_1_19095351,products_1_19095351,False,False,True,True,True,True,,True,,,False,,,True,True,,,,,True,,,True,True,10,False
products_1_19453676,products_1_14245806,False,True,False,False,False,True,False,,,,True,False,False,False,True,,,,,True,,,True,False,6,False
products_1_19547445,products_1_19547445,False,True,True,True,True,True,False,True,True,False,,,,True,,,,,,,True,,,True,10,False
products_1_1962458,products_1_12422845,False,True,False,False,True,True,False,True,,,False,,,True,True,,,,,True,,False,True,False,8,False
products_1_19696563,products_3_66536227,False,True,False,False,True,True,False,True,True,True,,,,False,,,,,,,True,,,False,7,False
products_1_19701782,products_1_6118785,False,True,False,False,False,True,False,True,True,False,,,,,,,,,,,False,,,False,4,False
products_1_19733045,products_1_10781098,False,True,False,False,False,True,False,False,False,False,,,,True,,,,,,,True,,False,False,4,False
products_1_19746433,products_1_19746433,False,True,False,True,True,True,False,True,,,True,True,False,True,True,True,,True,True,True,True,True,True,False,16,False
products_1_19807424,products_1_19052491,False,True,False,False,False,True,False,,False,True,,,,True,,,False,,,,True,,,False,5,False
products_1_1993958,products_1_1993958,True,True,True,True,True,True,True,,,,True,,,False,True,,,,,True,,,,True,11,False
products_1_20151064,products_1_33662403,False,True,False,False,False,True,False,False,False,True,,,,,,,,,,,True,,,False,4,False
products_1_20248469,products_1_20248469,False,True,True,True,True,True,True,,,,True,True,True,False,True,,,,,True,,,True,True,13,False
products_1_20317030,products_1_20317030,False,True,True,False,False,True,True,,,,True,True,True,True,True,,,True,,True,,,True,True,13,False
products_1_20365450,products_1_66270550,False,True,False,False,True,True,False,False,,,True,False,False,True,True,,,,,True,,,True,False,8,False
products_1_20404344,products_1_20404344,False,True,False,True,True,True,False,,,,True,,,True,True,,,,False,True,,,True,False,9,False
products_1_20439392,products_2_54971342,False,True,False,False,True,True,False,,False,True,,,,False,,,,,,,True,,,False,5,False
products_1_20598122,products_1_86482658,False,True,False,False,False,True,True,False,,,True,,,True,,,,,,,,,,False,5,False
products_1_20847143,products_1_97046372,True,True,False,False,False,True,False,False,,,True,,,True,False,,,,,True,,False,True,False,7,False
products_1_20876912,products_3_13034518,True,True,True,True,True,True,True,False,,,True,False,,True,False,,,,,,,True,,True,11,False
products_1_20885341,products_1_20885341,True,True,False,True,True,True,True,,,,True,,,True,True,False,False,False,False,True,,False,True,True,12,False
products_1_20919659,products_1_48259418,False,True,False,False,False,True,False,False,False,False,,,,True,,,,,,,True,,,False,4,False
products_1_21011422,products_1_84302318,False,True,False,False,True,True,False,True,False,False,,,,False,,False,False,False,,,True,,,False,5,False
products_1_21120112,products_1_58208007,False,True,False,False,False,True,False,,False,True,,,,True,,,,,,,True,,,False,5,False
products_1_21153036,products_1_40728553,False,True,False,False,False,True,False,False,False,False,,,,True,,,,,,,True,,,False,4,False
products_1_2115771,products_1_1352033,False,True,False,False,False,True,False,True,False,True,,,,True,,,False,,,,False,,False,False,5,False
products_1_21357223,products_1_21357223,False,True,True,True,True,True,False,True,,,True,,,True,,,,,,,,True,,False,9,False
products_1_21445124,products_1_64466140,False,True,False,False,True,True,False,,False,True,,,,True,,,,,,,True,,,False,6,False
products_1_21446102,products_3_91429246,False,True,False,False,False,True,False,False,,,True,,,True,True,,,,,True,,False,True,False,7,False
products_1_21663730,products_1_14354726,False,True,False,False,False,True,True,,,,False,,,True,True,,,,,False,,,True,False,6,False
products_1_21683669,products_1_21683669,False,True,False,True,True,True,True,False,,,False,False,False,True,False,,,,,,,False,,False,6,False
products_1_22091407,products_1_22091407,False,True,False,False,False,True,False,False,True,True,,,,,,,,,,,True,,,False,5,False
products_1_22124737,products_1_22124737,False,True,False,True,True,True,False,True,,,True,False,False,False,True,False,False,,False,True,,,True,False,9,False
products_1_22151913,products_1_22151913,False,True,True,True,True,True,False,True,True,False,,,,True,,,,,,,True,,,True,10,False
products_1_2229139,products_1_2229139,False,True,False,False,False,True,False,False,True,False,,,,True,,,,,,,True,,,False,5,False
products_1_22326836,products_1_9479917,False,True,False,False,False,True,False,,False,False,,,,True,,,False,,,,True,,,False,4,False
products_1_22331395,products_1_1022732,False,True,False,False,True,True,True,False,,,False,True,True,True,True,,,True,,False,,,False,False,9,False
products_1_2237933,products_1_2237933,False,True,False,True,True,True,False,False,,,False,False,False,True,False,,,,,False,,False,,False,5,False
products_1_22415142,products_1_1213105,False,True,False,False,False,True,False,False,,,True,True,,True,False,,,,,False,,False,,False,5,False
products_1_22424953,products_1_22424953,False,True,False,True,True,True,False,False,,,False,,,True,True,,,,,True,,,True,False,8,False
products_1_22496070,products_1_92510195,False,True,False,False,False,True,False,True,,,True,True,True,False,True,,,,,True,,,True,False,9,False
products_1_22660911,products_1_58034111,False,True,False,False,False,True,False,True,,,True,,,True,True,,,,,False,,,True,False,7,False
products_1_22671509,products_1_22671509,False,True,False,False,False,True,True,False,,,False,,,True,False,,,,False,False,,True,True,False,6,False
products_1_22682562,products_1_14567457,False,True,False,False,True,True,False,False,,,False,True,True,True,True,,,,,True,,,True,False,9,False
products_1_22733391,products_1_16886489,False,True,False,False,True,True,False,False,False,True,,,,True,,,,,,,False,,,False,5,False
products_1_22872122,products_1_22872122,False,True,True,True,True,True,True,,,,False,True,,True,True,,,,,,,,,True,10,False
products_1_22882105,products_1_3992423,False,True,False,False,False,True,False,True,,,True,True,True,True,True,False,False,False,False,True,,,True,False,10,False
products_1_22954522,products_1_35469348,False,True,False,False,False,True,False,False,,,False,,,True,True,,,,,True,,,True,False,6,False
products_1_22966349,products_1_73565062,True,True,False,False,True,True,True,True,,,True,,,True,True,,,,,True,,,True,False,11,False
products_1_23127075,products_1_26574474,False,True,False,False,False,True,False,False,,,True,False,,False,False,False,False,False,,False,,False,True,False,4,False
products_1_23155842,products_1_23155842,False,True,False,False,False,True,False,,True,True,,,,True,,True,,,,,True,,,False,7,False
products_1_23333093,products_1_23333093,False,True,True,True,True,True,False,False,,,True,,,True,,,,,,,,True,,True,9,False
products_1_23418968,products_1_45478469,False,True,False,False,False,True,False,False,,,True,,,False,False,,,,,False,,,True,False,4,False
products_1_23466284,products_1_20960713,False,True,False,False,False,True,False,True,,,True,,,False,False,,,,,False,,,False,False,4,False
products_1_23574144,products_1_10638808,False,True,False,False,False,True,False,False,,,True,False,False,False,False,False,False,False,False,False,False,,False,False,3,False
products_1_23622857,products_4_67265186,False,True,False,False,False,True,False,False,,,True,False,False,True,,,,,,,,False,,False,4,False
products_1_23694723,products_2_77129132,False,True,False,False,False,True,False,False,,,False,,,True,False,,,,,False,,False,,False,3,False
products_1_23748436,products_1_25541170,False,True,False,False,False,True,False,,,,True,,,True,True,,,,,True,,,True,False,7,False
products_1_23766798,products_1_23766798,False,True,True,True,True,True,True,True,,,True,True,True,True,True,,,,,True,,,True,True,15,False
products_1_23773026,products_1_23773026,False,True,False,True,True,True,True,True,,,True,,,True,True,,,,,True,,,True,False,11,False
products_1_23816583,products_1_67183699,False,True,True,False,False,True,True,True,,,False,True,,False,False,True,True,True,False,False,,True,False,True,11,False
products_1_23820970,products_1_23820970,False,True,False,True,True,True,True,False,True,True,,,,True,,,,,,,True,,,False,9,False
products_1_23839561,products_1_41160430,False,True,False,False,False,True,False,,,,True,False,,True,True,,,,,False,,,False,False,5,False
products_1_23845125,products_1_18327954,False,True,False,False,False,True,False,False,,,True,False,False,False,False,,,,,False,,False,False,False,3,False
products_1_24025819,products_3_75658571,False,True,False,False,False,True,False,False,False,False,,,,False,,,,,,,True,,,False,3,False
products_1_24041154,products_1_24041154,False,True,False,False,True,True,False,True,,,True,True,True,True,True,,,,,True,,,True,False,11,False
products_1_24063284,products_1_1252810,False,True,False,False,True,True,False,False,,,True,,,False,True,False,False,False,False,True,,True,,False,7,False
products_1_24093790,products_1_24093790,False,True,False,True,True,True,False,,,,True,False,False,True,True,,,,,True,,,True,False,9,False
products_1_24185462,products_1_24185462,True,True,True,True,True,True,True,,,,False,,,True,False,,,,,,,True,True,True,11,False
products_1_24318065,products_1_2475398,False,True,False,False,False,True,True,,,,False,True,False,True,False,True,True,False,False,True,,True,True,False,10,False
products_1_24391330,products_1_24391330,True,True,False,True,True,True,False,False,True,False,,,,False,,,,,,,True,,,False,7,False
products_1_24392640,products_1_24392640,False,True,False,False,False,True,False,False,,,True,False,False,True,False,,,,,False,,False,False,False,4,False
products_1_24446703,products_1_24446703,False,True,False,False,False,True,False,False,,,True,True,True,True,True,,,,,True,,True,True,False,10,False
products_1_24483122,products_1_24483122,False,True,False,False,True,True,False,False,,,False,False,True,True,True,,,,,True,,,True,False,8,False
products_1_24494324,products_1_44678762,False,True,False,False,False,True,False,True,True,True,,,,True,,,,,,,True,,,False,7,False
products_1_24614355,products_1_24614355,True,True,False,True,True,True,True,True,True,False,,,,True,,,,,,,True,,,False,10,False
products_1_2468281,products_1_2468281,False,True,True,True,True,True,True,,,,False,False,False,True,True,,,,,True,,,True,True,11,False
products_1_2475398,products_1_13044456,False,True,False,False,True,True,False,,,,True,True,True,True,True,True,True,False,False,True,,,True,False,12,False
products_1_24781419,products_1_24781419,True,True,False,True,True,True,False,True,True,True,,,,True,,True,True,True,,,True,,,False,13,False
products_1_24796473,products_3_65987337,False,True,False,False,True,True,False,False,,,False,True,False,False,False,,,,,False,,True,False,False,5,False
products_1_25096878,products_1_25980043,False,True,False,False,True,True,False,False,,,False,,,True,True,True,True,True,False,True,,,True,False,10,False
products_1_25119270,products_1_52172790,False,True,False,False,False,True,False,,True,False,,,,True,,True,True,True,,,True,,,False,8,False
products_1_25126368,products_1_25126368,True,True,True,True,True,True,False,True,True,True,,,,True,,True,,,,,True,,,True,13,False
products_1_25128239,products_1_25128239,False,True,False,False,False,True,False,True,,,False,False,,True,True,,,,,True,,,True,False,7,False
products_1_25277306,products_1_25277306,False,True,False,True,True,True,False,True,,,True,,,True,True,False,,False,False,True,,,True,False,10,False
products_1_25370721,products_1_10892042,False,True,False,False,False,True,False,,,,False,False,False,False,False,,,,,False,,,False,False,2,False
products_1_25469647,products_1_20598122,True,True,False,False,False,True,False,False,,,True,,,False,True,,,,,,,False,,False,5,False
products_1_25537521,products_1_10958685,False,False,False,False,False,True,,False,,,False,,,True,True,,,,,False,,,True,False,4,False
products_1_25541170,products_1_41630423,False,True,False,False,True,True,True,False,,,False,True,False,True,False,,,,,True,,,True,False,8,False
products_1_25573702,products_4_60106919,False,True,False,False,False,True,False,False,,,True,True,False,False,False,,,,,False,False,False,False,False,4,False
products_1_25687193,products_1_25687193,False,True,False,True,True,True,True,True,,,True,True,True,True,True,,,,,True,,False,True,False,13,False
products_1_25769761,products_1_15871125,False,True,False,False,False,True,False,False,,,False,False,False,True,False,,,,,True,,,True,False,5,False
products_1_25909923,products_1_25909923,False,True,False,True,True,True,False,True,,,True,True,,True,True,,,,,True,,,True,False,11,False
products_1_25933134,products_1_25933134,False,True,False,True,True,True,True,,,,True,,,True,True,,,,,True,,True,True,False,11,False
products_1_25980043,products_1_1540817,False,True,False,False,False,True,False,False,,,False,,,False,False,,,,,False,,,False,False,2,False
products_1_26093259,products_1_26093259,False,True,False,False,False,True,False,True,,,True,,,True,True,,,,,True,,,True,False,8,False
products_1_26113997,products_1_26113997,True,True,True,True,True,True,False,True,,,False,,,True,True,,,,True,True,,,True,True,13,False
products_1_26285820,products_1_34118962,False,True,False,False,False,True,False,False,,,False,,,True,True,,,,,True,,,True,False,6,False
products_1_26353099,products_1_36894098,True,True,True,False,False,True,True,True,,,True,False,False,True,True,,,False,,True,,,True,True,12,False
products_1_26366372,products_1_46066406,False,True,False,False,False,True,False,False,,,True,,,False,False,,,,,True,,False,,False,4,False
products_1_26377693,products_1_18327954,False,True,False,False,False,True,False,False,,,True,,,False,False,,,,,False,,,False,False,3,False
products_1_26394951,products_1_26394951,False,True,True,True,True,True,True,True,,,True,,,True,,True,True,True,,,,,,True,13,False
products_1_26441327,products_1_26441327,False,True,True,True,True,True,False,,,,True,,,True,True,,,,,False,True,False,True,True,11,False
products_1_2652480,products_1_2652480,False,True,True,True,True,True,False,True,,,True,False,True,True,True,,,,,True,,,True,True,13,False
products_1_26544937,products_3_29024406,False,True,False,False,True,True,False,False,True,False,,,,True,,,,,,,True,,,False,6,False
products_1_26574474,products_1_26574474,False,True,False,True,True,True,True,,,,True,,,True,False,False,False,False,,True,,True,True,False,10,False
