id1,id2,source_1,source_2,score,in_gold,in_human,in_ditto,decision_path
fullcontact_1388,http://dbpedia.org/resource/TJX_Companies,dbpedia,fullcontact,0.9997738003730774,False,True,True,agreement
fullcontact_139,http://dbpedia.org/resource/Bayer_Corporation,dbpedia,fullcontact,0.9998433589935303,False,True,True,agreement
fullcontact_140,http://dbpedia.org/resource/BayWa,dbpedia,fullcontact,0.9998307228088379,False,True,True,agreement
fullcontact_1414,http://dbpedia.org/resource/Applied_Maths,dbpedia,fullcontact,0.9998296499252319,False,False,True,plm_check_llm_yes
fullcontact_1436,http://dbpedia.org/resource/Bank_of_Singapore,dbpedia,fullcontact,0.5146501064300537,False,True,True,agreement
fullcontact_1437,http://dbpedia.org/resource/CBS_Radio,dbpedia,fullcontact,0.9998512268066406,False,True,True,agreement
fullcontact_144,http://dbpedia.org/resource/B/E_Aerospace,dbpedia,fullcontact,0.9998146891593933,False,True,True,agreement
fullcontact_1446,http://dbpedia.org/resource/Nordstrom,dbpedia,fullcontact,0.9998509883880615,False,True,True,agreement
fullcontact_1447,http://dbpedia.org/resource/East_West_Bank,dbpedia,fullcontact,0.9997860789299011,False,True,True,agreement
fullcontact_146,http://dbpedia.org/resource/Beter_Bed,dbpedia,fullcontact,0.8904677033424377,False,True,True,agreement
fullcontact_1479,http://dbpedia.org/resource/National_Bank_of_Bahrain,dbpedia,fullcontact,0.999853253364563,False,True,True,agreement
fullcontact_148,http://dbpedia.org/resource/Best_Buy,dbpedia,fullcontact,0.999725878238678,False,True,True,agreement
fullcontact_1491,http://dbpedia.org/resource/Grainger_Games,dbpedia,fullcontact,0.9997679591178894,False,False,True,plm_check_llm_yes
fullcontact_1495,http://dbpedia.org/resource/Teva_Active_Pharmaceutical_Ingredients_(TAPI),dbpedia,fullcontact,0.9998944997787476,False,False,True,plm_check_llm_yes
fullcontact_1495,http://dbpedia.org/resource/Teva_Pharmaceutical_Industries,dbpedia,fullcontact,0.9993427395820618,False,True,True,agreement
fullcontact_1516,http://dbpedia.org/resource/Ping_An_Insurance,dbpedia,fullcontact,0.9998929500579834,False,False,True,plm_check_llm_yes
fullcontact_1527,http://dbpedia.org/resource/Hyundai_Motor_Company,dbpedia,fullcontact,0.5235762596130371,False,True,True,agreement
fullcontact_1537,http://dbpedia.org/resource/Israel_Discount_Bank,dbpedia,fullcontact,0.8152005672454834,False,True,True,agreement
fullcontact_1537,http://dbpedia.org/resource/Mercantile_Discount_Bank,dbpedia,fullcontact,0.9998462200164795,False,False,True,plm_check_llm_yes
fullcontact_1541,http://dbpedia.org/resource/Exelon,dbpedia,fullcontact,0.999882698059082,False,True,True,agreement
fullcontact_1560,http://dbpedia.org/resource/Tombras_Group,dbpedia,fullcontact,0.9998204112052917,False,True,True,agreement
fullcontact_1564,http://dbpedia.org/resource/Siskel/Jacobs_Productions,dbpedia,fullcontact,0.9997808337211609,False,False,True,plm_check_llm_yes
fullcontact_1574,http://dbpedia.org/resource/People's_United_Bank,dbpedia,fullcontact,0.999833345413208,False,True,True,agreement
fullcontact_158,http://dbpedia.org/resource/BMW,dbpedia,fullcontact,0.9998729228973389,False,False,True,plm_check_llm_yes
fullcontact_1589,http://dbpedia.org/resource/Mitsubishi_UFJ_Financial_Group,dbpedia,fullcontact,0.9996551275253296,False,True,True,agreement
fullcontact_1611,http://dbpedia.org/resource/CEMIG,dbpedia,fullcontact,0.6222333908081055,False,True,True,agreement
fullcontact_1642,http://dbpedia.org/resource/News_Corp,dbpedia,fullcontact,0.9998112320899963,False,True,True,agreement
fullcontact_1643,http://dbpedia.org/resource/Disney_Interactive,dbpedia,fullcontact,0.9998428821563721,False,True,True,agreement
fullcontact_1649,http://dbpedia.org/resource/Roos_Instruments,dbpedia,fullcontact,0.9998001456260681,False,True,True,agreement
fullcontact_165,http://dbpedia.org/resource/Bouygues,dbpedia,fullcontact,0.9998663663864136,False,True,True,agreement
fullcontact_166,http://dbpedia.org/resource/BP,dbpedia,fullcontact,0.9998774528503418,False,True,True,agreement
fullcontact_1672,http://dbpedia.org/resource/M%C3%B6venpick_Hotels_&_Resorts,dbpedia,fullcontact,0.9998076558113098,False,True,True,agreement
fullcontact_1685,http://dbpedia.org/resource/Sears_Israel,dbpedia,fullcontact,0.9998347759246826,False,False,True,plm_check_llm_yes
fullcontact_169,http://dbpedia.org/resource/Brenntag,dbpedia,fullcontact,0.999835729598999,False,True,True,agreement
fullcontact_17,http://dbpedia.org/resource/Renault_Sport,dbpedia,fullcontact,0.9985242486000061,False,True,True,agreement
fullcontact_170,http://dbpedia.org/resource/Bridgestone_Golf,dbpedia,fullcontact,0.9961349964141846,False,True,True,agreement
fullcontact_1700,http://dbpedia.org/resource/Suntory,dbpedia,fullcontact,0.9997250437736511,False,True,True,agreement
fullcontact_1711,http://dbpedia.org/resource/Tenaga_Nasional,dbpedia,fullcontact,0.9998626708984375,False,True,True,agreement
fullcontact_172,http://dbpedia.org/resource/Brookfield_Asset_Management,dbpedia,fullcontact,0.9998569488525391,False,True,True,agreement
fullcontact_1724,http://dbpedia.org/resource/Silver_Wheaton,dbpedia,fullcontact,0.3659357726573944,False,True,False,plm_check_llm_yes
fullcontact_1735,http://dbpedia.org/resource/Fidelity_&_Guaranty_Life,dbpedia,fullcontact,0.9998471736907959,False,False,True,plm_check_llm_yes
fullcontact_174,http://dbpedia.org/resource/Brunswick_Corporation,dbpedia,fullcontact,0.9996510744094849,False,True,True,agreement
fullcontact_1762,http://dbpedia.org/resource/Erste_Bank_Novi_Sad,dbpedia,fullcontact,0.6920300126075745,False,False,True,plm_check_llm_yes
fullcontact_1788,http://dbpedia.org/resource/Jeremy_Rogers_Limited,dbpedia,fullcontact,0.9997497200965881,False,False,True,plm_check_llm_yes
fullcontact_18,http://dbpedia.org/resource/EC_Harris,dbpedia,fullcontact,0.9998037219047546,False,True,True,agreement
fullcontact_180,http://dbpedia.org/resource/BYD_Auto,dbpedia,fullcontact,0.8479204773902893,False,True,True,agreement
fullcontact_180,http://dbpedia.org/resource/BYD_Company,dbpedia,fullcontact,0.9998086094856262,False,False,True,plm_check_llm_yes
fullcontact_1808,http://dbpedia.org/resource/Cincinnati_Financial,dbpedia,fullcontact,0.9997771382331848,False,True,True,agreement
fullcontact_1816,http://dbpedia.org/resource/Final_Frontier_Design,dbpedia,fullcontact,0.999822199344635,False,False,True,plm_check_llm_yes
fullcontact_1816,http://dbpedia.org/resource/Frontier_Communications,dbpedia,fullcontact,0.8698399662971497,False,True,True,agreement
fullcontact_1821,http://dbpedia.org/resource/Hero_Certified_Burgers,dbpedia,fullcontact,0.9994112253189087,False,False,True,plm_check_llm_yes
fullcontact_1825,http://dbpedia.org/resource/First_West_Credit_Union,dbpedia,fullcontact,0.9997149109840393,False,False,True,plm_check_llm_yes
fullcontact_1825,http://dbpedia.org/resource/Valley_First,dbpedia,fullcontact,0.9997726082801819,False,False,True,plm_check_llm_yes
fullcontact_183,http://dbpedia.org/resource/Caesars_Entertainment_Inc.,dbpedia,fullcontact,0.9991961121559143,False,True,True,agreement
fullcontact_1840,http://dbpedia.org/resource/High_Standard_Manufacturing_Company,dbpedia,fullcontact,0.9998457431793213,False,False,True,plm_check_llm_yes
fullcontact_186,http://dbpedia.org/resource/Cameco,dbpedia,fullcontact,0.9998613595962524,False,True,True,agreement
fullcontact_188,http://dbpedia.org/resource/Capgemini,dbpedia,fullcontact,0.9998574256896973,False,True,True,agreement
fullcontact_1881,http://dbpedia.org/resource/Noble_Energy,dbpedia,fullcontact,0.9998587369918823,False,True,True,agreement
fullcontact_1911,http://dbpedia.org/resource/International_Paint,dbpedia,fullcontact,0.5784964561462402,False,True,True,agreement
fullcontact_1943,http://dbpedia.org/resource/Shiseido,dbpedia,fullcontact,0.9997177720069885,False,True,True,agreement
fullcontact_1960,http://dbpedia.org/resource/The_Media_Kitchen,dbpedia,fullcontact,0.9998461008071899,False,False,True,plm_check_llm_yes
fullcontact_205,http://dbpedia.org/resource/CenturyLink,dbpedia,fullcontact,0.9998599290847778,False,True,True,agreement
fullcontact_21,http://dbpedia.org/resource/Intact_Financial,dbpedia,fullcontact,0.9998213648796082,False,True,True,agreement
fullcontact_211,http://dbpedia.org/resource/Chubb_Fire,dbpedia,fullcontact,0.9899945855140686,False,True,True,agreement
fullcontact_214,http://dbpedia.org/resource/CITIC_Pacific,dbpedia,fullcontact,0.9998857975006104,False,True,True,agreement
fullcontact_216,http://dbpedia.org/resource/Citrix_Systems,dbpedia,fullcontact,0.9998237490653992,False,True,True,agreement
fullcontact_218,http://dbpedia.org/resource/Clariant,dbpedia,fullcontact,0.9997220635414124,False,True,True,agreement
fullcontact_220,http://dbpedia.org/resource/Clorox,dbpedia,fullcontact,0.9998013377189636,False,True,True,agreement
fullcontact_224,http://dbpedia.org/resource/Coloplast,dbpedia,fullcontact,0.9998317956924438,False,True,True,agreement
fullcontact_227,http://dbpedia.org/resource/Compass_Tours,dbpedia,fullcontact,0.9662830829620361,False,True,True,agreement
fullcontact_23,http://dbpedia.org/resource/Lanxess,dbpedia,fullcontact,0.9998468160629272,False,True,True,agreement
fullcontact_235,http://dbpedia.org/resource/Costco,dbpedia,fullcontact,0.9997530579566956,False,True,True,agreement
fullcontact_237,http://dbpedia.org/resource/Banca_Popolare_dell'Emilia_Romagna,dbpedia,fullcontact,0.9178075790405273,False,False,True,plm_check_llm_yes
fullcontact_238,http://dbpedia.org/resource/Cr%C3%A9dit_Agricole_Srbija,dbpedia,fullcontact,0.9975136518478394,False,True,True,agreement
fullcontact_242,"http://dbpedia.org/resource/Zhuzhou_CSR_Times_Electric_Co.,_Ltd.",dbpedia,fullcontact,0.5604785680770874,False,True,True,agreement
fullcontact_244,http://dbpedia.org/resource/CSX_Corporation,dbpedia,fullcontact,0.999705970287323,False,True,True,agreement
fullcontact_256,http://dbpedia.org/resource/Louis_Delhaize_Group,dbpedia,fullcontact,0.9997351765632629,False,True,True,agreement
fullcontact_257,http://dbpedia.org/resource/Dentsu,dbpedia,fullcontact,0.5049479007720947,False,True,True,agreement
fullcontact_26,http://dbpedia.org/resource/Masco,dbpedia,fullcontact,0.9998307228088379,False,True,True,agreement
fullcontact_264,http://dbpedia.org/resource/Dish_Network,dbpedia,fullcontact,0.8553197383880615,False,True,True,agreement
fullcontact_269,http://dbpedia.org/resource/Dubai_World,dbpedia,fullcontact,0.6464760899543762,False,True,True,agreement
fullcontact_27,http://dbpedia.org/resource/United_Bank_(Atlanta_metropolitan_area),dbpedia,fullcontact,0.9979469180107117,False,False,True,plm_check_llm_yes
fullcontact_27,http://dbpedia.org/resource/United_Continental_Holdings,dbpedia,fullcontact,0.9981364011764526,False,False,True,plm_check_llm_yes
fullcontact_274,http://dbpedia.org/resource/Duke_Energy,dbpedia,fullcontact,0.9998213648796082,False,True,True,agreement
fullcontact_280,http://dbpedia.org/resource/Ecopetrol,dbpedia,fullcontact,0.9998676776885986,False,True,True,agreement
fullcontact_281,http://dbpedia.org/resource/EDF_Incorporated,dbpedia,fullcontact,0.9997605681419373,False,True,True,agreement
fullcontact_285,http://dbpedia.org/resource/Eletrobras,dbpedia,fullcontact,0.928265392780304,False,False,True,plm_check_llm_yes
fullcontact_287,http://dbpedia.org/resource/EMC_Corporation,dbpedia,fullcontact,0.9998267292976379,False,True,True,agreement
fullcontact_288,http://dbpedia.org/resource/Empire_Software,dbpedia,fullcontact,0.9990296363830566,False,True,True,agreement
fullcontact_290,http://dbpedia.org/resource/Encana,dbpedia,fullcontact,0.9998948574066162,False,True,True,agreement
fullcontact_291,http://dbpedia.org/resource/Enel,dbpedia,fullcontact,0.999906063079834,False,True,True,agreement
fullcontact_293,http://dbpedia.org/resource/Eni,dbpedia,fullcontact,0.9998918771743774,False,True,True,agreement
fullcontact_3,http://dbpedia.org/resource/City_Sports,dbpedia,fullcontact,0.7973703742027283,False,True,True,agreement
fullcontact_300,http://dbpedia.org/resource/Ericsson_Radio_Systems,dbpedia,fullcontact,0.9376060962677002,False,True,True,agreement
fullcontact_301,http://dbpedia.org/resource/Erste_Bank_Novi_Sad,dbpedia,fullcontact,0.9451106190681458,False,True,True,agreement
fullcontact_302,http://dbpedia.org/resource/Essar_Group,dbpedia,fullcontact,0.999900221824646,False,False,True,plm_check_llm_yes
fullcontact_303,http://dbpedia.org/resource/Etisalat_Egypt,dbpedia,fullcontact,0.9754114747047424,False,True,True,agreement
fullcontact_31,http://dbpedia.org/resource/Sears,dbpedia,fullcontact,0.9995679259300232,False,False,True,plm_check_llm_yes
fullcontact_324,http://dbpedia.org/resource/FMC_Corporation,dbpedia,fullcontact,0.9998382329940796,False,True,True,agreement
fullcontact_325,http://dbpedia.org/resource/Fran%C3%A7aise_des_Jeux_(lottery),dbpedia,fullcontact,0.8615737557411194,False,True,True,agreement
fullcontact_326,http://dbpedia.org/resource/Foot_Locker,dbpedia,fullcontact,0.999797523021698,False,True,True,agreement
fullcontact_327,http://dbpedia.org/resource/Fortum,dbpedia,fullcontact,0.9998151659965515,False,True,True,agreement
fullcontact_330,http://dbpedia.org/resource/Fresenius_(company),dbpedia,fullcontact,0.9998693466186523,False,True,True,agreement
fullcontact_331,http://dbpedia.org/resource/Frontier_Communications,dbpedia,fullcontact,0.9996814727783203,False,False,True,plm_check_llm_yes
fullcontact_335,http://dbpedia.org/resource/Fujitsu,dbpedia,fullcontact,0.9998050332069397,False,True,True,agreement
fullcontact_341,http://dbpedia.org/resource/Fenosa,dbpedia,fullcontact,0.9997548460960388,False,True,True,agreement
fullcontact_342,http://dbpedia.org/resource/Gazprom_Neft,dbpedia,fullcontact,0.974772572517395,False,True,True,agreement
fullcontact_352,http://dbpedia.org/resource/General_Growth_Properties,dbpedia,fullcontact,0.999845027923584,False,True,True,agreement
fullcontact_361,http://dbpedia.org/resource/Grainger_Games,dbpedia,fullcontact,0.9844723343849182,False,True,True,agreement
fullcontact_362,http://dbpedia.org/resource/Groupe_SEB,dbpedia,fullcontact,0.9998449087142944,False,True,True,agreement
fullcontact_363,http://dbpedia.org/resource/Grupo_Argos,dbpedia,fullcontact,0.9998456239700317,False,True,True,agreement
fullcontact_365,http://dbpedia.org/resource/Bancolombia,dbpedia,fullcontact,0.9998146891593933,False,True,True,agreement
fullcontact_366,http://dbpedia.org/resource/Grupo_Bimbo,dbpedia,fullcontact,0.99980229139328,False,True,True,agreement
fullcontact_370,http://dbpedia.org/resource/Harley_Ellis_Devereaux,dbpedia,fullcontact,0.6078974604606628,False,True,True,agreement
fullcontact_376,http://dbpedia.org/resource/Herbalife,dbpedia,fullcontact,0.9998236298561096,False,True,True,agreement
fullcontact_38,http://dbpedia.org/resource/Superior_Coach_Company,dbpedia,fullcontact,0.9038299918174744,False,True,True,agreement
fullcontact_382,http://dbpedia.org/resource/Hitachi,dbpedia,fullcontact,0.9998015761375427,False,True,True,agreement
fullcontact_385,http://dbpedia.org/resource/HollyFrontier,dbpedia,fullcontact,0.9998576641082764,False,True,True,agreement
fullcontact_387,http://dbpedia.org/resource/Hormel,dbpedia,fullcontact,0.999847412109375,False,True,True,agreement
fullcontact_389,http://dbpedia.org/resource/Hewlett-Packard,dbpedia,fullcontact,0.9998338222503662,False,True,True,agreement
fullcontact_403,http://dbpedia.org/resource/Huntsman_Corporation,dbpedia,fullcontact,0.9995881915092468,False,True,True,agreement
fullcontact_405,http://dbpedia.org/resource/Hyundai_Steel,dbpedia,fullcontact,0.9997255206108093,False,True,True,agreement
fullcontact_406,http://dbpedia.org/resource/Iberdrola_Renovables,dbpedia,fullcontact,0.9998354911804199,False,True,True,agreement
fullcontact_410,http://dbpedia.org/resource/Continental_Hotels,dbpedia,fullcontact,0.9997604489326477,False,True,True,agreement
fullcontact_411,http://dbpedia.org/resource/Iliad_(company),dbpedia,fullcontact,0.9994593262672424,False,True,True,agreement
fullcontact_412,http://dbpedia.org/resource/Illumina_(company),dbpedia,fullcontact,0.999862790107727,False,True,True,agreement
fullcontact_414,http://dbpedia.org/resource/Inditex,dbpedia,fullcontact,0.9997902512550354,False,True,True,agreement
fullcontact_418,http://dbpedia.org/resource/Infosys,dbpedia,fullcontact,0.9998574256896973,False,True,True,agreement
fullcontact_42,http://dbpedia.org/resource/Aareal_Bank,dbpedia,fullcontact,0.9998582601547241,False,True,True,agreement
fullcontact_422,http://dbpedia.org/resource/Russell_Brands,dbpedia,fullcontact,0.754212498664856,False,True,True,agreement
fullcontact_424,http://dbpedia.org/resource/Inter_RAO,dbpedia,fullcontact,0.9998457431793213,False,True,True,agreement
fullcontact_428,http://dbpedia.org/resource/Inventec,dbpedia,fullcontact,0.9998076558113098,False,True,True,agreement
fullcontact_432,http://dbpedia.org/resource/Israel_Corporation,dbpedia,fullcontact,0.9998254179954529,False,True,True,agreement
fullcontact_433,http://dbpedia.org/resource/Emirates_National_Oil_Company,dbpedia,fullcontact,0.7067607045173645,False,True,True,agreement
fullcontact_435,http://dbpedia.org/resource/ITV_Weather,dbpedia,fullcontact,0.9817212820053101,False,True,True,agreement
fullcontact_437,http://dbpedia.org/resource/J._C._Penney,dbpedia,fullcontact,0.9998014569282532,False,False,True,plm_check_llm_yes
fullcontact_441,http://dbpedia.org/resource/The_J.M._Smucker_Company,dbpedia,fullcontact,0.9996613264083862,False,True,True,agreement
fullcontact_442,http://dbpedia.org/resource/Iver_Johnson,dbpedia,fullcontact,0.5563119053840637,False,True,True,agreement
fullcontact_447,http://dbpedia.org/resource/Unisphere_Networks,dbpedia,fullcontact,0.7006675601005554,False,True,True,agreement
fullcontact_449,http://dbpedia.org/resource/Kasikornbank,dbpedia,fullcontact,0.9998210072517395,False,False,True,plm_check_llm_yes
fullcontact_456,http://dbpedia.org/resource/David_Clark_Company,dbpedia,fullcontact,0.737622082233429,False,True,True,agreement
fullcontact_462,http://dbpedia.org/resource/Kone,dbpedia,fullcontact,0.999670147895813,False,True,True,agreement
fullcontact_464,http://dbpedia.org/resource/Kotak_Mahindra_Bank,dbpedia,fullcontact,0.9998564720153809,False,True,True,agreement
fullcontact_467,http://dbpedia.org/resource/Kroger,dbpedia,fullcontact,0.9998703002929688,False,True,True,agreement
fullcontact_468,http://dbpedia.org/resource/Kubota,dbpedia,fullcontact,0.9997461438179016,False,True,True,agreement
fullcontact_473,http://dbpedia.org/resource/Oscar_Lear_Automobile_Company,dbpedia,fullcontact,0.9861408472061157,False,True,True,agreement
fullcontact_477,http://dbpedia.org/resource/LG_Display,dbpedia,fullcontact,0.9998608827590942,False,True,True,agreement
fullcontact_479,http://dbpedia.org/resource/The_Linde_Group,dbpedia,fullcontact,0.9998158812522888,False,True,True,agreement
fullcontact_485,http://dbpedia.org/resource/LyondellBasell,dbpedia,fullcontact,0.9998193383216858,False,True,True,agreement
fullcontact_486,http://dbpedia.org/resource/Manpower_Inc.,dbpedia,fullcontact,0.9998201727867126,False,True,True,agreement
fullcontact_488,http://dbpedia.org/resource/Mapfre,dbpedia,fullcontact,0.9997960925102234,False,True,True,agreement
fullcontact_494,http://dbpedia.org/resource/Maxis,dbpedia,fullcontact,0.9996325969696045,False,True,True,agreement
fullcontact_496,http://dbpedia.org/resource/McDonald's_Israel,dbpedia,fullcontact,0.935680091381073,False,True,True,agreement
fullcontact_499,http://dbpedia.org/resource/Mechel,dbpedia,fullcontact,0.9998308420181274,False,True,True,agreement
fullcontact_507,http://dbpedia.org/resource/Metro_AG,dbpedia,fullcontact,0.9998550415039062,False,False,True,plm_check_llm_yes
fullcontact_508,http://dbpedia.org/resource/Metso,dbpedia,fullcontact,0.999870777130127,False,True,True,agreement
fullcontact_511,http://dbpedia.org/resource/Micron_Technology,dbpedia,fullcontact,0.9997970461845398,False,True,True,agreement
fullcontact_512,http://dbpedia.org/resource/Microsoft,dbpedia,fullcontact,0.9998281002044678,False,True,True,agreement
fullcontact_513,http://dbpedia.org/resource/Mitsubishi_Corporation,dbpedia,fullcontact,0.9998041987419128,False,False,True,plm_check_llm_yes
fullcontact_515,http://dbpedia.org/resource/Mitsubishi_Corporation,dbpedia,fullcontact,0.6539483666419983,False,True,True,agreement
fullcontact_52,http://dbpedia.org/resource/Acer_Inc.,dbpedia,fullcontact,0.9998651742935181,False,True,True,agreement
fullcontact_521,http://dbpedia.org/resource/The_Mosaic_Company,dbpedia,fullcontact,0.9996185302734375,False,True,True,agreement
fullcontact_524,http://dbpedia.org/resource/Georgia-Pacific,dbpedia,fullcontact,0.634486198425293,False,False,True,plm_check_llm_yes
fullcontact_530,http://dbpedia.org/resource/NCR_Corporation,dbpedia,fullcontact,0.9996852874755859,False,True,True,agreement
fullcontact_531,http://dbpedia.org/resource/NEC,dbpedia,fullcontact,0.9991245865821838,False,True,True,agreement
fullcontact_533,http://dbpedia.org/resource/Neste_Oil,dbpedia,fullcontact,0.9998564720153809,False,True,True,agreement
fullcontact_535,http://dbpedia.org/resource/NetApp,dbpedia,fullcontact,0.9998601675033569,False,True,True,agreement
fullcontact_537,http://dbpedia.org/resource/New_Media_Strategies,dbpedia,fullcontact,0.9735775589942932,False,True,True,agreement
fullcontact_541,http://dbpedia.org/resource/Nintendo,dbpedia,fullcontact,0.9998456239700317,False,True,True,agreement
fullcontact_544,http://dbpedia.org/resource/Nitto_Denko,dbpedia,fullcontact,0.9997045397758484,False,True,True,agreement
fullcontact_545,http://dbpedia.org/resource/Nokia,dbpedia,fullcontact,0.9998252987861633,False,True,True,agreement
fullcontact_549,http://dbpedia.org/resource/Novatek,dbpedia,fullcontact,0.999823272228241,False,True,True,agreement
fullcontact_551,http://dbpedia.org/resource/Norfolk_Southern_Railway,dbpedia,fullcontact,0.9997673630714417,False,True,True,agreement
fullcontact_559,http://dbpedia.org/resource/ONEOK,dbpedia,fullcontact,0.9997437596321106,False,True,True,agreement
