id1,brand_left,title_left,description_left,price_left,priceCurrency_left,cluster_id_left,url_left,title_description_left,model_left,model_number_left,product_type_left,chipset_name_left,vram_gb_left,storage_gb_left,read_speed_mb_s_left,write_speed_mb_s_left,bus_type_left,interface_type_left,width_mm_left,length_mm_left,height_mm_left,weight_g_left,storage_connection_type_left,memory_type_left,color_left,form_factor_left,source_file_left,dbscan_cluster_left,global_id_left,title_processed_left,id2,brand_right,title_right,description_right,price_right,priceCurrency_right,cluster_id_right,url_right,title_description_right,model_right,model_number_right,product_type_right,chipset_name_right,vram_gb_right,storage_gb_right,read_speed_mb_s_right,write_speed_mb_s_right,bus_type_right,interface_type_right,width_mm_right,length_mm_right,height_mm_right,weight_g_right,storage_connection_type_right,memory_type_right,color_right,form_factor_right,source_file_right,dbscan_cluster_right,global_id_right,title_processed_right,label,is_hard_negative
20151064,Gigabyte,Gigabyte GeForce RTX 2070 Super Gaming OC 8GB GDDR6 256-Bit Graphics Card | GV-N207SGAMING OC-8GD,"REAL-TIME RAY TRACING IN GAMESRay tracing is the definitive solution for lifelike lighting, reflections and shadows, offering a level of realism far beyond what's possible using traditional rendering techniques. NVIDIA Turing is the first GPU capable of real-time ray tracing.NVIDIA TURING ARCHITECTUREThis revolutionary architecture, combined with our all-new GeForce® RTX platform, fuses together real-time ray tracing, artificial intelligence and programmable shading. You've never created and enjoyed games like this before.WINDFORCE 3X COOLING SYSTEMThe WINDFORCE 3X cooling system features 3x 82mm unique blade fans, an alternate spinning fan, 6x composite copper heat pipes, heat-pipe direct touch and 3D active fan functionality, together delivering an effective heat-dissipation capacity for higher performance at lower temperatures.ALTERNATE SPINNINGThe GIGABYTE “Alternate Spinning” is the only solution that can solve the turbulent airflow of three fans. The biggest problem with the three fans is turbulence. Since the fans rotate in the same direction, the airflow direction is opposite between the fans, which will cause turbulent airflow and reduce heat dissipation efficiency. GIGABYTE turns the middle fan in the opposite direction, so that the airflow direction between the two fans is the same, reducing the turbulence and enhancing airflow pressure.UNIQUE BLADE FANThe airflow is spilt by the triangular fan edge, and guided smoothly through the 3D stripe curve on the fan surface, effectively enhancing the airflow.",2300.0,AED,289846,https://gccgamers.com/computer-parts-compnents/graphic-cards/gigabyte-geforce-rtx-2070-super-gaming-oc-8gb-gddr6-256-bit-graphics-card-gv-n207sgaming-oc-8gd.html,"Gigabyte GeForce RTX 2070 Super Gaming OC 8GB GDDR6 256-Bit Graphics Card | GV-N207SGAMING OC-8GD. Description: REAL-TIME RAY TRACING IN GAMESRay tracing is the definitive solution for lifelike lighting, reflections and shadows, offering a level of realism far beyond what's possible using traditional rendering techniques. NVIDIA Turing™ is the first GPU capable of real-time ray tracing.NVIDIA TURING™ ARCHITECTUREThis revolutionary architecture, combined with our all-new GeForce® RTX platform, fuses together real-time ray tracing, artificial intelligence and programmable shading. You've never created and enjoyed games like this before.WINDFORCE 3X COOLING SYSTEMThe WINDFORCE 3X cooling system features 3x 82mm unique blade fans, an alternate spinning fan, 6x composite copper heat pipes, heat-pipe direct touch and 3D active fan functionality, together delivering an effective heat-dissipation capacity for higher performance at lower temperatures.ALTERNATE SPINNINGThe GIGABYTE “Alternate Spinning” is the only solution that can solve the turbulent airflow of three fans. The biggest problem with the three fans is turbulence. Since the fans rotate in the same direction, the airflow direction is opposite between the fans, which will cause turbulent airflow and reduce heat dissipation efficiency. GIGABYTE turns the middle fan in the opposite direction, so that the airflow direction between the two fans is the same, reducing the turbulence and enhancing airflow pressure.UNIQUE BLADE FANThe airflow is spilt by the triangular fan edge, and guided smoothly through the 3D stripe curve on the fan surface, effectively enhancing the airflow.",GeForce RTX 2070 Super Gaming OC,GV-N207SGAMING OC-8GD,GPU,GeForce RTX 2070 Super,8.0,,,,,,,,,,,GDDR6,,,products_1_cleaned.csv,3.0,products_1_cleaned.csv_20151064,"['gigabyte', 'geforce', 'rtx', '2070', 'super', 'gaming', 'oc', '8gb', 'gddr6', '256', 'bit', 'graphics', 'card', 'gv', 'n207sgaming', 'oc', '8gd']",41953107,Gigabyte,Gigabyte GeForce RTX 2070 SUPER GAMING OC 3X 8G Graphics Card,"Gigabyte GV-N207SGAMING-OC-8GD RTX2070 Super Gaming -OC-8GB,1770Mhz /1815Mhz,256Bit,DP1.3x3,HDMI2.0x1.",629.0,AUD,289846,https://www.shoppingexpress.com.au/buy/gigabyte-geforce-rtx-2070-super-gaming-oc-3x-8g-gr/GV-N207SGAMING-OC-8GD,"Gigabyte GeForce RTX 2070 SUPER GAMING OC 3X 8G Graphics Card. Description: Gigabyte GV-N207SGAMING-OC-8GD RTX2070 Super Gaming -OC-8GB,1770Mhz /1815Mhz,256Bit,DP1.3x3,HDMI2.0x1.",GeForce RTX 2070 SUPER GAMING OC 3X 8G,GV-N207SGAMING-OC-8GD,GPU,GeForce RTX 2070 Super,8.0,,,,,,,,,,,,,,products_4_cleaned.csv,3.0,products_4_cleaned.csv_41953107,"['gigabyte', 'geforce', 'rtx', '2070', 'super', 'gaming', 'oc', '3x', '8g', 'graphics', 'card']",1,False
61698087,Western Digital,"WD Red 10TB NAS Internal Hard Drive - 5400 RPM Class, SATA 6 GB/S, 256 MB Cache, 3.5\"" - WD101EFAX OEM HDD",Specifically designed for use in NAS systems with up to 8 baysSupports up to 180 TB/yr workload rateAsware firmware for compatibility3-Year manufacturer's limited warrantySmall and home office NAS systems in a 24x7 environment,279.99,USD,416806,https://www.dealsaday.com/wd-red-10tb-nas-internal-hard-drive-5400-rpm-class-sata-6-gb-s-256-mb-cache-3-5-wd101efax-oem-hdd.html,"WD Red 10TB NAS Internal Hard Drive - 5400 RPM Class, SATA 6 GB/S, 256 MB Cache, 3.5\"" - WD101EFAX OEM HDD. Description: Specifically designed for use in NAS systems with up to 8 baysSupports up to 180 TB/yr workload rateAsware firmware for compatibility3-Year manufacturer's limited warrantySmall and home office NAS systems in a 24x7 environment",WD Red,WD101EFAX,HDD,,,10000.0,,,SATA,SATA III,,,,,"3.5""",,,3.5-inch,products_2_cleaned.csv,1.0,products_2_cleaned.csv_61698087,"['wd', 'red', '10tb', 'nas', 'internal', 'hard', 'drive', '5400', 'rpm', 'class', 'sata', '6', 'gb', 's', '256', 'mb', 'cache', '3', '5', 'wd101efax', 'oem', 'hdd']",47930825,Western Digital,"WD Red 10TB NAS 3.5\"" SATA HDD/Hard Drive","10TB WD Red WD101EFAX NAS Hard Drive, 3.5\"" HDD, SATA III 6Gb/s, 5400rpm, 256MB Cache, Shock Sensor, NCQ, OEM",283.99,GBP,416806,https://www.scan.co.uk/products/10tb-wd-red-wd101efax-nas-hard-drive-35-hdd-sata-iii-6gb-s-5400rpm-256mb-cache-shock-sensor-ncq-oem,"WD Red 10TB NAS 3.5\"" SATA HDD/Hard Drive. Description: 10TB WD Red WD101EFAX NAS Hard Drive, 3.5\"" HDD, SATA III 6Gb/s, 5400rpm, 256MB Cache, Shock Sensor, NCQ, OEM",WD Red,WD101EFAX,HDD,,,10000.0,,,SATA,SATA III,,,,,3.5-inch SATA,,,3.5-inch,products_1_cleaned.csv,1.0,products_1_cleaned.csv_47930825,"['wd', 'red', '10tb', 'nas', '3', '5', 'sata', 'hdd', 'hard', 'drive']",1,False
9479921,Sapphire,"Sapphire Pulse Radeon RX 5600 XT, 6GB","Sapphire Pulse Radeon RX 5600 XT (Boost: 1750MHz), 6GB GDDR6 (14000MHz), PCI-E 4.0, 3x DisplayPort 1.4, HDMI 2.0b, Navi",499.0,AUD,3368927,https://computers.scorptec.com.au/computer/Sapphire-Pulse,"Sapphire Pulse Radeon RX 5600 XT, 6GB. Description: Sapphire Pulse Radeon RX 5600 XT (Boost: 1750MHz), 6GB GDDR6 (14000MHz), PCI-E 4.0, 3x DisplayPort 1.4, HDMI 2.0b, Navi",Pulse Radeon RX 5600 XT,,GPU,Radeon RX 5600 XT,6.0,,,,PCIe 4.0,,,,,,,GDDR6,,,products_4_cleaned.csv,161.0,products_4_cleaned.csv_9479921,"['sapphire', 'pulse', 'radeon', 'rx', '5600', 'xt', '6gb']",17093585,Western Digital,WD My Passport 2TB External Portable Solid State Drive/SSD - Black/Silver,"2TB WD My Passport WDBKVX0020PSL-WESN, Portable External SSD, USB3.1 Gen2/Type-C, Bus Powered, IP-55, Black/Silver",299.99,GBP,2802296,https://www.scan.co.uk/products/2tb-wd-my-passport-wdbkvx0020psl-wesn-portable-external-ssd-usb31-gen2-type-c-bus-powered-ip-55-blac,"WD My Passport 2TB External Portable Solid State Drive/SSD - Black/Silver. Description: 2TB WD My Passport WDBKVX0020PSL-WESN, Portable External SSD, USB3.1 Gen2/Type-C, Bus Powered, IP-55, Black/Silver",My Passport,WDBKVX0020PSL-WESN,SSD,,,2000.0,,,USB 3.1 Gen 2,USB Type-C,,,,,,,Black/Silver,,products_1_cleaned.csv,188.0,products_1_cleaned.csv_17093585,"['wd', 'my', 'passport', '2tb', 'external', 'portable', 'solid', 'state', 'drive', 'ssd', 'black', 'silver']",0,False
7604703,Western Digital,"WD 12TB Red Pro 3.5"" SATA 6Gb/s 7200RPM 128MB NAS Hard Drive","WD 12TB Red Pro 3.5"" SATA 6Gb/s 7200RPM 128MB NAS Hard Drive",420.08,GBP,32592,https://shop.bt.com/products/wd-12tb-red-pro-3-5--sata-6gb-s-7200rpm-128mb-nas-hard-drive-wd121kfbx-FHND.html?AddToWishlist=1,"WD 12TB Red Pro 3.5"" SATA 6Gb/s 7200RPM 128MB NAS Hard Drive. Description: WD 12TB Red Pro 3.5"" SATA 6Gb/s 7200RPM 128MB NAS Hard Drive",Red Pro,,HDD,,,12000.0,,,SATA,SATA III,,,,,3.5-inch SATA,,,3.5-inch,products_4_cleaned.csv,171.0,products_4_cleaned.csv_7604703,"['wd', '12tb', 'red', 'pro', '3', '5', 'sata', '6gb', 's', '7200rpm', '128mb', 'nas', 'hard', 'drive']",32989060,Western Digital,"WD Red 12TB NAS Internal Hard Drive - 5400 RPM Class, SATA 6 GB/S, 256 MB Cache, 3.5\"" - WD120EFAX OEM HDD",Specifically designed for use in NAS systems with up to 8 baysSupports up to 180 TB/yr workload rateAsware firmware for compatibility3-Year manufacturer's limited warrantySmall and home office NAS systems in a 24x7 environment,465.99,USD,32592,https://www.dealsaday.com/wd-red-12tb-nas-internal-hard-drive-5400-rpm-class-sata-6-gb-s-256-mb-cache-3-5-wd120efax.html,"WD Red 12TB NAS Internal Hard Drive - 5400 RPM Class, SATA 6 GB/S, 256 MB Cache, 3.5\"" - WD120EFAX OEM HDD. Description: Specifically designed for use in NAS systems with up to 8 baysSupports up to 180 TB/yr workload rateAsware firmware for compatibility3-Year manufacturer's limited warrantySmall and home office NAS systems in a 24x7 environment",WD Red,WD120EFAX,HDD,,,12000.0,,,SATA,SATA III,,,,,"3.5""",,,3.5-inch,products_1_cleaned.csv,171.0,products_1_cleaned.csv_32989060,"['wd', 'red', '12tb', 'nas', 'internal', 'hard', 'drive', '5400', 'rpm', 'class', 'sata', '6', 'gb', 's', '256', 'mb', 'cache', '3', '5', 'wd120efax', 'oem', 'hdd']",1,False
67904610,Western Digital,"WD Purple 10TB Internal Hard Drive 7200 RPM Class, SATA 6 Gb/s, 265 MB Cache 3.5\"" WD102PURZ OEM HDD",Built for 24/7 surveillanceAllFrame technology for better performanceDesigned to support up to 64 HD camerasEngineered for compatibility3-year manufacturer's limited OEM bulk package,265.99,USD,221808,https://www.dealsaday.com/wd-purple-10tb-internal-hard-drive-7200-rpm-class-sata-6-gb-s-265-mb-cache-3-5-wd102purz-hdd.html,"WD Purple 10TB Internal Hard Drive 7200 RPM Class, SATA 6 Gb/s, 265 MB Cache 3.5\"" WD102PURZ OEM HDD. Description: Built for 24/7 surveillanceAllFrame technology for better performanceDesigned to support up to 64 HD camerasEngineered for compatibility3-year manufacturer's limited OEM bulk package",WD Purple,WD102PURZ,HDD,,,10000.0,,,SATA,SATA III,,,,,3.5-inch SATA,,,3.5-inch,products_1_cleaned.csv,171.0,products_1_cleaned.csv_67904610,"['wd', 'purple', '10tb', 'internal', 'hard', 'drive', '7200', 'rpm', 'class', 'sata', '6', 'gb', 's', '265', 'mb', 'cache', '3', '5', 'wd102purz', 'oem', 'hdd']",7604703,Western Digital,"WD 12TB Red Pro 3.5"" SATA 6Gb/s 7200RPM 128MB NAS Hard Drive","WD 12TB Red Pro 3.5"" SATA 6Gb/s 7200RPM 128MB NAS Hard Drive",420.08,GBP,32592,https://shop.bt.com/products/wd-12tb-red-pro-3-5--sata-6gb-s-7200rpm-128mb-nas-hard-drive-wd121kfbx-FHND.html?AddToWishlist=1,"WD 12TB Red Pro 3.5"" SATA 6Gb/s 7200RPM 128MB NAS Hard Drive. Description: WD 12TB Red Pro 3.5"" SATA 6Gb/s 7200RPM 128MB NAS Hard Drive",Red Pro,,HDD,,,12000.0,,,SATA,SATA III,,,,,3.5-inch SATA,,,3.5-inch,products_4_cleaned.csv,171.0,products_4_cleaned.csv_7604703,"['wd', '12tb', 'red', 'pro', '3', '5', 'sata', '6gb', 's', '7200rpm', '128mb', 'nas', 'hard', 'drive']",0,True
98009535,MSI,MSI NVIDIA GeForce GTX 1660 Ti 6GB VENTUS XS OC Turing Graphics Card,"MSI GeForce GTX 1660 Ti VENTUS XS OC 6GB GDDR6 VR Ready Graphics Card, 1536 Core, 1500MHz GPU, 1830MHz Boost",281.99,GBP,738743,https://www.scan.co.uk/products/msi-geforce-gtx-1660-ti-ventus-xs-oc-6gb-gddr6-graphics-card-1536-core-1830mhz-boost,"MSI NVIDIA GeForce GTX 1660 Ti 6GB VENTUS XS OC Turing Graphics Card. Description: MSI GeForce GTX 1660 Ti VENTUS XS OC 6GB GDDR6 VR Ready Graphics Card, 1536 Core, 1500MHz GPU, 1830MHz Boost",GeForce GTX 1660 Ti VENTUS XS OC,,GPU,GeForce GTX 1660 Ti,6.0,,,,,,,,,,,GDDR6,,,products_1_cleaned.csv,3.0,products_1_cleaned.csv_98009535,"['msi', 'nvidia', 'geforce', 'gtx', '1660', 'ti', '6gb', 'ventus', 'xs', 'oc', 'turing', 'graphics', 'card']",41594394,Gigabyte,"Gigabyte Radeon RX 5700 XT Gaming OC 8GB GDDR6 Graphics Card, GPU Upto 1905MHz, HDMI 2.0b X 1 , DisplayPort 1.4 X 3, 2.2 Slot, WINDFORCE 3X Cooling System , 280mm Length, 1X 8 Pin, 1X 6 PinMax 4 Displays","Gigabyte Radeon RX 5700 XT Gaming OC 8GB GDDR6 Graphics Card, GPU Upto 1905MHz, HDMI 2.0b X 1 , DisplayPort 1.4 X 3, 2.2 Slot, WINDFORCE 3X Cooling System , 280mm Length, 1X 8 Pin, 1X 6 PinMax 4 Displays",814.95,NZD,713210,https://www.pbtech.co.nz/product/VGAGBV57012/Gigabyte-Radeon-RX-5700-XT-Gaming-OC-8GB-GDDR6-Gra?qr=similar-no-stock,"Gigabyte Radeon RX 5700 XT Gaming OC 8GB GDDR6 Graphics Card, GPU Upto 1905MHz, HDMI 2.0b X 1 , DisplayPort 1.4 X 3, 2.2 Slot, WINDFORCE 3X Cooling System , 280mm Length, 1X 8 Pin, 1X 6 PinMax 4 Displays. Description: Gigabyte Radeon RX 5700 XT Gaming OC 8GB GDDR6 Graphics Card, GPU Upto 1905MHz, HDMI 2.0b X 1 , DisplayPort 1.4 X 3, 2.2 Slot, WINDFORCE 3X Cooling System , 280mm Length, 1X 8 Pin, 1X 6 PinMax 4 Displays",Radeon RX 5700 XT Gaming OC,,GPU,Radeon RX 5700 XT,8.0,,,,,,,280.0,,,,GDDR6,,,products_2_cleaned.csv,295.0,products_2_cleaned.csv_41594394,"['gigabyte', 'radeon', 'rx', '5700', 'xt', 'gaming', 'oc', '8gb', 'gddr6', 'graphics', 'card', 'gpu', 'upto', '1905mhz', 'hdmi', '2', '0b', 'x', '1', 'displayport', '1', '4', 'x', '3', '2', '2', 'slot', 'windforce', '3x', 'cooling', 'system', '280mm', 'length', '1x', '8', 'pin', '1x', '6', 'pinmax', '4', 'displays']",0,False
96067120,Western Digital,WD Western Digital Purple 10TB Surveillance OEM Internal Hard Drive - WD100PURZ,"10TB Storage Capacity3.5\"" Form FactorSATA III 6 Gb/s Interface256MB Cache5400 rpmUp to 210 MB/s Sustained Data Transfers300,000 Load/Unload Cycles180TB per Year Workload RatingDesigned for 24/7 SurveillanceSupports up to 64 HD Cameras",349.99,USD,1566638,https://www.dealsaday.com/wd-western-digital-purple-10tb-surveillance-oem-internal-hard-drive-wd100purz.html,"WD Western Digital Purple 10TB Surveillance OEM Internal Hard Drive - WD100PURZ. Description: 10TB Storage Capacity3.5\"" Form FactorSATA III 6 Gb/s Interface256MB Cache5400 rpmUp to 210 MB/s Sustained Data Transfers300,000 Load/Unload Cycles180TB per Year Workload RatingDesigned for 24/7 SurveillanceSupports up to 64 HD Cameras",Purple,WD100PURZ,HDD,,,10000.0,210.0,,SATA,SATA III,,,,,3.5-inch SATA,,,3.5-inch,products_4_cleaned.csv,90.0,products_4_cleaned.csv_96067120,"['wd', 'western', 'digital', 'purple', '10tb', 'surveillance', 'oem', 'internal', 'hard', 'drive', 'wd100purz']",92213757,Western Digital,buy WD Purple HDD in Dubai | WD 8TB Purple HDD WD80PURZ,buy WD Internal hard disk for desktop and CCTV DVR on online at best coast buy now wd 8 TB HDD WD 8TB Purple HDD WD80PURZ. cash on delivery available across UAE.,783.0,AED,697281,https://www.shopkees.com/product/wd-purple-drive-8tb-3-5-256mb-5400rpm.html,buy WD Purple HDD in Dubai | WD 8TB Purple HDD WD80PURZ. Description: buy WD Internal hard disk for desktop and CCTV DVR on online at best coast buy now wd 8 TB HDD WD 8TB Purple HDD WD80PURZ. cash on delivery available across UAE.,WD Purple,WD80PURZ,HDD,,,8000.0,,,,,,,,,,,,,products_1_cleaned.csv,90.0,products_1_cleaned.csv_92213757,"['buy', 'wd', 'purple', 'hdd', 'in', 'dubai', 'wd', '8tb', 'purple', 'hdd', 'wd80purz']",0,True
87292025,Seagate,"Seagate 2.5\"" 1TB SAS 12Gb/s 7.2K RPM 128M Avenger (512E)","Seagate 2.5\"" 1TB SAS 12Gb/s 7.2K RPM Hard Drive",,,79991232,https://www.bostonindia.in/products/ST1000NX0333.aspx?utm_source=rss&utm_medium=syndication&utm_campaign=rss,"Seagate 2.5\"" 1TB SAS 12Gb/s 7.2K RPM 128M Avenger (512E). Description: Seagate 2.5\"" 1TB SAS 12Gb/s 7.2K RPM Hard Drive",Avenger,,HDD,,,1000.0,,,SAS,SAS,,,,,2.5-inch SAS,,,2.5-inch,products_4_cleaned.csv,1.0,products_4_cleaned.csv_87292025,"['seagate', '2', '5', '1tb', 'sas', '12gb', 's', '7', '2k', 'rpm', '128m', 'avenger', '512e']",44486080,Samsung,Samsung Solid State Drive (SSD) 860 EVO 1TB 2.5 Inch SATA III Internal SSD,"Form Factor: 2.5\""Capacitate: 1 TBInterfata: SATA 3Tip controller: Samsung MJX",832.99,RON,216453,https://www.germanos.ro/samsung-solid-state-drive-ssd-860-evo-1tb-2.5-inch-sata-iii-internal-ssd-mz-76e1t0b/eu.html,"Samsung Solid State Drive (SSD) 860 EVO 1TB 2.5 Inch SATA III Internal SSD. Description: Form Factor: 2.5\""Capacitate: 1 TBInterfata: SATA 3Tip controller: Samsung MJX",860 EVO,,SSD,,,1000.0,,,SATA,SATA III,,,,,2.5-inch SATA,,,2.5-inch,products_1_cleaned.csv,27.0,products_1_cleaned.csv_44486080,"['samsung', 'solid', 'state', 'drive', 'ssd', '860', 'evo', '1tb', '2', '5', 'inch', 'sata', 'iii', 'internal', 'ssd']",0,False
36501519,Powercolor,PowerColor Red Dragon Radeon RX 5700 XT / 5700XT 8GB Gaming Graphics Card (AXRX5700XT-8GBD6-3DHDR/OC) (Local Warranty 3years with Ban Leong),Warranty : 3 Years with Local Distributor - Ban Leong,638.0,SGD,163038,https://www.allstars.com.sg/powercolor-red-dragon-radeon-rx-5700-xt-5700xt-8gb-gaming-graphics-card-axrx5700xt-8gbd6-3dhdr-oc-local-warranty-3years-with-ban-leong,PowerColor Red Dragon Radeon RX 5700 XT / 5700XT 8GB Gaming Graphics Card (AXRX5700XT-8GBD6-3DHDR/OC) (Local Warranty 3years with Ban Leong). Description: Warranty : 3 Years with Local Distributor - Ban Leong,Red Dragon Radeon RX 5700 XT / 5700XT 8GB Gaming Graphics Card,AXRX5700XT-8GBD6-3DHDR/OC,GPU,Radeon RX 5700 XT,8.0,,,,,,,,,,,,,,products_2_cleaned.csv,9.0,products_2_cleaned.csv_36501519,"['powercolor', 'red', 'dragon', 'radeon', 'rx', '5700', 'xt', '5700xt', '8gb', 'gaming', 'graphics', 'card', 'axrx5700xt', '8gbd6', '3dhdr', 'oc', 'local', 'warranty', '3years', 'with', 'ban', 'leong']",63669867,Kingston,"Kingston KC600 1TB 2.5\"" SATA SSD/Solid State Drive","1TB Kingston KC600, 2.5\"" SSD, SATA 3.0 (6Gb/s), TLC 3D NAND, 550MB/s Read, 520MB/s Write, 90k/80k IOPS",107.99,GBP,1936147,https://www.scan.co.uk/products/1tb-kingston-kc600-25-ssd-sata-30-6gb-s-tlc-3d-nand-550mb-s-read-520mb-s-write-90k-80k-iops,"Kingston KC600 1TB 2.5\"" SATA SSD/Solid State Drive. Description: 1TB Kingston KC600, 2.5\"" SSD, SATA 3.0 (6Gb/s), TLC 3D NAND, 550MB/s Read, 520MB/s Write, 90k/80k IOPS",KC600,,SSD,,,1000.0,550.0,520.0,SATA,SATA III,,,,,2.5-inch SATA,,,2.5-inch,products_1_cleaned.csv,27.0,products_1_cleaned.csv_63669867,"['kingston', 'kc600', '1tb', '2', '5', 'sata', 'ssd', 'solid', 'state', 'drive']",0,False
49885696,Intel,"Intel SSD D3-S4510 2.5\"" - 1.92TB","Solid State Drive, kryptert, 1.92 TB, intern, 2.5\"", SATA 6Gb/s, 256-bit AES",4841.0,NOK,3959733,https://www.proshop.no/SSD/Intel-SSD-D3-S4510-25-192TB/2678254,"Intel SSD D3-S4510 2.5\"" - 1.92TB. Description: Solid State Drive, kryptert, 1.92 TB, intern, 2.5\"", SATA 6Gb/s, 256-bit AES",SSD D3-S4510,,SSD,,,1920.0,,,SATA,SATA III,,,,,2.5-inch SATA,,,2.5-inch,products_1_cleaned.csv,28.0,products_1_cleaned.csv_49885696,"['intel', 'ssd', 'd3', 's4510', '2', '5', '1', '92tb']",70747254,Kingston,PEN DRIVE 3.0 16GB DTLPG3 ENCRYPTIO HW KINGSTON ARGENTO,HARD DISK E MEMORIE,24.96,USD,850467,https://shop.xtremepc.it/product/pen-drive-3-0-16gb-dtlpg3-encryptio-hw-kingston-argento,PEN DRIVE 3.0 16GB DTLPG3 ENCRYPTIO HW KINGSTON ARGENTO. Description: HARD DISK E MEMORIE,,DTLPG3,USB_STICK,,,16.0,,,USB 3.0,,,,,,,,ARGENTO,,products_4_cleaned.csv,4.0,products_4_cleaned.csv_70747254,"['pen', 'drive', '3', '0', '16gb', 'dtlpg3', 'encryptio', 'hw', 'kingston', 'argento']",0,False
41065056,Sabrent,Sabrent Rocket Q 1TB NVMe SSD M.2 review,"We review the Sabrent Rocket Q 1TB, a fast M.2 SSD that you can purchase for 129 USD these days. Labeled withReads and Writes in the 3200/2000 MB/s ranges there however is an oddity to be found with... Introduction",,,2313670,"https://www.guru3d.com/articles-pages/sabrent-rocket-q-1tb-nvme-ssd-m-2-review,1.html","Sabrent Rocket Q 1TB NVMe SSD M.2 review. Description: We review the Sabrent Rocket Q 1TB, a fast M.2 SSD that you can purchase for 129 USD these days. Labeled withReads and Writes in the 3200/2000 MB/s ranges there however is an oddity to be found with... Introduction",Rocket Q,,SSD,,,1000.0,3200.0,2000.0,,NVMe,,,,,M.2,,,M.2 2280,products_4_cleaned.csv,27.0,products_4_cleaned.csv_41065056,"['sabrent', 'rocket', 'q', '1tb', 'nvme', 'ssd', 'm', '2', 'review']",24041154,Sabrent,Sabrent Rocket Q 1TB NVMe PCIe M.2 2280 Internal SSD High Performance Solid State Drive R/W 3200/2000 MB/s (SB-RKTQ-1TB),Sabrent Rocket Q 1TB NVMe PCIe M.2 2280 Internal SSD High Performance Solid State Drive R/W 3200/2000 MB/s (SB-RKTQ-1TB),119.99,USD,2313670,https://www.newegg.com/sabrent-rocket-q-1tb/p/0D9-001Y-00024?Item=9SIAME8ARP9899&IsFeedbackTab=true,Sabrent Rocket Q 1TB NVMe PCIe M.2 2280 Internal SSD High Performance Solid State Drive R/W 3200/2000 MB/s (SB-RKTQ-1TB). Description: Sabrent Rocket Q 1TB NVMe PCIe M.2 2280 Internal SSD High Performance Solid State Drive R/W 3200/2000 MB/s (SB-RKTQ-1TB),Rocket Q,SB-RKTQ-1TB,SSD,,,1000.0,3200.0,2000.0,PCIe,NVMe,,,,,M.2,,,M.2 2280,products_1_cleaned.csv,27.0,products_1_cleaned.csv_24041154,"['sabrent', 'rocket', 'q', '1tb', 'nvme', 'pcie', 'm', '2', '2280', 'internal', 'ssd', 'high', 'performance', 'solid', 'state', 'drive', 'r', 'w', '3200', '2000', 'mb', 's', 'sb', 'rktq', '1tb']",1,False
9615620,Kingston,Kingston DataTraveler Micro 3.1 - 32 GB,USB 3.1,,EUR,1797490,https://www.paradigit.nl/kingston-datatraveler-micro-3-1-32-gb/20540264/product,Kingston DataTraveler Micro 3.1 - 32 GB. Description: USB 3.1,DataTraveler Micro 3.1,,USB_STICK,,,32.0,,,USB 3.0,,,,,,,,,,products_2_cleaned.csv,123.0,products_2_cleaned.csv_9615620,"['kingston', 'datatraveler', 'micro', '3', '1', '32', 'gb']",77093147,Kingston,Pendrive Kingston Mini Flash Drive DTMC3/32GB,Pen Drive 32GB DataTraveler Micro USB 3.0/3.1,9.54,EUR,1797490,https://mir-informatica.com/perifericos/21454-DTMC3-32GB.html,Pendrive Kingston Mini Flash Drive DTMC3/32GB. Description: Pen Drive 32GB DataTraveler Micro USB 3.0/3.1,Mini Flash Drive DTMC3/32GB,DTMC3/32GB,USB_STICK,,,32.0,,,USB 3.0,USB,,,,,USB,,,,products_1_cleaned.csv,123.0,products_1_cleaned.csv_77093147,"['pendrive', 'kingston', 'mini', 'flash', 'drive', 'dtmc3', '32gb']",1,False
