silver_cluster_id,pipe_cluster_id,type,title,publication_year,journal,volume,issue,first_page,last_page,referenced_works_count,n_attributes_correct,fully_correct
crossref-00043+dblp-47482+open_alex-17836,crossref-00043,True,False,True,True,True,True,True,True,False,7,False
crossref-00044+dblp-00615+open_alex-19736,crossref-00044,True,False,True,,,,True,True,False,4,False
crossref-00045+dblp-10805+open_alex-02955,crossref-00045,True,True,True,,,,,,False,3,False
crossref-00048+dblp-05421+open_alex-19276,crossref-00048,True,True,True,True,True,,True,True,True,8,True
crossref-00049+dblp-14812+open_alex-19143,crossref-00049,True,True,True,True,,,True,True,False,6,False
crossref-00051+dblp-03980+open_alex-19997,crossref-00051,True,True,True,True,True,True,True,True,True,9,True
crossref-00052+dblp-12289+open_alex-14814,crossref-00052,True,True,True,,,,True,True,True,6,True
crossref-00053+dblp-13534+open_alex-19101,crossref-00053,True,True,True,,,,True,True,False,5,False
crossref-00054+dblp-12274+open_alex-17227,crossref-00054,True,False,True,,,,True,True,True,5,False
crossref-00055+dblp-58259+open_alex-12288,crossref-00055,True,True,True,True,True,True,,,True,7,True
crossref-00057+dblp-59760+open_alex-16312,crossref-00057,True,True,True,True,True,True,False,False,True,7,False
crossref-00059+dblp-59582+open_alex-05183,crossref-00059,True,True,True,True,True,True,False,False,True,7,False
crossref-00060+dblp-44064+open_alex-03914,crossref-00060,True,True,True,True,True,,True,True,True,8,True
crossref-00062+dblp-21421+open_alex-17673,crossref-00062,True,True,True,True,True,True,False,False,True,7,False
crossref-00063+dblp-12416+open_alex-10714,crossref-00063,True,False,True,,,,True,True,True,5,False
crossref-00064+dblp-30282+open_alex-14020,crossref-00064,True,True,True,True,True,,True,True,True,8,True
crossref-00065+dblp-05961+open_alex-18289,crossref-00065,True,True,True,,,,False,False,False,3,False
crossref-00066+dblp-59632+open_alex-17543,crossref-00066,True,True,True,True,True,True,False,False,True,7,False
crossref-00068+dblp-11078+open_alex-13973,crossref-00068,True,True,True,True,True,True,True,True,True,9,True
crossref-00069+dblp-38865+open_alex-20364,crossref-00069,True,True,True,True,True,,True,True,True,8,True
crossref-00070+dblp-07172+open_alex-09117,crossref-00070,True,True,True,,,,True,True,False,5,False
crossref-00071+dblp-39115+open_alex-11490,crossref-00071,True,False,True,True,True,True,,,True,6,False
crossref-00072+dblp-04066+open_alex-18542,crossref-00072,True,False,True,,,,True,True,False,4,False
crossref-00073+dblp-21400+open_alex-13796,crossref-00073,True,True,True,True,True,True,False,False,True,7,False
crossref-00074+dblp-59483+open_alex-21075,crossref-00074,True,False,True,True,True,True,False,False,True,6,False
crossref-00076+dblp-51764+open_alex-17263,crossref-00076,True,False,True,True,True,True,,,True,6,False
crossref-00077+dblp-21449+open_alex-16175,crossref-00077,True,False,True,True,True,True,False,False,True,6,False
crossref-00079+dblp-58270+open_alex-03286,crossref-00079,True,False,True,True,True,True,,,True,6,False
crossref-00080+dblp-10732+open_alex-07610,crossref-00080,True,True,True,,,,True,True,False,5,False
crossref-00081+dblp-59555+open_alex-01156,crossref-00081,True,False,True,True,True,True,False,False,True,6,False
crossref-00082+dblp-50323+open_alex-00150,crossref-00082,True,True,True,True,True,,True,True,True,8,True
crossref-00083+dblp-39210+open_alex-07215,crossref-00083,True,False,True,True,True,,,,True,5,False
crossref-00085+dblp-44048+open_alex-08057,crossref-00085,True,True,True,True,True,,True,True,True,8,True
crossref-00086+dblp-12422+open_alex-13545,crossref-00086,True,True,True,,,,True,True,True,6,True
crossref-00087+dblp-29862+open_alex-06102,crossref-00087,True,True,True,True,True,,True,True,True,8,True
crossref-00088+dblp-37913+open_alex-10592,crossref-00088,True,True,True,False,True,,True,True,False,6,False
crossref-00089+dblp-10724+open_alex-07612,crossref-00089,True,True,True,,,,True,True,False,5,False
crossref-00090+dblp-14049+open_alex-03586,crossref-00090,True,True,True,True,True,,True,True,True,8,True
crossref-00091+dblp-29307+open_alex-16403,crossref-00091,True,True,True,True,True,True,True,True,False,8,False
crossref-00093+dblp-10741+open_alex-06628,crossref-00093,True,False,True,,,,True,True,False,4,False
crossref-00094+dblp-10731+open_alex-06801,crossref-00094,True,True,True,,,,True,True,False,5,False
crossref-00096+dblp-05393+open_alex-18416,crossref-00096,True,True,True,True,True,,True,True,True,8,True
crossref-00097+dblp-21459+open_alex-13158,crossref-00097,True,False,True,True,True,True,,,True,6,False
crossref-00098+dblp-59750+open_alex-02572,crossref-00098,True,True,True,True,True,True,False,False,True,7,False
crossref-00099+dblp-05486+open_alex-18003,crossref-00099,True,True,True,True,True,,True,True,True,8,True
crossref-00100+dblp-21330+open_alex-05954,crossref-00100,True,False,True,True,True,True,,,True,6,False
crossref-00101+dblp-12311+open_alex-05348,crossref-00101,True,False,True,,,,True,True,True,5,False
crossref-00102+dblp-54871+open_alex-10043,crossref-00102,True,True,True,True,True,,True,True,True,8,True
crossref-00103+dblp-12427+open_alex-11595,crossref-00103,True,True,True,,,,True,True,True,6,True
crossref-00104+dblp-14976+open_alex-10947,crossref-00104,True,True,True,True,,,True,True,False,6,False
crossref-00105+dblp-00639+open_alex-16812,crossref-00105,False,True,True,True,,,True,True,True,6,False
crossref-00106+dblp-10850+open_alex-20289,crossref-00106,True,False,True,,,,True,True,False,4,False
crossref-00108+dblp-00377+open_alex-19310,crossref-00108,True,True,True,,,,True,True,False,5,False
crossref-00109+dblp-04533+open_alex-15613,crossref-00109,True,False,True,,,,True,True,True,5,False
crossref-00111+dblp-13537+open_alex-20135,crossref-00111,True,True,True,,,,True,True,True,6,True
crossref-00112+dblp-12367+open_alex-18801,crossref-00112,True,False,True,,,,True,True,True,5,False
crossref-00113+dblp-14957+open_alex-13056,crossref-00113,True,True,True,True,,,True,True,False,6,False
crossref-00114+dblp-10820+open_alex-02223,crossref-00114,True,False,True,,,,,,False,2,False
crossref-00115+dblp-50343+open_alex-16181,crossref-00115,True,True,True,True,True,,True,True,True,8,True
crossref-00117+dblp-39927+open_alex-20828,crossref-00117,True,False,True,True,True,True,True,True,,7,False
crossref-00118+dblp-04064+open_alex-09073,crossref-00118,True,False,True,,,,,,False,2,False
crossref-00119+dblp-59738+open_alex-13892,crossref-00119,True,True,True,True,True,True,False,False,True,7,False
crossref-00121+dblp-21336+open_alex-17082,crossref-00121,True,True,True,True,True,True,,,True,7,True
crossref-00123+dblp-05106+open_alex-15977,crossref-00123,True,False,True,,,,True,True,True,5,False
crossref-00124+dblp-50338+open_alex-18377,crossref-00124,True,True,True,True,True,,True,True,True,8,True
crossref-00125+dblp-10713+open_alex-38448,crossref-00125,True,True,False,,,,False,False,False,2,False
crossref-00128+dblp-21401+open_alex-16572,crossref-00128,True,False,True,True,True,True,False,False,True,6,False
crossref-00129+dblp-59513+open_alex-17584,crossref-00129,True,True,True,True,True,True,False,False,True,7,False
crossref-00130+dblp-04265+open_alex-05945,crossref-00130,False,True,True,True,,,True,True,True,6,False
crossref-00132+dblp-21478+open_alex-30377,crossref-00132,True,False,False,False,True,True,False,False,True,4,False
crossref-00133+dblp-21406+open_alex-16910,crossref-00133,True,False,True,True,True,True,False,False,True,6,False
crossref-00134+dblp-10849+open_alex-05597,crossref-00134,True,False,True,,,,True,True,False,4,False
crossref-00135+dblp-06996+open_alex-01227,crossref-00135,True,True,True,,,,True,True,False,5,False
crossref-00136+dblp-02201+open_alex-08706,crossref-00136,True,True,True,True,,,,,False,4,False
crossref-00137+dblp-21359+open_alex-20196,crossref-00137,True,True,True,True,True,True,False,False,True,7,False
crossref-00138+dblp-59570+open_alex-19186,crossref-00138,True,False,True,True,True,True,False,False,True,6,False
crossref-00140+dblp-14933+open_alex-16828,crossref-00140,True,True,True,True,,,True,True,False,6,False
crossref-00141+dblp-25118+open_alex-04566,crossref-00141,True,True,True,True,True,True,True,True,False,8,False
crossref-00142+dblp-14961+open_alex-00932,crossref-00142,True,True,True,True,,,,,False,4,False
crossref-00144+dblp-59681+open_alex-14442,crossref-00144,True,True,True,True,True,True,False,False,True,7,False
crossref-00145+dblp-21463+open_alex-05593,crossref-00145,True,True,True,True,True,True,False,False,True,7,False
crossref-00146+dblp-16041,crossref-00146,True,True,True,False,True,True,True,True,,7,False
crossref-00147+dblp-54924+open_alex-01849,crossref-00147,True,False,True,True,True,True,True,True,,7,False
crossref-00148+dblp-23570+open_alex-06434,crossref-00148,True,True,True,True,True,True,True,True,True,9,True
crossref-00149+dblp-30315+open_alex-01181,crossref-00149,True,True,True,True,True,,True,True,True,8,True
crossref-00151+dblp-05487+open_alex-12369,crossref-00151,True,True,True,True,True,,True,True,True,8,True
crossref-00152+dblp-14382+open_alex-17885,crossref-00152,True,True,True,True,,,True,True,False,6,False
crossref-00153+dblp-30352,crossref-00153,True,True,True,False,False,True,True,True,True,7,False
crossref-00154+dblp-54109+open_alex-13441,crossref-00154,True,False,False,False,False,True,False,True,True,4,False
crossref-00155+dblp-58287+open_alex-03398,crossref-00155,True,True,True,True,True,True,,,True,7,True
crossref-00156+dblp-03986+open_alex-11425,crossref-00156,True,True,True,True,True,True,True,True,True,9,True
crossref-00157+dblp-10751+open_alex-01221,crossref-00157,True,True,True,,,,,,False,3,False
crossref-00158+dblp-59693+open_alex-03478,crossref-00158,True,True,True,True,True,True,False,False,True,7,False
crossref-00159+dblp-59696+open_alex-13784,crossref-00159,True,True,True,True,True,True,False,False,True,7,False
crossref-00160+dblp-52847+open_alex-17823,crossref-00160,True,True,True,True,True,True,True,True,True,9,True
crossref-00161+dblp-14059+open_alex-01968,crossref-00161,True,True,True,,,,,,False,3,False
crossref-00162+dblp-21454+open_alex-10589,crossref-00162,True,True,True,True,True,True,False,False,True,7,False
crossref-00163+dblp-39209+open_alex-12230,crossref-00163,True,True,True,True,True,,,,True,6,True
crossref-00164+dblp-04290+open_alex-03664,crossref-00164,False,True,True,True,,,True,True,True,6,False
crossref-00165+dblp-10840+open_alex-10839,crossref-00165,True,True,True,,,,,,False,3,False
crossref-00166+dblp-47307+open_alex-17420,crossref-00166,True,True,True,True,True,True,True,True,True,9,True
crossref-00167+dblp-15017+open_alex-05503,crossref-00167,True,True,True,True,,,True,True,False,6,False
crossref-00168+dblp-44021+open_alex-07447,crossref-00168,True,True,True,True,True,,True,True,True,8,True
crossref-00169+dblp-04283+open_alex-07193,crossref-00169,False,True,True,True,,,True,True,True,6,False
crossref-00170+dblp-34037,crossref-00170,True,False,False,False,False,False,True,True,True,4,False
crossref-00171+dblp-15178+open_alex-04890,crossref-00171,True,True,True,True,,,,,False,4,False
crossref-00173+dblp-59467+open_alex-16759,crossref-00173,True,True,True,True,True,True,False,False,True,7,False
crossref-00175+dblp-21410+open_alex-15170,crossref-00175,True,True,True,True,True,True,,,True,7,True
crossref-00176+dblp-12492+open_alex-20577,crossref-00176,True,False,True,,,,True,True,True,5,False
crossref-00177+dblp-12465+open_alex-10168,crossref-00177,True,False,True,,,,True,True,True,5,False
crossref-00178+dblp-15101+open_alex-17520,crossref-00178,True,True,True,True,,,True,True,False,6,False
crossref-00179+dblp-11451+open_alex-17760,crossref-00179,True,True,True,,,,True,True,,5,True
crossref-00180+dblp-10681+open_alex-10074,crossref-00180,True,True,True,,,,True,True,False,5,False
crossref-00181+dblp-13111+open_alex-13246,crossref-00181,True,False,True,,,,True,True,False,4,False
crossref-00182+dblp-10660+open_alex-12385,crossref-00182,True,False,True,,,,True,True,False,4,False
crossref-00183+dblp-10699+open_alex-00764,crossref-00183,True,False,True,,,,,,False,2,False
crossref-00184+dblp-50376+open_alex-16429,crossref-00184,True,True,True,True,True,True,True,True,True,9,True
crossref-00185+dblp-21429+open_alex-07896,crossref-00185,True,True,True,True,True,True,False,False,True,7,False
crossref-00186+dblp-10709+open_alex-09619,crossref-00186,True,False,True,,,,True,True,False,4,False
crossref-00187+dblp-07365+open_alex-16182,crossref-00187,True,True,True,True,True,,True,True,True,8,True
crossref-00189+dblp-37306+open_alex-19713,crossref-00189,True,True,True,True,True,,True,True,True,8,True
crossref-00191+dblp-45785+open_alex-11129,crossref-00191,True,True,True,True,True,True,True,True,True,9,True
crossref-00192+dblp-10830+open_alex-06561,crossref-00192,True,False,True,,,,True,True,False,4,False
crossref-00193+dblp-10645+open_alex-09356,crossref-00193,True,True,True,,,,True,True,False,5,False
crossref-00194+dblp-05982+open_alex-17497,crossref-00194,True,True,True,,,,True,True,False,5,False
crossref-00195+dblp-12742+open_alex-19377,crossref-00195,True,True,True,,,,True,True,False,5,False
crossref-00197+dblp-21395+open_alex-18053,crossref-00197,True,True,True,True,True,True,False,False,True,7,False
crossref-00198+dblp-05398+open_alex-06701,crossref-00198,True,True,True,True,True,,True,True,True,8,True
crossref-00199+dblp-07268+open_alex-05620,crossref-00199,True,True,True,True,True,,True,True,True,8,True
crossref-00200+dblp-54917+open_alex-13781,crossref-00200,True,True,True,True,True,,True,True,True,8,True
crossref-00201+dblp-10540+open_alex-09263,crossref-00201,True,True,True,,,,True,True,False,5,False
crossref-00203+dblp-10627+open_alex-02620,crossref-00203,True,False,True,,,,True,True,False,4,False
crossref-00204+dblp-14783+open_alex-01518,crossref-00204,True,True,True,,,,True,True,False,5,False
crossref-00205+dblp-29860+open_alex-12760,crossref-00205,True,True,True,True,True,,True,True,True,8,True
crossref-00206+dblp-16045+open_alex-12802,crossref-00206,True,True,True,True,True,True,True,True,False,8,False
crossref-00207+dblp-19022+open_alex-46887,dblp-19022,True,True,True,False,True,,False,False,True,5,False
crossref-00208+dblp-12374+open_alex-11597,crossref-00208,True,False,True,,,,True,True,True,5,False
crossref-00209+dblp-10707+open_alex-03484,crossref-00209,True,True,True,,,,,,False,3,False
crossref-00210+dblp-13529+open_alex-16281,crossref-00210,True,True,True,,,,True,True,False,5,False
crossref-00211+dblp-10061+open_alex-05606,crossref-00211,True,True,True,True,True,,True,True,True,8,True
crossref-00212+dblp-30030+open_alex-11471,crossref-00212,True,True,True,True,True,True,,,False,6,False
crossref-00213+dblp-12038+open_alex-18544,crossref-00213,True,False,True,,,,True,True,False,4,False
crossref-00214+dblp-05979+open_alex-02363,crossref-00214,True,True,True,,,,,,False,3,False
crossref-00215+dblp-21419+open_alex-08487,crossref-00215,True,True,True,True,True,True,,,True,7,True
crossref-00216+dblp-37915+open_alex-12226,crossref-00216,True,False,True,False,True,,True,True,False,5,False
crossref-00217+dblp-04288+open_alex-01000,crossref-00217,False,True,True,True,,,True,True,True,6,False
crossref-00218+dblp-21318+open_alex-04013,crossref-00218,True,True,True,True,True,True,True,True,True,9,True
crossref-00219+dblp-59611+open_alex-15051,crossref-00219,True,False,True,True,True,True,False,False,True,6,False
crossref-00220+dblp-59706+open_alex-04795,crossref-00220,True,False,True,True,True,True,False,False,True,6,False
crossref-00221+dblp-21486+open_alex-20478,crossref-00221,True,True,True,True,True,True,,,True,7,True
crossref-00222+dblp-59619+open_alex-19231,crossref-00222,True,False,True,True,True,True,False,False,True,6,False
crossref-00223+dblp-06593+open_alex-16859,crossref-00223,True,False,True,,,,True,True,True,5,False
crossref-00224+dblp-10544+open_alex-18751,crossref-00224,True,True,True,,,,True,True,,5,True
crossref-00225+dblp-12591+open_alex-18736,crossref-00225,True,True,True,True,,,,,False,4,False
crossref-00227+dblp-29727+open_alex-15348,crossref-00227,True,True,True,False,True,True,True,True,False,7,False
crossref-00228+dblp-25052+open_alex-07967,crossref-00228,True,True,True,True,True,,,,True,6,True
crossref-00229+dblp-10662+open_alex-01302,crossref-00229,True,True,True,,,,,,False,3,False
crossref-00231+dblp-17101+open_alex-25730,dblp-17101,True,True,True,False,True,True,True,True,True,8,False
crossref-00233+dblp-35915+open_alex-18036,crossref-00233,True,True,True,True,True,,True,True,True,8,True
crossref-00234+dblp-10641+open_alex-11847,crossref-00234,True,False,True,,,,True,True,False,4,False
crossref-00236+dblp-05944+open_alex-13425,crossref-00236,True,True,True,,,,True,True,False,5,False
crossref-00237+dblp-48867+open_alex-12766,crossref-00237,True,True,True,True,True,,True,True,True,8,True
crossref-00238+dblp-47481+open_alex-15449,crossref-00238,True,True,True,True,True,True,True,True,False,8,False
crossref-00239+dblp-10857+open_alex-07138,crossref-00239,True,True,True,,,,True,True,False,5,False
crossref-00240+dblp-04259+open_alex-09434,crossref-00240,False,True,True,True,,,True,True,True,6,False
crossref-00241+dblp-12091+open_alex-18905,crossref-00241,True,False,True,,,,True,True,False,4,False
crossref-00242+dblp-14046+open_alex-16800,crossref-00242,True,True,True,True,True,,True,True,True,8,True
crossref-00243+dblp-12134+open_alex-07151,crossref-00243,True,False,True,,,,True,True,False,4,False
crossref-00244+dblp-12812+open_alex-21081,crossref-00244,True,True,True,,,,True,True,False,5,False
crossref-00245+dblp-10779+open_alex-03936,crossref-00245,True,True,True,,,,,,False,3,False
crossref-00246+dblp-14894+open_alex-19990,crossref-00246,True,True,True,True,,,True,True,False,6,False
crossref-00247+dblp-00382+open_alex-13459,crossref-00247,True,True,True,,,,True,True,False,5,False
crossref-00248+dblp-12060+open_alex-20699,crossref-00248,True,False,True,,,,True,True,False,4,False
crossref-00249+dblp-15111+open_alex-00382,crossref-00249,True,True,True,True,,,,,False,4,False
crossref-00251+dblp-14868+open_alex-02275,crossref-00251,True,True,True,True,,,,,False,4,False
crossref-00252+dblp-12458+open_alex-01405,crossref-00252,True,False,True,,,,True,True,True,5,False
crossref-00253+dblp-00627+open_alex-18876,crossref-00253,True,True,True,,,,True,True,False,5,False
crossref-00254+dblp-12493+open_alex-17220,crossref-00254,True,True,True,,,,True,True,True,6,True
crossref-00255+dblp-00645,crossref-00255,True,True,False,,,,True,True,,4,False
crossref-00256+dblp-10749+open_alex-08806,crossref-00256,True,False,True,,,,True,True,False,4,False
crossref-00257+dblp-12587+open_alex-20492,crossref-00257,True,True,True,True,,,True,True,False,6,False
crossref-00259+dblp-59650+open_alex-21204,crossref-00259,True,True,True,True,True,True,False,False,True,7,False
crossref-00260+dblp-59401+open_alex-14662,crossref-00260,True,False,True,True,True,True,False,False,True,6,False
crossref-00261+dblp-59592+open_alex-17610,crossref-00261,True,True,True,True,True,True,False,False,True,7,False
crossref-00262+dblp-31123+open_alex-53583,dblp-31123,True,False,False,True,False,True,True,True,False,5,False
crossref-00263+dblp-49418+open_alex-11549,crossref-00263,True,True,True,True,True,True,True,True,False,8,False
crossref-00265+dblp-44128+open_alex-03510,crossref-00265,True,True,True,True,True,,True,True,True,8,True
crossref-00266+dblp-44086+open_alex-11135,crossref-00266,True,True,True,True,True,,True,True,True,8,True
crossref-00267+dblp-21506+open_alex-05612,crossref-00267,True,True,True,True,True,True,False,False,True,7,False
crossref-00268+dblp-12448+open_alex-19468,crossref-00268,True,False,True,,,,True,True,True,5,False
crossref-00269+dblp-07054+open_alex-04505,crossref-00269,True,True,True,,,,,,False,3,False
crossref-00270+dblp-15975,crossref-00270,False,True,True,True,True,True,False,True,True,7,False
crossref-00272+dblp-20419+open_alex-21256,crossref-00272,True,False,True,False,True,True,True,True,True,7,False
crossref-00273+dblp-21425+open_alex-16689,crossref-00273,True,False,True,True,True,True,False,False,True,6,False
crossref-00274+dblp-59475+open_alex-19067,crossref-00274,True,True,True,True,True,True,False,False,True,7,False
crossref-00275+dblp-59520+open_alex-09558,crossref-00275,True,False,True,True,True,True,False,False,True,6,False
crossref-00277+dblp-54887+open_alex-03067,crossref-00277,True,True,True,True,True,,True,True,True,8,True
crossref-00278+dblp-11393+open_alex-00298,crossref-00278,True,True,True,,,,,,False,3,False
crossref-00280+dblp-59604+open_alex-04605,crossref-00280,True,True,True,True,True,True,False,False,True,7,False
crossref-00281+dblp-12440+open_alex-17029,crossref-00281,True,False,True,,,,True,True,True,5,False
crossref-00282+dblp-14033,crossref-00282,False,True,True,True,True,,True,True,True,7,False
crossref-00283+dblp-14042+open_alex-17491,crossref-00283,True,True,True,True,True,,True,True,True,8,True
crossref-00284+dblp-57799+open_alex-36995,crossref-00284,True,False,True,False,True,True,False,False,False,4,False
crossref-00285+dblp-15147+open_alex-14510,crossref-00285,True,True,True,True,,,True,True,False,6,False
crossref-00286+dblp-12067+open_alex-12392,crossref-00286,True,False,True,,,,,,False,2,False
crossref-00287+dblp-44045+open_alex-11087,crossref-00287,True,True,True,True,True,,True,True,True,8,True
crossref-00288+dblp-47309+open_alex-08990,crossref-00288,True,True,True,True,True,True,True,True,True,9,True
crossref-00289+dblp-21384+open_alex-10543,crossref-00289,True,False,True,True,True,True,False,False,True,6,False
crossref-00290+dblp-07975+open_alex-01089,crossref-00290,True,False,True,,,,True,True,False,4,False
crossref-00291+dblp-14854+open_alex-17744,crossref-00291,True,True,True,,,,,,False,3,False
crossref-00292+dblp-10659+open_alex-18857,crossref-00292,True,False,True,,,,True,True,False,4,False
crossref-00293+dblp-12265+open_alex-03780,crossref-00293,True,False,True,,,,True,True,True,5,False
crossref-00294+dblp-12556+open_alex-10741,crossref-00294,True,False,True,,,,True,True,True,5,False
crossref-00295+dblp-10797+open_alex-17028,crossref-00295,True,True,True,,,,,,False,3,False
crossref-00297+dblp-07045+open_alex-10047,crossref-00297,True,True,True,,,,,,False,3,False
crossref-00298+dblp-13536+open_alex-17745,crossref-00298,True,True,True,,,,True,True,False,5,False
crossref-00299+dblp-10056+open_alex-20804,crossref-00299,True,False,True,,,,True,True,True,5,False
crossref-00300+dblp-12542+open_alex-16439,crossref-00300,True,True,True,,,,True,True,True,6,True
crossref-00301+dblp-10676+open_alex-11218,crossref-00301,True,False,True,,,,True,True,False,4,False
crossref-00302+dblp-19063+open_alex-08907,dblp-19063,True,False,True,False,True,,False,False,True,4,False
crossref-00303+dblp-39171+open_alex-13157,crossref-00303,True,False,True,True,True,,,,True,5,False
crossref-00305+dblp-50934+open_alex-21308,crossref-00305,True,True,True,True,True,True,True,True,,8,True
crossref-00307+dblp-21373+open_alex-06123,crossref-00307,True,True,True,True,True,True,False,False,True,7,False
crossref-00308+dblp-12345+open_alex-13644,crossref-00308,True,False,True,,,,True,True,True,5,False
crossref-00310+dblp-10799+open_alex-20267,crossref-00310,True,False,True,,,,True,True,False,4,False
crossref-00311+dblp-15139+open_alex-09435,crossref-00311,True,False,True,True,,,True,True,False,5,False
crossref-00312+dblp-10064+open_alex-05272,crossref-00312,True,True,True,True,True,,True,True,True,8,True
crossref-00313+dblp-12357+open_alex-02001,crossref-00313,True,False,True,,,,True,True,True,5,False
crossref-00314+dblp-10698+open_alex-02659,crossref-00314,True,True,True,,,,,,False,3,False
crossref-00315+dblp-04863+open_alex-00144,crossref-00315,False,True,True,True,,,True,True,True,6,False
crossref-00316+dblp-09233+open_alex-13424,crossref-00316,True,True,True,,,,True,True,False,5,False
crossref-00317+dblp-12560+open_alex-01907,crossref-00317,True,False,True,,,,True,True,,4,False
crossref-00319+dblp-29892+open_alex-13045,crossref-00319,True,True,True,False,True,True,True,True,,7,False
crossref-00320+dblp-00358+open_alex-20929,crossref-00320,True,True,True,True,True,True,True,True,True,9,True
crossref-00322+dblp-15398+open_alex-16873,crossref-00322,True,True,True,True,True,,True,True,True,8,True
crossref-00323+dblp-09227+open_alex-20037,crossref-00323,True,True,True,,,,True,True,,5,True
crossref-00324+dblp-13999+open_alex-19513,crossref-00324,True,True,True,,,,True,True,,5,True
crossref-00325+dblp-10609+open_alex-16511,crossref-00325,True,True,True,True,,,True,True,,6,True
crossref-00326+dblp-42916+open_alex-11730,dblp-42916,True,True,True,True,True,,False,False,True,6,False
crossref-00327+dblp-44019+open_alex-39958,crossref-33435,True,False,True,True,True,,True,False,False,5,False
crossref-00328+dblp-15202+open_alex-13374,crossref-00328,True,True,True,True,,,True,True,False,6,False
crossref-00330+dblp-47980+open_alex-19604,crossref-00330,True,True,True,True,True,,True,True,True,8,True
crossref-00332+dblp-15121+open_alex-14970,crossref-00332,True,True,True,True,,,True,True,False,6,False
crossref-00333+dblp-10836+open_alex-01522,crossref-00333,True,False,True,,,,,,False,2,False
crossref-00334+dblp-12484+open_alex-12663,crossref-00334,True,True,True,,,,True,True,True,6,True
crossref-00335+dblp-12133+open_alex-05810,crossref-00335,True,False,True,,,,True,True,False,4,False
