silver_cluster_id,pipe_cluster_id,type,title,publication_year,journal,volume,issue,first_page,last_page,referenced_works_count,n_attributes_correct,fully_correct
10.1145/3344684,crossref-39120,True,False,True,False,False,True,True,True,True,6,False
10.1016/j.ejor.2019.06.007,crossref-39636,True,True,True,True,False,True,True,True,True,8,False
10.1145/3369808,crossref-40126,True,False,True,False,False,True,True,True,True,6,False
10.1364/jocn.12.000002,crossref-40168,True,True,False,True,False,True,True,False,False,5,False
10.1111/jcal.12413,crossref-40176,True,True,True,True,False,True,True,True,,7,False
10.1177/0142331219890171,crossref-40282,False,True,True,True,False,True,True,True,False,6,False
10.1145/3371077,crossref-40389,True,False,True,True,False,True,True,True,False,6,False
10.1287/ijoc.2018.0845,crossref-40846,True,False,True,True,False,True,True,True,False,6,False
10.1162/dint_a_00040,crossref-41080,True,True,True,True,False,True,True,True,False,7,False
10.1287/moor.2019.0990,crossref-43625,True,True,True,True,False,True,True,True,True,8,False
10.1016/j.automatica.2019.108659,crossref-43830,False,False,True,True,False,,,,True,3,False
10.1162/jocn_a_01502,crossref-43850,True,True,True,True,False,True,True,True,False,7,False
10.1093/bioinformatics/btaa072,crossref-44215,False,False,True,True,False,True,True,True,False,5,False
10.1049/iet-ipr.2018.5868,crossref-44405,False,False,True,True,False,True,True,True,True,6,False
10.1145/3368856,crossref-44570,False,False,True,True,False,True,True,True,True,6,False
10.1162/jocn_a_01495,crossref-44980,False,True,True,True,False,True,True,True,False,6,False
10.1155/2020/7985010,crossref-45768,True,False,True,True,False,,True,True,False,5,False
10.1002/rob.21949,crossref-45868,True,True,True,True,False,True,True,True,,7,False
10.1016/j.tcs.2018.10.032,crossref-46613,True,True,True,True,False,,True,True,,6,False
10.1016/j.gpb.2018.12.011,crossref-46687,False,False,True,False,False,True,True,True,True,5,False
10.1126/scirobotics.aaz6262,crossref-47884,False,False,True,True,False,True,False,,True,4,False
10.1016/j.jctb.2019.08.006,crossref-48955,True,True,True,False,False,,True,True,True,6,False
10.3390/rs12101544,crossref-49524,True,True,True,True,False,True,True,True,True,8,False
10.1287/mnsc.2019.3314,crossref-50167,True,True,True,True,False,True,True,True,,7,False
10.1145/3386901.3388912,crossref-51085,True,False,True,False,,,True,True,True,5,False
10.1093/bioinformatics/btaa464,crossref-51761,False,True,True,True,False,True,True,True,True,7,False
10.1111/cgf.14065,crossref-53778,False,False,True,True,False,True,True,True,,5,False
10.3390/jsan9030037,crossref-54172,False,True,True,True,False,True,True,True,True,7,False
10.1016/j.future.2020.06.028,crossref-58835,True,True,True,True,False,,True,True,True,7,False
10.1016/j.jcss.2020.05.005,crossref-59667,True,True,True,True,False,,True,True,True,7,False
10.1162/tacl_a_00327,crossref-60021,True,True,True,True,False,,True,True,True,7,False
