silver_cluster_id,pipe_cluster_id,name,founded,country,city,industry,assets,revenue,n_attributes_correct,fully_correct
fullcontact_118,fullcontact_118,True,,True,,True,True,True,5,True
fullcontact_1185,http://dbpedia.org/resource/Swiss_Life,True,True,True,False,False,False,False,3,False
fullcontact_1186,http://dbpedia.org/resource/Jamison_International,False,True,True,False,False,False,False,2,False
fullcontact_1187,fullcontact_869,True,False,True,False,False,True,True,4,False
fullcontact_1188,http://dbpedia.org/resource/SBI_Cards,False,True,False,,False,False,False,1,False
fullcontact_119,fullcontact_119,True,True,False,False,False,False,False,2,False
fullcontact_1193,http://dbpedia.org/resource/Seagate_Technology,True,True,False,False,False,True,False,3,False
fullcontact_1195,fullcontact_1195,True,True,False,True,False,False,False,3,False
fullcontact_1196,fullcontact_145,True,True,False,False,False,False,False,2,False
fullcontact_1198,http://dbpedia.org/resource/TAL_International_Group,False,True,True,False,False,False,False,2,False
fullcontact_12,fullcontact_12,True,False,True,False,False,True,True,4,False
fullcontact_120,fullcontact_120,True,,True,True,True,True,True,6,True
fullcontact_1200,fullcontact_1200,False,False,True,True,False,False,False,2,False
fullcontact_1202,http://dbpedia.org/resource/China_National_Building_Material_Company,True,True,True,True,False,True,True,6,False
fullcontact_1205,http://dbpedia.org/resource/Bombard_Renewable_Energy,False,True,True,True,False,False,False,3,False
fullcontact_1206,fullcontact_1206,False,False,False,True,False,False,False,1,False
fullcontact_1209,fullcontact_1209,False,False,True,True,False,False,False,2,False
fullcontact_121,fullcontact_121,True,True,False,True,True,True,True,6,False
fullcontact_1211,fullcontact_1211,False,False,False,False,False,False,False,0,False
fullcontact_1213,fullcontact_1213,False,False,True,True,False,False,False,2,False
fullcontact_1214,fullcontact_1214,True,True,True,True,False,False,False,4,False
fullcontact_1215,fullcontact_1215,True,True,False,True,False,False,True,4,False
fullcontact_1217,http://dbpedia.org/resource/BRF_S.A.,False,True,True,True,False,False,True,4,False
fullcontact_1218,fullcontact_1218,False,False,False,False,,False,False,0,False
fullcontact_122,fullcontact_122,True,False,True,True,False,True,True,5,False
fullcontact_1221,fullcontact_1221,True,False,True,True,False,True,False,4,False
fullcontact_1223,"http://dbpedia.org/resource/Martin's_Famous_Pastry_Shoppe,_Inc.",False,True,True,False,False,False,False,2,False
fullcontact_1226,fullcontact_1226,False,False,True,True,False,False,False,2,False
fullcontact_1227,fullcontact_1227,False,False,False,False,False,False,False,0,False
fullcontact_123,fullcontact_123,True,False,False,False,False,True,True,3,False
fullcontact_1233,fullcontact_1233,False,False,True,True,False,False,False,2,False
fullcontact_1234,fullcontact_1234,False,False,True,True,False,False,False,2,False
fullcontact_1235,fullcontact_1235,True,False,False,True,False,True,True,4,False
fullcontact_1238,http://dbpedia.org/resource/British_American_Railway_Services,False,True,True,,False,False,False,2,False
fullcontact_124,fullcontact_124,True,,False,True,True,True,True,5,False
fullcontact_1240,fullcontact_1240,False,False,True,False,False,False,False,1,False
fullcontact_1246,http://www.forbes.com/companies/packaging-corp-amer/,True,False,False,False,False,True,True,3,False
fullcontact_1247,fullcontact_1247,True,True,False,True,False,False,False,3,False
fullcontact_125,fullcontact_125,True,True,False,True,True,True,True,6,False
fullcontact_1251,fullcontact_1251,False,False,True,True,False,False,False,2,False
fullcontact_1253,fullcontact_1253,True,False,False,False,True,True,False,3,False
fullcontact_1254,http://dbpedia.org/resource/Japan_Post_Insurance,False,True,True,True,False,False,False,3,False
fullcontact_1256,fullcontact_1256,False,True,False,True,False,True,True,4,False
fullcontact_1260,fullcontact_1260,False,False,True,True,False,False,False,2,False
fullcontact_1261,fullcontact_1261,False,False,False,True,False,True,True,3,False
fullcontact_1263,http://dbpedia.org/resource/Edison_International,True,True,False,False,True,False,False,3,False
fullcontact_1265,http://dbpedia.org/resource/James_O._Welch_Co.,False,True,True,False,False,False,False,2,False
fullcontact_1267,http://dbpedia.org/resource/Hellenic_Aerospace_Industry,False,True,False,True,False,False,False,2,False
fullcontact_127,fullcontact_127,True,False,False,True,False,True,True,4,False
fullcontact_1270,fullcontact_1270,False,False,False,True,False,False,False,1,False
fullcontact_1271,fullcontact_1527,True,True,True,False,False,True,True,5,False
fullcontact_1272,fullcontact_1272,False,False,True,True,False,False,False,2,False
fullcontact_1274,fullcontact_16,True,True,False,True,False,True,False,4,False
fullcontact_1275,fullcontact_1275,True,True,False,True,False,True,False,4,False
fullcontact_1276,fullcontact_1276,False,False,True,True,False,False,False,2,False
fullcontact_1277,http://dbpedia.org/resource/Keurig_Green_Mountain,True,True,False,False,,True,False,3,False
fullcontact_1278,http://dbpedia.org/resource/OpenEye_Scientific_Software,False,True,True,True,False,False,False,3,False
fullcontact_128,fullcontact_128,True,,True,,True,True,True,5,True
fullcontact_1280,fullcontact_1280,False,False,True,False,False,False,False,1,False
fullcontact_1281,fullcontact_1281,False,False,True,True,False,False,False,2,False
fullcontact_1282,fullcontact_1282,False,False,True,True,False,False,False,2,False
fullcontact_1284,fullcontact_1284,True,True,True,True,False,False,False,4,False
fullcontact_1287,fullcontact_1287,False,False,False,False,False,False,False,0,False
fullcontact_129,fullcontact_129,True,True,False,True,True,True,True,6,False
fullcontact_1291,fullcontact_1291,True,False,False,True,False,True,True,4,False
fullcontact_1292,http://dbpedia.org/resource/Harbour_Plaza_Hotel_Management,False,True,True,True,False,False,False,3,False
fullcontact_1294,fullcontact_521,False,True,False,False,False,False,True,2,False
fullcontact_1296,fullcontact_1296,False,False,True,False,False,False,False,1,False
fullcontact_1297,fullcontact_1297,True,True,False,True,False,True,False,4,False
fullcontact_13,fullcontact_13,True,,True,,True,True,True,5,True
fullcontact_1301,fullcontact_1301,False,False,False,False,False,False,False,0,False
fullcontact_1307,fullcontact_1307,False,False,False,False,False,False,False,0,False
fullcontact_1309,fullcontact_1309,True,False,True,False,False,True,True,4,False
fullcontact_131,fullcontact_131,True,True,True,True,True,True,True,7,True
fullcontact_1310,fullcontact_1310,False,False,False,True,False,False,False,1,False
fullcontact_1316,fullcontact_1316,True,False,False,True,True,True,False,4,False
fullcontact_1318,http://dbpedia.org/resource/GE_Energy,True,True,False,False,False,True,False,3,False
fullcontact_1319,fullcontact_183,True,False,False,True,False,True,True,4,False
fullcontact_132,fullcontact_132,True,,True,True,True,True,True,6,True
fullcontact_1321,fullcontact_1321,False,False,True,True,False,False,False,2,False
fullcontact_1324,http://dbpedia.org/resource/First_American_International_Bank,False,True,True,False,False,False,False,2,False
fullcontact_1325,http://dbpedia.org/resource/People's_Insurance_Company_of_China,True,True,True,True,False,True,True,6,False
fullcontact_1326,fullcontact_1326,False,False,True,True,False,False,False,2,False
fullcontact_1327,fullcontact_1327,True,True,False,True,False,False,False,3,False
fullcontact_133,fullcontact_133,True,False,False,True,False,False,True,3,False
fullcontact_1330,fullcontact_1450,True,True,False,False,False,False,True,3,False
fullcontact_1334,fullcontact_1334,False,True,True,True,False,False,False,3,False
fullcontact_1336,fullcontact_1336,True,True,True,True,True,True,True,7,True
fullcontact_1337,http://dbpedia.org/resource/Weichai_Power,True,True,True,True,True,True,True,7,True
fullcontact_134,http://dbpedia.org/resource/Bank_of_Florida,False,True,True,False,False,False,False,2,False
fullcontact_1340,http://dbpedia.org/resource/Northwestern_Bank,False,True,False,,False,True,False,2,False
fullcontact_1341,http://dbpedia.org/resource/Centaline_Property_Agency,False,True,True,False,False,False,False,2,False
fullcontact_1342,fullcontact_1342,True,True,True,True,False,True,False,5,False
fullcontact_1343,fullcontact_1343,False,False,True,True,False,False,False,2,False
fullcontact_1345,fullcontact_1345,True,True,True,True,True,True,False,6,False
fullcontact_135,fullcontact_135,True,False,True,False,True,True,True,5,False
fullcontact_1353,fullcontact_1353,False,False,False,,False,False,False,0,False
fullcontact_1354,http://dbpedia.org/resource/Gulf_Craft,False,True,True,True,False,False,False,3,False
fullcontact_136,fullcontact_136,True,False,True,False,False,True,True,4,False
fullcontact_1367,fullcontact_1367,False,False,False,False,False,False,False,0,False
fullcontact_137,fullcontact_137,True,,False,,True,True,True,4,False
fullcontact_1372,http://dbpedia.org/resource/The_Araca_Group,False,True,True,False,False,False,False,2,False
fullcontact_1376,fullcontact_1376,False,False,True,False,False,False,False,1,False
fullcontact_1379,fullcontact_1379,False,False,True,False,False,False,False,1,False
fullcontact_138,fullcontact_138,True,True,True,True,True,True,True,7,True
fullcontact_1383,http://dbpedia.org/resource/Pony_International,False,True,True,False,False,False,False,2,False
fullcontact_1386,fullcontact_1386,True,True,True,True,False,True,False,5,False
fullcontact_1388,fullcontact_1388,False,False,True,False,False,False,False,1,False
fullcontact_139,fullcontact_139,True,False,False,True,False,True,False,3,False
fullcontact_1394,http://dbpedia.org/resource/R._J._Reynolds_Vapor_Company,False,True,True,False,False,False,False,2,False
fullcontact_1396,http://dbpedia.org/resource/Reliance_Industries,True,True,True,False,False,False,False,3,False
fullcontact_1398,fullcontact_1398,True,False,False,True,True,False,False,3,False
fullcontact_140,fullcontact_140,True,True,True,True,False,False,False,4,False
fullcontact_1402,fullcontact_1402,True,False,False,True,False,True,True,4,False
fullcontact_1409,fullcontact_1409,True,False,False,True,False,False,True,3,False
fullcontact_141,fullcontact_141,True,True,False,,True,True,True,5,False
fullcontact_1416,fullcontact_1416,False,False,True,True,False,False,False,2,False
fullcontact_1417,fullcontact_1417,True,False,False,True,False,True,True,4,False
fullcontact_1419,http://dbpedia.org/resource/L'Or%C3%A9al,True,True,True,False,False,False,False,3,False
fullcontact_142,http://dbpedia.org/resource/Roots_Canada,True,True,True,False,False,True,True,5,False
fullcontact_1422,http://dbpedia.org/resource/Fusion_IP_plc,False,True,True,True,False,False,False,3,False
fullcontact_1426,fullcontact_1426,True,False,False,True,False,False,True,3,False
fullcontact_1428,fullcontact_1286,True,True,False,True,True,True,False,5,False
fullcontact_143,fullcontact_143,True,,False,True,True,True,True,5,False
fullcontact_1430,fullcontact_1430,False,False,False,True,False,False,False,1,False
fullcontact_1436,http://dbpedia.org/resource/Bank_of_Ningbo,True,True,True,True,False,True,True,6,False
fullcontact_144,fullcontact_144,True,True,False,True,True,False,False,4,False
fullcontact_1440,fullcontact_1440,False,False,False,True,False,False,False,1,False
fullcontact_1441,fullcontact_1884,True,False,True,False,False,False,False,2,False
fullcontact_1446,fullcontact_1446,True,True,False,True,False,True,False,4,False
fullcontact_1447,http://dbpedia.org/resource/East_West_Bank,False,True,True,False,False,True,False,3,False
fullcontact_1448,fullcontact_1448,True,False,True,True,False,True,True,5,False
fullcontact_145,http://dbpedia.org/resource/China_Central_Huijin,False,True,False,True,False,False,False,2,False
fullcontact_1450,http://dbpedia.org/resource/99_Cents_Only_Stores,False,True,True,,False,True,True,4,False
fullcontact_1454,fullcontact_1454,False,False,False,False,False,False,False,0,False
fullcontact_1458,http://dbpedia.org/resource/Winklevoss_Capital_Management,False,True,True,False,False,False,False,2,False
fullcontact_146,fullcontact_146,True,False,False,False,False,False,False,1,False
fullcontact_1465,http://dbpedia.org/resource/Hanjin_Shipping,True,True,True,False,True,True,True,6,False
fullcontact_147,fullcontact_147,True,,True,True,True,True,True,6,True
fullcontact_1476,http://dbpedia.org/resource/COFCO_Group,False,True,False,True,False,False,False,2,False
fullcontact_1477,fullcontact_1477,False,False,False,True,False,False,False,1,False
fullcontact_1479,http://dbpedia.org/resource/National_Bank_of_Bahrain,True,True,True,True,False,True,True,6,False
fullcontact_1480,http://dbpedia.org/resource/SJW_Corp,False,True,True,False,False,False,True,3,False
fullcontact_149,fullcontact_149,True,False,False,True,False,True,False,3,False
fullcontact_1490,fullcontact_1490,False,False,True,True,False,False,False,2,False
fullcontact_1495,fullcontact_1495,True,False,True,True,False,True,True,5,False
fullcontact_1496,http://dbpedia.org/resource/El_Paso_Electric,False,True,True,False,False,False,True,3,False
fullcontact_150,fullcontact_150,True,False,True,True,True,True,True,6,False
fullcontact_1501,fullcontact_815,True,True,True,False,False,False,False,3,False
fullcontact_1503,fullcontact_1503,False,False,False,True,False,False,False,1,False
fullcontact_151,fullcontact_151,True,,True,True,True,True,True,6,True
fullcontact_1516,http://dbpedia.org/resource/Wing_Lung_Bank,False,True,True,True,False,False,False,3,False
fullcontact_1519,fullcontact_1519,False,,False,True,,False,False,1,False
fullcontact_152,fullcontact_152,True,False,True,True,False,True,True,5,False
fullcontact_1520,fullcontact_1553,True,False,False,False,False,True,False,2,False
fullcontact_1521,http://dbpedia.org/resource/Ummah_Foods,False,True,True,True,False,False,False,3,False
fullcontact_1524,http://dbpedia.org/resource/Boathouse_Group,False,True,True,False,False,False,False,2,False
fullcontact_1527,http://dbpedia.org/resource/Hyundai_Motor_Company,True,True,True,True,False,False,False,4,False
fullcontact_1528,fullcontact_1528,False,False,False,False,False,False,False,0,False
fullcontact_1529,fullcontact_1475,True,True,True,True,False,True,False,5,False
fullcontact_153,fullcontact_153,True,True,True,True,True,True,True,7,True
fullcontact_1531,fullcontact_1531,False,False,False,False,False,False,False,0,False
fullcontact_1533,fullcontact_1533,False,False,True,True,False,False,False,2,False
fullcontact_1534,fullcontact_1534,False,False,False,True,False,False,False,1,False
fullcontact_1537,http://dbpedia.org/resource/Israel_Discount_Bank,True,True,True,True,False,True,False,5,False
fullcontact_154,fullcontact_154,True,,False,True,True,True,True,5,False
fullcontact_1541,fullcontact_1541,True,True,False,True,False,False,True,4,False
fullcontact_1542,fullcontact_1542,True,False,False,True,False,True,True,4,False
fullcontact_1549,fullcontact_1549,False,False,True,False,False,False,False,1,False
fullcontact_155,fullcontact_155,False,False,False,False,False,False,False,0,False
fullcontact_1552,fullcontact_1552,False,False,False,False,False,False,False,0,False
fullcontact_156,fullcontact_156,True,True,False,,True,True,True,5,False
fullcontact_1560,fullcontact_1560,False,False,True,True,False,False,False,2,False
fullcontact_1566,fullcontact_1566,True,False,True,False,False,True,True,4,False
fullcontact_1568,http://dbpedia.org/resource/Zoom_Communications,False,True,True,True,False,False,False,3,False
fullcontact_1569,http://dbpedia.org/resource/Cabot_Oil_&_Gas,True,True,False,True,False,True,False,4,False
fullcontact_157,fullcontact_157,True,False,False,True,True,True,True,5,False
fullcontact_1574,fullcontact_1574,False,True,False,True,True,True,True,5,False
fullcontact_158,fullcontact_158,True,False,False,True,True,True,True,5,False
fullcontact_1581,fullcontact_1581,False,False,False,False,False,False,False,0,False
fullcontact_1585,fullcontact_1585,True,False,True,True,False,True,True,5,False
fullcontact_1589,fullcontact_513,False,False,True,False,False,True,True,3,False
fullcontact_159,fullcontact_159,True,,True,,True,True,True,5,True
fullcontact_1592,http://dbpedia.org/resource/ARUP_Laboratories,False,True,True,False,False,False,False,2,False
fullcontact_1593,fullcontact_1593,False,False,False,True,False,False,False,1,False
fullcontact_1596,http://dbpedia.org/resource/China_Resources_Enterprise,True,True,True,False,False,True,True,5,False
fullcontact_160,fullcontact_160,True,True,False,True,False,True,False,4,False
fullcontact_1601,fullcontact_1601,True,False,True,True,False,True,True,5,False
fullcontact_161,fullcontact_161,False,False,False,True,False,False,False,1,False
fullcontact_1611,fullcontact_1824,True,True,True,False,False,True,False,4,False
fullcontact_1615,fullcontact_1615,False,False,False,True,False,False,False,1,False
fullcontact_162,http://dbpedia.org/resource/Sons_of_Gwalia,False,True,True,True,False,False,False,3,False
fullcontact_1621,http://dbpedia.org/resource/Times_Media_Group,False,True,True,False,False,False,False,2,False
fullcontact_1629,fullcontact_1629,False,False,True,True,False,False,False,2,False
fullcontact_163,fullcontact_163,True,True,False,,True,True,True,5,False
fullcontact_1631,http://dbpedia.org/resource/Numark_Industries,False,True,True,False,False,False,False,2,False
fullcontact_1633,fullcontact_1633,False,False,True,False,False,False,False,1,False
fullcontact_1634,fullcontact_1634,False,False,True,True,False,False,False,2,False
fullcontact_164,fullcontact_164,True,False,False,True,False,True,True,4,False
fullcontact_1640,fullcontact_1640,False,False,True,True,False,False,False,2,False
fullcontact_1642,fullcontact_1642,True,True,False,True,False,True,True,5,False
fullcontact_1645,fullcontact_1645,False,False,True,False,False,False,False,1,False
fullcontact_1647,fullcontact_1647,False,False,True,True,False,False,False,2,False
fullcontact_1649,fullcontact_1649,True,False,True,True,False,False,False,3,False
fullcontact_165,fullcontact_165,True,True,True,True,False,False,False,4,False
fullcontact_1651,fullcontact_1651,False,False,False,False,False,False,False,0,False
fullcontact_1652,http://dbpedia.org/resource/Community_Health_Systems,True,True,False,False,False,True,False,3,False
fullcontact_1653,http://dbpedia.org/resource/Pacha_Group,True,True,True,False,False,False,False,3,False
fullcontact_1658,fullcontact_1658,False,False,True,True,False,False,False,2,False
fullcontact_166,fullcontact_166,True,False,False,True,False,False,True,3,False
fullcontact_1661,fullcontact_1661,False,False,False,False,False,False,False,0,False
fullcontact_1662,http://dbpedia.org/resource/Eclipse_Aerospace,False,True,False,True,False,False,False,2,False
fullcontact_1663,fullcontact_1663,False,False,True,True,False,False,False,2,False
fullcontact_1667,http://dbpedia.org/resource/ThyssenKrupp,True,True,True,True,False,False,False,4,False
fullcontact_1668,fullcontact_1668,False,False,False,True,False,False,False,1,False
fullcontact_167,fullcontact_167,False,,True,True,False,False,False,2,False
fullcontact_1672,fullcontact_1672,False,False,False,True,False,False,False,1,False
fullcontact_1673,fullcontact_1673,False,False,True,True,False,False,False,2,False
fullcontact_1676,fullcontact_1676,False,False,False,False,False,False,False,0,False
fullcontact_168,fullcontact_168,True,,True,True,True,True,True,6,True
fullcontact_1681,fullcontact_1681,False,False,False,False,False,False,False,0,False
fullcontact_1684,fullcontact_1736,False,True,True,True,False,False,False,3,False
fullcontact_1688,fullcontact_1688,False,False,False,False,False,False,False,0,False
fullcontact_1689,http://dbpedia.org/resource/Tauron_Group,True,True,True,True,False,True,True,6,False
fullcontact_169,fullcontact_169,True,True,True,False,False,True,False,4,False
fullcontact_1690,fullcontact_1331,False,False,False,True,False,False,False,1,False
fullcontact_1693,fullcontact_1693,True,False,True,False,False,False,False,2,False
fullcontact_1695,http://dbpedia.org/resource/George_Street_Co-op,False,True,True,True,False,False,False,3,False
fullcontact_1696,http://dbpedia.org/resource/Financial_Women's_Association,False,True,True,False,False,False,False,2,False
fullcontact_17,fullcontact_17,True,False,True,False,False,True,True,4,False
fullcontact_170,fullcontact_170,True,True,False,True,True,True,True,6,False
fullcontact_1700,fullcontact_1700,True,True,True,True,,True,True,6,True
fullcontact_171,fullcontact_171,True,True,False,True,True,True,True,6,False
fullcontact_1710,fullcontact_637,True,,True,,True,True,True,5,True
fullcontact_1711,fullcontact_1711,True,True,True,True,False,True,False,5,False
fullcontact_1715,fullcontact_1715,True,False,True,False,False,True,True,4,False
fullcontact_172,fullcontact_172,True,True,True,True,False,False,False,4,False
fullcontact_1724,fullcontact_1689,True,True,True,True,False,False,False,4,False
fullcontact_1729,http://dbpedia.org/resource/Dubai_Islamic_Bank,True,True,True,True,True,True,True,7,True
fullcontact_173,fullcontact_173,True,False,False,True,False,True,True,4,False
fullcontact_1734,fullcontact_1734,False,,False,True,False,False,False,1,False
fullcontact_1735,http://dbpedia.org/resource/First_National_of_Nebraska,False,True,True,False,False,False,False,2,False
fullcontact_174,fullcontact_174,False,True,False,True,False,False,False,2,False
fullcontact_1741,http://dbpedia.org/resource/Petrobank_Energy_and_Resources,False,True,True,True,False,False,True,4,False
fullcontact_1743,http://dbpedia.org/resource/Sempra_Energy,True,True,False,True,False,True,True,5,False
fullcontact_1745,http://dbpedia.org/resource/Linc_Energy,False,True,True,True,False,True,True,5,False
fullcontact_1746,fullcontact_1746,False,False,False,False,False,False,False,0,False
fullcontact_1747,fullcontact_1747,False,False,True,True,False,False,False,2,False
fullcontact_1749,http://dbpedia.org/resource/China_Oilfield_Services,True,True,True,True,False,True,True,6,False
fullcontact_175,fullcontact_175,True,True,False,True,True,True,True,6,False
fullcontact_176,fullcontact_176,True,,False,,True,True,True,4,False
fullcontact_1765,fullcontact_1765,False,False,False,False,False,False,False,0,False
fullcontact_1768,http://dbpedia.org/resource/BTU_International,False,True,True,False,False,False,False,2,False
fullcontact_1771,http://dbpedia.org/resource/GMR_Group,False,True,True,True,False,False,False,3,False
fullcontact_1777,fullcontact_1777,False,False,True,True,False,False,False,2,False
fullcontact_1778,fullcontact_1778,False,False,False,False,False,False,False,0,False
fullcontact_179,fullcontact_148,True,True,False,False,True,False,False,3,False
fullcontact_1793,fullcontact_1793,True,False,True,True,False,True,True,5,False
fullcontact_1795,fullcontact_1795,False,False,False,False,False,False,False,0,False
fullcontact_1796,http://dbpedia.org/resource/Van_de_Kamp's_Holland_Dutch_Bakeries,False,True,True,False,False,False,False,2,False
fullcontact_1799,fullcontact_1799,False,False,False,True,False,False,False,1,False
fullcontact_18,fullcontact_18,True,False,False,True,False,True,True,4,False
fullcontact_180,fullcontact_180,True,False,True,True,False,True,False,4,False
fullcontact_1801,fullcontact_685,True,True,False,True,False,True,False,4,False
fullcontact_1802,fullcontact_1802,False,False,False,True,False,False,False,1,False
fullcontact_1808,fullcontact_1808,True,False,False,True,False,True,True,4,False
fullcontact_181,fullcontact_181,True,,False,True,True,True,True,5,False
fullcontact_1813,fullcontact_1813,False,False,True,True,False,False,False,2,False
fullcontact_1819,http://dbpedia.org/resource/Aloha_Petroleum,False,True,True,True,False,False,False,3,False
fullcontact_182,fullcontact_182,True,False,False,True,False,True,True,4,False
fullcontact_1821,fullcontact_1821,True,,True,,True,True,True,5,True
fullcontact_1823,fullcontact_1823,False,False,True,True,False,False,False,2,False
fullcontact_1825,fullcontact_1825,False,False,False,True,False,False,False,1,False
fullcontact_1830,fullcontact_1830,False,False,True,True,False,False,False,2,False
fullcontact_1834,fullcontact_1834,True,True,True,True,True,True,True,7,True
fullcontact_1836,fullcontact_1836,True,False,True,False,False,True,True,4,False
fullcontact_184,fullcontact_184,True,True,True,,True,True,True,6,True
fullcontact_1841,fullcontact_1841,False,False,True,True,False,False,False,2,False
fullcontact_1842,fullcontact_1842,False,False,False,False,False,False,False,0,False
fullcontact_1846,fullcontact_1846,False,False,False,True,False,False,False,1,False
fullcontact_1847,fullcontact_1847,True,,False,,True,True,True,4,False
fullcontact_1848,http://dbpedia.org/resource/British_Insurance,False,True,False,False,False,False,False,1,False
fullcontact_185,fullcontact_185,True,,False,True,True,True,True,5,False
fullcontact_1852,http://dbpedia.org/resource/Etude_House,False,True,False,True,False,False,False,2,False
fullcontact_1857,http://dbpedia.org/resource/Vix_Technology,False,True,False,True,False,False,False,2,False
fullcontact_1859,fullcontact_1859,False,False,True,True,False,False,False,2,False
fullcontact_186,fullcontact_186,True,True,True,True,False,True,False,5,False
fullcontact_1867,fullcontact_1867,False,False,True,True,False,False,False,2,False
fullcontact_1868,fullcontact_1868,False,False,False,True,False,False,False,1,False
fullcontact_187,fullcontact_187,True,False,True,False,False,True,True,4,False
fullcontact_188,fullcontact_188,True,True,True,True,False,True,False,5,False
fullcontact_1881,fullcontact_1881,True,True,False,True,False,True,False,4,False
