id,name,releaseYear,developer,platform,genres,series
dbpedia_26,Bomberman Touch 2,2009-01-01 00:00:00,"Hudson Soft Co., Ltd.",iOS (iPhone),List of maze video games,
dbpedia_27,Fatal Fury 3: Road to the Final Victory,1995-01-01 00:00:00,"SIMS Co., Ltd.",,Fighting game,
dbpedia_28,List of Monster Jam video games,2015-01-01 00:00:00,Rainbow Studio,PlayStation Portable (PSP),Racing game,Monster Jam
dbpedia_29,Raiden III,2005-01-01 00:00:00,Seibu Kaihatsu,Windows PC,Shoot 'em up,
dbpedia_30,List of Monster Jam video games,2017-01-01 00:00:00,Ubi Soft Barcelona,Game Boy Advance,,
dbpedia_31,Tecmo Stackers,1995-01-01 00:00:00,Tecmo,,Puzzle game,
dbpedia_32,Game of Thrones (2014 video game),2015-01-01 00:00:00,Telltale Games,PlayStation 3,Interactive movie,
dbpedia_33,Star Wars: Galaxy of Heroes,2015-01-01 00:00:00,EA,Android,Role-playing video game,
dbpedia_34,Ecco Jr.,2010-01-01 00:00:00,Appaloosa Interactive,Sega Genesis / Mega Drive,Action-adventure game,Ecco the Dolphin (series)
dbpedia_35,Xanadu Next,2005-01-01 00:00:00,,Windows PC,Action RPG,
dbpedia_36,Pet Pals: Animal Doctor,2008-01-01 00:00:00,Legacy Interact,Nintendo DS,Simulation game,
dbpedia_37,Looney Tunes Collector: Martian Alert!,2000-01-01 00:00:00,Infogrames,Game Boy Color,,
dbpedia_38,Disney Infinity (video game),,Heavy Studios,Wii U,Toys-to-life,Disney Infinity
dbpedia_39,1942 (video game),,,PlayStation,Scrolling shooter,
dbpedia_40,SpyHunter,2003-01-01 00:00:00,Sidhe (game developer),Game Boy Advance,Vehicular combat game,
dbpedia_41,Mobile Suit Gundam: Journey to Jaburo,2000-01-01 00:00:00,Bandai,PlayStation 2,Action game,
dbpedia_42,Bomberman (1983 video game),1985-01-01 00:00:00,Soft,Game Boy,,
dbpedia_43,Redcon (video game),2016-01-01 00:00:00,Hexag,macOS,,
dbpedia_44,Virtua Tennis 4,,Sega,PlayStation 3,Sports game,Virtua Tennis (series)
dbpedia_45,Karous,2006-01-01 00:00:00,Milestone (Japanese developer),,Shoot 'em up,
dbpedia_46,Happy Tree Friends: False Alarm,2008-01-01 00:00:00,Stainless Games,Xbox 360,,
dbpedia_47,Star Wars: Battlefront (2004 video game),2005-01-01 00:00:00,,,First-person shooter,Star Wars: Battlefront
dbpedia_48,,1993-01-01 00:00:00,,Neo Geo MVS,Fighting game,
dbpedia_49,Oxenfree,2016-01-01 00:00:00,School Night Studio,,Brapuix adventure game,
dbpedia_50,Risk (video game),2009-01-01 00:00:00,Runecraft,,TBS,
dbpedia_51,NBA Live 96,1995-01-01 00:00:00,Design Studios,Game Boy,,NBA Live
dbpedia_52,Batman: The Dark Knight (video game),,Pandemic Studios,Xbox 360,Steolth gome,
dbpedia_53,List of Monster Jam video games,2014-01-01 00:00:00,,Nintendo GameCube,Racing game,
dbpedia_54,Shin Onigashima,2014-01-01 00:00:00,Nintendo R&D4,Game Boy Advance,,
dbpedia_55,NHL 2002,2001-01-01 00:00:00,PlayStation 2,PlayStation 2,Sports game,NHL (video game series)
dbpedia_56,,2008-01-01 00:00:00,E1cctronic Arts,,Roleplaying game,
dbpedia_57,Risk,2009-01-01 00:00:00,Runecraft,,Turn-based strategy,
dbpedia_58,Rayman M,2002-01-01 00:00:00,Uhi Sovt Mikan,PlayStation,Racing game,Rayman
dbpedia_59,Dragonriders: Chronicles of Pern,2001-01-01 00:00:00,Ubisof t,Sega Dreamcast,Adventure game,Dragonriders of Pern
dbpedia_60,Ant Nation,1991-08-01 14:00:00,"Art Co., Ltd",Wii,Real time strategy,
dbpedia_61,Tombs & Treasure,1988-01-01 00:00:00,Compile (publisher),,Role-playing video game,
dbpedia_62,Armored Core: Last Raven,2005-01-01 00:00:00,FromSoftware,PlayStation Portable (PSP),Third-person shooter,
dbpedia_63,Baldur's Gate: Siege of Dragonspear,,Beamdog,Linux / SteamOS,Role-play8ng vid4o gamr,
dbpedia_64,Boku no Natsuyasumi 3,2007-01-01 00:00:00,Millennium Kitchen,PlayStation 3,Adventure game,
dbpedia_65,Crown and Council,2016-01-01 00:00:00,Mojang,macOS,TBS,
dbpedia_66,Shoot Many Robots,2012-01-01 00:00:00,,,Shooter g,
dbpedia_67,,2012-01-01 00:00:00,,,Music video gaMe,
dbpedia_68,NeverDead,2012-01-01 00:00:00,Rebellion Developments,PlayStation 3,Hack and slash,
dbpedia_69,Metal Max Xeno,2018-01-01 00:00:00,Cattle Call,PlayStation 4,Role-playing video game,Metal Jaz (ssries)
dbpedia_70,List of Monster Jam video games,2002-01-01 00:00:00,,Xbox One,Combat racing game,
dbpedia_71,Power Drift,,Sega AM2,,Kart racing game,
dbpedia_72,Evolution: The World of Sacred Device,1999-01-01 00:00:00,SNK,Sega Dreamcast,Roguelike,
dbpedia_73,SpongeBob SquigglePants,,,Nintendo 3DS,Action video game,
dbpedia_74,Buffy the Vampire Slayer: Chaos Bleeds,2003-01-01 00:00:00,Eurocom Entertainment Software,Nintendo GameCube,Action video gam,
dbpedia_75,Lego Harry Potter: Years 5–7,2011-01-01 00:00:00,TT Fusion,,Action Adventure,
dbpedia_76,Mega Man (1987 video game),1987-01-01 00:00:00,Capcom,PlayStation,Platform,Mega Man (original series)
dbpedia_77,Oddworld: Stranger's Wrath,2022-01-01 00:00:00,BlackBerry,PlayStation 3,TPS,Oddworld
dbpedia_78,Angry Birds Friends,2019-01-01 00:00:00,Rovio Entertoinmcnt,Windows PC,Puzzle video game,
dbpedia_80,Yoot Tower 2,1998-01-01 00:00:00,,macOS,Construction and management simulation games,
dbpedia_81,Heroes of Dragon Age,2013-01-01 00:00:00,,,Tactical role-playing game,Dragon Age
dbpedia_82,Oddworld: Stranger's Wrath,2015-01-01 00:00:00,Oddworld Inhabitants,Android,Third-person shooter,
dbpedia_83,Donkey Kong (video game),1983-01-01 00:00:00,Nintendo Research & Development 1,Atari 2600,game,Donkey Kong
dbpedia_84,Talos Principle,2017-01-01 00:00:00,Croteam,Windows PC,Puzzle video game,
dbpedia_85,Jet Set Radio,,Blir20rks,,game,
dbpedia_87,Disney's Brother Bear (video game),2003-01-01 00:00:00,KnowWonder Digital Mediaworks,,Platform game,
dbpedia_88,,2002-01-01 00:00:00,,Game Boy Advance,RPG,
dbpedia_89,Shrek 2 (video game),2004-01-01 00:00:00,Vicarious,Game Boy Advance,Action-adventure game,
dbpedia_90,Grandia II,2000-01-01 00:00:00,Game Arts,Nintendo Switch,Role-playing video game,
dbpedia_91,Super Ninja Boy,1991-01-01 00:00:00,Culture Brain,Super Nintendo (SNES),Action role-playing game,Super Chinese
dbpedia_92,Silent Scope (video game),2000-01-01 00:00:00,Now Production,iOS (iPhone),Shoot 'em up,
dbpedia_93,Astonishia Stories,2005-01-01 00:00:00,,,Role-playing video game,
dbpedia_94,Assassin's Creed Rogue,2018-01-01 00:00:00,Ubisoft Sofia,PlayStation 3,Action-adventure game,
dbpedia_95,FIFA 11,2010-01-01 00:00:00,Android (operating system),Xbox 360,Sports game,FIFA (video game series)
dbpedia_96,Hydlide,1984-01-01 00:00:00,T&E Soft,,Action role-playing game,
dbpedia_97,Digimon Story: Cyber Sleuth – Hacker's Memory,2017-01-01 00:00:00,Media.Vision,Windows PC,Role-playing video game,List of Digjmoj vidso games
dbpedia_98,List of Fire Pro Wrestling games,2002-01-01 00:00:00,Spike (company),Sega Dreamcast,Fighting game,
dbpedia_99,,2015-01-01 00:00:00,,PlayStation 4,ARPG,Tales (video game series)
dbpedia_100,Jet Set Radio,2012-01-01 00:00:00,BlitWorks,Android,Sports game,
dbpedia_101,Dr. Mario,,Nintendo Research & Development 1,Game Boy Advance,Puzzle video game,
dbpedia_102,Enclave (video game),2002-01-01 00:00:00,Starbreeze Studios,Xbox,Action role-playing game,
dbpedia_103,Another World (video game),2011-01-01 00:00:00,Interplay Entertainment,Nintendo 3DS,Action game,
dbpedia_104,Mega Man X3,1995-01-01 00:00:00,Minakuchi Engineering,,Platform game,
dbpedia_105,Street Fighter II: Champion Edition,1992-01-01 00:00:00,Capcom,,Fighting game,Street Fighter
dbpedia_106,Wizardry: Proving Grounds of the Mad Overlord,1999-01-01 00:00:00,Sir-Tech,,Role-playing video game,Wizardry
dbpedia_107,Diva Starz: Mall Mania,2001-01-01 00:00:00,,,Action game,
dbpedia_108,Lego Star Wars II: The Original Trilogy,2006-01-01 00:00:00,Universomo,,Action-adventure game,
dbpedia_109,Oddworld Stranger's Wrath,2020-01-01 00:00:00,,,Action-adventure game,
dbpedia_110,List of Fire Pro Wrestling games,1995-01-01 00:00:00,Human Entertainment,PlayStation 2,,Fire Pro Wrestling
dbpedia_111,Call of Duty 2: Big Red One,,High Voltage Software,Xbox,First-person shooter,
dbpedia_112,College Hoops 2K7,2007-01-01 00:00:00,Visual Concepts LLC,Xbox 360,Sports video game,
dbpedia_113,Another World (video game),,,,Action game,
dbpedia_114,Dream Chronicles: The Book of Air,,,Windows PC,Puzzle video game,Dream Chronicles (series)
dbpedia_115,Theme Park (video game),1995-01-01 00:00:00,EA Japan,,Construction and managementsimulation game,
dbpedia_116,Faces...tris III,,Spectrum HoloByte,,Puzzle video game,
dbpedia_117,De Blob,,BlitWorks,Nintendo Switch,Puzzle-platform game,
dbpedia_118,List of Monster Jam video games,2003-01-01 00:00:00,Rainbow Studios,Windows PC,Racing video game,
dbpedia_120,The Walking Dead: Michonne,2016-01-01 00:00:00,Telltale Ga,PlayStation 4,Grsphiv adv4nture game,The Walking Dead (video game series)
dbpedia_121,Monster Hunter Freedom Unite,2008-01-01 00:00:00,Capcom,iOS (iPhone),Action role-playing g,Monster Hunter
dbpedia_122,Out of This World (video game),2014-01-01 00:00:00,Delphine Software International,,Platform game,
dbpedia_123,Call of Duty: Black Ops,2012-01-01 00:00:00,Treyarch,Wii,First-person shooter,Duty of Call
dbpedia_124,Kung Fu Panda: Showdown of Legendary Legends,2015-01-01 00:00:00,,PlayStation 4,Fighting gam,
dbpedia_125,World of Warcraft: Battle for Azeroth,,Blizzard Entertainment,,Massively multiplayer online role-playing game,Warcraft
dbpedia_126,Gauntlet (1985 video game),1985-01-01 00:00:00,Tengen (company),Nintendo Entertainment System (NES),Beat 'em Up / Hack and Slash,
dbpedia_127,Surf's Up (video game),2007-01-01 00:00:00,Quebec,Xbox 360,Soorts gan4,
dbpedia_128,Oddworld: Stranger's Wrath,2015-01-01 00:00:00,IOS,,Third-person shooter,
dbpedia_129,Daisenryaku,1991-01-01 00:00:00,SystemSoft Alpha,Windows PC,,
dbpedia_130,You Don't Know Jack (Facebook game),2012-01-01 00:00:00,Jackbox Games,Android,Social Party Game,You Don't Know Jack (franchise)
dbpedia_131,Tilt! Pinball,1995-01-01 00:00:00,Microsoft,macOS,Arcade game,
dbpedia_132,Shinobi (2002 video game),2002-01-01 00:00:00,Overworks,PlayStation 2,,
dbpedia_133,Kingdom Hearts HD 1.5 Remix,,Enix,PlayStation 3,Action role-playing game,
dbpedia_134,Prison Architect,,Introversion Software,iOS (iPhone),Construction and management simulation,
dbpedia_135,Fate of,2007-01-01 00:00:00,World Forge,Windows PC,Real-time strategy,
dbpedia_136,Terraria,2014-01-01 00:00:00,Re-Log,PlayStation Vita,Sandbox game,
dbpedia_137,SteamWorld Heist,2020-01-01 00:00:00,Image & Form,Nintendo Switch,Action-adventure game,SteamWorld
dbpedia_138,Hardcore 4X4,,Gremlin Interactive,,Racing,
dbpedia_139,Shienryu,1997-01-01 00:00:00,Worasbi,PlayStation 2,Shoot 'em up,
dbpedia_140,List of Saiyuki video games,2001-01-01 00:00:00,"GungHo Online Entertainment, Inc.",Windows PC,Adventure game,
dbpedia_141,Lumo (video game),2017-01-01 00:00:00,,Linux / SteamOS,platformer,
dbpedia_142,Mayhem of Agents,2017-01-01 00:00:00,Volition company,,Action-adventure game,
dbpedia_143,Baldo: The Guardian Owls,2021-01-01 00:00:00,NAPS team,Windows PC,Role-playing video game,
dbpedia_144,Cars 2 (video game),,,iOS (iPhone),Racing game,
dbpedia_145,Lemony Snicket's A Series of Unfortunate Events (video game),,Adrenium Games,PlayStation 2,Platform game,
dbpedia_146,,2016-01-01 00:00:00,Aquaplus,PlayStation Vita,Tactical role-playing game,
dbpedia_147,Cloud Master,1988-01-01 00:00:00,,,Scrolling shooter,
dbpedia_148,Tom Clancy's Ghost Recon: Future Soldier,2012-01-01 00:00:00,,Windows PC,,Tom Clancy's Ghost Recon
dbpedia_149,Outlaw Golf,2002-01-01 00:00:00,Hypnotix,Nintendo GameCube,Sports game,
dbpedia_150,James Bond 007: Nightfire,,Gearbox Softwar,PlayStation 2,First-person shooter,
dbpedia_151,List of Monster Jam video games,2016-01-01 00:00:00,Team6 Game Studios,Google Stadia,Racing game,Monster Jam
dbpedia_152,Oddworld: Stranger's Wrath,2011-01-01 00:00:00,BlackBerry,Xbox One,Action Adventure,
dbpedia_153,Section 8 (video game),2010-01-01 00:00:00,TimeGate StudioS,Xbox 360,First-person,
dbpedia_154,Judge Dredd (1995 video game),1995-01-01 00:00:00,,Windows PC,Action game,
dbpedia_155,Brunswick Pro Bowling,2010-01-01 00:00:00,FarSight Studios,,Esports,
dbpedia_156,Worms World Party,2003-01-01 00:00:00,Team17,Game Boy Advance,Artillery game,
dbpedia_157,Centipede (1998 video game),1998-01-01 00:00:00,Mondo Media,macOS,Shoot 'em up,
dbpedia_158,Shrek Forever After (video game),2010-01-01 00:00:00,XPEC,Xbox 360,Action-adventure game,
dbpedia_159,Kingdom Hearts Chi,2013-01-01 00:00:00,Square Enix,iOS (iPhone),,
dbpedia_160,Mega Man Legacy Collection,,Capcom,,tactics Real-time,Mega Man Battle Network
dbpedia_161,Obsidian (1997 video game),1997-01-01 00:00:00,Rocket Science Games,macOS,Adventure game,
dbpedia_162,Pitfall: The Lost Expedition,2006-01-01 00:00:00,,Game Boy Advance,Action game,
dbpedia_163,Monster Jam games,2008-01-01 00:00:00,Ubi Soft Barcelona,PlayStation 4,,
dbpedia_164,Temple Run,2011-01-01 00:00:00,Imangi Studios,Android,Endless runner,
dbpedia_165,Who Framed Roger Rabbit (1988 video game),1988-01-01 00:00:00,Disney Interactive Studios,,Action game,
dbpedia_166,Cabela's Dangerous Hunts 2013,2012-01-01 00:00:00,,Wii U,Sports game,
dbpedia_167,Trine (video game),2015-01-01 00:00:00,Frozenbyt,Nintendo Switch,Action-adventure,
dbpedia_168,WWF Royal Rumble (2000 video game),2000-01-01 00:00:00,Yuke's,Arcade Cabinet,Fighting game,
dbpedia_169,NASCAR 2000,1999-01-01 00:00:00,Software Creations (UK),Windows PC,Racing game,
dbpedia_170,Micro Commandos,2002-01-01 00:00:00,,Windows PC,RTS,
dbpedia_171,Sega Rally Revo,2007-01-01 00:00:00,Bugbear Entertainment,,,
dbpedia_172,Cruis'n Exotica,2000-01-01 00:00:00,,,Racing,Cruis'n (series)
dbpedia_173,Cabela's Outdoor Adventures (2005 video game),2005-01-01 00:00:00,Labs Fun,Windows PC,Action game,
dbpedia_175,Nicktoons Unite!,,,Nintendo GameCube,,
dbpedia_176,Dream Chronicles: The Chosen Child,2011-01-01 00:00:00,,macOS,Adventuregame,
dbpedia_177,Sonic Jump,2012-01-01 00:00:00,Hardlight,Android,Platform game,
dbpedia_178,The Amazing Spider-Man (2012 video game),2012-01-01 00:00:00,Beenox,PlayStation Vita,Action-adventure game,
dbpedia_179,Elite (video game),1984-01-01 00:00:00,Ian Bell (prograjj4r),,Space trading and combat simulator,
dbpedia_180,Lemmings (video game),1991-01-01 00:00:00,,,Puzzle video game,
dbpedia_181,The Walking Dead: Michonne,2016-01-01 00:00:00,,Android,Interactive movie,
dbpedia_182,Worms (1995 video game),1995-01-01 00:00:00,Team17,PlayStation,Artillery game,
dbpedia_183,Sheep (video game),2002-01-01 00:00:00,Capcom,,Strategy video game,
dbpedia_184,Disney Infinity 2.0,2014-01-01 00:00:00,Avalanche Software,,Toys-tO-life,
dbpedia_185,Star Wars Jedi Knight II: Jedi Outcast,,Aspyr,Nintendo Switch,First-person shooter,Star Wars: Jedi (series)
dbpedia_186,Quake (video game),1997-01-01 00:00:00,IdSoftware,Xbox One,First-person shooter,Quake (series)
dbpedia_187,Aggressive Inline (video game),2002-01-01 00:00:00,,,Sports game,
dbpedia_188,List of Rock Band track packs,2008-01-01 00:00:00,Pi Studios,,,
dbpedia_189,Vigilante 8,1998-01-01 00:00:00,Vicarious Visions,Game Boy Color,Vehicular combat,
dbpedia_190,Counter-Strike: Global,2012-01-01 00:00:00,Valve Corporation,Xbox 360,shooter,
dbpedia_191,The Nightmare Before Christmas: Oogie's Revenge,,TOSE,Xbox,Hack and slash,
dbpedia_192,Disney's Dinosaur (video game),,Digital Eclipse,PlayStation,Adventure game,
dbpedia_193,List of Fire Pro Wrestling games,2013-01-01 00:00:00,,,Professional wrestling,Fire Pro Wrestling
dbpedia_194,Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,,Sierra On-Line,macOS,Point-and-click adventure game,Gabriel Knight
dbpedia_195,Putt-Putt Saves the Zoo,2014-01-01 00:00:00,Humongous Entertainment,macOS,Adventure game,
dbpedia_196,Howrse,2014-01-01 00:00:00,Owlient,,Simulation video game,
dbpedia_197,Police Quest II: The Vengeance,,Sierra Entertainment,,,
dbpedia_198,From Russia with Love (video game),,Rebellion Developments,Xbox,Third-person shooter,
dbpedia_199,Socket (video game),,Vic Tokai,Sega Genesis / Mega Drive,Platformer,
dbpedia_200,The Fancy Pants Adventures,2017-01-01 00:00:00,Brad Borne,Windows PC,Platform game,
dbpedia_201,Hugo (video game),,Interactive Television Entertainment,,Action game,Hugo (series)
dbpedia_202,Grey Goo,2015-01-01 00:00:00,Games Petroglyph,Windows PC,Real-time strategy,
dbpedia_203,Rocksmith 2014,,Ubisoft San Francisco,Xbox One,Misuc fideo game,
dbpedia_204,Yoshi's Cookie,1993-01-01 00:00:00,Bluc Planet Softwore,,Puzzle video game,Compilation of Yoshi video games
dbpedia_205,Rayman Origins,,Ubisoft Montpellier,macOS,,
dbpedia_206,The Walking Dead: Season Two,2014-01-01 00:00:00,Telltale Games,Xbox One,,The Walking Dead (video game series)
dbpedia_207,,,,Nintendo Switch,game,
dbpedia_208,Mat Hoffman's Pro BMX 2,2002-01-01 00:00:00,Rainbow Studios,Nintendo GameCube,Sports game,
dbpedia_209,Volume (video game),2015-01-01 00:00:00,,PlayStation 4,Stealth game,
dbpedia_210,Wolfenstein 3D,,Id Software,,First-pedson sgoot3r,Wolfenstein
dbpedia_211,Street Fighter Alpha,1995-01-01 00:00:00,Crawfish Interactive,PlayStation,Fighting game,
dbpedia_212,Divinity: Original Sin II,2017-01-01 00:00:00,Larian Studios,Nintendo Switch,Role-playing video game,Divinity (series)
dbpedia_213,Barnyard (video game),2006-01-01 00:00:00,,PlayStation 2,Party game,
dbpedia_214,Crack Down,1990-01-01 00:00:00,Sega,,Shoot 'em up,
dbpedia_215,Fall Guys,2020-01-01 00:00:00,Mediatonic,PlayStation 5,Platform game,
dbpedia_216,Marvel: Ultimate Alliance 2,,N-Space,,Actoon role-olzying,
dbpedia_218,,2009-01-01 00:00:00,Interactive,Nintendo DS,Puzzle video game,
dbpedia_219,Dragon Ball Z: Budokai 3,2004-01-01 00:00:00,Dimps,PlayStation 2,Versus fighting game,
dbpedia_220,Winnie the Pooh's Rumbly Tumbly Adventure,2005-01-01 00:00:00,,Nintendo GameCube,Action-adventure game,Winnie the Pooh (franchise)
dbpedia_221,Hamtaro (video game series),,1maginEnginc,,Puzzle game,
dbpedia_222,List of Monster video Jam games,2003-01-01 00:00:00,,Xbox 360,,
dbpedia_223,Formula One 2001 (video game),2001-01-01 00:00:00,Studio 33,,Racing video game,
dbpedia_224,Oddworld: Stranger's Wrath,2014-01-01 00:00:00,,Windows PC,Third-person shooter,
dbpedia_225,Toy Story (video game),1996-01-01 00:00:00,Traveller's Tales,Nintendo Entertainment System (NES),,
dbpedia_226,Shrek 2,2004-01-01 00:00:00,Vicarious,Nintendo GameCube,Beat 'em up,
dbpedia_227,The Amazing Spider-Man 2 (2014 video game),2014-01-01 00:00:00,,PlayStation 4,Action-adventure game,
dbpedia_228,Barnyard (video game),2006-01-01 00:00:00,Halfbrick,Nintendo GameCube,Adventure game,
dbpedia_230,Killing Floor (video game),2009-01-01 00:00:00,,Windows PC,First-person shooter,
dbpedia_231,O-Chan no Oekaki Logic,1995-01-01 00:00:00,Sunsoft,,Nonogram,Hebereke (series)
dbpedia_232,TwinBee,,Konami,PlayStation 4,,
dbpedia_233,Samurai Spirits: Amakusa's Revenge,1996-01-01 00:00:00,SNK,,Fighting game,Samurai Shodown
dbpedia_234,Lemmings (video game),1993-01-01 00:00:00,Sunsoft,PlayStation,Puzzle video game,
dbpedia_235,Mortal Kombat 4,1998-01-01 00:00:00,computer,PlayStation,Fighting game,Mortal Kombat
dbpedia_236,Turmoil (2016 video game),2016-01-01 00:00:00,Gamious,Windows PC,Simulation video game,
dbpedia_237,Dragon Ball Z: Idainaru Dragon Ball Densetsu,1996-01-01 00:00:00,Entertainment Bandai Company,PlayStation,Fighter,Ball of Dragon List video games
dbpedia_238,Fallout 3 downloadable content,2009-01-01 00:00:00,Bethesda Game Studios,Xbox 360,,
dbpedia_240,The 7th Guest,1993-01-01 00:00:00,Trilobyte (company),iOS (iPhone),Puzzle adventure game,
dbpedia_241,Worms World Party,2005-01-01 00:00:00,,Windows PC,Strotegy gamc,Worms (series)
dbpedia_242,Theme Park (video game),1995-01-01 00:00:00,,,Construction and management simulation game,
dbpedia_243,Sonic Colors,,Sonic team,Amazon Luna,Open World,Sonic the Hedgehog
dbpedia_244,Wacky Races: Starring Dastardly and Muttley,2000-01-01 00:00:00,Gremlin Interactive,Sega Dreamcast,Racing video game,
dbpedia_245,Bejeweled 2,2010-01-01 00:00:00,PopCap Games,Android,Puzzle video game,Bejeweled (series)
dbpedia_246,Dead Space: Extraction,2009-01-01 00:00:00,Euficpm,,,
dbpedia_247,Avatar: The Last Airbender (video game),2006-01-01 00:00:00,Halfbrick,Xbox,,
dbpedia_248,Toki Tori,2012-01-01 00:00:00,Two Tribes (company),iOS (iPhone),Puzzle video game,
dbpedia_249,Battle Garegga,2016-01-01 00:00:00,"M2, video game developer",Xbox,Shoot 'em up,
dbpedia_250,Cho Aniki,2000-01-01 00:00:00,X-Nauts,PlayStation 2,,
dbpedia_251,NBA Jam (1993 video game),1995-01-01 00:00:00,,,Sports game,NBA Jam franchise
dbpedia_252,The King of Fighters '95,1995-01-01 00:00:00,,,Fighting game,The King of Fighters
dbpedia_253,MageSlayer,,Raven Software,Windows PC,shooter Third-person,
dbpedia_255,Major League Baseball 2K7,2007-01-01 00:00:00,Kush Games,PlayStation 2,Sports game,
dbpedia_256,Ultima II: The Revenge of the Enchantress,1982-01-01 00:00:00,Richard Garriott,,Role-playing video game,Ultima (series)
dbpedia_257,Baseball Stars 2,1992-01-01 00:00:00,,,Sports Video Game,
dbpedia_259,MotoHeroz,2012-01-01 00:00:00,RedLynx,,Platform game,
dbpedia_260,Prince of Persia: The Two Thrones,2005-01-01 00:00:00,Ubisoft Casablanca,Nintendo GameCube,,
dbpedia_261,The Hitchhiker's Guide to the Galaxy (video game),1984-01-01 00:00:00,Knv0com,,Text Adventure,
dbpedia_262,Ghouls 'n Ghosts,2017-01-01 00:00:00,Capcom,,Platform game,Ghosts 'n Goblins
dbpedia_263,Growtopia,2019-01-01 00:00:00,Ubisoft Abu Dhabi,Windows PC,Adventure game,
dbpedia_264,Might & Magic: Clash of Heroes,2011-01-01 00:00:00,Caoygwra Games,Nintendo DS,Adventure game,
dbpedia_265,Spider-Man Web of Shadows,2008-01-01 00:00:00,Griptonite Games,PlayStation Portable (PSP),Action-Adventure Metroidvania,
dbpedia_266,Jet Set Radio,2012-01-01 00:00:00,BlitWorks,Sega Dreamcast,Platform game,
dbpedia_267,Mortal Kombat: Armageddon,2006-01-01 00:00:00,Midway Games,Xbox,Fighter,MortalKombat
dbpedia_268,Bit.Trip Void,2012-01-01 00:00:00,Choice Provisions,Nintendo Switch,Rhythm game,Bit.Trip
dbpedia_269,Jane's ATF: Advanced Tactical Fighters,1997-01-01 00:00:00,,Windows PC,Combqt flight simulagoe,
dbpedia_270,Angry Birds (video game),,Rovio Snteetainmebt,Nintendo 3DS,,
dbpedia_271,Rome: Total War,2016-01-01 00:00:00,Creative Assembly,Windows PC,Real-time tactics,
dbpedia_272,The Escapists II,2017-01-01 00:00:00,Team17,PlayStation 4,Strategy video game,
dbpedia_273,Bokosuka Wars,1985-01-01 00:00:00,ASCII (company),,,
dbpedia_274,The Mage's Tale,2017-01-01 00:00:00,InXile Entertainment,Oculus Rift,Role-playing video game,The Tale
dbpedia_275,Disney's Dinosaur (video game),,Sandbox Studio,,Action game,
dbpedia_276,Oddworld: Munch's Oddysee,2001-01-01 00:00:00,PlayStation 3,Windows PC,Platform game,
dbpedia_277,Metro Exodus,2021-01-01 00:00:00,4A Games,,First-person shooter,Metro franchise
dbpedia_278,Scribblenauts Unlimited,2018-01-01 00:00:00,5th Ce11,Android,Sandbox,Scribhlenauts (video game scries)
dbpedia_279,Horde,,Toys for Bob,,Strategy video game,
