silver_cluster_id,best_pipe_cluster_id,overlap_count,silver_size,pipe_size,jaccard
discogs_10982,discogs_10982,3,4,3,0.75
discogs_109972,discogs_109972,3,3,3,1.0
discogs_11,discogs_11,2,2,2,1.0
discogs_11001,discogs_11001,3,3,3,1.0
discogs_11004,discogs_11004,2,2,2,1.0
discogs_11005,discogs_11005,2,2,2,1.0
discogs_1101,discogs_1101,2,2,2,1.0
discogs_110104,lastFM_33868,2,7,2,0.2857142857142857
discogs_110126,discogs_110126,3,4,3,0.75
discogs_110142,discogs_110142,3,3,3,1.0
discogs_110190,discogs_39513,2,3,2,0.6666666666666666
discogs_110222,discogs_110222,2,2,2,1.0
discogs_110472,discogs_88989,3,4,3,0.75
discogs_110530,discogs_7277,2,3,2,0.6666666666666666
discogs_11054,discogs_239,3,5,3,0.6
discogs_11055,discogs_11055,3,3,3,1.0
discogs_110803,discogs_110803,3,3,3,1.0
discogs_110806,discogs_110806,2,3,2,0.6666666666666666
discogs_110906,discogs_65374,2,10,2,0.2
discogs_110986,discogs_110986,3,7,3,0.42857142857142855
discogs_111,discogs_111,3,3,3,1.0
discogs_1110,discogs_1110,3,3,3,1.0
discogs_111015,discogs_111015,3,4,3,0.75
discogs_111021,discogs_183367,2,4,3,0.4
discogs_11105,discogs_11105,3,3,3,1.0
discogs_111265,discogs_111265,2,2,2,1.0
discogs_111272,discogs_111272,2,2,2,1.0
discogs_111460,lastFM_50106,2,3,2,0.6666666666666666
discogs_111489,discogs_111489,3,3,3,1.0
discogs_11149,discogs_11149,3,3,3,1.0
discogs_111537,discogs_111537,2,2,2,1.0
discogs_11156,discogs_11156,2,2,2,1.0
discogs_111596,discogs_20405,2,4,2,0.5
discogs_111609,discogs_111609,3,4,3,0.75
discogs_111695,discogs_13209,2,3,2,0.6666666666666666
discogs_1117,discogs_1117,3,3,3,1.0
discogs_111787,discogs_111787,3,3,3,1.0
discogs_111791,discogs_111791,2,3,2,0.6666666666666666
discogs_111862,discogs_118645,3,55,3,0.05454545454545454
discogs_111897,discogs_111897,3,3,3,1.0
discogs_111908,discogs_111908,2,2,2,1.0
discogs_111963,discogs_111963,2,4,2,0.5
discogs_111970,discogs_124598,3,10,3,0.3
discogs_112273,discogs_112273,3,3,3,1.0
discogs_112334,discogs_112334,3,3,3,1.0
discogs_112500,discogs_9170,2,4,2,0.5
discogs_11262,discogs_11262,2,2,2,1.0
discogs_112649,discogs_112649,3,3,3,1.0
discogs_11274,discogs_11274,3,3,3,1.0
discogs_112755,lastFM_50648,2,4,2,0.5
discogs_112781,discogs_82440,2,3,2,0.6666666666666666
discogs_112967,discogs_6173,2,3,2,0.6666666666666666
discogs_113102,discogs_51543,3,14,3,0.21428571428571427
discogs_11311,discogs_11311,3,3,3,1.0
discogs_113151,discogs_113151,2,2,2,1.0
discogs_113171,discogs_113171,3,90,3,0.03333333333333333
discogs_113189,discogs_40655,3,8,3,0.375
discogs_113196,lastFM_50832,2,3,2,0.6666666666666666
discogs_113382,discogs_113382,2,2,2,1.0
discogs_113442,discogs_113442,3,3,3,1.0
discogs_1135,discogs_1135,3,3,3,1.0
discogs_113523,discogs_71149,3,4,3,0.75
discogs_113529,discogs_37627,3,5,3,0.6
discogs_11355,discogs_11355,3,3,3,1.0
discogs_113578,discogs_164809,2,3,2,0.6666666666666666
discogs_113637,discogs_113637,3,17,3,0.17647058823529413
discogs_113681,discogs_113681,2,3,2,0.6666666666666666
discogs_113846,discogs_113846,2,3,2,0.6666666666666666
discogs_113863,discogs_69561,2,3,2,0.6666666666666666
discogs_113966,discogs_113966,2,2,2,1.0
discogs_113969,discogs_113969,3,3,3,1.0
discogs_114017,discogs_74382,2,3,2,0.6666666666666666
discogs_114043,discogs_114043,2,2,2,1.0
discogs_114096,discogs_43838,3,4,3,0.75
discogs_114165,discogs_42238,2,6,2,0.3333333333333333
discogs_1143,discogs_1143,2,2,2,1.0
discogs_114392,discogs_114392,3,3,3,1.0
discogs_114396,discogs_114396,3,3,3,1.0
discogs_11441,discogs_11441,3,3,3,1.0
discogs_114552,discogs_114552,3,3,3,1.0
discogs_114666,discogs_114666,2,2,2,1.0
discogs_114685,discogs_114685,3,16,3,0.1875
discogs_114760,discogs_114760,2,4,2,0.5
discogs_114782,discogs_114782,3,3,3,1.0
discogs_11495,discogs_11495,1,2,1,0.5
discogs_114954,discogs_22610,2,3,2,0.6666666666666666
discogs_114969,discogs_13050,2,4,2,0.5
discogs_115,discogs_115,3,3,3,1.0
discogs_115138,discogs_115138,1,4,1,0.25
discogs_11520,discogs_3927,3,8,3,0.375
discogs_115203,discogs_27938,2,6,2,0.3333333333333333
discogs_115241,discogs_60662,3,8,3,0.375
discogs_115256,discogs_27518,3,16,3,0.1875
discogs_115286,discogs_115286,2,6,2,0.3333333333333333
discogs_11529,discogs_11529,2,3,2,0.6666666666666666
discogs_11536,discogs_11536,2,3,2,0.6666666666666666
discogs_11548,discogs_11548,2,3,2,0.6666666666666666
discogs_1155,discogs_1155,3,3,3,1.0
discogs_115515,discogs_19027,3,57,3,0.05263157894736842
discogs_115587,discogs_115587,2,4,2,0.5
discogs_115736,discogs_8193,3,4,3,0.75
discogs_115793,discogs_115793,2,2,2,1.0
discogs_115805,lastFM_59316,2,3,2,0.6666666666666666
discogs_115843,discogs_672,3,16,3,0.1875
discogs_116118,discogs_116118,3,3,3,1.0
discogs_116139,discogs_177,3,8,3,0.375
discogs_116180,discogs_116180,3,25,3,0.12
discogs_1163,discogs_1163,3,6,3,0.5
discogs_11632,discogs_11632,2,5,2,0.4
discogs_11646,discogs_11646,3,3,3,1.0
discogs_11649,discogs_11649,2,2,2,1.0
discogs_11655,discogs_11655,3,3,3,1.0
discogs_11660,discogs_11660,2,2,2,1.0
discogs_116744,discogs_14713,3,6,3,0.5
discogs_11676,discogs_11676,3,4,3,0.75
discogs_116843,discogs_116843,3,3,3,1.0
discogs_116921,discogs_116921,3,3,3,1.0
discogs_117,discogs_117,3,3,3,1.0
discogs_1171,discogs_1171,2,3,2,0.6666666666666666
discogs_117186,discogs_117186,2,3,2,0.6666666666666666
discogs_11721,discogs_11721,2,2,2,1.0
discogs_11730,discogs_11730,1,3,1,0.3333333333333333
discogs_1175,discogs_647,3,5,3,0.6
discogs_11750,discogs_11750,2,2,2,1.0
discogs_11751,discogs_11751,2,2,2,1.0
discogs_11753,discogs_11753,2,2,2,1.0
discogs_117614,discogs_117614,3,3,3,1.0
discogs_117644,discogs_117644,2,2,2,1.0
discogs_117694,discogs_117694,2,2,2,1.0
discogs_11776,discogs_11776,2,2,2,1.0
discogs_11782,discogs_11782,2,2,2,1.0
discogs_11804,discogs_11804,2,2,2,1.0
discogs_11814,discogs_11814,3,3,3,1.0
discogs_118153,discogs_118153,2,2,2,1.0
discogs_118160,discogs_118160,2,2,2,1.0
discogs_118231,discogs_17229,2,5,2,0.4
discogs_1183,discogs_1183,3,3,3,1.0
discogs_118316,discogs_118392,3,4,3,0.75
discogs_11838,discogs_11838,3,3,3,1.0
discogs_118528,discogs_118528,3,34,3,0.08823529411764706
discogs_118561,discogs_20865,2,3,2,0.6666666666666666
discogs_11858,discogs_11858,3,3,3,1.0
discogs_11860,discogs_118659,2,12,2,0.16666666666666666
discogs_118639,discogs_118639,3,3,3,1.0
discogs_11880,discogs_11880,3,3,3,1.0
discogs_118877,discogs_41511,2,4,2,0.5
discogs_118956,discogs_118956,3,3,3,1.0
discogs_118995,discogs_118995,3,4,3,0.75
discogs_119,discogs_119,3,3,3,1.0
discogs_119009,discogs_119009,2,2,2,1.0
discogs_119103,discogs_12758,3,31,3,0.0967741935483871
discogs_11927,discogs_11927,2,3,2,0.6666666666666666
discogs_11928,discogs_11928,3,4,3,0.75
discogs_119315,discogs_78395,2,3,2,0.6666666666666666
discogs_11936,discogs_11936,2,5,2,0.4
discogs_119425,discogs_60506,2,4,2,0.5
discogs_119488,discogs_8462,2,3,2,0.6666666666666666
discogs_119588,discogs_119588,3,5,3,0.6
discogs_119605,discogs_119605,3,3,3,1.0
discogs_119685,discogs_119685,3,3,3,1.0
discogs_11975,discogs_11975,3,3,3,1.0
discogs_11976,discogs_11976,3,13,3,0.23076923076923078
discogs_11986,discogs_11986,2,2,2,1.0
discogs_119870,lastFM_2739,2,7,2,0.2857142857142857
discogs_11992,discogs_8376,2,3,2,0.6666666666666666
discogs_120005,discogs_120005,1,3,1,0.3333333333333333
discogs_120008,discogs_75325,2,3,2,0.6666666666666666
discogs_120087,discogs_120087,3,3,3,1.0
discogs_12030,discogs_12030,3,8,3,0.375
discogs_1204,discogs_1204,2,2,2,1.0
discogs_12044,lastFM_72366,2,4,2,0.5
discogs_120447,discogs_120447,3,3,3,1.0
discogs_12050,discogs_12050,2,2,2,1.0
discogs_12052,discogs_36870,2,5,2,0.4
discogs_120525,discogs_120525,2,4,2,0.5
discogs_12055,discogs_12055,2,2,2,1.0
discogs_12065,discogs_12065,2,2,2,1.0
discogs_120729,discogs_120729,3,3,3,1.0
discogs_120886,discogs_120886,3,3,3,1.0
discogs_120905,discogs_31569,2,6,2,0.3333333333333333
discogs_12093,discogs_12093,2,2,2,1.0
discogs_12101,discogs_12101,2,2,2,1.0
discogs_121064,discogs_121064,2,3,2,0.6666666666666666
discogs_121088,discogs_31230,2,3,2,0.6666666666666666
discogs_12109,discogs_12109,2,2,2,1.0
discogs_121165,lastFM_21256,2,3,2,0.6666666666666666
discogs_121414,discogs_125965,3,9,3,0.3333333333333333
discogs_121437,discogs_17698,3,74,3,0.04054054054054054
discogs_121599,discogs_121599,2,3,2,0.6666666666666666
discogs_12162,discogs_12162,3,3,3,1.0
discogs_121645,discogs_121645,2,3,2,0.6666666666666666
discogs_121826,discogs_121826,3,3,3,1.0
discogs_12188,discogs_12188,3,3,3,1.0
discogs_122117,discogs_122117,3,3,3,1.0
discogs_122140,discogs_70724,3,6,3,0.5
discogs_122196,discogs_122196,3,3,3,1.0
discogs_12233,discogs_12233,2,2,2,1.0
discogs_12234,discogs_12234,3,3,3,1.0
discogs_12243,discogs_35741,3,28,3,0.10714285714285714
discogs_122439,discogs_122439,2,2,2,1.0
discogs_122442,discogs_26162,2,3,2,0.6666666666666666
discogs_12248,discogs_12248,2,4,2,0.5
discogs_12271,discogs_12271,3,3,3,1.0
discogs_122749,discogs_122749,3,6,3,0.5
discogs_122830,discogs_122830,1,4,1,0.25
discogs_122864,discogs_122864,2,3,2,0.6666666666666666
discogs_12287,discogs_12287,3,3,3,1.0
discogs_122873,discogs_122873,3,3,3,1.0
discogs_123014,discogs_95440,3,8,3,0.375
discogs_12308,discogs_334,3,5,3,0.6
discogs_123251,discogs_123251,2,3,2,0.6666666666666666
discogs_123316,discogs_19176,2,4,2,0.5
discogs_12337,discogs_12337,2,3,2,0.6666666666666666
discogs_123395,discogs_123395,3,3,3,1.0
discogs_12343,discogs_12343,3,3,3,1.0
discogs_123430,discogs_123430,3,38,3,0.07894736842105263
discogs_1235,discogs_1235,3,3,3,1.0
discogs_1236,discogs_1236,3,4,3,0.75
discogs_123721,discogs_12986,3,19,3,0.15789473684210525
discogs_12374,discogs_12374,2,2,2,1.0
discogs_12396,discogs_61074,2,3,2,0.6666666666666666
discogs_12399,discogs_15369,3,4,3,0.75
discogs_124,discogs_124,2,2,2,1.0
discogs_12412,discogs_12412,1,3,1,0.3333333333333333
discogs_124245,discogs_8312,2,11,2,0.18181818181818182
discogs_12431,discogs_12431,2,2,2,1.0
discogs_124316,discogs_53955,2,3,2,0.6666666666666666
discogs_12432,discogs_12432,2,2,2,1.0
discogs_124380,discogs_124380,1,4,1,0.25
discogs_124386,discogs_124386,1,2,1,0.5
discogs_12467,discogs_12467,2,2,2,1.0
discogs_12468,discogs_12468,2,3,2,0.6666666666666666
discogs_12474,discogs_12474,3,3,3,1.0
discogs_12475,discogs_12475,1,3,1,0.3333333333333333
discogs_12482,discogs_12482,3,3,3,1.0
discogs_1249,discogs_1249,2,5,2,0.4
discogs_125186,discogs_125186,3,3,3,1.0
discogs_125216,discogs_125216,2,2,2,1.0
discogs_125229,discogs_125229,2,2,2,1.0
discogs_125275,discogs_125275,3,3,3,1.0
discogs_125318,discogs_125318,3,3,3,1.0
discogs_125404,discogs_125404,1,3,1,0.3333333333333333
discogs_125413,lastFM_55767,2,3,2,0.6666666666666666
discogs_125545,discogs_83660,3,6,3,0.5
discogs_12555,discogs_12555,2,2,2,1.0
discogs_125562,discogs_125562,3,3,3,1.0
discogs_12560,discogs_12560,3,3,3,1.0
discogs_1257,discogs_1257,2,2,2,1.0
discogs_12585,discogs_12585,2,2,2,1.0
discogs_125883,discogs_125883,2,2,2,1.0
discogs_125917,discogs_125917,3,3,3,1.0
discogs_12592,discogs_12592,3,3,3,1.0
discogs_126,discogs_126,3,3,3,1.0
discogs_126024,discogs_126024,2,2,2,1.0
discogs_126027,discogs_58942,2,4,2,0.5
discogs_12611,discogs_12611,3,3,3,1.0
discogs_12612,discogs_12612,3,6,3,0.5
discogs_126258,discogs_126258,3,3,3,1.0
discogs_12626,discogs_12626,2,3,2,0.6666666666666666
discogs_126283,discogs_126283,1,2,1,0.5
discogs_126287,discogs_126287,2,5,2,0.4
discogs_126559,discogs_126683,2,3,2,0.6666666666666666
discogs_12656,discogs_12656,3,3,3,1.0
discogs_126580,discogs_126580,2,2,2,1.0
discogs_1266,discogs_1266,2,4,2,0.5
discogs_12664,discogs_12664,2,2,2,1.0
discogs_126696,discogs_46923,2,4,2,0.5
discogs_1267,discogs_1267,2,2,2,1.0
discogs_126743,discogs_126743,2,2,2,1.0
discogs_126816,discogs_126816,3,3,3,1.0
discogs_126903,discogs_126903,1,2,1,0.5
discogs_126946,discogs_126946,2,2,2,1.0
discogs_126986,discogs_30061,3,7,3,0.42857142857142855
discogs_127,discogs_55797,3,5,3,0.6
discogs_127015,discogs_127015,2,2,2,1.0
discogs_127079,discogs_127079,2,2,2,1.0
discogs_127156,discogs_127156,3,3,3,1.0
discogs_12717,discogs_12717,2,2,2,1.0
discogs_12719,discogs_12719,3,3,3,1.0
discogs_12732,discogs_12732,2,2,2,1.0
discogs_127350,discogs_127350,3,3,3,1.0
discogs_127439,discogs_127439,3,6,3,0.5
discogs_127444,discogs_15012,2,3,2,0.6666666666666666
discogs_127577,discogs_45704,2,3,2,0.6666666666666666
discogs_12763,discogs_12763,2,2,2,1.0
discogs_12768,discogs_12768,3,3,3,1.0
discogs_127723,discogs_127723,3,3,3,1.0
discogs_127782,discogs_17149,2,4,2,0.5
discogs_127805,discogs_34664,2,5,2,0.4
discogs_12785,discogs_12785,1,2,1,0.5
discogs_12787,discogs_12787,3,6,3,0.5
discogs_12788,discogs_12788,2,2,2,1.0
discogs_128,discogs_152802,2,3,2,0.6666666666666666
discogs_128073,discogs_128073,3,3,3,1.0
discogs_12813,discogs_12813,3,5,3,0.6
discogs_128206,discogs_128206,2,3,2,0.6666666666666666
discogs_128349,discogs_128349,3,3,3,1.0
discogs_128567,discogs_128567,3,3,3,1.0
discogs_12858,discogs_12858,2,4,2,0.5
discogs_128699,discogs_128699,3,3,3,1.0
discogs_12899,discogs_12899,3,12,3,0.25
discogs_129,discogs_129,2,3,2,0.6666666666666666
discogs_12904,discogs_12904,2,3,2,0.6666666666666666
discogs_129050,discogs_129050,2,5,2,0.4
discogs_12907,discogs_12907,2,2,2,1.0
discogs_12917,discogs_12917,3,3,3,1.0
discogs_129260,discogs_129260,3,4,3,0.75
discogs_129285,discogs_1600,3,23,3,0.13043478260869565
discogs_129306,discogs_129306,2,2,2,1.0
discogs_12941,discogs_12941,3,4,3,0.75
discogs_129436,discogs_129436,2,2,2,1.0
discogs_12980,discogs_12980,3,3,3,1.0
discogs_129831,discogs_129831,2,5,2,0.4
discogs_129945,discogs_129945,3,3,3,1.0
discogs_13,discogs_13,3,4,3,0.75
discogs_130010,discogs_130010,3,3,3,1.0
discogs_13006,discogs_13006,3,3,3,1.0
discogs_130070,discogs_42210,2,3,2,0.6666666666666666
discogs_130166,discogs_130166,3,3,3,1.0
discogs_1302,discogs_1302,3,4,3,0.75
discogs_130299,discogs_130299,2,2,2,1.0
discogs_130395,discogs_130395,3,3,3,1.0
discogs_130396,discogs_130396,2,3,2,0.6666666666666666
discogs_130455,discogs_7849,2,6,2,0.3333333333333333
discogs_130521,discogs_130521,2,2,2,1.0
discogs_130646,discogs_86363,2,3,2,0.6666666666666666
discogs_13071,discogs_13071,3,3,3,1.0
discogs_130772,discogs_130772,2,3,2,0.6666666666666666
discogs_13088,discogs_13088,3,3,3,1.0
discogs_130922,discogs_130922,3,3,3,1.0
discogs_13098,discogs_13098,3,3,3,1.0
discogs_13102,discogs_13102,3,3,3,1.0
discogs_13104,discogs_13104,2,2,2,1.0
discogs_131101,discogs_13947,2,5,2,0.4
discogs_13115,discogs_13115,2,2,2,1.0
discogs_131279,discogs_131279,3,3,3,1.0
discogs_131346,discogs_131346,2,2,2,1.0
discogs_13137,discogs_13137,3,3,3,1.0
discogs_131400,discogs_131400,3,3,3,1.0
discogs_13150,discogs_13150,2,2,2,1.0
discogs_131603,discogs_131603,2,3,2,0.6666666666666666
discogs_131709,discogs_131709,1,4,1,0.25
discogs_131791,discogs_131791,2,2,2,1.0
discogs_13180,discogs_13180,2,2,2,1.0
discogs_131876,discogs_131876,3,3,3,1.0
discogs_131969,discogs_56911,3,10,3,0.3
discogs_132019,discogs_43818,3,4,3,0.75
discogs_132080,discogs_17549,2,7,2,0.2857142857142857
discogs_132151,discogs_132151,3,3,3,1.0
discogs_13245,discogs_13245,3,3,3,1.0
discogs_13274,discogs_13274,2,3,2,0.6666666666666666
discogs_132785,discogs_132785,1,2,1,0.5
discogs_132842,discogs_132842,2,2,2,1.0
discogs_13298,discogs_13298,3,3,3,1.0
discogs_13299,discogs_66623,3,7,3,0.42857142857142855
discogs_133027,discogs_133027,2,2,2,1.0
discogs_133107,discogs_133107,3,3,3,1.0
discogs_133138,discogs_33970,3,6,3,0.5
discogs_133176,discogs_140988,2,4,2,0.5
discogs_133214,discogs_133214,3,3,3,1.0
discogs_13325,discogs_13325,3,3,3,1.0
discogs_133273,lastFM_58877,2,3,2,0.6666666666666666
discogs_133322,discogs_24414,2,4,2,0.5
discogs_133352,discogs_133352,3,3,3,1.0
discogs_133459,lastFM_58943,2,3,2,0.6666666666666666
discogs_13356,discogs_13356,2,3,2,0.6666666666666666
discogs_133761,discogs_133761,3,4,3,0.75
discogs_13379,discogs_13379,2,2,2,1.0
discogs_13390,discogs_13390,2,2,2,1.0
discogs_133944,discogs_133944,1,3,1,0.3333333333333333
discogs_1341,discogs_1341,3,3,3,1.0
discogs_134361,discogs_27336,3,6,3,0.5
discogs_134379,discogs_134379,3,3,3,1.0
discogs_13444,discogs_13444,3,3,3,1.0
discogs_134445,discogs_134445,3,3,3,1.0
discogs_134716,discogs_134716,3,3,3,1.0
discogs_13472,discogs_13472,3,4,3,0.75
discogs_13479,discogs_13479,3,3,3,1.0
discogs_13486,discogs_39210,3,21,3,0.14285714285714285
discogs_135,discogs_135,3,3,3,1.0
discogs_13504,discogs_13504,3,3,3,1.0
discogs_13517,discogs_13517,1,3,1,0.3333333333333333
discogs_13531,discogs_13531,3,3,3,1.0
discogs_13543,discogs_13543,3,3,3,1.0
discogs_13544,discogs_13544,2,3,2,0.6666666666666666
discogs_135444,lastFM_59735,2,12,2,0.16666666666666666
