Blocking Key Value,Frequency
yong xu,440
min li,440
muhammad akram,440
wang ying,437
jirong wen,437
tatseng chua,437
xiao zhang,437
ying li,437
wang yu,425
xiang wang,420
wei gao,420
wei zhou,420
shuai wang,420
hui zhang,420
kai li,420
lutz bornmann,420
yang lu,418
florian floyd,418
floyd mueller,418
zhang bin,418
wei yang,418
xinbo gao,416
mohammad ali,414
mohsen guizani,414
lei li,408
feiping nie,408
zhang jun,400
li peng,400
andreas riener,400
qing wang,400
harish garg,400
wei feng,399
yi liu,399
margot brereton,399
jiawei han,396
bo zhang,396
enrico rukzio,396
bin guo,396
tianrui li,396
fei liu,391
li cheng,391
yun zhang,391
wang hao,390
kumar das,384
mehedi hassan,384
lin wang,380
chao chen,380
chi zhang,380
chun yu,380
william odom,380
yang zhao,380
liang gao,380
zhou zhao,378
xiao liu,378
li bo,378
yue wang,378
ashish kumar,378
chen jian,375
zi huang,374
weinan zhang,374
joni salminen,374
bernard jansen,374
chen peng,374
zheng yan,374
joel rodrigues,374
wang jie,372
jungong han,368
enrique herreraviedma,368
jian huang,361
ahmed hassan,361
wei hu,361
nitesh chawla,361
wang qiang,361
neha kumar,361
chunlin li,361
huaguang zhang,361
yu qiao,360
brett becker,360
asif ekbal,360
zhao wei,360
jun chen,360
aboul ella,360
zhe wang,357
zhang peng,357
yin zhang,357
rajesh kumar,357
ying shen,352
hui wang,352
huang wei,352
zhi liu,352
li lei,350
mohammad mehedi,345
amit kumar,342
sun wei,342
quoc viet,342
jian sun,342
hao zhou,342
xin yao,342
fan li,342
hui huang,342
hossam faris,342
jiaxin mao,340
de almeida,340
shuai zhang,340
di jin,340
ming zhang,340
tong li,340
peng chen,340
liang yang,340
zhang yan,340
lin liu,340
wu wei,338
zhang jie,338
zheng zhang,336
qiang yang,336
hongfei lin,336
fei gao,336
de albuquerque,336
zhigang zeng,336
jie tang,330
li feng,325
dan li,324
roger zimmermann,324
min chen,324
seyedali mirjalili,324
liang zhang,323
hua wang,323
max mühlhäuser,323
xiaojun wan,323
junyu dong,323
jingjing li,323
yuanchun shi,323
katherine isbister,323
ning li,323
muhammad usman,323
giancarlo fortino,323
vijay kumar,323
wang liang,322
li xin,322
liu lei,322
xin luo,320
sherali zeadally,320
yuan xie,315
li xu,315
ming zhou,315
li bin,315
zhang yang,312
wang yong,312
xiaoyu zhang,308
zhang qiang,308
zhang tao,308
song wang,306
lin xiao,306
dacheng tao,306
iryna gurevych,306
xu wang,306
wang rui,306
tao chen,306
daniela rosner,306
philipp wintersberger,306
lining yao,306
pamela wisniewski,306
han zhang,306
xin gao,306
dong li,306
xue li,306
chen liang,304
xiang chen,304
li yuan,304
stefan schmid,304
wen zhang,304
yu yang,304
ke wang,304
soongyo jung,300
wang qi,300
wang peng,300
qiang zhang,300
he li,300
zhang xin,300
liu li,300
tien bui,300
liu jing,299
hugo de,299
bin jiang,294
haijun jiang,294
chinchen chang,294
mohamed khamis,289
christian holz,289
min huang,289
panos pardalos,289
bo wang,289
yong yu,288
zheng yang,288
chao yang,288
xin jin,288
yu wei,288
shui yu,288
yan zhu,288
rakesh kumar,288
xiaojiang du,288
yang wei,288
abd elsamie,288
li liang,286
lin yang,285
kai zheng,285
jie wu,285
zhao li,285
ling shao,276
syed muhammad,273
ke xu,272
yang zhou,272
lin chen,272
xuanjing huang,272
deepak kumar,272
zhang fei,272
he zhang,272
zheng li,272
yi chen,272
de jong,272
jacob krüger,272
anna maria,272
min xu,272
han liu,272
qi chen,272
hao liu,272
jun yan,272
heng li,272
youlong luo,272
ella hassanien,272
le hoang,272
hoang son,272
debashis de,272
jie xu,270
richang hong,270
zhi li,270
jieping ye,270
qi tian,270
kai xu,270
xu sun,270
jan van,270
zhe chen,270
hong liu,270
yan song,270
xu yang,270
lin qi,270
zhiwen yu,270
quanxin zhu,270
fathi abd,270
amir masoud,270
huaxiang zhang,266
liu bo,266
bo xu,266
ming zhao,266
shengyuan xu,266
wang min,264
hao shen,260
liu xin,260
li hui,260
philip chen,260
tahir mahmood,260
dongyan zhao,256
liang he,256
xia li,256
suranga nanayakkara,256
elena márquez,256
márquez segura,256
kasper hornbæk,256
michail giannakos,256
wei jiang,256
maoguo gong,256
yang yi,255
yongfeng zhang,255
meredith ringel,255
ringel morris,255
le zhang,255
frank vetere,255
feng zhou,255
lei ma,255
mauro conti,255
feng tian,255
katrien verbert,255
jie liu,255
albert zomaya,255
joão paulo,255
yan xu,255
kenli li,255
xiaohong zhang,255
jun wu,255
fazhi he,255
liu yu,253
yu wu,252
meng li,252
wenjie li,252
luo si,252
graham neubig,252
chengqing zong,252
suhang wang,252
peng xu,252
zhiyuan liu,252
hai jin,252
ana paula,252
jie cao,252
liu peng,252
chen jing,250
deepak gupta,247
liang chen,247
bin yang,247
ning wang,247
dieu tien,247
zenglin xu,242
josé maría,242
li ying,242
hao yu,240
mohsen imani,240
viet hung,240
jiliang tang,240
bing wang,240
yuan zhang,240
wei huang,240
azzedine boukerche,240
chris harrison,240
radudaniel vatavu,240
casey fiesler,240
gregory abowd,240
zhen li,240
ben niu,240
mohammad mahdi,240
wang li,240
li hong,240
hong wang,240
mohammad obaidat,240
daniel cohenor,240
thanh nguyen,238
shuo wang,238
sheng wang,238
zhang bo,238
jimeng sun,238
zhou yu,238
kris kitani,238
bo peng,238
yue li,238
hong li,238
yu jiang,238
partha pratim,238
depeng jin,234
long chen,234
yuan gao,234
guangdeng zong,234
liu tao,231
li jing,231
chen jie,231
juan antonio,230
tao mei,228
li qi,228
li tao,228
liu yan,228
hongyu zhang,228
luca benini,225
kun wang,225
ming tang,225
jiebo luo,225
qun liu,225
jia wu,225
sean follmer,225
leah findlater,225
xinyu zhang,225
daniel wigdor,225
jin huang,225
james landay,225
ali shah,225
xia hu,225
rui chen,225
bin luo,225
chen lei,225
zhenchang xing,225
jun sun,225
wei zheng,225
bing li,224
qing he,224
minlie huang,224
de melo,224
kun zhang,224
cheng li,224
hao xu,224
feng zhang,224
yunhao liu,224
tao shen,224
gang chen,224
liu hao,224
santosh kumar,224
bin wu,224
fuzhen zhuang,221
josé miguel,221
chen liu,221
dong zhang,221
yuanqing xia,221
debiao he,221
gunasekaran manogaran,220
li dong,216
zhang feng,216
chingnung yang,216
yong chen,210
yingying chen,210
preslav nakov,210
tieniu tan,210
yan huang,210
dong liu,210
yun liu,210
kai yang,210
liang li,210
jonna häkkilä,210
markus funk,210
laura devendorf,210
cong wang,210
alessandro garcia,210
bo du,210
yue wu,210
yan yang,210
zhen chen,210
zhang hui,210
xinping guan,210
lianyong qi,210
mohamed abdelbasset,209
dong yue,209
wenwu zhu,208
jun zhu,208
jing jiang,208
tao zhou,208
abdullah al,208
sudeep tanwar,208
tao jiang,208
jingkuan song,204
xing xu,204
zhen zhang,204
jing zhao,204
thomas blaschke,204
saleem abdullah,200
wang feng,198
francisco josé,198
liu jie,198
chen xu,198
fei li,198
li hao,198
houman homayoun,196
heng tao,196
zhao zhang,196
yuan yao,196
dan wang,196
praveen kumar,196
thar baker,196
rohit ashok,196
ashok khot,196
manfred tscheligi,196
corina sas,196
thomas kosch,196
ujwal gadiraju,196
munmun de,196
de choudhury,196
alexis hiniker,196
yoshihiro kawahara,196
hyuk park,196
yi zhou,196
xiaofeng chen,196
yan zhao,196
liehuang zhu,196
kumar jain,196
ping zhang,196
jianqiang wang,196
ul haq,196
david pan,195
bruce croft,195
haibo chen,195
haoyu wang,195
bowen du,195
zhe liu,195
shuo li,195
susanne boll,195
syed ishtiaque,195
yi zheng,195
yongfeng huang,195
jie hu,195
qiang li,195
bin zhang,195
jianming zhan,195
tieyan liu,192
xu li,192
chao liu,192
jia li,192
de carvalho,192
liu jian,192
wang chen,192
yilong yin,192
wang lin,192
ashok kumar,192
zhen liu,192
nan wang,187
jiajun zhang,187
li lu,187
qian li,187
zhang ming,187
laurence yang,187
jiaying liu,182
feng xia,182
pengfei wang,182
xin huang,182
hao jiang,182
yue gao,182
yao zhao,182
yu cheng,182
cynthia breazeal,182
ke sun,182
di wang,182
jacob wobbrock,182
xu zhang,182
michael muller,182
heinrich hussmann,182
karan singh,182
xinning gui,182
shyam sundar,182
ron wakkary,182
weili lin,182
andrea de,182
yuan he,182
fan zhou,182
hui yu,182
na li,182
shaohua wan,182
zhang kun,182
ajith abraham,182
yong deng,182
yixian yang,182
mehdi hosseinzadeh,182
mao yiqun,180
yang lei,180
yang jian,180
michael lyu,180
yang feng,180
wang kai,180
kai liu,180
zhang kai,180
mohamed amine,180
xu wei,180
guojun wang,180
chen lin,180
jian shen,180
xiaodi li,180
xiaoming wang,180
yuan wang,180
biswajeet pradhan,180
yurong liu,180
jianfeng ma,180
ximeng liu,180
yudong zhang,180
xinshun xu,176
xiuqiang he,176
yu lei,176
chen min,176
li min,176
hua xu,176
peng cui,176
josé antonio,176
qing zhang,176
zhang chen,171
cheng hu,171
deng cai,169
kai chen,169
rongrong ji,169
noah smith,169
jing xiao,169
rajiv ratn,169
ratn shah,169
malte jung,169
han wang,169
nicolai marquardt,169
carman neustaedter,169
thorsten berger,169
liang liu,169
li zhou,169
liu lin,169
ying ding,169
anil kumar,169
xiaojun wu,169
changchun hua,169
mike thelwall,169
lei yang,168
xin yang,168
yanjie fu,168
chen xin,168
zhang yuan,168
feng xu,168
mengjie zhang,168
wouter joosen,168
kun li,168
ye tao,168
ishtiaque ahmed,168
yi ding,168
jia liu,168
liu ming,168
ahmad khan,168
gustavo pinto,168
xi zhang,168
ying chen,168
nguyen thi,168
muhammad asif,168
ram sarkar,168
ahmed alsaedi,168
bing chen,168
ahmed khan,168
mei yu,168
liudong xing,168
zhong ming,165
zheng qin,165
heng huang,165
hang su,165
hua zhang,165
soujanya poria,165
lin ma,165
bin yu,165
maosong sun,165
yun li,165
mohamed abd,165
kaibo shi,165
chen feng,162
miguel ángel,162
zhang li,160
ke lu,160
ji zhang,160
yuan zhou,156
tao liu,156
jason cong,156
avesta sasan,156
xueqi cheng,156
chao ma,156
jianfeng gao,156
bo hu,156
lianli gao,156
jiang bian,156
sajal das,156
yejin choi,156
tong wang,156
jian lu,156
xiaolong li,156
jon froehlich,156
xiao yang,156
jenny waycott,156
alberto bacchelli,156
rainer malaka,156
yinghui zhang,156
tao xie,156
jianxin wang,156
hassan ahmed,156
markus schedl,156
christian kästner,156
pascale fung,156
meng liu,156
xiao chen,156
de lucia,156
ji wang,156
sozo inoue,156
marijn janssen,156
guang yang,156
min wang,156
jaime lloret,156
asghar heidari,156
tenreiro machado,156
gwanggil jeon,156
shiping wen,156
fadi alturjman,156
jiawei zhang,154
ruiming tang,154
wang ming,154
cheng xu,154
nan duan,154
aidong zhang,154
jing gao,154
changsheng xu,154
ling chen,154
yang ying,154
yue yu,154
peter van,154
dimitri van,154
joel fischer,154
jimmy lin,154
liu feng,154
björn schuller,154
ed chi,154
sunil kumar,154
sriparna saha,154
bin xu,154
jin liu,154
xiaoyuan jing,154
xiong li,154
xiangpeng xie,154
zhang jian,154
liu xiang,153
zhao kang,153
yang jun,153
wang chao,152
wang yuan,152
wang gang,150
joão guerreiro,150
lu su,150
li lin,150
abd elaziz,150
tanzila saba,150
ahmad almogren,150
shyiming chen,150
bei yu,144
tajana rosing,144
paolo rosso,144
mani srivastava,144
youngki lee,144
dinesh manocha,144
shuming shi,144
hinrich schütze,144
cao xiao,144
irwin king,144
xu yu,144
hanghang tong,144
song tao,144
cynthia bennett,144
minh nguyen,144
bingyu chen,144
scott hudson,144
bernhard riecke,144
antonio krüger,144
yubo kou,144
eyal ofek,144
patrick olivier,144
jed brubaker,144
thad starner,144
volker wulf,144
haoran xie,144
weiyi shang,144
hae young,144
young noh,144
zhiqiang zhang,144
wei dong,144
ke chen,144
li luo,144
yuan cao,144
christian theobalt,144
qiang he,144
xindong wu,144
awais ahmad,144
changyun wen,144
fan wu,143
zhi wang,143
kai lei,143
chong wang,143
huan zhang,143
mohammad javad,143
peng yu,143
yuan luo,143
jun feng,143
xiang ren,143
bing xue,143
shan lu,143
xiaojuan ma,143
xinyu li,143
jin zhang,143
anh nguyen,143
fang wang,143
yang jie,143
chenliang li,143
rajesh gupta,143
yiming zhang,143
feng gao,143
ullah khan,143
bing liu,143
meng zhang,143
chen fei,143
bo huang,143
fan wang,143
qi zhao,143
zhang rui,143
jinchang ren,143
sanjay kumar,143
yong zhou,143
mohammad mehdi,143
quan zou,143
abdul ghafoor,143
carlos alcantud,143
jerry chunwei,143
chunwei lin,143
xuan wang,140
yong shi,140
xipeng qiu,140
hao peng,140
xiaoyan zhu,140
ekbal pushpak,140
james caverlee,140
qianqian wang,140
feng yang,140
yang cao,140
rong wang,140
wei zhu,140
feng ding,140
reza karimi,140
chaouki aouiti,140
chuan qin,136
wang tao,136
zhang lin,136
quanxue gao,135
tao qin,135
qingming huang,135
kai shu,135
liu ke,135
jian wu,135
li chao,135
yang xiang,135
masoud rahmani,135
farinaz koushanfar,132
xiaoming chen,132
xiang ao,132
zheng liu,132
hamed zamani,132
chen rui,132
franck dernoncourt,132
katta spiel,132
de lara,132
jian yin,132
feiyue huang,132
hui chen,132
mohit bansal,132
chuan shi,132
chen bo,132
yuan tian,132
yugang jiang,132
ponnurangam kumaraguru,132
ting chen,132
pierre dillenbourg,132
norman makoto,132
makoto su,132
xu feng,132
nick feamster,132
mohamed ali,132
diana franklin,132
yunan chen,132
jessica hammer,132
buckingham shum,132
ashley colley,132
zhou lei,132
pewthian yap,132
weizhi meng,132
mohamed el,132
gunter saake,132
ning zhang,132
yu gu,132
mohammad hammoudeh,132
yu zhao,132
cong liu,132
jie zhao,132
kumar roy,132
hong yang,132
pedram ghamisi,132
huiyu zhou,132
heng zhang,132
jong hyuk,132
shamim hossain,132
zhihui lai,132
gregory levitin,132
jian chen,132
zhaopeng tu,130
chojui hsieh,130
cheng chen,130
jie feng,130
can wang,130
xian wu,130
marianna obrist,130
junjie chen,130
nan li,130
yi zhao,130
philippe fournierviger,130
xiaolin li,130
peng lin,130
amir hussain,130
li zheng,130
samarjit kar,130
dumitru baleanu,130
george huang,130
kuanching li,130
chenguang yang,130
juan josé,128
wang hong,128
wei liang,128
li guo,126
xiaodong li,126
dragan ahmetovic,126
liu rui,126
xuemin lin,126
liu ying,126
nima jafari,126
jafari navimipour,126
mohamed elhoseny,126
qingquan li,126
liu hui,126
xiaoping liu,126
yanli huang,126
ying guo,126
shumin fei,126
gwojen hwang,126
shuihua wang,126
guiwu wei,126
chen song,121
yi wu,121
wang xu,121
tong chen,121
yongdong zhang,121
liang wu,121
lior rokach,121
jun huang,121
chunyan miao,121
hongwei wang,121
quan sheng,121
xie lei,121
hongbo fu,121
haifeng hu,121
ana paiva,121
shaun kane,121
jennifer mankoff,121
feng zhu,121
jennifer rexford,121
jun gong,121
stelian coros,121
karthik ramani,121
miriam sturdee,121
jürgen steimle,121
daniel vogel,121
wendy ju,121
anne marie,121
florian schaub,121
patrick baudisch,121
dongwon lee,121
soo young,121
ling liu,121
willy susilo,121
bo sun,121
kristof van,121
hua chen,121
ryan cotterell,121
hao yang,121
de lima,121
zibin zheng,121
yan shi,121
sandeep kumar,121
michael ng,121
nilanjan dey,121
xin xu,121
francisco chiclana,121
do nascimento,121
hai dinh,121
chenfanfu jiang,121
james lam,121
kang liu,120
zhumin chen,120
hung nguyen,120
dawei yin,120
weiwei sun,120
lu chen,120
lei xu,120
dongsheng li,120
guojie song,120
jiashi feng,120
nannan wang,120
huchuan lu,120
ning liu,120
anders søgaard,120
yang jing,120
william yang,120
jeffrey bigham,120
annakatharina frison,120
michael weber,120
wolfgang stuerzlinger,120
zhu jun,120
wu jie,120
juho hamari,120
yan chen,120
gang zhou,120
junwei lu,120
liu yong,120
guodong zhou,120
chenggang yan,120
jian weng,120
yuanyuan wang,120
houbing song,120
tao lei,120
de campos,120
qian du,120
xiaohong chen,120
ying huang,120
weihua xu,120
tasawar hayat,120
xudong zhao,120
zengqiang chen,120
ud din,120
hongxia yang,117
defu lian,117
hai zhao,117
xiaodong he,117
tianyi zhou,117
wang michael,117
xiaojun chang,117
chen qi,117
donghong ji,117
yue zhao,117
rajeev kumar,117
de sousa,117
zhong ji,117
ming yang,117
chen yu,117
yanwei pang,117
anfeng liu,117
shengxiang yang,117
jianquan lu,117
lei liu,117
li zhen,114
wu yu,112
li rui,112
jian cheng,112
xue liu,112
zhang ting,112
chen hao,112
xiao li,112
wu jing,112
wang zhi,112
gongfa li,112
zhicheng dou,110
wei guo,110
valentin schwind,110
xin he,110
wenyao xu,110
andreas bulling,110
jiangchuan liu,110
huang yu,110
cheng deng,110
ryosuke shibasaki,110
yangqiu song,110
nenghai yu,110
yue cao,110
yang song,110
xiaofei xie,110
mitesh khapra,110
lei zhou,110
yizhou sun,110
he xu,110
chuxu zhang,110
arvind narayanan,110
dingyi fang,110
shadi aljawarneh,110
feng chen,110
zhou li,110
xingdong yang,110
david weintrop,110
marcel walch,110
kai kunze,110
dakuo wang,110
simon buckingham,110
guanyun wang,110
karla badillourquiola,110
cosmin munteanu,110
zhang david,110
john vines,110
vassilis kostakos,110
magy seif,110
seif elnasr,110
yao li,110
oliver haimson,110
elisa bertino,110
li tong,110
xiaoyu ji,110
xiang gao,110
isabelle augenstein,110
thomas thüm,110
hoang nguyen,110
chen kai,110
jing yuan,110
zhang ping,110
yi zhu,110
juan de,110
xu yi,110
amir hossein,110
shuo zhang,110
qi yu,110
pawan kumar,110
md zakirul,110
zakirul alam,110
alam bhuiyan,110
wenjiang huang,110
attique khan,110
xiaolong xu,110
khalid darabkh,110
suresh chandra,110
wen chen,110
jengshyang pan,110
hui gao,110
chuandong li,110
yu fang,110
ali muhammad,110
feng chu,110
gangyi jiang,110
hongyuan zha,108
wayne xin,108
feng lin,108
andy way,108
zhao rui,108
jian zhao,108
hong yu,108
li zhao,108
jundong li,108
ce zhang,108
wanxiang che,108
shirui pan,108
xu xin,108
hu wei,108
wei lin,108
rui liu,108
qin zhang,108
tao han,108
min liu,108
jia zhang,108
zhou yang,108
zhang qian,108
hari mohan,108
xiaodong yang,108
bo wei,108
muhammad sharif,108
enrico zio,108
yiyu yao,108
zhang hua,108
edward ciaccio,108
liu fuad,108
josé merigó,108
furu wei,105
liu qi,105
liu gang,105
alzheimers disease,105
disease neuroimaging,105
neuroimaging initiative,105
wu yang,104
hua wu,104
qiang qu,104
yang peng,104
wang bing,104
pedro henrique,104
hui yang,104
zhen yang,104
lei wu,104
manoj kumar,104
jinhua zheng,104
chandan kumar,100
ivan lee,100
wen yang,100
gao cong,100
eric horvitz,100
le wu,100
wei fan,100
wei gong,100
feng yan,100
da xu,100
lizhe wang,100
tong wu,100
franca garzotto,100
der linden,100
li huang,100
xiaojun bi,100
michael nebeling,100
yvonne rogers,100
guo freeman,100
jun rekimoto,100
marie piper,100
ole sejer,100
sejer iversen,100
madeline balaam,100
peter dalsgaard,100
donghee yvette,100
yvette wohn,100
philip guo,100
de castro,100
arto hellas,100
shriram krishnamurthi,100
ting wang,100
xu lin,100
xiaofeng wang,100
enkelejda kasneci,100
jun yu,100
dan zhang,100
pei zhang,100
lei zhao,100
jian xu,100
long wang,100
yun yang,100
thomas plötz,100
christopher fletcher,100
bogdan vasilescu,100
li kun,100
sachin kumar,100
xiangyu wang,100
tao gu,100
meng zhou,100
emanuele frontoni,100
bing zhang,100
ibrahim aljarah,100
rui peng,100
long jin,100
niloy mitra,100
jiande sun,100
yue liu,99
xuemeng song,99
xiaojie wang,99
bo wu,99
lei cui,99
dong liang,99
yun chen,99
sijia liu,99
phengann heng,99
lidong bing,99
xu tan,99
weiping wang,99
jing huang,99
bing qin,99
yu lu,99
feng shi,99
quansen sun,99
shan liu,99
xiaoming li,99
guo zhang,99
minlan yu,99
wilko heuten,99
ferran altarriba,99
tommaso melodia,99
xiangyu zhang,99
feng xiao,99
xingwei wang,99
syed hassan,99
jian cao,99
fei sun,99
xin peng,99
luke zettlemoyer,99
jie huang,99
guangming shi,99
ma jian,99
yang lin,99
liu yue,99
jing he,99
pal singh,99
yan ma,99
fernando de,99
xi zheng,99
hiroshi ishiguro,99
yogesh dwivedi,99
ling wang,99
dechang pi,99
yucheng dong,99
weidong zhang,99
feiqi deng,99
na wang,99
ghulam muhammad,99
li zhu,99
xiaojun zhang,99
bingzhen sun,99
xiangyang luo,99
hongjian liu,99
donghai liu,99
daqing zhang,99
xia huang,98
guo wei,96
zhu liang,96
feng jiang,96
fenglong ma,96
xu zhou,96
zhigang chen,96
xiuyi jia,96
wei song,96
sun jun,96
chen yong,96
fabio martinelli,96
chen yan,96
kumar saha,96
alexander hauptmann,96
wu feng,96
lei feng,96
gautam srivastava,96
muhammad bilal,96
zhang xiang,96
juan corchado,96
amr tolba,96
moawad dessouky,96
xingyuan wang,96
chen yi,96
wang hui,95
yang hao,91
li kai,91
zhang yun,91
chen tao,91
chen hui,91
liu hong,91
zhang chao,91
li sheng,91
zhang min,91
yibo lin,90
jinjun xiong,90
yun liang,90
gerard de,90
claudia hauff,90
yi tay,90
xiaoli li,90
martin potthast,90
benno stein,90
frank steinicke,90
lili qiu,90
binyu zang,90
haibing guan,90
haoran zhang,90
zhenhui li,90
liang hu,90
ling huang,90
xiao bai,90
lei deng,90
sen wang,90
xiao hu,90
zhao jian,90
jianping fan,90
bingsheng he,90
wang huan,90
tanmoy chakraborty,90
guoyin wang,90
huadong ma,90
bernd ploderer,90
feng yu,90
hong xu,90
yuval elovici,90
andrew miller,90
yang shi,90
nicola dell,90
maarten van,90
antti oulasvirta,90
lennart nacke,90
gun lee,90
stefanie mueller,90
ying xu,90
xi wang,90
ali raza,90
peng jin,90
philipp koehn,90
josé garcíapeñalvo,90
martin vechev,90
dawn song,90
thomas schneider,90
robert deng,90
yi mu,90
wu ying,90
christos faloutsos,90
quan zhou,90
dietmar jannach,90
yu xin,90
qinghua zheng,90
pan zhou,90
bin liang,90
stefan feuerriegel,90
xuan zhang,90
bin zhou,90
shi wei,90
sven apel,90
yu tian,90
wang yun,90
jaewoo kang,90
xiao han,90
tran minh,90
amir rahmani,90
wei he,90
yu pang,90
xu dong,90
jie shen,90
juan li,90
dan wu,90
tao peng,90
marina paolanti,90
nhatduc hoang,90
ajay kumar,90
xibei yang,90
kwaisang chin,90
lixiang li,90
bo shen,90
chong lin,90
sathish kumar,90
fei han,90
saru kumari,90
muhammad aslam,90
muhammad riaz,90
denis zorin,90
zhang meng,88
haewoon kwak,88
minyi guo,88
wu chen,88
yanmin zhu,88
mohammad alizadeh,88
min tang,88
chen qian,88
ran he,88
guiguang ding,88
ling zhang,88
jianlong fu,88
heyan huang,88
yong ge,88
jonathan li,88
xiao yan,88
altarriba bertran,88
xin jiang,88
francesco mercaldo,88
muhammad rizwan,88
liu ping,88
han li,88
cheng liu,88
zhang lu,88
maría teresa,88
chen cheng,88
lin lei,88
chen shen,88
chao zhou,88
yi huang,88
hong huang,88
peng wu,88
rajendra prasad,88
dinesh kumar,88
azmi albetar,88
zhou jun,88
fagen li,88
jose luis,88
zhang gang,85
liu min,85
liu qing,85
yu peng,84
weishi zheng,84
zhoujun li,84
yang yong,84
guihai chen,84
yang xin,84
liu zhen,84
kaushik roy,84
zhang qi,84
zhao yang,84
wang lu,84
yangyang li,84
chen qing,84
fanyong meng,84
gang feng,84
