silver_cluster_id,pipe_cluster_id,name,artist,release-date,release-country,label,genre,duration,n_attributes_correct,fully_correct
discogs_10850,discogs_10850,True,False,True,False,False,True,False,3,False
discogs_108529,lastFM_48900,False,False,False,False,False,False,False,0,False
discogs_108535,discogs_108535,False,True,False,True,True,True,True,5,False
discogs_108576,discogs_18755,False,False,False,True,False,True,False,2,False
discogs_108586,discogs_108586,True,True,True,True,True,True,False,6,False
discogs_108623,discogs_108623,True,True,True,False,False,True,True,5,False
discogs_10874,discogs_10874,False,False,True,False,True,True,True,4,False
discogs_1088,discogs_1088,True,True,True,False,True,True,False,5,False
discogs_108821,discogs_69895,True,True,True,True,True,True,False,6,False
discogs_109,discogs_109,False,True,True,False,True,True,True,5,False
discogs_109047,discogs_109047,False,True,True,True,True,True,False,5,False
discogs_109113,discogs_109113,True,True,True,False,True,True,False,5,False
discogs_109190,discogs_109190,False,False,False,False,True,True,False,2,False
discogs_109421,discogs_109421,True,True,True,False,True,True,False,5,False
discogs_109503,discogs_109503,True,True,False,False,True,True,False,4,False
discogs_109508,discogs_109508,False,True,False,False,True,True,False,3,False
discogs_109556,discogs_99242,True,True,True,True,False,False,False,4,False
discogs_1096,discogs_44616,True,True,True,False,True,True,True,6,False
discogs_10965,discogs_10965,True,True,True,True,True,True,False,6,False
discogs_10972,discogs_10972,True,False,False,False,True,True,True,4,False
discogs_10975,discogs_10975,True,False,True,False,True,True,True,5,False
discogs_109804,discogs_63740,True,False,True,False,False,True,False,3,False
discogs_10981,discogs_10981,True,True,True,True,True,True,False,6,False
discogs_10982,discogs_10982,False,False,True,False,False,True,False,2,False
discogs_109972,discogs_109972,True,True,True,True,True,True,True,7,True
discogs_11,discogs_11,True,True,True,True,True,True,False,6,False
discogs_11001,discogs_11001,False,False,True,True,True,True,True,5,False
discogs_11004,discogs_11004,True,True,False,False,True,True,True,5,False
discogs_11005,discogs_11005,True,True,True,False,True,True,True,6,False
discogs_1101,discogs_1101,True,True,False,False,True,True,True,5,False
discogs_110104,lastFM_33868,False,False,True,False,False,False,False,1,False
discogs_110126,discogs_110126,True,False,True,False,True,True,False,4,False
discogs_110142,discogs_110142,False,False,True,True,True,True,True,5,False
discogs_110190,discogs_39513,False,True,True,False,True,True,False,4,False
discogs_110222,discogs_110222,False,True,True,False,True,True,True,5,False
discogs_110472,discogs_88989,True,False,True,False,True,False,False,3,False
discogs_110530,discogs_7277,True,True,True,True,True,True,False,6,False
discogs_11054,discogs_239,True,False,True,False,False,True,False,3,False
discogs_11055,discogs_11055,False,True,True,False,True,True,False,4,False
discogs_110803,discogs_110803,False,True,True,False,True,True,True,5,False
discogs_110806,discogs_110806,True,True,True,False,True,True,True,6,False
discogs_110906,discogs_65374,False,True,True,True,False,True,False,4,False
discogs_110986,discogs_110986,False,True,False,False,False,True,False,2,False
discogs_111,discogs_111,False,True,True,True,True,True,True,6,False
discogs_1110,discogs_1110,False,True,True,False,True,True,True,5,False
discogs_111015,discogs_111015,True,True,True,False,True,True,True,6,False
discogs_111021,discogs_183367,False,False,True,False,True,True,True,4,False
discogs_11105,discogs_11105,False,True,True,True,True,True,False,5,False
discogs_111265,discogs_111265,True,True,True,True,True,True,True,7,True
discogs_111272,discogs_111272,True,True,True,True,True,True,True,7,True
discogs_111460,lastFM_50106,False,True,False,False,False,False,False,1,False
discogs_111489,discogs_111489,False,False,True,,True,True,True,4,False
discogs_11149,discogs_11149,True,False,True,False,True,True,False,4,False
discogs_111537,discogs_111537,True,True,True,False,True,True,True,6,False
discogs_11156,discogs_11156,True,True,True,False,True,True,True,6,False
discogs_111596,discogs_20405,True,True,True,False,True,True,True,6,False
discogs_111609,discogs_111609,True,True,True,False,True,True,True,6,False
discogs_111695,discogs_13209,True,True,True,False,True,True,False,5,False
discogs_1117,discogs_1117,True,False,True,True,True,True,False,5,False
discogs_111787,discogs_111787,True,False,True,False,True,True,False,4,False
discogs_111791,discogs_111791,False,True,True,False,True,True,True,5,False
discogs_111862,discogs_118645,False,False,False,False,False,False,False,0,False
discogs_111897,discogs_111897,True,True,True,False,True,True,False,5,False
discogs_111908,discogs_111908,True,False,True,False,True,True,True,5,False
discogs_111963,discogs_111963,False,False,False,False,True,True,True,3,False
discogs_111970,discogs_124598,True,False,False,False,False,True,False,2,False
discogs_112273,discogs_112273,True,False,True,False,True,True,False,4,False
discogs_112334,discogs_112334,True,False,True,False,True,True,False,4,False
discogs_112500,discogs_9170,False,True,True,False,False,True,False,3,False
discogs_11262,discogs_11262,True,True,True,True,True,True,True,7,True
discogs_112649,discogs_112649,False,False,True,True,True,True,False,4,False
discogs_11274,discogs_11274,False,False,True,False,True,True,False,3,False
discogs_112755,lastFM_50648,False,True,True,False,False,False,True,3,False
discogs_112781,discogs_82440,False,True,True,True,True,True,True,6,False
discogs_112967,discogs_6173,False,True,True,False,True,True,False,4,False
discogs_113102,discogs_51543,False,False,False,False,False,False,False,0,False
discogs_11311,discogs_11311,False,False,False,False,True,True,False,2,False
discogs_113151,discogs_113151,False,True,True,True,True,True,True,6,False
discogs_113171,discogs_113171,False,False,False,False,False,True,False,1,False
discogs_113189,discogs_40655,False,False,True,True,False,True,False,3,False
discogs_113196,lastFM_50832,True,True,True,False,False,False,True,4,False
discogs_113382,discogs_113382,False,True,True,False,True,True,True,5,False
discogs_113442,discogs_113442,False,True,True,False,True,True,False,4,False
discogs_1135,discogs_1135,True,True,True,False,True,True,True,6,False
discogs_113523,discogs_71149,False,True,True,False,False,False,False,2,False
discogs_113529,discogs_37627,False,False,True,False,True,False,False,2,False
discogs_11355,discogs_11355,True,True,True,True,True,True,False,6,False
discogs_113578,discogs_164809,False,True,True,False,True,False,False,3,False
discogs_113637,discogs_113637,False,False,False,True,False,True,False,2,False
discogs_113681,discogs_113681,False,True,True,False,True,True,True,5,False
discogs_113846,discogs_113846,True,True,True,True,True,True,True,7,True
discogs_113863,discogs_69561,True,True,True,True,True,True,False,6,False
discogs_113966,discogs_113966,False,True,True,True,True,True,True,6,False
discogs_113969,discogs_113969,False,False,True,True,True,True,False,4,False
discogs_114017,discogs_74382,False,True,True,False,True,False,False,3,False
discogs_114043,discogs_114043,True,True,True,True,True,True,True,7,True
discogs_114096,discogs_43838,True,True,True,False,True,True,False,5,False
discogs_114165,discogs_42238,True,False,True,True,True,True,False,5,False
discogs_1143,discogs_1143,True,True,True,False,True,True,True,6,False
discogs_114392,discogs_114392,False,True,True,False,True,True,False,4,False
discogs_114396,discogs_114396,True,False,True,False,True,True,True,5,False
discogs_11441,discogs_11441,False,False,True,False,True,True,True,4,False
discogs_114552,discogs_114552,True,True,True,True,True,True,False,6,False
discogs_114666,discogs_114666,True,True,True,False,True,True,False,5,False
discogs_114685,discogs_114685,True,False,False,False,True,True,False,3,False
discogs_114760,discogs_114760,False,False,True,True,True,True,False,4,False
discogs_114782,discogs_114782,False,True,True,True,True,True,True,6,False
discogs_11495,discogs_11495,False,False,False,False,True,True,False,2,False
discogs_114954,discogs_22610,False,True,,True,True,True,False,4,False
discogs_114969,discogs_13050,False,True,True,False,True,True,False,4,False
discogs_115,discogs_115,False,True,True,False,True,True,False,4,False
discogs_115138,discogs_115138,True,False,False,False,False,True,False,2,False
discogs_11520,discogs_3927,False,False,True,True,True,True,False,4,False
discogs_115203,discogs_27938,False,True,True,False,True,False,True,4,False
discogs_115241,discogs_60662,True,True,True,True,True,True,False,6,False
discogs_115256,discogs_27518,False,False,False,False,False,True,False,1,False
discogs_115286,discogs_115286,True,True,True,False,False,True,True,5,False
discogs_11529,discogs_11529,True,True,True,False,True,True,True,6,False
discogs_11536,discogs_11536,False,False,True,False,False,True,False,2,False
discogs_11548,discogs_11548,False,True,True,True,True,True,True,6,False
discogs_1155,discogs_1155,True,False,True,False,True,True,True,5,False
discogs_115515,discogs_19027,True,False,False,False,False,True,False,2,False
discogs_115587,discogs_115587,False,True,True,True,True,True,False,5,False
discogs_115736,discogs_8193,False,True,True,False,True,True,False,4,False
discogs_115793,discogs_115793,True,True,False,False,True,True,True,5,False
discogs_115805,lastFM_59316,True,False,True,False,False,False,True,3,False
discogs_115843,discogs_672,True,False,True,True,False,True,False,4,False
discogs_116118,discogs_116118,True,False,True,False,True,True,True,5,False
discogs_116139,discogs_177,True,False,True,True,False,False,False,3,False
discogs_116180,discogs_116180,True,False,False,False,False,True,False,2,False
discogs_1163,discogs_1163,False,False,True,True,False,True,True,4,False
discogs_11632,discogs_11632,False,True,False,False,True,True,True,4,False
discogs_11646,discogs_11646,False,False,True,False,True,True,False,3,False
discogs_11649,discogs_11649,False,True,True,False,True,True,True,5,False
discogs_11655,discogs_11655,True,False,False,True,True,True,True,5,False
discogs_11660,discogs_11660,True,False,True,True,True,True,True,6,False
discogs_116744,discogs_14713,False,False,True,False,False,True,False,2,False
discogs_11676,discogs_11676,True,False,True,False,True,True,True,5,False
discogs_116843,discogs_116843,True,True,True,True,True,True,False,6,False
discogs_116921,discogs_116921,True,True,True,False,True,True,False,5,False
discogs_117,discogs_117,True,False,True,False,True,True,True,5,False
discogs_1171,discogs_1171,False,True,True,False,True,True,True,5,False
discogs_117186,discogs_117186,False,True,True,False,True,True,True,5,False
discogs_11721,discogs_11721,False,True,True,False,True,True,True,5,False
discogs_11730,discogs_11730,True,False,False,False,True,True,False,3,False
discogs_1175,discogs_647,False,True,False,False,False,True,True,3,False
discogs_11750,discogs_11750,True,True,True,False,True,True,True,6,False
discogs_11751,discogs_11751,False,True,True,True,True,True,False,5,False
discogs_11753,discogs_11753,False,True,True,False,True,True,True,5,False
discogs_117614,discogs_117614,True,False,True,False,True,True,False,4,False
discogs_117644,discogs_117644,False,True,True,False,True,True,True,5,False
discogs_117694,discogs_117694,True,True,True,True,True,True,True,7,True
discogs_11776,discogs_11776,False,True,True,False,True,True,True,5,False
discogs_11782,discogs_11782,True,True,True,True,True,True,True,7,True
discogs_11804,discogs_11804,False,True,True,False,True,True,True,5,False
discogs_11814,discogs_11814,False,False,True,False,True,True,True,4,False
discogs_118153,discogs_118153,True,True,True,True,True,True,True,7,True
discogs_118160,discogs_118160,False,True,True,False,True,True,True,5,False
discogs_118231,discogs_17229,False,True,True,False,True,False,True,4,False
discogs_1183,discogs_1183,True,True,True,True,True,True,True,7,True
discogs_118316,discogs_118392,False,True,True,False,False,True,False,3,False
discogs_11838,discogs_11838,False,True,True,False,True,True,True,5,False
discogs_118528,discogs_118528,False,False,False,False,False,True,False,1,False
discogs_118561,discogs_20865,True,True,True,True,True,True,False,6,False
discogs_11858,discogs_11858,False,True,True,True,True,True,False,5,False
discogs_11860,discogs_118659,True,False,True,False,True,True,False,4,False
discogs_118639,discogs_118639,False,True,True,False,True,True,False,4,False
discogs_11880,discogs_11880,True,True,True,True,True,True,False,6,False
discogs_118877,discogs_41511,True,True,True,True,True,True,True,7,True
discogs_118956,discogs_118956,False,True,True,False,True,True,False,4,False
discogs_118995,discogs_118995,True,False,True,True,True,True,False,5,False
discogs_119,discogs_119,False,False,True,False,True,True,False,3,False
discogs_119009,discogs_119009,False,True,True,True,True,True,False,5,False
discogs_119103,discogs_12758,False,False,False,False,False,False,False,0,False
discogs_11927,discogs_11927,True,False,True,False,True,True,False,4,False
discogs_11928,discogs_11928,True,True,True,True,True,True,False,6,False
discogs_119315,discogs_78395,False,True,True,True,True,True,True,6,False
discogs_11936,discogs_11936,True,True,False,False,True,True,True,5,False
discogs_119425,discogs_60506,True,True,True,False,True,True,True,6,False
discogs_119488,discogs_8462,True,False,True,False,True,True,True,5,False
discogs_119588,discogs_119588,True,False,False,False,True,True,True,4,False
discogs_119605,discogs_119605,False,True,False,True,True,True,True,5,False
discogs_119685,discogs_119685,True,True,True,True,True,True,True,7,True
discogs_11975,discogs_11975,False,True,True,False,True,True,True,5,False
discogs_11976,discogs_11976,False,False,False,False,False,True,False,1,False
discogs_11986,discogs_11986,False,True,True,False,True,True,False,4,False
discogs_119870,lastFM_2739,False,False,False,True,False,False,False,1,False
discogs_11992,discogs_8376,True,True,True,False,True,True,True,6,False
discogs_120005,discogs_120005,True,False,False,False,True,True,True,4,False
discogs_120008,discogs_75325,True,True,True,False,True,True,False,5,False
discogs_120087,discogs_120087,False,False,True,True,True,True,True,5,False
discogs_12030,discogs_12030,False,False,True,False,False,True,False,2,False
discogs_1204,discogs_1204,True,True,True,True,True,True,True,7,True
discogs_12044,lastFM_72366,True,False,True,False,False,False,True,3,False
discogs_120447,discogs_120447,True,True,True,False,True,True,False,5,False
discogs_12050,discogs_12050,True,True,False,False,True,True,True,5,False
discogs_12052,discogs_36870,True,True,True,False,False,True,False,4,False
discogs_120525,discogs_120525,True,True,True,True,True,True,False,6,False
discogs_12055,discogs_12055,True,True,True,False,True,True,True,6,False
discogs_12065,discogs_12065,True,True,True,False,True,True,True,6,False
discogs_120729,discogs_120729,True,False,False,False,True,True,True,4,False
discogs_120886,discogs_120886,False,True,False,False,True,True,False,3,False
discogs_120905,discogs_31569,True,False,False,False,False,False,False,1,False
discogs_12093,discogs_12093,True,True,True,True,True,True,True,7,True
discogs_12101,discogs_12101,True,True,True,True,True,True,False,6,False
discogs_121064,discogs_121064,False,True,False,True,True,True,True,5,False
discogs_121088,discogs_31230,False,True,True,False,False,True,False,3,False
discogs_12109,discogs_12109,True,True,True,False,True,True,True,6,False
discogs_121165,lastFM_21256,False,True,True,False,False,False,False,2,False
discogs_121414,discogs_125965,True,False,False,False,False,False,False,1,False
discogs_121437,discogs_17698,False,False,False,False,False,True,False,1,False
discogs_121599,discogs_121599,True,True,True,True,True,True,True,7,True
discogs_12162,discogs_12162,True,True,True,True,True,True,True,7,True
discogs_121645,discogs_121645,True,True,True,True,True,True,True,7,True
discogs_121826,discogs_121826,True,True,True,False,True,True,True,6,False
discogs_12188,discogs_12188,False,False,True,True,True,True,False,4,False
discogs_122117,discogs_122117,False,False,True,True,True,True,False,4,False
discogs_122140,discogs_70724,False,True,True,True,True,False,False,4,False
discogs_122196,discogs_122196,True,False,True,False,True,True,False,4,False
discogs_12233,discogs_12233,True,True,True,True,True,True,True,7,True
discogs_12234,discogs_12234,True,True,True,False,True,True,True,6,False
discogs_12243,discogs_35741,False,False,False,False,False,False,False,0,False
discogs_122439,discogs_122439,False,True,True,False,True,True,True,5,False
discogs_122442,discogs_26162,False,True,True,False,True,True,True,5,False
discogs_12248,discogs_12248,False,True,True,False,True,True,False,4,False
discogs_12271,discogs_12271,False,True,True,False,True,True,True,5,False
discogs_122749,discogs_122749,False,True,False,False,False,True,False,2,False
discogs_122830,discogs_122830,True,True,False,False,True,True,False,4,False
discogs_122864,discogs_122864,False,True,True,True,True,True,False,5,False
discogs_12287,discogs_12287,False,True,True,False,True,True,False,4,False
discogs_122873,discogs_122873,False,False,True,False,True,True,True,4,False
discogs_123014,discogs_95440,True,True,True,True,True,True,False,6,False
discogs_12308,discogs_334,False,True,True,True,True,True,True,6,False
discogs_123251,discogs_123251,False,True,True,True,True,True,False,5,False
discogs_123316,discogs_19176,True,True,True,False,True,True,True,6,False
discogs_12337,discogs_12337,True,True,True,True,True,True,True,7,True
discogs_123395,discogs_123395,False,True,True,True,True,True,True,6,False
discogs_12343,discogs_12343,False,False,True,True,True,True,True,5,False
discogs_123430,discogs_123430,True,False,False,True,False,True,False,3,False
discogs_1235,discogs_1235,False,False,True,False,True,True,False,3,False
discogs_1236,discogs_1236,True,True,True,False,True,True,True,6,False
discogs_123721,discogs_12986,True,False,False,False,False,True,False,2,False
discogs_12374,discogs_12374,True,True,False,True,True,True,False,5,False
discogs_12396,discogs_61074,True,True,True,False,False,True,True,5,False
discogs_12399,discogs_15369,False,True,True,True,True,True,False,5,False
discogs_124,discogs_124,False,True,True,False,True,True,True,5,False
discogs_12412,discogs_12412,True,False,False,False,True,True,False,3,False
discogs_124245,discogs_8312,True,True,False,False,False,False,False,2,False
discogs_12431,discogs_12431,True,True,True,False,True,True,True,6,False
discogs_124316,discogs_53955,True,True,True,True,True,True,True,7,True
discogs_12432,discogs_12432,True,False,True,True,True,True,True,6,False
discogs_124380,discogs_124380,True,False,False,False,False,True,False,2,False
discogs_124386,discogs_124386,True,True,False,False,True,True,True,5,False
discogs_12467,discogs_12467,True,True,True,False,True,True,False,5,False
discogs_12468,discogs_12468,False,True,True,False,True,True,True,5,False
discogs_12474,discogs_12474,False,True,False,False,True,True,False,3,False
discogs_12475,discogs_12475,True,False,False,False,True,True,True,4,False
discogs_12482,discogs_12482,True,False,True,False,True,True,False,4,False
discogs_1249,discogs_1249,True,True,True,False,False,True,True,5,False
discogs_125186,discogs_125186,True,False,True,False,True,True,False,4,False
discogs_125216,discogs_125216,True,True,True,True,True,True,True,7,True
discogs_125229,discogs_125229,True,True,True,False,True,True,True,6,False
discogs_125275,discogs_125275,True,True,True,True,True,True,True,7,True
discogs_125318,discogs_125318,False,False,True,False,True,True,True,4,False
discogs_125404,discogs_125404,True,True,True,True,True,True,True,7,True
discogs_125413,lastFM_55767,True,True,True,False,False,False,True,4,False
discogs_125545,discogs_83660,False,False,False,True,False,False,False,1,False
discogs_12555,discogs_12555,True,True,True,False,True,True,True,6,False
discogs_125562,discogs_125562,True,False,True,False,True,True,False,4,False
discogs_12560,discogs_12560,True,True,False,True,True,True,True,6,False
discogs_1257,discogs_1257,True,True,True,False,True,True,True,6,False
discogs_12585,discogs_12585,True,True,True,False,True,True,True,6,False
discogs_125883,discogs_125883,True,True,True,False,True,True,True,6,False
discogs_125917,discogs_125917,True,False,True,False,True,True,True,5,False
discogs_12592,discogs_12592,True,True,True,True,True,True,False,6,False
discogs_126,discogs_126,True,False,True,False,True,True,False,4,False
discogs_126024,discogs_126024,True,True,True,True,True,True,True,7,True
discogs_126027,discogs_58942,True,True,True,True,False,True,False,5,False
discogs_12611,discogs_12611,True,True,True,False,True,True,False,5,False
discogs_12612,discogs_12612,False,False,True,False,False,True,False,2,False
discogs_126258,discogs_126258,False,True,True,False,True,True,False,4,False
discogs_12626,discogs_12626,False,True,True,False,False,True,False,3,False
discogs_126283,discogs_126283,True,True,False,False,True,True,False,4,False
discogs_126287,discogs_126287,False,True,True,False,True,True,False,4,False
discogs_126559,discogs_126683,True,True,True,True,True,True,True,7,True
discogs_12656,discogs_12656,True,False,True,False,True,True,False,4,False
discogs_126580,discogs_126580,True,True,True,True,True,True,True,7,True
discogs_1266,discogs_1266,True,False,True,False,True,True,False,4,False
discogs_12664,discogs_12664,True,True,True,False,True,True,False,5,False
discogs_126696,discogs_46923,True,True,True,True,True,True,False,6,False
discogs_1267,discogs_1267,False,True,True,False,True,True,True,5,False
discogs_126743,discogs_126743,True,True,True,False,True,True,True,6,False
discogs_126816,discogs_126816,True,True,True,True,True,True,False,6,False
discogs_126903,discogs_126903,True,False,False,False,True,True,True,4,False
