id,name,releaseYear,developer,publisher,platform,genres,criticScore,userScore,ESRB,globalSales
sales_34,Gran Turismo,"January 01, 1997",Polyphony Digital,Sony Computer Entertainment,Playstation,,96,8.7,,10
sales_35,Super Mario 3D Land,"January 01, 2011",Nintendo,Nintendo,3DS,Platform,90,8.4,E,10
sales_36,Gran Turismo 5,"January 01, 2010",Polyphony Digital,Sony Computer Entertainment,PS3,Racing,84,7.5,E,10
sales_37,Call of Duty: Modern Warfare 2,"January 01, 2009",Infinity Ward,Activision,PS3,Shooter,94,6.3,M,10
sales_38,Grand Theft Auto IV,"January 01, 2008",Rockstar North,Take-Two Interactive,PS3,Action,98,7.5,M,10
sales_39,Call of Duty: Ghosts,"January 01, 2013",Infinity Ward,Activision,Xbox 360,Shooter,73,2.6,M,10
sales_40,Just Dance 3,,Ubisoft,Ubisoft,Wii,Misc,,,E10+,10
sales_41,New Super Mario Bros. 2,"January 01, 2012",Nintendo,Nintendo,3DS,Platform,78,7.2,E,9
sales_42,Halo: Reach,"January 01, 2010",Bungie,Microsoft Game Studios,Xbox 360,Shooter,91,7.9,M,9
sales_43,Final Fantasy VII,"January 01, 1997",SquareSoft,Sony Computer Entertainment,Playstation,Role-Playing,92,9.2,T,9
sales_44,Halo 4,"January 01, 2012",343 Industries,Microsoft Game Studios,Xbox 360,Shooter,87,7.0,M,9
sales_45,Gran Turismo 2,"January 01, 1999",Polyphony Digital,Sony Computer Entertainment,Playstation,Racing,93,9.0,T,9
sales_46,Just Dance 2,"January 01, 2010",Ubisoft,Ubisoft,Wii,Misc,74,7.3,E10+,9
sales_47,Call of Duty: Ghosts,"January 01, 2013",Infinity Ward,Activision,PS3,Shooter,71,2.6,M,9
sales_48,Call of Duty 4: Modern Warfare,,Infinity Ward,Activision,Xbox 360,Shooter,94,8.4,M,9
sales_49,Animal Crossing: New Leaf,"January 01, 2012",Nintendo,Nintendo,3DS,Simulation,88,8.7,E,9
sales_50,Mario Party DS,"January 01, 2007",Hudson Soft,Nintendo,DS,Misc,72,7.8,E,8
sales_51,The Elder Scrolls V: Skyrim,"January 01, 2011",Bethesda Game Studios,Bethesda Softworks,Xbox 360,Role-Playing,96,8.4,M,8
sales_52,FIFA 16,"January 01, 2015",EA Sports,Electronic Arts,PS4,Sports,82,4.3,E,
sales_53,Halo 2,"January 01, 2004",Bungie Software,Microsoft Game Studios,Xbox,Shooter,95,8.2,M,8
sales_54,Wii Party,"January 01, 2010",Nd Cube,,Wii,Misc,68,7.4,E,8
sales_55,Mario Party 8,"January 01, 2007",Hudson,Nintendo,Wii,Misc,62,6.3,E,8
sales_56,FIFA Soccer 13,"January 01, 2012",Electronic Arts,Electronic Arts,PS3,Action,88,6.6,E,8
sales_57,Final Fantasy X,"January 01, 2001",SquareSoft,Sony Computer Entertainment,PS2,,92,8.7,T,8
sales_58,The Sims 3,"January 01, 2009",The Sims Studio,Electronic Arts,PC,,86,7.6,T,8
sales_59,Final Fantasy VIII,"January 01, 1999",SquareSoft,SquareSoft,Playstation,Role-Playing,90,8.6,T,7
sales_60,Pokémon Platinum Version,"January 01, 2008",Game Freak,Nintendo,DS,Role-Playing,83,8.5,E,7
sales_61,Grand Theft Auto: Liberty City Stories,"January 01, 2005",Rockstar Leeds,Take-Two Interactive,Playstation Portable,Action,88,7.6,M,7
sales_62,Call of Duty: Advanced Warfare,,,Activision,PS4,Shooter,,5.7,M,7
sales_63,FIFA 17,"January 01, 2016","EA Sports, EA Vancouver",Electronic Arts,PS4,Sports,85,5.0,E,7
sales_64,Super Mario Galaxy 2,,Nintendo EAD Tokyo,Nintendo,Wii,Platform,97,9.1,E,7
sales_65,Call of Duty: World at War,"January 01, 2008",Treyarch,Activision,Xbox 360,,84,7.6,M,7
sales_66,Battlefield 3,"January 01, 2011",EA DICE,Electronic Arts,Xbox 360,Shooter,84,7.4,M,7
sales_67,Need for Speed Underground,"January 01, 2003",EA Black Box,Electronic Arts,PS2,Racing,85,8.6,E,7
sales_68,Just Dance,"January 01, 2009",Ubisoft Paris,Ubisoft,Wii,Misc,49,8.0,E10+,7
sales_69,Battlefield 3,"January 01, 2011",EA DICE,Electronic Arts,PS3,Shooter,85,7.5,,7
sales_70,Fallout 4,"January 01, 2015",Bethesda Game Studios,Bethesda Softworks,PS4,Role-Playing,87,6.5,M,7
sales_71,Tekken 3,"January 01, 1998",Namco,Sony Computer Entertainment,Playstation,Fighting,96,9.1,T,7
sales_72,The Legend of Zelda: Twilight Princess,"January 01, 2006",Nintendo,Nintendo,Wii,Action,95,9.0,T,7
sales_73,Crash Bandicoot 3: Warped,"January 01, 1998",Naughty Dog,Sony Computer Entertainment,Playstation,Platform,91,8.9,E,7
sales_74,Mario Kart 8,"January 01, 2014",Nintendo,Nintendo,WiiU,,88,9.1,E,7
sales_75,Super Smash Bros. Melee,"January 01, 2001",HAL Labs,Nintendo,GameCube,Fighting,92,9.1,T,7
sales_76,Need for Speed Underground 2,"January 01, 2004",EA Canada,Electronic Arts,PS2,,82,8.6,E,6
sales_77,Medal of Honor: Frontline,"January 01, 2002",EA LA,Electronic Arts,PS2,Shooter,88,8.5,T,6
sales_78,Just Dance 4,"January 01, 2012",Ubisoft,Ubisoft,Wii,Misc,74,,E10+,
sales_79,Gears of War 2,,Epic Games,Microsoft Game Studios,Xbox 360,Shooter,93,7.7,M,6
sales_80,Uncharted 3: Drake's Deception,"January 01, 2011",Naughty Dog,Sony Computer Entertainment,PS3,Action,92,8.3,T,6
sales_81,Call of Duty 4: Modern Warfare,"January 01, 2007",Infinity Ward,Activision,PS3,Shooter,94,8.4,M,6
sales_82,Uncharted 2: Among Thieves,"January 01, 2009",Naughty Dog,Sony Computer Entertainment,PS3,Action,96,8.8,T,6
sales_83,Big Brain Academy,"January 01, 2005",,Nintendo,DS,Misc,74,7.4,E,6
sales_84,Red Dead Redemption,"January 01, 2010",Rockstar San Diego,Take-Two Interactive,PS3,Action,95,8.8,M,6
sales_85,FIFA 14,"January 01, 2013",EA Canada,,PS3,Sports,86,4.3,E,6
sales_86,Assassin's Creed III,"January 01, 2012",Ubisoft,Ubisoft,PS3,Action,85,6.9,M,6
sales_87,Donkey Kong Country Returns,"January 01, 2010",Retro Studios,Nintendo,Wii,Platform,87,8.6,E,6
sales_88,Halo: Combat Evolved,"January 01, 2001",Bungie Software,Microsoft Game Studios,Xbox,Shooter,97,,M,6
sales_89,The Elder Scrolls V: Skyrim,"January 01, 2011",Bethesda Game Studios,Bethesda Softworks,PS3,Role-Playing,92,6.4,M,6
sales_90,Pokémon Emerald Version,"January 01, 2004",Game Freak,,Game Boy Advance,Role-Playing,76,9.0,E,6
sales_91,Kingdom Hearts,"January 01, 2002",SquareSoft,,PS2,Role-Playing,85,8.8,E,6
sales_92,Halo 3: ODST,"January 01, 2009","Bungie Software, Bungie",Microsoft Game Studios,Xbox 360,,83,7.1,M,6
sales_93,Red Dead Redemption,"January 01, 2010",Rockstar San Diego,Take-Two Interactive,Xbox 360,Action,95,9.0,M,6
sales_94,Super Mario Sunshine,"January 01, 2002",Nintendo,Nintendo,GameCube,Platform,,8.6,E,6
sales_95,World of Warcraft,"January 01, 2004",Blizzard Entertainment,Activision,PC,Role-Playing,93,7.3,T,6
sales_96,Driver,"January 01, 1999",Reflections Interactive,GT Interactive,Playstation,Action,87,,T,6
sales_97,Gears of War 3,"January 01, 2011",Epic Games,Microsoft Game StudiOs,Xbox 360,Shooter,91,7.8,M,6
sales_98,Kinect Sports,"January 01, 2010",Rare Ltd.,Microsoft Game Studios,Xbox 360,Sports,73,7.4,E10+,6
sales_99,Gears of War,"January 01, 2006",Epic Games,Microsoft Game Studios,Xbox 360,,94,8.3,M,6
sales_100,FIFA 15,"January 01, 2014",EA Sports,Electronic Arts,PS4,Sports,82,5.7,E,6
sales_101,Metal Gear Solid 2: Sons of Liberty,"January 01, 2001",KCEJ,Konami Digital Entertainment,PS2,,96,8.7,M,6
sales_102,Metal Gear Solid,"January 01, 1998",KCEJ,Konami Digital Entertainment,Playstation,Action,94,9.4,M,6
sales_103,Metal Gear Solid 4: Guns of the Patriots,"January 01, 2008",Kojima Productions,Konami Digital Entertainment,PS3,Action,94,8.7,M,5
sales_104,Final Fantasy XII,"January 01, 2006",Square Enix,Square Enix,PS2,Role-Playing,92,7.6,T,5
sales_105,The Last of Us,"January 01, 2013",Naughty Dog,Sony Computer Entertainment Europe,PS3,Action,95,9.1,M,5
sales_106,LittleBigPlanet,"January 01, 2008","SCE/WWS, Media Molecule",Sony Computer Entertainment,PS3,Platform,95,6.8,E,5
sales_107,Resident Evil 2,"January 01, 1998",Capcom,Virgin Interactive,Playstation,Action,89,9.2,M,5
sales_108,Dragon Quest IX: Sentinels of the Starry Skies,"January 01, 2009",Level 5,Nintendo,DS,Role-Playing,87,8.8,E10+,5
sales_109,Tekken 2,"January 01, 1996",Namco,Sony Computer Entertainment,Playstation,Fighting,89,8.9,T,5
sales_110,Destiny,"January 01, 2014","Bungie Software, Bungie",Activision,PS4,Shooter,76,6.1,T,5
sales_111,LEGO Star Wars: The Complete Saga,"January 01, 2007",Traveller's Tales,LucasArts,Wii,Action,80,8.9,E10+,5
sales_112,Cooking Mama,"January 01, 2006",Taito Corporation,505 Games,DS,Simulation,67,7.2,E,5
sales_113,Assassin's Creed II,"January 01, 2009",Ubisoft Montreal,Ubisoft,PS3,Action,91,8.6,M,5
sales_114,Assassin's Creed,"January 01, 2007",Ubisoft Montreal,UbisofT,Xbox 360,Adventure,81,7.7,M,5
sales_115,Forza Motorsport 3,"January 01, 2009",Turn 10,Microsoft Game Studios,Xbox 360,Racing,92,8.0,E,5
sales_116,Super Mario Advance,"January 01, 2001",Nintendo,Nintendo,Game Boy Advance,Platform,84,7.8,E,
sales_117,Monster Hunter Freedom Unite,"January 01, 2008",Capcom,Capcom,Playstation Portable,Role-Playing,,8.7,T,5
sales_118,Batman: Arkham City,"January 01, 2011",Rocksteady Studios,Warner Bros. Interactive Entertainment,PS3,Action,96,,T,5
sales_119,Grand Theft Auto V,"January 01, 2014",Rockstar North,Take-Two Interactive,XOne,Action,97,7.9,M,5
sales_120,Mario Kart: Super Circuit,"January 01, 2001",Intelligent Systems,Nintendo,Game Boy Advance,Racing,93,8.3,E,5
sales_121,Crash Bandicoot: The Wrath of Cortex,"January 01, 2001",Traveller's Tales,Universal Interactive,PS2,Platform,66,7.1,E,5
sales_122,Call of Duty: World at War,"January 01, 2008",Treyarch,Activision,PS3,Shooter,85,7.6,M,5
sales_123,Uncharted 4: A Thief's End,"January 01, 2016",Naughty Dog,Sony Computer Entertainment,PS4,Shooter,93,7.9,T,5
sales_124,Final Fantasy XIII,"January 01, 2009",Square Enix,Square Enix,PS3,Role-Playing,83,7.3,T,
sales_125,Final Fantasy IX,"January 01, 2000",SquareSoft,SquareSoft,Playstation,Role-Playing,94,8.9,T,5
sales_126,Assassin's Creed III,"January 01, 2012",Ubisoft,Ubisoft,Xbox 360,Action,,,M,5
sales_127,Final Fantasy X-2,"January 01, 2003",SquareSoft,Electronic Arts,PS2,Role-Playing,85,6.6,T,5
sales_128,Call of Duty: Advanced Warfare,"January 01, 2014",Sledgehammer Games,Activision,XOne,Shooter,,5.4,M,5
sales_129,Assassin's Creed II,"January 01, 2009",Ubisoft Montreal,Ubisoft,Xbox 360,Action,90,8.8,M,5
sales_130,New Super Mario Bros. U,"January 01, 2012",Nintendo,Nintendo,WiiU,Platform,84,8.1,E,5
sales_131,Dragon Quest VIII: Journey of the Cursed King,"January 01, 2004",Level 5,Square Enix,PS2,Role-Playing,89,8.8,T,5
sales_132,Professor Layton and the Curious Village,"January 01, 2007",Level 5,Nintendo,DS,Puzzle,85,8.6,E,5
sales_133,FIFA Soccer 13,"January 01, 2012",Electronic Arts,Electronic Arts,Xbox 360,Action,90,6.1,E,5
sales_134,Diablo III,,Blizzard Entertainment,Activision,PC,Role-Playing,88,4.0,M,
sales_135,Medal of Honor: Rising Sun,"January 01, 2003",EA L A,Electronic Arts,PS2,Shooter,68,7.6,T,5
sales_136,Guitar Hero II,"January 01, 2006",Harmonix Music Systems,RedOctane,PS2,Misc,92,8.5,T,5
sales_137,Fable III,"January 01, 2010",Lionhead Studios,Microsoft Game Studios,Xbox 360,Role-Playing,80,6.5,M,5
sales_138,Resident Evil 5,"January 01, 2009",Capcom,Capcom,PS3,Action,84,,M,5
sales_139,The Legend of Zelda: Phantom Hourglass,"January 01, 2007",Nintendo,Nintendo,DS,Action,90,8.0,E,5
sales_140,FIFA Soccer 11,"January 01, 2010",EA Sports,Electronic Arts,PS3,Sports,,8.0,E,5
sales_141,Resident Evil,"January 01, 1996",Capcom,Virgin Interactive,Playstation,Action,91,9.0,M,5
sales_142,Grand Theft Auto: Vice City Stories,"January 01, 2006",Rockstar Leeds,Take-Two Interactive,Playstation Portable,Action,86,8.0,M,5
sales_143,Tony Hawk's Pro Skater,"January 01, 1999",,Activision,Playstation,Sports,92,9.2,T,5
sales_144,Guitar Hero III: Legends of Rock,"January 01, 2007","Neversoft Entertainment, BudCat",Activision,PS2,Misc,82,8.2,T,4
sales_145,Link's Crossbow Training,"January 01, 2007",Nintendo,Nintendo,Wii,Shooter,68,7.1,T,4
sales_146,Fallout 3,"January 01, 2008",Bethesda Game Studios,Bethesda Softworks,Xbox 360,Role-Playing,93,8.5,M,4
sales_147,Uncharted: Drake's Fortune,"January 01, 2007","Naughty Dog, SCE/WWS",Sony Computer Entertainment,PS3,Action,88,,T,4
sales_148,Madden NFL 06,"January 01, 2005",EA Sports,Electronic Arts,PS2,Sports,88,8.0,E,4
sales_149,StarCraft II: Wings of Liberty,"January 01, 2010",,Activision,PC,Strategy,,8.2,T,4
sales_150,Assassin's Creed,"January 01, 2007",Ubisoft Montreal,Ubisoft,PS3,Adventure,81,7.3,M,4
sales_151,God of War III,"January 01, 2010",SCE Santa Monica,Sony Computer Entertainment,PS3,Action,92,8.7,M,4
sales_152,Crash Team Racing,"January 01, 1999",Naughty Dog,Sony Computer Entertainment,Playstation,Racing,88,9.0,E,4
sales_153,LEGO Star Wars: The Complete Saga,"January 01, 2007",TT Fusion,LucasArts,DS,Action,80,5.4,E,4
sales_154,Driver 2,"January 01, 2000",Reflections Interactive,Atari,Playstation,Action,62,,T,4
sales_155,Batman: Arkham City,"January 01, 2011",Rocksteady Studios,Warner Bros. Interactive Entertainment,Xbox 360,Action,94,8.7,T,4
sales_156,Tony Hawk's Pro Skater 2,"January 01, 2000",Neversoft Entertainment,Activision,Playstation,Sports,98,7.7,T,4
sales_157,The Lord of the Rings: The Two Towers,"January 01, 2002",Stormfront Studios,Electronic Arts,PS2,Action,82,8.2,T,4
sales_158,Tomb Raider,"January 01, 1996",,Eidos Interactive,Playstation,Action,91,8.6,T,4
sales_159,Animal Crossing: City Folk,"January 01, 2008",Nintendo,Nintendo,Wii,Simulation,73,7.6,E,
sales_160,Uncharted: The Nathan Drake Collection,"January 01, 2015",Bluepoint Games,Sony Computer Entertainment,PS4,Action,86,8.1,T,4
sales_161,The Legend of Zelda: The Wind Waker,"January 01, 2002",Nintendo,Nintendo,GameCube,Action,96,8.9,E,4
sales_162,Guitar Hero III: Legends of Rock,"January 01, 2007",,Activision,Wii,Misc,86,,T,
sales_163,Luigi's Mansion: Dark Moon,,NextLevel Games,Nintendo,3DS,Act ion,86,8.4,E,4
sales_164,Forza Motorsport 4,"January 01, 2011",Turn 10,Microsoft Game Studios,Xbox 360,Racing,91,8.2,E,4
sales_165,Madden NFL 2005,"January 01, 2004",EA Tiburon,Electronic Arts,PS2,Sports,91,7.9,E,4
sales_166,Guitar Hero III: Legends of Rock,"January 01, 2007",Neversoft Entertainment,Activision,Xbox 360,Misc,85,7.9,T,4
sales_167,Madden NFL 07,"January 01, 2006",EA Sports,Electronic Arts,PS2,Sports,84,8.2,E,4
sales_168,Halo 5: Guardians,"January 01, 2015",343 Industries,Microsoft Game Studios,XOne,Shooter,84,6.4,T,4
sales_169,Spider-Man: The Movie,"January 01, 2002",Treyarch,Activision,PS2,Action,76,7.9,E,4
sales_170,Call of Duty: Infinite Warfare,"January 01, 2016",Infinity Ward,Activision,PS4,Shooter,77,3.4,M,4
sales_171,God of War,"January 01, 2005",SCE Santa Monica,Sony Computer Entertainment,PS2,Action,94,8.9,M,4
sales_172,Splatoon,"January 01, 2015",Nintendo,Nintendo,WiiU,Shooter,81,8.5,E10+,4
sales_173,Nintendo Land,"January 01, 2012",Nintendo,Nintendo,WiiU,Misc,77,7.9,E10+,4
sales_174,Tony Hawk's Pro Skater 3,"January 01, 2001",Neversoft Entertainment,Activision,PS2,Sports,97,7.5,T,4
sales_175,Winning Eleven: Pro Evolution Soccer 2007,"January 01, 2006",Konami,Konami Digital Entertainment,PS2,Sports,86,8.9,E,4
sales_176,The Elder Scrolls IV: Oblivion,"January 01, 2006",Bethesda Softworks,Take-Two Interactive,Xbox 360,Role-Playing,94,8.7,,4
sales_177,Need for Speed: Most Wanted,"January 01, 2005",EA Canada,Electronic Arts,PS2,,,9.1,T,4
sales_178,Michael Jackson: The Experience,"January 01, 2010","Ubisoft Paris, Ubisoft Montpellier",Ubisoft,Wii,Misc,56,8.3,E10+,4
sales_179,Resistance: Fall of Man,"January 01, 2006",Insomniac Games,Sony Computer Entertainment,PS3,Shooter,86,8.1,M,4
sales_180,Kingdom Hearts II,"January 01, 2005",Square Enix,Square Enix,PS2,Role-Playing,,9.0,E10+,4
sales_181,Super Mario 3D World,"January 01, 2013",Nintendo,Nintendo,WiiU,Platform,93,9.0,E,4
sales_182,Fable II,"January 01, 2008",Lionhead Studios,Microsoft Game Studios,Xbox 360,Role-Playing,89,6.5,M,4
sales_183,Namco Museum,"January 01, 2001",Mass Media,Namco Bandai Games,Game Boy Advance,Misc,79,7.3,E,4
sales_184,Batman: Arkham Asylum,"January 01, 2009",Rocksteady Studios,Eidos Interactive,PS3,Action,91,8.9,T,4
sales_185,Metal Gear Solid 3: Snake Eater,,KCEJ,Konami Digital Entertainment,PS2,Action,91,9.3,M,4
sales_186,Assassin's Creed: Revelations,"January 01, 2011",Ubisoft Montreal,Ubisoft,PS3,Action,80,7.5,M,4
sales_187,Fallout 4,"January 01, 2015",Bethesda Game Studios,Bethesda Softworks,XOne,Role-Playing,88,6.2,M,4
sales_188,FIFA 14,"January 01, 2013",EA Canada,Electronic Arts,Xbox 360,Sports,84,4.2,E,4
sales_189,Daxter,"January 01, 2006",Ready at Dawn,Sony Computer Entertainment,Playstation Portable,Platform,85,8.7,E10+,4
sales_190,FIFA Soccer 06,"January 01, 2005",EA Canada,Electronic Arts,PS2,Sports,80,7.8,E,4
sales_191,EyeToy Play,"January 01, 2003","SCEE, Zoe Mode",Sony Computer Entertainment,PS2,Misc,80,7.5,E,4
sales_192,Gran Turismo 5 Prologue,"January 01, 2007",Polyphony Digital,Sony Computer Entertainment,PS3,Racing,80,7.1,E,4
sales_193,Assassin's Creed: Revelations,"January 01, 2011",,Ubisoft,Xbox 360,Action,80,7.2,M,4
sales_194,Street Fighter IV,"January 01, 2009",Capcom,Capcom,PS3,Fighting,94,7.3,T,4
sales_195,Madden NFL 2003,"January 01, 2002",EA Sports,Electronic Arts,PS2,Sports,95,7.7,E,4
sales_196,Half-Life,"January 01, 1997",Valve Software,Vivendi Games,PC,Shooter,96,9.1,M,4
sales_197,World of Warcraft: The Burning Crusade,"January 01, 2007",Blizzard Entertainment,Activision,PC,Role-Playing,91,7.9,T,4
sales_198,Battlefield 1,"January 01, 2016",EA DICE,Electronic Arts,PS4,Shooter,88,8.4,M,
sales_199,God of War II,"January 01, 2007",SCE Santa Monica,Sony Computer Entertainment,PS2,Action,93,8.9,M,4
sales_200,Fallout: New Vegas,"January 01, 2010",Obsidian Entertainment,Bethesda Softworks,Xbox 360,Role-Playing,84,8.1,M,4
sales_201,Forza Motorsport 2,"January 01, 2007",,Microsoft Game Studios,Xbox 360,Racing,90,8.3,E,4
sales_202,Carnival Games,"January 01, 2007",Cat Daddy Games,Take-Two Interactive,Wii,,56,6.0,E,4
sales_203,Watch Dogs,"January 01, 2014",Ubisoft Montreal,Ubisoft,,Action,80,6.3,M,4
sales_204,Tekken Tag Tournament,"January 01, 2000",Namco,N amco Bandai Games,PS2,Fighting,85,8.5,T,4
sales_205,Far Cry 4,"January 01, 2014",Ubisoft Montreal,Ubisoft,PS4,Shooter,85,7.7,M,4
sales_206,Namco Museum: 50th Anniversary,"January 01, 2005",,Namco Bandai Games,PS2,Misc,61,,E10+,3
sales_207,Left 4 Dead 2,"January 01, 2009",Valve Software,Electronic Arts,Xbox 360,Shooter,89,8.6,M,3
sales_208,The Witcher 3: Wild Hunt,"January 01, 2015",CD Projekt Red Studio,Namco Bandai Games,PS4,Role-Playing,92,9.2,M,3
sales_209,Assassin's Creed: Unity,"January 01, 2014","Ubisoft, Ubisoft Montreal",Ubisoft,PS4,Action,70,4.9,M,3
sales_210,Batman: Arkham Knight,"January 01, 2015",Rocksteady Studios,Warner Bros. Interactive Entertainment,PS4,Action,87,7.6,M,3
sales_211,The Legend of Zelda: Skyward Sword,"January 01, 2011",Nintendo,Nintendo,Wii,Action,93,8.0,E10+,3
sales_212,Fallout 3,"January 01, 2008",Bethesda GameStudios,Bethesda Softworks,PS3,Role-Playing,90,8.0,M,3
sales_213,Professor Layton and the Diabolical Box,"January 01, 2007",Level 5,Nintendo,DS,Puzzle,84,8.8,E10+,3
sales_214,EA Sports Active,"January 01, 2009",EA Canada,Electronic Arts,Wii,Sports,81,8.7,E,3
sales_215,Tony Hawk's Underground,"January 01, 2003",Neversoft Entertainment,Activision,PS2,Sports,,8.7,T,3
sales_216,Monster Hunter 4 Ultimate,"January 01, 2014",Capcom,Nintendo,3DS,Role-Playing,86,8.7,T,3
sales_217,The Elder Scrolls V: Skyrim,"January 01, 2011",Bethesda Game Studios,Bethesda Softworks,PC,Role-Playing,94,8.1,M,3
sales_218,NBA 2K16,"January 01, 2015",Visual Concepts,Take-Two Interactive,PS4,Sports,87,6.7,E10+,3
sales_219,Tekken 5,"January 01, 2005",Namco,Namco Bandai Games,PS2,Fighting,88,8.6,T,3
sales_220,MotorStorm,"January 01, 2006",Evolution Studios,Sony Computer Entertainment,PS3,Racing,84,7.4,T,3
sales_221,World Soccer Winning Eleven 8 International,"January 01, 2004",KCET,Konami Digital Entertainment,PS2,Sports,91,9.1,E,3
sales_222,Sports Champions,"January 01, 2010","SCEA, Zindagi Games",Sony Computer Entertainment,PS3,Sports,76,7.9,E10+,3
sales_223,Call of Duty: Ghosts,"January 01, 2013",Infinity Ward,Activision,PS4,Shooter,78,3.7,M,3
sales_224,Flash Focus: Vision Training in Minutes a Day,"January 01, 2007","Nintendo, Namco Bandai Games",Nintendo,DS,Misc,59,4.0,E,3
sales_225,Tom Clancy's The Division,"January 01, 2016",Massive Entertainment,Ubisoft,PS4,Shooter,80,7.0,M,3
sales_226,Big Brain Academy: Wii Degree,"January 01, 2007",Nintendo,Nintendo,Wii,Misc,68,6.9,E,3
sales_227,LEGO Indiana Jones: The Original Adventures,"January 01, 2008",Traveller's Tales,Activision,Xbox 360,Action,77,7.5,E10+,
sales_228,The Sims: Unleashed,"January 01, 2002",Maxis,Electronic Arts,PC,Simulation,79,8.0,T,3
sales_229,Harry Potter and the Sorcerer's Stone,"January 01, 2001",Argonaut Games,Electronic Arts,Playstation,Action,64,7.5,E,3
sales_230,Super Paper Mario,"January 01, 2007",Intelligent Systems,Nintendo,Wii,Platform,85,7.9,E,3
sales_231,Spyro: Year of the Dragon,"January 01, 2000",Insomniac Games,Sony Computer Entertainment,Playstation,Platform,91,8.8,E,3
sales_232,Assassin's Creed IV: Black Flag,"January 01, 2013",Ubisoft,Ubisoft,PS3,Action,88,8.1,M,3
sales_233,FIFA Soccer 2005,"January 01, 2004",EA Canada,Electronic Arts,PS2,Sports,81,7.6,E,3
