_id,_fusion_sources,id,label,release-country,duration,artist,tracks,name,release-date,genre
lastFM_2283,"['lastFM_2283', 'mbrainz_982']",lastFM_2283,,Belgium,0.0,Creative Alienation,['[]'],The Quest Of Psyborg / Psyborg Spiritual Spice,,
discogs_10874,"['discogs_10874', 'mbrainz_2485']",discogs_10874,,United States of America,1497.0,The Coup,"["" 'Funk (LP version)'"", "" 'Funk (instrumental)'"", "" 'The Liberation of Lonzo Williams (instrumental)']"", "" 'The Liberation of Lonzo Williams (original)'"", ""['Funk (remix)'""]",Funk / The Liberation Of Lonzo Williams,1993-01-01 00:00:00,Hip Hop / Rap
discogs_109556,"['discogs_109556', 'mbrainz_19665']",discogs_109556,Columbia|Sony Mus.,United Kingdom of Great Britain and Northern Ireland,2185.0,Tom Odell,"["" 'Another Love'"", "" 'Canâ€™t Pretend'"", "" 'Hold Me'"", "" 'I Know'"", "" 'Long Way Down'"", "" 'Sense'"", "" 'Sirens']"", "" 'Supposed to Be'"", "" 'Till I Lost'"", ""['Grow Old With Me'""]",Long Way Down,2013-06-24,Pop
mbrainz_15089,"['mbrainz_15089', 'discogs_109503']",mbrainz_15089,EMI Music Brasil Ltda.,Holland,308.0,Coldplay,"[' ""Don\'t Let It Break Your Heart""', "" 'A Hopeful Transmission'"", "" 'Charlie Brown'"", "" 'Donâ€™t Let It Break Your Heart'"", "" 'Every Teardrop Is A Waterfall'"", "" 'Every Teardrop Is a Waterfall'"", "" 'Hurts Like Heaven'"", "" 'M.M.I.X.'"", "" 'Major Minus'"", "" 'Paradise'"", "" 'Princess Of China'"", "" 'Princess of China'"", "" 'U.F.O.'"", "" 'Up In Flames'"", "" 'Up With The Birds']"", "" 'Up With the Birds']"", "" 'Up in Flames'"", "" 'Us Against The World'"", "" 'Us Against the World'"", ""['Mylo Xyloto'""]",Mylo Xyloto,2011-10-21 00:00:00,Rock
mbrainz_13135,"['mbrainz_13135', 'discogs_60490']",mbrainz_13135,Hopeless Records,United States of America,1276.0,All Time Low,"[' ""Damned If I Do Ya (Damned If I Don\'t)""', "" 'Coffee Shop Soundtrack'"", "" 'Dear Maria"", "" 'Jasey Rae'"", "" 'Remembering Sunday'"", "" 'Weightless'"", "" Count Me In'"", "" Count Me In']"", '[""Damned If I Do Ya (Damned If I Don\'t)""']",MTV Unplugged,2010-02-01 00:00:00,Pop
mbrainz_355,"['mbrainz_355', 'discogs_1175']",mbrainz_355,Cup Of Records Tea,United Kingdom of Great Britain and Northern Ireland,3025.0,Statik Sound System,"["" 'Amazed By You'"", "" 'Amazed by You'"", "" 'Dr Wheeler'"", "" 'Dr. Wheeler'"", "" 'Dreams Of Mine'"", "" 'Dreams of Mine'"", "" 'Essential Times'"", "" 'In Our Own Dub/Jack Laid Bare']"", "" 'Jack'"", "" 'So Close'"", "" 'Sonar'"", "" 'Valentine'"", "" Hard To Be'"", ""['Free To Choose""]",Tempesta,1996-01-01 00:00:00,Electronic / Dance
mbrainz_3804,"['mbrainz_3804', 'discogs_16286']",mbrainz_3804,ReR Megacorp | Detector,United States of America,3422.0,After Dinner,"[' ""I\'ll Just Go Birdwatching""', "" 'A Walnut'"", "" 'A/B-ing The Bird'"", "" 'Akai Kutsu No Ningyo (Red-Shoed Mermaid)'"", "" 'Dancing Twins'"", "" 'Ironclad Mermaid'"", "" 'KA-NO-PU-SU-NO-HA-KO'"", "" 'Kitchen Life I'"", "" 'Kitchen Life II'"", "" 'Motorcycle'"", "" 'Paradaisu (Ilmada Kuufuku)'"", "" 'Paradise Of Remixes'"", "" 'Paradise Of Replica'"", "" 'Reflector']"", ""['Paradise Of Replica'""]",Paradise of Replica / Paradise of Remixes,2000-01-01 00:00:00,Electronic / Dance
mbrainz_1775,"['mbrainz_1775', 'lastFM_4011']",mbrainz_1775,,,1406.0,Gore Gore Girls,"[' ""Tell Me (I\'m Your True Love)""]', "" 'Atlanta'"", "" 'Automatic Love'"", "" 'Cross County Lines'"", "" 'Hot Rod Breakdown'"", "" 'I Donâ€™t Think So'"", "" 'I dont think so'"", "" 'Keep Your Hands Off My Baby'"", "" 'Shotgun Wedding'"", "" 'Standing on the Corner'"", "" 'Tell Me (Iâ€™m Your True Love)']"", "" 'Up All Night'"", "" 'Your Last Chance'"", ""['Astral Man'""]",Up All Night (release),,
k02_interp_music_00005__musicbrainz,"['k02_interp_music_00005__musicbrainz', 'k02_interp_music_00005__lastfm', 'k02_interp_music_00005__discogs']",k02_interp_music_00005__musicbrainz,Mirage,Netherlands,126.0,T.S. Monroe,,Midnight Junction,1992-01-01 00:00:00,Rock
mbrainz_10624,"['mbrainz_10624', 'discogs_48213', 'lastFM_22709']",mbrainz_10624,Robison Records,United States of America,3358.0,Gene Loves Jezebel,"["" 'Come Naturally (Live 1998)'"", "" 'Come Naturally'"", "" 'Desire'"", "" 'Gorgeous (Live 1998)'"", "" 'Gorgeous'"", "" 'Jealous (Live 1998)'"", "" 'Jealous'"", "" 'Kiss Of Life (Live 1998)'"", "" 'Kiss of Life'"", "" 'Love Keeps Dragging Me Down (Live 1998)'"", "" 'Love Keeps Dragging Me Down'"", "" 'So Sad (Live 1998)'"", "" 'So Sad'"", "" 'Sweet Sweet Rain (Live 1998)'"", "" 'Sweet Sweet Rain'"", "" 'The Motion Of Love (Live 1998)']"", "" 'The Motion of Love']"", "" 'Upstairs (Live 1998)'"", "" 'Upstairs'"", "" 'Uptown (Live 1998)'"", "" 'Uptown'"", "" 'Who Wants To Go To Heaven (Live 1998)'"", "" 'Who Wants to Go to Heaven'"", ""['Josephina (Live 1998)'"", ""['Josephina'""]",Live in the Voodoo City,1999-01-01 00:00:00,Rock
discogs_10629,"['discogs_10629', 'mbrainz_2432']",discogs_10629,,United States of America,2680.0,Piano Overlord,"[' ""Spring\'s Arrival""', ' ""Spring\'s Demise""', "" 'Agorophobia (Count Bass D Interpretation)'"", "" 'Agorophobia'"", "" 'Another Marion B. Moment'"", "" 'Diplo Electric Manatee Final Mixdown'"", "" 'Intermission Thing'"", "" 'No Community (Blu Jemz  K. Kings Version)']"", "" 'No Community (Blu Jemz K. Kings version)']"", "" 'No Community'"", "" 'Recuerdas?'"", "" 'Running JCH For All His Beats And Jewels'"", "" 'Running JCH for All His Beats and Jewels'"", "" 'Stay Home'"", "" 'The Overlord Meets The Adventure Time In Sleepy Keys'"", "" 'The Overlord Meets the Adventure Time in Sleepy Keys'"", "" 'Triste Maita'"", "" 'You Stole My Stereo Outro (Fuck You For Fucking)'"", "" 'You Stole My Stereo Outro (Fuck You for Fucking)'"", ""['Walk Home'""]",The Singles Collection 03-05,2005-11-08 00:00:00,
lastFM_29977,"['lastFM_29977', 'mbrainz_13820']",lastFM_29977,,,0.0,A. Small Victory,"[' ""Blindman\'s Holiday""', ' ""Hell-Bent on Heaven\'s Smile""', ' ""Limousines \'n Cheap Cigars""', "" 'Amy Never Misses'"", "" 'Farewell Capeside'"", "" 'James Dean B-Side']"", "" 'Otis'"", "" 'Random Celebration'"", "" 'Sirens Over Sinclare'"", "" 'Stabbing Tree'"", ""['Limousines and Cheap Cigars'""]",El Camino,2004-08-24 00:00:00,
lastFM_45104,"['lastFM_45104', 'mbrainz_18536']",lastFM_45104,,Canada,0.0,Alexz Johnaon,"["" 'A Little Bit'"", "" 'Boogie Love']"", "" 'Gonna Get It'"", "" 'Hurricane Girl'"", "" 'L.A. Made Me'"", "" 'Look at Those Eyes'"", "" 'Mr. Jones'"", "" 'Superstition'"", "" 'Taker'"", "" 'Taker']"", "" 'Trip Around the World'"", ""['Voodoo'""]",Voodoo,2010-03-30 00:00:00,
mbrainz_9696,"['mbrainz_9696', 'discogs_716', 'lastFM_20649']",mbrainz_9696,Sonic,United States of America,0.0,Last Generation,"["" 'Spiritual Influence (Vice Remix)'"", "" 'Spiritual Influence (Vice remix)'"", "" 'The Spirit Man (Vice Remix)']"", "" 'The Spirit Man (Vice remix)']"", "" 'The Spirit Man'"", ""['Spiritual Influence'"", ""['The Spirit Man'""]",Spiritual Influence EP,1996-01-01 00:00:00,Electronic / Dance
mbrainz_6033,"['mbrainz_6033', 'discogs_26287']",mbrainz_6033,IRMAmerica,United States of America,720.0,"Van Rossum, Jerome","["" 'Age Of Kali'"", "" 'Diplomatic Immunity'"", "" 'Dipolmatic Immunity'"", "" 'Entropy'"", "" 'Gravity Of Soul'"", "" 'Midwinter Mangrove'"", "" 'Nublado Mesclado']"", "" 'Nublado Mezclado']"", "" 'Nublado'"", "" 'The Phunky Bishop'"", "" 'Truth ?'"", "" 'Truth?'"", "" 'Vairocana'"", ""['Chittagong Groove'"", ""['Chittatong Groove'""]",Diplomatic Immunity,1998-03-24 00:00:00,Electronic / Dance
discogs_284,"['discogs_284', 'mbrainz_373']",discogs_284,ACV,Italy,1710.0,Paul Johnson,"["" '... And Rewind'"", "" '...and Rewind'"", "" 'After Dark'"", "" 'Back To The Ghetto'"", "" 'Back to the Ghetto'"", "" 'Construction Work'"", "" 'Dream Of You'"", "" 'Dream of You'"", "" 'Elastic Reality'"", "" 'Enanched']"", "" 'Organic Technology'"", "" 'Strange Buzz'"", "" 'Z - Rav'"", "" 'Z-Rav'"", ""['Criptography'""]",Second Coming,1996-01-01 00:00:00,Electronic / Dance
lastFM_9204,"['lastFM_9204', 'mbrainz_4460']",lastFM_9204,,Canada,0.0,Fossils,"["" 'Untitled'"", "" 'Untitled']"", ""['Untitled'""]",Resurrection,2007-02-08 00:00:00,
discogs_39257,"['discogs_39257', 'mbrainz_1530']",discogs_39257,Island Records,United States of America,2825.0,By All Means,"[' ""I\'d Rather Be Lonely""', "" 'Do You Remember'"", "" 'Early Fall'"", "" 'I Know You Well']"", "" 'I Think I Fell In Love'"", "" 'I Think I Fell in Love'"", "" 'Point Of View'"", "" 'Point of View'"", "" 'Stay With Me Tonight'"", "" 'Tender Love'"", "" 'The More You Give"", "" The More You Get'"", "" the More You Get'"", '[""Let\'s Get It On""']",Beyond A Dream,1989-01-01 00:00:00,Electronic / Dance
discogs_129945,"['discogs_129945', 'mbrainz_22701', 'lastFM_57591']",discogs_129945,Earwiggle,Ireland,312.0,Paul Birken,"["" 'Acid Youth Of Malibu (Bas Mooy Remix)'"", "" 'Acid Youth Of Malibu (Paul Birken Remix)']"", "" 'Acid Youth Of Malibu (Truss Remix)'"", "" 'Acid Youth of Malibu (Bas Mooy Remix)'"", "" 'Acid Youth of Malibu (Bas Mooy remix)'"", "" 'Acid Youth of Malibu (Paul Birken Remix)']"", "" 'Acid Youth of Malibu (Paul Birken remix)']"", "" 'Acid Youth of Malibu (Truss Remix)'"", "" 'Acid Youth of Malibu (Truss remix)'"", ""['Acid Youth Of Malibu (Blawan Remix)'"", ""['Acid Youth of Malibu (Blawan Remix)'"", ""['Acid Youth of Malibu (Blawan remix)'""]",Acid Youth Of Malibu (Remixes),2014-04-03,Electronic / Dance
discogs_10128,"['discogs_10128', 'mbrainz_1873']",discogs_10128,,Germany,160.0,Fischerspooner,"[' \'Just Let Go (Tommie Sunshine\\\'s ""Brooklyn Fire"" Retouch)\']', ' \'Just Let Go (Tommie Sunshine\\\'s ""Brooklyn Fire"" retouch)\']', ""['Just Let Go (M.A.N.D.Y. Remix)'"", ""['Just Let Go (M.A.N.D.Y. remix)'""]",Just Let Go (The Remixes),2005-06-27 00:00:00,Electronic / Dance
discogs_49083,"['discogs_49083', 'mbrainz_4012']",discogs_49083,Recordings Légère,Germany,2204.0,Zimpala,"[' ""Le Pays D\'Alice""', "" 'Fall In The Water'"", "" 'For A Waltz']"", "" 'Hasta La Vista'"", "" 'Honeymoon'"", "" 'Into The Maze'"", "" 'Sweetestland'"", "" 'The Party'"", "" 'Trop Mechante'"", '[""She\'s From Mexico""']",Honeymoon,2006-01-01 00:00:00,
discogs_11776,"['discogs_11776', 'mbrainz_2702']",discogs_11776,Lloydie Productions,United Kingdom of Great Britain and Northern Ireland,1742.0,Lloydie Crucial,"[' ""Don\'t Be Shy""]', "" 'Archive Dub'"", "" 'Brown Eyes'"", "" 'Caravan Of Love'"", "" 'Caravan of Love'"", "" 'Come Inside'"", "" 'Feel The Need'"", "" 'Feel the Need'"", "" 'Hold On'"", "" 'Jump To This'"", "" 'Jump to This'"", "" 'Mirror On The Wall'"", "" 'Mirror on the Wall'"", "" 'Natty Congo'"", "" 'Put Down De Matic'"", "" 'Stoke You Up'"", "" 'Sweety'"", ""['Southern California (Concrete mix)'"", ""['Southern California'""]",Jungle In The Suburbs,1995-01-01 00:00:00,Electronic / Dance
mbrainz_2507,"['mbrainz_2507', 'discogs_45000']",mbrainz_2507,Geffen Records,Netherlands,1518.0,"Stone Roses, The","["" 'Begging You'"", "" 'Daybreak'"", "" 'Driving South'"", "" 'Good Times'"", "" 'How Do You Sleep'"", "" 'Love Spreads']"", "" 'Straight To The Man'"", "" 'Straight to the Man'"", "" 'Tears'"", "" 'Ten Storey Love Song'"", "" 'Tightrope'"", "" 'Your Star Will Shine'"", ""['Breaking Into Heaven'""]",Second Coming,2012-08-12 00:00:00,Rock
mbrainz_12085,"['mbrainz_12085', 'discogs_182227']",mbrainz_12085,Beggars Banquet,United Kingdom of Great Britain and Northern Ireland,1472.0,Biffy Clyro,"[' ""There\'s No Such Thing As A Jaggy Snake""', ' ""There\'s No Such Thing as a Jaggy Snake""', "" '57'"", "" 'Eradicate The Doubt'"", "" 'Eradicate the Doubt'"", "" 'Glitter And Trauma (Single Version)'"", "" 'Glitter and Trauma'"", "" 'Joy. Discovery. Invention'"", "" 'Joy.Discovery.Invention'"", "" 'Justboy'"", "" 'Justly'"", "" 'My Recovery Injection (Single Version)'"", "" 'My Recovery Injection'"", "" 'Only One Word Comes To Mind (Single Version)']"", "" 'Only One Word Comes to Mind']"", "" 'Questions And Answers'"", "" 'Questions and Answers'"", "" 'The Ideal Height (Single Version)'"", "" 'The Ideal Height'"", "" 'Toys"", "" 'Toys Toys Toys Choke"", ' Choke', ' Toys', "" Toys Toys Toys (Single Version)'"", "" Toys'"", ""['27'""]",Singles 2001-2005,2008-07-07 00:00:00,Rock
mbrainz_11044,"['mbrainz_11044', 'lastFM_23682', 'discogs_50376']",mbrainz_11044,Dial Square Tapes,United States of America,1053.0,Sundrips,"["" 'Backwards Compatible']"", "" 'Daylighting'"", "" 'Slow Futures'"", ""['Preceding Coordinates'""]",Slow Futures,2010-06-16 00:00:00,Electronic / Dance
mbrainz_25416,"['mbrainz_25416', 'discogs_146684']",mbrainz_25416,Iron Tyrant,Italy,920.0,Mortuary Drape,"["" '1600 Gnostic Year'"", "" 'Black Candle'"", "" 'Ignis Fatuus (Deaf Space)'"", "" 'Immutable Witness'"", "" 'Lithany'"", "" 'Mortal Remains (Your Bones)'"", "" 'Natural Death (1930 - 2011)'"", "" 'Natural Death (1930-2011)'"", "" 'Once I Read (Marble Tomb)'"", "" 'Spiritual Independence (The Farewell)']"", ""['The Hiss'""]",Spiritual Independence,2014-11-14 00:00:00,Rock
mbrainz_27177,"['mbrainz_27177', 'discogs_74557']",mbrainz_27177,Stones Throw Records,United States of America,950.0,Madvillain,"[' ""America\'s Most Blunted (instrumental)""', ' ""America\'s Most Blunted""', "" 'All Caps (instrumental)'"", "" 'All Caps'"", "" 'Curls (instrumental)'"", "" 'Curls'"", "" 'Eye (instrumental)'"", "" 'Eye'"", "" 'Fancy Clown (instrumental)'"", "" 'Fancy Clown'"", "" 'Figaro (instrumental)'"", "" 'Figaro'"", "" 'Great Day (instrumental)'"", "" 'Great Day'"", "" 'Hardcore Hustle (instrumental)'"", "" 'Hardcore Hustle'"", "" 'Meat Grinder (instrumental)'"", "" 'Meat Grinder'"", "" 'Money Folder (instrumental)'"", "" 'Money Folder'"", "" 'Operation Lifesaver Aka Mint Test'"", "" 'Operation Lifesaver aka Mint Test (instrumental)'"", "" 'Raid (instrumental)'"", "" 'Raid'"", "" 'Rainbows (instrumental)'"", "" 'Rainbows'"", "" 'Rhinestone Cowboy (instrumental)']"", "" 'Rhinestone Cowboy']"", "" 'Shadows Of Tomorrow'"", "" 'Shadows of Tomorrow (instrumental)'"", "" 'Strange Ways (instrumental)'"", "" 'Strange Ways'"", ""['Accordion (instrumental)'"", ""['Accordion'""]",Madvillainy Instrumentals,2011-12-27 00:00:00,Hip Hop / Rap
discogs_90551,"['discogs_90551', 'lastFM_41616', 'mbrainz_17543']",discogs_90551,Parlophone,USA,1018.0,Queen,"[' ""Don\'t Try So Hard""', ' ""I Can\'t Live With You""', ' ""I\'m Going Slightly Mad""', "" 'Bijou'"", "" 'Delilah']"", "" 'Donâ€™t Try So Hard'"", "" 'Headlong'"", "" 'I Canâ€™t Live With You'"", "" 'Innuendo'"", "" 'Iâ€™m Going Slightly Mad'"", "" 'Ride The Wild Wind'"", "" 'Ride the Wild Wind'"", "" 'The Hitman'"", "" 'The Show Must Go On'"", "" 'These Are The Days Of Our Lives'"", "" 'These Are the Days of Our Lives'"", '[""All God\'s People""', ""['All Godâ€™s People'""]",Hints Of Innuendo,1991-01-07,Rock
lastFM_18421,"['lastFM_18421', 'mbrainz_8646']",lastFM_18421,,United States of America,0.0,VXM feat.,"["" '00012050'"", "" 'Black is Handy']"", "" 'ChipBoard'"", "" 'Lord of Change'"", "" 'Smelly Cabinet'"", ""['Materialise!'""]",The Future Was Shite,2004-01-01 00:00:00,
lastFM_42159,"['lastFM_42159', 'discogs_91849', 'mbrainz_17696']",lastFM_42159,Organik,Switzerland,0.0,Eugen,"["" 'Fernsehturm']"", "" 'Wolke 9'"", ""['Feste Fallen'"", ""['Feste fallen'""]",Feste fallen,1991-01-01,Rock
mbrainz_3793,"['mbrainz_3793', 'lastFM_7879', 'discogs_16242']",mbrainz_3793,Broque,Germany,390.0,Lowtec,"["" 'Flat Dog']"", "" 'Flat dog']"", "" 'Formica'"", "" 'Ked 69'"", "" 'Waste Of Time'"", "" 'Waste of Time'"", "" 'Waste of time'"", ""['Going Nowhere'"", ""['Going nowhere'""]",Going Nowhere EP,2006-09-01 00:00:00,
mbrainz_4641,"['mbrainz_4641', 'discogs_19801', 'lastFM_9569']",mbrainz_4641,Foxglove,United States of America,1000.0,"Cosi, Valerio","["" 'A Burning OM'"", "" 'Evening Over The Hill'"", "" 'Evening Over the Hill'"", "" 'Glasstear']"", "" 'Hobo Land'"", "" 'Hoboland'"", "" 'Over The Moonpalace'"", "" 'Over the Moonpalace'"", "" 'a burning om'"", "" 'evening over the hill']"", ""['Defocusing'"", ""['defocusing'""]",And the Spiritual Committee,2007-01-01 00:00:00,Electronic / Dance
discogs_141886,"['discogs_141886', 'mbrainz_24610']",discogs_141886,Prophecy Productions,Germany,6460.0,Alternative 4,"["" 'Chilling Effects'"", "" 'Closure'"", "" 'Dina (Ars Arcanum Mix)'"", "" 'Dina (Ars Arcanum mix)'"", "" 'Dina'"", "" 'Lifeline (36 Floors Mix)'"", "" 'Lifeline (36 floors mix)'"", "" 'Lifeline (NÃ®m mix)'"", "" 'Lifeline (Nîm Mix)'"", "" 'Lifeline (Spermblaster Mix)'"", "" 'Lifeline (Spermblaster mix)'"", "" 'Lifeline (VÃ†V mix)']"", "" 'Lifeline (VÆV Mix)']"", "" 'Lifeline'"", "" 'LincoyÃ¡n BerrÃ\\xados'"", "" 'Lincoyán Berríos'"", "" 'Mr Black'"", "" 'Paracosm'"", "" 'Reality Clash'"", "" 'Returning The Screw'"", "" 'Returning the Screw'"", "" 'Revisionists Bonus CD'"", "" 'Revisionists'"", "" 'The Tragedy Shield'"", "" 'Theme For The Obscurantist'"", "" 'Theme For The Opportunist'"", "" 'Theme for the Opportunist'"", ""['The Obscurants'"", ""['Theme for the Obscuritantist'""]",The Obscurants,2014-09-12,Electronic / Dance
mbrainz_1552,"['mbrainz_1552', 'lastFM_3624', 'discogs_7599']",mbrainz_1552,RE:,United Kingdom of Great Britain and Northern Ireland,1247.0,"Severin, Steven","["" 'Baphomet'"", "" 'Come Deliver Us'"", "" 'Enter Into These Bonds'"", "" 'Skin Crawl'"", "" 'Sphere'"", "" 'The Absolute'"", "" 'The Absolute']"", "" 'The Fourth Water'"", "" 'The Radiance'"", "" 'Transverberation Of The Heart']"", "" 'Transverberation of the Heart'"", "" 'Transverberation of the Heart']"", ""['Baphomet'"", ""['Sphere'""]",Visions (release),1998-01-01 00:00:00,Electronic / Dance
mbrainz_15185,"['mbrainz_15185', 'lastFM_33414']",mbrainz_15185,,,1034.0,Box Set,"["" 'All Is Forgiven'"", "" 'Argument'"", "" 'I Owe Something'"", "" 'Lemonade'"", "" 'My Night On the Floor'"", "" 'My Night on the Floor'"", "" 'Not Fit to Care'"", "" 'Nothing Like Janine'"", "" 'Nothing']"", "" 'Ophelia'"", "" 'Ramona'"", "" 'Wendy Ann'"", ""['Hollow'""]",Lemonade,,
mbrainz_3342,"['mbrainz_3342', 'lastFM_7016']",mbrainz_3342,,,2958.0,"Zetterlund, Monica","[' ""He\'s My Guy (Alternate)""', ' ""He\'s My Guy (alternate)""', ' ""He\'s My Guy""', ' ""I Can\'t Give You Anything But Love""', ' ""I Can\'t Give You Anything but Love""', ' ""I\'m a Fool to Want You""', ' ""There\'ll Be Another Spring (Alternate)""', ' ""There\'ll Be Another Spring (alternate)""', ' ""There\'ll Be Another Spring""', "" 'Ack"", "" 'Come Rain Or Come Shine'"", "" 'Come Rain or Come Shine'"", "" 'Nature Boy'"", "" 'Nothing At All'"", "" 'Nothing at All'"", "" 'One For My Baby'"", "" 'One for My Baby'"", "" 'Sounds Of Spring'"", "" 'Sounds of Spring'"", "" 'You Look Like Someone (Alternate)']"", "" 'You Look Like Someone (False Start)'"", "" 'You Look Like Someone (alternate)']"", "" 'You Look Like Someone'"", "" Vaermeland Du Skona'"", '[""What Can I Say After I Say I\'m Sorry""']",The Lost Tapes @ Bell Sound Studios NYC,,
lastFM_55795,"['lastFM_55795', 'mbrainz_21986']",lastFM_55795,,,0.0,Dayton,"[' ""Lookin\' Up""]', "" 'Caught In The Middle'"", "" 'Caught in the Middle'"", "" 'Eyes'"", "" 'It Must Be Love'"", "" 'Love You Anyway'"", "" 'Out Tonight'"", "" 'Promise Me'"", "" 'So What'"", ""['The Sound of Music'""]",Dayton -  Feel the Music,,
discogs_97444,"['discogs_97444', 'mbrainz_18314']",discogs_97444,Elux Records,Germany,4081.0,Noom Café,"[' ""Don\'t Fall Asleep""]', "" 'Blue Sky'"", "" 'Genetic (Downbeat Mix)'"", "" 'Glass'"", "" 'Raindrops'"", "" 'Sand In The Desert'"", "" 'Sand in the Desert'"", "" 'Stormy Beach'"", "" 'Surfing'"", "" 'Sylt'"", "" 'The Awakening (Next Day Mix)'"", "" 'Time'"", ""['Baracoa'""]",Beyond Time,2013-01-01,Electronic / Dance
discogs_12431,"['discogs_12431', 'mbrainz_2856']",discogs_12431,Century Media,States United of America,4001.0,Tiamat,"[' ""When You\'re In""', "" '25th Floor'"", "" 'A Pocket Size Sun'"", "" 'Do You Dream Of Me?'"", "" 'Do You Dream of Me?'"", "" 'Gaia (Video Edit)'"", "" 'Gaia (video edit)'"", "" 'Gaia'"", "" 'Kaleidoscope'"", "" 'Planets'"", "" 'The Ar (Ind. Mix)'"", "" 'The Ar (Radio Cut)'"", "" 'The Ar (ind. mix)'"", "" 'The Ar (radio cut)'"", "" 'The Ar'"", "" 'Visionaire (Remixed Long-Form Version)']"", "" 'Visionaire (remixed long form version)']"", "" 'Visionaire'"", "" 'Whatever That Hurts (Video Edit)'"", "" 'Whatever That Hurts (video edit)'"", "" 'Whatever That Hurts'"", ""['Wildhoney'""]",Wildhoney / Gaia,2001-01-01 00:00:00,Rock
lastFM_8416,"['lastFM_8416', 'mbrainz_4054', 'discogs_17352']",lastFM_8416,Parówek XV,Polabd,0.0,XV ParÃƒÂ³wek,"["" '(Bydgoszcz) 1. Movement Of Metal Parts Outdoors"", "" '(Bydgoszcz) Dworcowa Street'"", "" '(Gdansk) Bells']"", ' \'(Warszawa) 1. ""Inside"" Jazz Club', "" '(Warszawa) 1. Slide Projector At An Exhibition In Zacheta  2. Small Village In Sudety Mountains  3. Building Area At Sluzew  4. Car"", "" '(Warszawa) 1. Slide Projector At An Exhibition In Zacheta 2. Small Village In Sudety Mountains 3. Building Area At Sluzew 4. Car"", "" '(Warszawa) A Pub By The Road: Talk"", "" '(Warszawa) Horowitz Exhibition'"", "" '(Warszawa) Preparation Of An Exhibition At The Hall Of A Publisher'"", "" '(Warszawa) Ventilators At A Garden On University Library Roof'"", ' 6', ' 7', ' 8', ' 9. The Other Side Of Canal', "" Bird'"", ' Cars', ' Crows', ' Maluch (Polski Fiat 126p)  2. Streetcar', ' Maluch (Polski Fiat 126p) 2. Streetcar', ' Music', "" Other  3. Movement Of Metal Parts Outdoors  4. Movement Of Metal Parts Outdoors'"", "" Other 3. Movement Of Metal Parts Outdoors 4. Movement Of Metal Parts Outdoors'"", ' Park', "" Passing Cars And Buses'"", ' Ship Again""', ' Tourists', ' Ventilator  2. Restaraunt Kitchen Ventilator', ' Ventilator 2. Restaraunt Kitchen Ventilator', "" Wartburg Setting Off'"", '[""(Gdansk) 1. Ventilator In Student Hotel\'s Toilet  2. Unidentified Car\'s Engine Start  3. Hall At The Shopping Center  4. A Ship At A Canal  5', '[""(Gdansk) 1. Ventilator In Student Hotel\'s Toilet 2. Unidentified Car\'s Engine Start 3. Hall At The Shopping Center 4. A Ship At A Canal 5']","Unusual Events, Abnormal Details, Special Days",2004-11-01 00:00:00,Electronic / Dance
mbrainz_1233,"['mbrainz_1233', 'discogs_18909']",mbrainz_1233,Dance Factory,Netherlands,492.0,CBF,"["" 'Get Ready For Elvis (Remixx)'"", "" 'Technophobia']"", ""['Get Ready For Elvis'""]",Get Ready For Elvis,1991-01-01 00:00:00,Electronic / Dance
mbrainz_2176,"['mbrainz_2176', 'lastFM_4721']",mbrainz_2176,,,230.0,J. Arif Verner,"["" 'A Distant Memory'"", "" 'Above Empty Clouds'"", "" 'Aeolian Atmospheres'"", "" 'An Embryonic Breath'"", "" 'Floating Feather'"", "" 'From Extension Fields'"", "" 'Imagination Point'"", "" 'In Lucid Dreams'"", "" 'Through Eon Clusters'"", "" 'World Mind']"", ""['A Vision Beyond Light'""]",A Vision Beyond Light,,
discogs_26162,"['discogs_26162', 'mbrainz_5773']",discogs_26162,System Recordings|Evol Intent,United States of America,4257.0,Evol Intent,"[' ""I\'m Happy Your Grave Is Next To Mine""', ' ""I\'m Happy Your Grave is Next to Mine""', ' ""Maybe We\'ll Dance Tomorrow""]', ' ""The Oscine\'s Lament""', "" '5:30 PM'"", "" '8 Bit Bitch (Spor remix)'"", "" '8-Bit Bitch (Spor Remix)'"", "" 'Awkward Rhythm Of The Dance'"", "" 'Awkward Rhythm of the Dance'"", "" 'Dead On Arrival'"", "" 'Dead on Arrival'"", "" 'Death"", "" 'Double Glock'"", "" 'Era Of Diversion'"", "" 'Era of Diversion'"", "" 'Gunpowder Plot'"", "" 'Middle Of The Night'"", "" 'Middle of the Night'"", "" 'Mutiny'"", "" 'Odd Number'"", "" 'Reality Check'"", "" 'Smoke & Mirrors'"", "" 'Smoke and Mirrors'"", "" 'South London'"", "" 'The Curtain Falls'"", "" Lies & Videotape'"", ""['The Foreword'""]",Era Of Diversion,2008-01-01 00:00:00,Electronic / Dance
