silver_cluster_id,pipe_cluster_id,name,artist,release-date,release-country,label,genre,duration,n_attributes_correct,fully_correct
mbrainz_1337,discogs_6414,True,True,False,False,True,True,False,4,False
mbrainz_14382,discogs_67328,False,True,False,False,False,True,False,2,False
mbrainz_9448,discogs_67427,True,True,False,False,False,,False,2,False
mbrainz_11821,discogs_69253,True,False,False,False,True,True,False,3,False
mbrainz_4147,discogs_69529,True,True,False,True,False,True,False,4,False
mbrainz_15029,discogs_70907,True,False,False,False,True,,False,2,False
mbrainz_15127,discogs_71459,True,False,False,False,True,,False,2,False
mbrainz_15458,discogs_71795,True,True,False,True,True,,False,4,False
mbrainz_1502,discogs_7290,True,True,False,True,False,True,False,4,False
mbrainz_13271,discogs_75502,True,True,False,False,False,True,False,3,False
mbrainz_1568,discogs_7716,True,False,False,False,True,True,False,3,False
mbrainz_16037,discogs_78499,True,False,False,False,True,True,False,3,False
mbrainz_15003,discogs_78685,False,False,False,False,False,True,False,1,False
mbrainz_1651,discogs_7935,False,False,False,False,True,True,False,2,False
mbrainz_16268,discogs_80608,False,False,False,False,False,False,False,0,False
mbrainz_6419,discogs_82564,True,True,False,True,True,True,False,5,False
mbrainz_11790,discogs_90880,True,False,False,False,False,True,False,2,False
mbrainz_2083,discogs_9334,True,True,False,True,True,False,False,4,False
mbrainz_2091,discogs_9350,True,True,False,False,True,True,False,4,False
mbrainz_2110,discogs_9404,False,True,False,False,True,False,False,2,False
mbrainz_8220,discogs_96377,True,True,False,False,False,True,False,3,False
mbrainz_9858,discogs_96815,True,False,False,True,True,,False,3,False
mbrainz_18462,discogs_98622,True,True,False,False,True,,False,3,False
mbrainz_5095,lastFM_10595,True,True,False,False,,,False,2,False
mbrainz_5321,lastFM_11137,False,False,False,False,False,False,False,0,False
mbrainz_8963,lastFM_19085,True,True,False,True,,,False,3,False
mbrainz_9185,discogs_41256,True,True,False,True,True,False,False,4,False
mbrainz_18332,lastFM_44432,True,True,False,True,False,False,False,3,False
mbrainz_2170,lastFM_4711,False,False,False,False,False,False,False,0,False
mbrainz_23557,lastFM_59772,False,False,False,False,False,False,False,0,False
mbrainz_29595,lastFM_73829,True,False,False,False,,,False,1,False
mbrainz_3787,lastFM_7870,True,False,False,False,,,False,1,False
mbrainz_32422,lastFM_80555,False,True,False,True,False,False,False,2,False
mbrainz_12115,mbrainz_12115,True,True,False,True,False,False,False,3,False
mbrainz_13699,mbrainz_13699,True,True,False,True,,,False,3,False
mbrainz_13703,discogs_164861,True,True,False,False,True,True,False,4,False
mbrainz_13875,mbrainz_13875,True,False,False,True,False,False,False,2,False
mbrainz_143,mbrainz_143,True,True,False,False,False,False,True,3,False
mbrainz_14410,mbrainz_14410,True,True,False,True,False,False,False,3,False
mbrainz_15132,lastFM_33284,True,False,False,True,False,False,False,2,False
mbrainz_1653,discogs_183013,True,True,False,True,True,True,False,5,False
mbrainz_1834,mbrainz_1834,True,True,False,True,False,,False,3,False
mbrainz_2033,discogs_106454,True,True,False,True,True,True,False,5,False
mbrainz_20856,mbrainz_20856,True,True,False,True,,,True,4,False
mbrainz_2222,discogs_9800,False,False,False,True,True,,False,2,False
mbrainz_23870,mbrainz_23870,True,True,False,True,False,False,False,3,False
mbrainz_25400,lastFM_64052,False,True,False,False,False,False,False,1,False
mbrainz_25432,lastFM_64124,True,False,False,True,,,False,2,False
mbrainz_28928,lastFM_72248,True,False,False,False,False,False,False,1,False
mbrainz_375,mbrainz_375,True,True,False,True,False,False,False,3,False
mbrainz_5189,mbrainz_5189,True,False,False,False,False,False,False,1,False
mbrainz_5285,lastFM_11032,True,True,False,True,False,False,False,3,False
mbrainz_5312,mbrainz_5312,True,True,False,False,False,False,False,2,False
mbrainz_6142,lastFM_12935,True,False,False,True,False,False,False,2,False
mbrainz_77,lastFM_101,True,True,False,True,False,False,True,4,False
mbrainz_7969,lastFM_16989,True,False,False,True,False,False,False,2,False
mbrainz_8082,mbrainz_8082,True,False,False,False,False,False,False,1,False
mbrainz_8711,mbrainz_8711,False,False,False,True,False,False,False,1,False
