variant,model,train_total,train_positives,train_negatives,val_f1,val_precision,val_recall,tokens_used,test_f1,test_precision,test_recall,f1,precision,recall
active_plus_random,logreg,2969,193,2776,0.9847715736040609,1.0,0.97,0,,,,0.9847715736040609,1.0,0.97
provided_faiss_small,rf,100,34,66,0.9847715736040609,1.0,0.97,0,0.8787878787878788,0.8405797101449275,0.9206349206349206,0.9847715736040609,1.0,0.97
provided_faiss_small,hist_gb,100,34,66,0.9795918367346939,1.0,0.96,0,,,,0.9795918367346939,1.0,0.96
provided_faiss_small,xgb,100,34,66,0.9795918367346939,1.0,0.96,0,,,,0.9795918367346939,1.0,0.96
provided_faiss_small,gb,100,34,66,0.9748743718592964,0.9797979797979798,0.97,0,,,,0.9748743718592964,0.9797979797979798,0.97
provided_faiss_small,logreg,100,34,66,0.9705882352941176,0.9519230769230769,0.99,0,,,,0.9705882352941176,0.9519230769230769,0.99
provided_faiss_large,rf,432,200,232,0.9847715736040609,1.0,0.97,0,0.8888888888888888,0.8333333333333334,0.9523809523809523,0.9847715736040609,1.0,0.97
provided_faiss_large,hist_gb,432,200,232,0.9797979797979798,0.9897959183673469,0.97,0,,,,0.9797979797979798,0.9897959183673469,0.97
provided_faiss_large,xgb,432,200,232,0.9797979797979798,0.9897959183673469,0.97,0,,,,0.9797979797979798,0.9897959183673469,0.97
provided_faiss_large,logreg,432,200,232,0.9795918367346939,1.0,0.96,0,,,,0.9795918367346939,1.0,0.96
provided_faiss_large,gb,432,200,232,0.9186602870813397,0.8807339449541285,0.96,0,,,,0.9186602870813397,0.8807339449541285,0.96
provided_active,rf,432,200,232,0.9847715736040609,1.0,0.97,0,0.8888888888888888,0.8333333333333334,0.9523809523809523,0.9847715736040609,1.0,0.97
provided_active,hist_gb,432,200,232,0.9797979797979798,0.9897959183673469,0.97,0,,,,0.9797979797979798,0.9897959183673469,0.97
provided_active,xgb,432,200,232,0.9797979797979798,0.9897959183673469,0.97,0,,,,0.9797979797979798,0.9897959183673469,0.97
provided_active,logreg,432,200,232,0.9795918367346939,1.0,0.96,0,,,,0.9795918367346939,1.0,0.96
provided_active,gb,432,200,232,0.9186602870813397,0.8807339449541285,0.96,0,,,,0.9186602870813397,0.8807339449541285,0.96
provided_faiss_small_plus_random,rf,120,34,86,0.9847715736040609,1.0,0.97,0,0.8721804511278195,0.8285714285714286,0.9206349206349206,0.9847715736040609,1.0,0.97
provided_faiss_small_plus_random,hist_gb,120,34,86,0.9795918367346939,1.0,0.96,0,,,,0.9795918367346939,1.0,0.96
provided_faiss_small_plus_random,xgb,120,34,86,0.9795918367346939,1.0,0.96,0,,,,0.9795918367346939,1.0,0.96
provided_faiss_small_plus_random,logreg,120,34,86,0.9748743718592964,0.9797979797979798,0.97,0,,,,0.9748743718592964,0.9797979797979798,0.97
provided_faiss_small_plus_random,gb,120,34,86,0.9748743718592964,0.9797979797979798,0.97,0,,,,0.9748743718592964,0.9797979797979798,0.97
provided_faiss_large_plus_random,rf,432,200,232,0.9847715736040609,1.0,0.97,0,0.8888888888888888,0.8333333333333334,0.9523809523809523,0.9847715736040609,1.0,0.97
provided_faiss_large_plus_random,hist_gb,432,200,232,0.9797979797979798,0.9897959183673469,0.97,0,,,,0.9797979797979798,0.9897959183673469,0.97
provided_faiss_large_plus_random,xgb,432,200,232,0.9797979797979798,0.9897959183673469,0.97,0,,,,0.9797979797979798,0.9897959183673469,0.97
provided_faiss_large_plus_random,logreg,432,200,232,0.9795918367346939,1.0,0.96,0,,,,0.9795918367346939,1.0,0.96
provided_faiss_large_plus_random,gb,432,200,232,0.9186602870813397,0.8807339449541285,0.96,0,,,,0.9186602870813397,0.8807339449541285,0.96
provided_active_plus_random,rf,425,193,232,0.9847715736040609,1.0,0.97,0,0.8823529411764706,0.821917808219178,0.9523809523809523,0.9847715736040609,1.0,0.97
provided_active_plus_random,xgb,425,193,232,0.9797979797979798,0.9897959183673469,0.97,0,,,,0.9797979797979798,0.9897959183673469,0.97
provided_active_plus_random,logreg,425,193,232,0.9795918367346939,1.0,0.96,0,,,,0.9795918367346939,1.0,0.96
provided_active_plus_random,hist_gb,425,193,232,0.9795918367346939,1.0,0.96,0,,,,0.9795918367346939,1.0,0.96
provided_active_plus_random,gb,425,193,232,0.8434782608695651,0.7461538461538462,0.97,0,,,,0.8434782608695651,0.7461538461538462,0.97
