id_dblp,id_openalex,label
dblp-31489,open_alex-17780,0
dblp-45387,open_alex-44713,0
dblp-52043,open_alex-13355,1
dblp-23245,open_alex-51910,0
dblp-46640,open_alex-21570,0
dblp-27941,open_alex-26410,1
dblp-09206,open_alex-32524,0
dblp-23137,open_alex-47415,0
dblp-18775,open_alex-45542,0
dblp-25080,open_alex-56144,1
dblp-40098,open_alex-45851,0
dblp-57313,open_alex-35527,0
dblp-19473,open_alex-14143,1
dblp-04885,open_alex-40400,1
dblp-33201,open_alex-49022,1
dblp-09266,open_alex-27934,0
dblp-31990,open_alex-19931,1
dblp-37966,open_alex-08873,0
dblp-55544,open_alex-29615,0
dblp-27976,open_alex-30356,0
dblp-30323,open_alex-00213,0
dblp-04304,open_alex-38906,0
dblp-57190,open_alex-30126,0
dblp-26826,open_alex-39902,0
dblp-14097,open_alex-23079,0
dblp-42242,open_alex-24821,1
dblp-58632,open_alex-33589,0
dblp-09087,open_alex-16467,0
dblp-00811,open_alex-26281,0
dblp-58859,open_alex-13321,0
dblp-03244,open_alex-19407,0
dblp-30196,open_alex-53023,0
dblp-49632,open_alex-31488,0
dblp-09412,open_alex-56473,0
dblp-56231,open_alex-56379,0
dblp-26931,open_alex-34118,0
dblp-47750,open_alex-31210,0
dblp-24076,open_alex-25134,0
dblp-15081,open_alex-10525,0
dblp-40791,open_alex-17244,0
dblp-16902,open_alex-22305,0
dblp-30606,open_alex-53230,0
dblp-56938,open_alex-58559,0
dblp-14757,open_alex-01747,0
dblp-41625,open_alex-58680,0
dblp-50953,open_alex-21132,0
dblp-59182,open_alex-26235,0
dblp-35792,open_alex-46251,0
dblp-12672,open_alex-50827,1
dblp-29871,open_alex-41301,0
dblp-43749,open_alex-48919,0
dblp-23837,open_alex-55214,0
dblp-07365,open_alex-49777,0
dblp-37919,open_alex-20277,0
dblp-34971,open_alex-24193,1
dblp-13420,open_alex-52043,0
dblp-17018,open_alex-27607,0
dblp-02166,open_alex-04185,0
dblp-44489,open_alex-44506,0
dblp-47601,open_alex-35915,0
dblp-52192,open_alex-31437,0
dblp-06223,open_alex-03938,0
dblp-11813,open_alex-44341,0
dblp-51042,open_alex-13862,0
dblp-60060,open_alex-49199,1
dblp-02829,open_alex-39724,0
dblp-00410,open_alex-53588,0
dblp-03730,open_alex-52640,0
dblp-33643,open_alex-30572,0
dblp-15685,open_alex-45594,0
dblp-51447,open_alex-45684,1
dblp-18633,open_alex-45446,0
dblp-23425,open_alex-50896,0
dblp-09289,open_alex-58196,1
dblp-14546,open_alex-28364,0
dblp-48472,open_alex-33089,0
dblp-54203,open_alex-09146,0
dblp-22425,open_alex-49640,0
dblp-54027,open_alex-20091,1
dblp-18173,open_alex-21132,0
dblp-19470,open_alex-56756,0
dblp-38127,open_alex-58531,0
dblp-48935,open_alex-34981,1
dblp-04051,open_alex-49527,0
dblp-43873,open_alex-56778,0
dblp-56773,open_alex-24218,0
dblp-54440,open_alex-41419,0
dblp-53563,open_alex-55414,0
dblp-01097,open_alex-33375,0
dblp-38671,open_alex-53600,1
dblp-13883,open_alex-51438,1
dblp-41451,open_alex-38435,0
dblp-12024,open_alex-41826,0
dblp-29659,open_alex-35286,0
dblp-04336,open_alex-46863,0
dblp-01904,open_alex-04304,0
dblp-17902,open_alex-37672,0
dblp-04999,open_alex-37774,1
dblp-57330,open_alex-20217,0
dblp-36589,open_alex-08185,0
dblp-27714,open_alex-22481,1
dblp-24483,open_alex-05160,1
dblp-22600,open_alex-37907,0
dblp-51697,open_alex-52398,0
dblp-11293,open_alex-24325,0
dblp-17390,open_alex-58042,0
dblp-19944,open_alex-46251,0
dblp-04717,open_alex-05198,0
dblp-12643,open_alex-16367,1
dblp-32765,open_alex-49221,1
dblp-11794,open_alex-39025,1
dblp-34519,open_alex-04688,0
dblp-39546,open_alex-33018,0
dblp-41593,open_alex-03821,0
dblp-16543,open_alex-41442,0
dblp-51617,open_alex-22508,0
dblp-13475,open_alex-59217,0
dblp-55368,open_alex-59864,1
dblp-32660,open_alex-26927,0
dblp-07337,open_alex-09842,0
dblp-27558,open_alex-30729,0
dblp-43782,open_alex-24069,0
dblp-17252,open_alex-23140,1
dblp-00871,open_alex-28692,0
dblp-53965,open_alex-33331,1
dblp-20145,open_alex-38924,1
dblp-01057,open_alex-52848,1
dblp-04128,open_alex-34927,0
dblp-41888,open_alex-04528,0
dblp-00941,open_alex-21481,1
dblp-11909,open_alex-10393,1
dblp-36612,open_alex-43874,0
dblp-21227,open_alex-48973,0
dblp-45051,open_alex-52242,0
dblp-19148,open_alex-02435,0
dblp-46533,open_alex-41132,0
dblp-55300,open_alex-08242,0
dblp-34843,open_alex-09366,0
dblp-12531,open_alex-17989,1
dblp-55287,open_alex-49254,0
dblp-57532,open_alex-09532,0
dblp-37764,open_alex-28911,0
dblp-51004,open_alex-59570,1
dblp-06234,open_alex-32438,0
dblp-10342,open_alex-42827,0
dblp-13821,open_alex-21198,1
dblp-19397,open_alex-60682,0
dblp-05613,open_alex-34291,0
dblp-29618,open_alex-52651,0
dblp-23654,open_alex-15772,0
dblp-32193,open_alex-02820,1
dblp-32738,open_alex-20705,0
dblp-29977,open_alex-45161,0
dblp-12534,open_alex-00346,1
dblp-56451,open_alex-22305,1
dblp-01513,open_alex-34891,1
dblp-23334,open_alex-02132,0
dblp-21992,open_alex-01423,0
dblp-52058,open_alex-45389,0
dblp-55585,open_alex-30404,0
dblp-27662,open_alex-47722,1
dblp-10741,open_alex-56221,0
dblp-03120,open_alex-46985,0
dblp-18760,open_alex-53201,0
dblp-03885,open_alex-34713,0
dblp-37364,open_alex-13728,0
dblp-18397,open_alex-00253,0
dblp-46333,open_alex-52919,0
dblp-50721,open_alex-51220,1
dblp-14907,open_alex-12669,0
dblp-38222,open_alex-39715,0
dblp-28862,open_alex-12804,0
dblp-08835,open_alex-47231,0
dblp-00531,open_alex-23443,1
dblp-15841,open_alex-43780,0
dblp-20164,open_alex-30136,0
dblp-07591,open_alex-14469,0
dblp-10026,open_alex-17213,1
dblp-14309,open_alex-08501,0
dblp-28617,open_alex-39662,0
dblp-15035,open_alex-55538,0
dblp-06699,open_alex-42163,0
dblp-27084,open_alex-45810,0
dblp-41361,open_alex-23361,0
dblp-26719,open_alex-41384,0
dblp-35866,open_alex-43656,1
dblp-03105,open_alex-28642,0
dblp-50821,open_alex-34002,0
dblp-14310,open_alex-39060,0
dblp-29101,open_alex-23757,0
dblp-21420,open_alex-01100,1
dblp-54607,open_alex-59672,0
dblp-40610,open_alex-25529,0
dblp-19699,open_alex-41807,1
dblp-04450,open_alex-34826,0
dblp-57323,open_alex-38768,1
dblp-00679,open_alex-25796,0
dblp-59298,open_alex-36830,0
dblp-59706,open_alex-16945,0
dblp-47986,open_alex-13899,1
dblp-20064,open_alex-02948,0
dblp-32633,open_alex-01966,0
dblp-58671,open_alex-47249,1
dblp-24808,open_alex-12238,0
dblp-53500,open_alex-52458,1
dblp-24782,open_alex-23297,0
dblp-26842,open_alex-41990,1
dblp-37933,open_alex-48090,0
dblp-28066,open_alex-37647,0
dblp-40993,open_alex-30032,1
dblp-52829,open_alex-36037,0
dblp-54788,open_alex-47834,0
dblp-56883,open_alex-29223,0
dblp-58553,open_alex-05814,0
dblp-21441,open_alex-02947,0
dblp-04736,open_alex-43737,0
dblp-01836,open_alex-03702,1
dblp-37966,open_alex-36582,0
dblp-33249,open_alex-52096,1
dblp-35145,open_alex-60363,0
dblp-00062,open_alex-29358,0
dblp-14840,open_alex-46606,1
dblp-20643,open_alex-51643,1
dblp-09070,open_alex-23334,1
dblp-36810,open_alex-19879,0
dblp-34145,open_alex-09169,0
dblp-05327,open_alex-41041,0
dblp-02744,open_alex-07740,0
dblp-35827,open_alex-11579,0
dblp-14197,open_alex-30292,1
dblp-10228,open_alex-42755,1
dblp-08895,open_alex-22397,1
dblp-58837,open_alex-25869,1
dblp-09970,open_alex-54284,0
dblp-31462,open_alex-15664,1
dblp-00655,open_alex-35870,0
dblp-46595,open_alex-52191,0
dblp-37176,open_alex-55779,0
dblp-38021,open_alex-51282,0
dblp-14587,open_alex-56702,1
dblp-32251,open_alex-52919,0
dblp-33336,open_alex-22202,1
dblp-42307,open_alex-60648,0
dblp-53220,open_alex-42967,1
dblp-43818,open_alex-35469,0
dblp-47715,open_alex-30604,1
dblp-24873,open_alex-02041,1
dblp-39775,open_alex-12478,0
dblp-06956,open_alex-41309,1
dblp-10314,open_alex-05792,1
dblp-27049,open_alex-07541,1
dblp-25660,open_alex-51981,0
dblp-34417,open_alex-35094,1
dblp-46623,open_alex-27866,0
dblp-10260,open_alex-05751,0
dblp-16039,open_alex-58844,0
dblp-13277,open_alex-46844,0
dblp-22179,open_alex-06497,0
dblp-15306,open_alex-29699,0
dblp-12483,open_alex-07872,1
dblp-55369,open_alex-01456,1
dblp-07779,open_alex-28367,0
dblp-38583,open_alex-49757,0
dblp-25413,open_alex-05455,0
dblp-04770,open_alex-15020,0
dblp-38670,open_alex-43119,1
dblp-60067,open_alex-26835,0
dblp-56743,open_alex-21479,0
dblp-53465,open_alex-51153,0
dblp-06926,open_alex-39379,1
dblp-17353,open_alex-41252,1
dblp-15280,open_alex-17267,0
dblp-27792,open_alex-58321,0
dblp-59997,open_alex-37202,0
dblp-15832,open_alex-47592,0
dblp-17217,open_alex-02650,0
dblp-22243,open_alex-04172,0
dblp-48962,open_alex-21273,0
dblp-38143,open_alex-40525,1
dblp-33072,open_alex-45976,0
dblp-40519,open_alex-06807,0
dblp-31193,open_alex-41906,1
dblp-14102,open_alex-26328,0
dblp-58309,open_alex-57402,0
dblp-39707,open_alex-29244,1
dblp-32622,open_alex-36662,0
dblp-20098,open_alex-15335,0
dblp-30178,open_alex-52339,0
dblp-38651,open_alex-48698,1
dblp-05775,open_alex-11508,0
dblp-57126,open_alex-42629,0
dblp-06095,open_alex-52344,0
dblp-15796,open_alex-10117,0
dblp-40213,open_alex-51026,0
dblp-37987,open_alex-44341,1
dblp-36542,open_alex-31654,0
dblp-20385,open_alex-55874,0
dblp-05428,open_alex-38184,0
dblp-18090,open_alex-27231,0
dblp-09891,open_alex-22977,0
dblp-24547,open_alex-26565,0
dblp-16868,open_alex-30594,0
dblp-00436,open_alex-47062,0
dblp-50175,open_alex-03387,0
dblp-37113,open_alex-21184,0
dblp-59753,open_alex-03718,0
dblp-46107,open_alex-29364,0
dblp-31678,open_alex-14897,0
dblp-34795,open_alex-54954,0
dblp-33720,open_alex-08170,0
dblp-52905,open_alex-19311,1
dblp-07584,open_alex-17390,0
dblp-31306,open_alex-34738,1
dblp-04991,open_alex-05274,1
dblp-43694,open_alex-37187,0
dblp-49736,open_alex-40348,1
dblp-21572,open_alex-21491,0
dblp-25295,open_alex-54173,0
dblp-16870,open_alex-33874,0
dblp-09324,open_alex-48057,0
dblp-06456,open_alex-48440,0
dblp-54109,open_alex-33772,0
dblp-33118,open_alex-01521,0
dblp-32918,open_alex-58458,1
dblp-56064,open_alex-38178,1
dblp-40400,open_alex-41305,0
dblp-59877,open_alex-41248,1
dblp-36983,open_alex-42442,0
dblp-41586,open_alex-10038,0
dblp-52844,open_alex-38254,0
dblp-15143,open_alex-08800,0
dblp-21814,open_alex-22235,0
dblp-40657,open_alex-58458,0
dblp-03418,open_alex-50195,0
dblp-30388,open_alex-43184,0
dblp-13157,open_alex-32718,0
dblp-29136,open_alex-15117,0
dblp-58146,open_alex-51551,0
dblp-01959,open_alex-37575,0
dblp-10219,open_alex-21987,0
dblp-22214,open_alex-05329,0
dblp-44599,open_alex-50238,0
dblp-49228,open_alex-38868,0
dblp-40065,open_alex-29903,1
dblp-15097,open_alex-45319,0
dblp-02640,open_alex-16666,0
dblp-07555,open_alex-15695,0
dblp-46616,open_alex-54039,1
dblp-49709,open_alex-03781,0
dblp-59010,open_alex-08538,1
dblp-04844,open_alex-32586,1
dblp-48030,open_alex-46890,0
dblp-56735,open_alex-21936,0
dblp-36988,open_alex-53354,1
dblp-27506,open_alex-35127,0
dblp-54515,open_alex-32148,0
dblp-35138,open_alex-45757,0
dblp-23937,open_alex-30402,0
dblp-39782,open_alex-56653,0
dblp-46837,open_alex-37535,0
dblp-54272,open_alex-03308,0
dblp-03492,open_alex-05235,1
dblp-05728,open_alex-39347,0
dblp-08054,open_alex-02414,0
dblp-11146,open_alex-20415,0
dblp-37469,open_alex-43233,0
dblp-34791,open_alex-29286,0
dblp-50326,open_alex-19809,0
dblp-51044,open_alex-30097,0
dblp-48143,open_alex-20520,0
dblp-44567,open_alex-41868,0
dblp-53693,open_alex-13250,0
dblp-12153,open_alex-34144,0
dblp-07742,open_alex-24664,1
dblp-29149,open_alex-33072,0
dblp-21362,open_alex-13862,1
dblp-18117,open_alex-14624,0
dblp-52530,open_alex-31579,1
dblp-09272,open_alex-05404,0
dblp-03492,open_alex-10783,0
dblp-11398,open_alex-44640,0
dblp-36462,open_alex-33636,1
dblp-17613,open_alex-30516,1
dblp-12531,open_alex-45576,0
dblp-01543,open_alex-59795,1
dblp-18696,open_alex-24139,1
dblp-39101,open_alex-06459,0
dblp-26890,open_alex-46030,0
dblp-17236,open_alex-28566,1
dblp-29144,open_alex-47413,0
dblp-44366,open_alex-55020,0
dblp-02293,open_alex-40027,0
dblp-22907,open_alex-06944,0
dblp-18828,open_alex-40448,1
dblp-04822,open_alex-06230,0
dblp-26952,open_alex-50745,1
dblp-45652,open_alex-07707,0
dblp-38627,open_alex-40304,1
dblp-00330,open_alex-45554,0
dblp-22739,open_alex-04814,0
dblp-52540,open_alex-58841,0
dblp-14204,open_alex-47437,1
dblp-46831,open_alex-49124,1
dblp-14155,open_alex-22866,0
dblp-45586,open_alex-10062,1
dblp-12642,open_alex-56598,0
dblp-32814,open_alex-07492,1
dblp-48254,open_alex-47437,0
dblp-09790,open_alex-24775,0
dblp-38983,open_alex-44011,0
dblp-37048,open_alex-52539,0
dblp-11828,open_alex-59123,0
dblp-05961,open_alex-27972,0
dblp-28493,open_alex-27011,1
dblp-27616,open_alex-09303,0
dblp-01602,open_alex-16807,0
dblp-49101,open_alex-08965,0
dblp-33027,open_alex-43850,0
dblp-36178,open_alex-47503,0
dblp-39608,open_alex-18770,0
dblp-43217,open_alex-09995,0
dblp-01050,open_alex-20377,1
dblp-33079,open_alex-52402,1
dblp-38657,open_alex-25237,1
dblp-16899,open_alex-56633,1
dblp-46584,open_alex-07129,0
dblp-31905,open_alex-54337,0
dblp-56162,open_alex-28932,1
dblp-52293,open_alex-54020,1
dblp-15316,open_alex-09037,0
dblp-00879,open_alex-10276,0
dblp-27662,open_alex-52153,0
dblp-14869,open_alex-16871,0
dblp-54353,open_alex-00514,0
dblp-49253,open_alex-20226,0
dblp-06621,open_alex-52944,0
dblp-47007,open_alex-56259,0
dblp-45294,open_alex-32070,1
dblp-00976,open_alex-31722,0
dblp-17544,open_alex-16158,1
dblp-36267,open_alex-14848,1
dblp-11235,open_alex-37674,0
dblp-43478,open_alex-40270,0
dblp-60490,open_alex-11798,0
dblp-16805,open_alex-50739,1
dblp-01399,open_alex-55334,0
dblp-27888,open_alex-35905,0
dblp-48560,open_alex-28593,0
dblp-42483,open_alex-44956,0
dblp-40073,open_alex-42992,0
dblp-51087,open_alex-49505,0
dblp-00638,open_alex-11855,0
dblp-18828,open_alex-05992,0
dblp-60067,open_alex-29080,1
dblp-54187,open_alex-53289,0
dblp-48667,open_alex-20510,0
dblp-53299,open_alex-11808,0
dblp-02735,open_alex-51065,0
dblp-15895,open_alex-18442,1
dblp-02757,open_alex-46502,0
dblp-30287,open_alex-53343,0
dblp-20638,open_alex-51867,0
dblp-02005,open_alex-52627,0
dblp-24429,open_alex-13002,1
dblp-24248,open_alex-50237,0
dblp-24577,open_alex-34694,0
dblp-29224,open_alex-16372,0
dblp-31439,open_alex-21100,1
dblp-07690,open_alex-14944,1
dblp-03357,open_alex-42787,0
dblp-05973,open_alex-13970,1
dblp-20723,open_alex-34580,0
dblp-06959,open_alex-35137,0
dblp-18207,open_alex-58051,0
dblp-14975,open_alex-46859,1
dblp-28838,open_alex-16714,0
dblp-16227,open_alex-28322,0
dblp-03334,open_alex-38272,1
dblp-07270,open_alex-53153,1
dblp-55298,open_alex-40466,0
dblp-58877,open_alex-38661,0
dblp-51845,open_alex-37901,0
dblp-56616,open_alex-32058,1
dblp-36273,open_alex-22708,0
dblp-44771,open_alex-02697,0
dblp-54905,open_alex-04449,1
dblp-17552,open_alex-52115,0
dblp-59975,open_alex-39564,1
dblp-29507,open_alex-16706,1
dblp-24279,open_alex-02760,1
dblp-60180,open_alex-10198,0
dblp-05578,open_alex-59217,0
dblp-51454,open_alex-17243,1
dblp-14398,open_alex-50551,0
dblp-53562,open_alex-22111,0
dblp-58391,open_alex-22933,0
dblp-03397,open_alex-26185,0
dblp-44793,open_alex-17802,0
dblp-22425,open_alex-27722,0
dblp-40922,open_alex-48962,0
dblp-47828,open_alex-60536,1
dblp-30264,open_alex-21239,0
dblp-27944,open_alex-00468,0
dblp-54924,open_alex-35452,0
dblp-49874,open_alex-08326,0
dblp-33882,open_alex-48160,1
dblp-12790,open_alex-40681,0
dblp-04859,open_alex-51584,0
dblp-40688,open_alex-33667,0
dblp-37980,open_alex-03229,0
dblp-09258,open_alex-52825,1
dblp-32192,open_alex-46917,0
dblp-56796,open_alex-25673,0
dblp-33018,open_alex-21100,0
dblp-38661,open_alex-04562,0
dblp-53991,open_alex-08005,0
dblp-19263,open_alex-11847,0
dblp-20726,open_alex-47099,0
dblp-52391,open_alex-54354,0
dblp-16344,open_alex-21978,0
dblp-42360,open_alex-16286,0
dblp-19027,open_alex-47880,0
dblp-43244,open_alex-56112,0
dblp-47653,open_alex-05931,0
dblp-03778,open_alex-60678,0
dblp-53408,open_alex-53383,1
dblp-45537,open_alex-28077,0
dblp-16933,open_alex-34086,0
dblp-52698,open_alex-04221,0
dblp-48322,open_alex-30278,0
dblp-28485,open_alex-08582,0
dblp-03181,open_alex-13172,1
dblp-30003,open_alex-37748,1
dblp-53981,open_alex-21993,0
dblp-46463,open_alex-06091,0
dblp-08845,open_alex-36604,0
dblp-31284,open_alex-14265,0
dblp-43259,open_alex-43946,0
dblp-27175,open_alex-06166,0
dblp-11306,open_alex-08875,0
dblp-30200,open_alex-19609,0
dblp-08490,open_alex-29279,0
dblp-46162,open_alex-36436,0
dblp-37595,open_alex-52353,0
dblp-11169,open_alex-07781,0
dblp-18801,open_alex-08691,1
dblp-57591,open_alex-15716,0
dblp-26699,open_alex-32951,1
dblp-12724,open_alex-47770,1
dblp-26085,open_alex-09529,0
dblp-13648,open_alex-34086,0
dblp-32587,open_alex-00397,0
dblp-15509,open_alex-45630,0
dblp-10593,open_alex-15399,1
dblp-27394,open_alex-47619,0
dblp-20520,open_alex-30892,1
dblp-38199,open_alex-14186,1
dblp-22974,open_alex-15584,0
dblp-00217,open_alex-09301,0
dblp-30696,open_alex-26674,0
dblp-05396,open_alex-19949,1
dblp-36733,open_alex-45506,0
dblp-53968,open_alex-43888,0
dblp-45887,open_alex-50404,0
dblp-02996,open_alex-05706,1
dblp-45234,open_alex-42536,1
dblp-47576,open_alex-41600,0
dblp-43734,open_alex-26392,0
dblp-04024,open_alex-31577,0
dblp-57446,open_alex-17620,0
dblp-51585,open_alex-25303,1
dblp-20646,open_alex-52782,1
dblp-36225,open_alex-57835,0
dblp-52299,open_alex-33764,1
dblp-07705,open_alex-35553,0
dblp-55832,open_alex-44374,0
dblp-04808,open_alex-14395,1
dblp-21943,open_alex-31507,1
dblp-31421,open_alex-05672,0
dblp-35044,open_alex-49844,0
dblp-21208,open_alex-04289,0
dblp-57432,open_alex-57792,1
dblp-51363,open_alex-12200,1
dblp-38378,open_alex-60500,0
dblp-53781,open_alex-31167,0
dblp-51376,open_alex-02790,0
dblp-42890,open_alex-06485,0
dblp-45260,open_alex-26840,1
dblp-02308,open_alex-42382,1
dblp-17155,open_alex-27437,0
dblp-02788,open_alex-25907,0
dblp-09426,open_alex-20729,1
dblp-47239,open_alex-44478,0
dblp-16880,open_alex-17722,0
dblp-52844,open_alex-33464,0
dblp-03168,open_alex-19609,1
dblp-08049,open_alex-49120,1
dblp-45946,open_alex-08132,1
dblp-13724,open_alex-13263,0
dblp-39067,open_alex-18517,1
dblp-25561,open_alex-48687,0
dblp-59971,open_alex-53607,0
dblp-58903,open_alex-20506,1
dblp-45449,open_alex-38020,1
dblp-04859,open_alex-60676,0
dblp-11625,open_alex-59299,0
dblp-15687,open_alex-29959,0
dblp-42892,open_alex-08903,0
dblp-57826,open_alex-03322,0
dblp-10221,open_alex-29552,0
dblp-22698,open_alex-12519,0
dblp-10114,open_alex-10187,0
dblp-25889,open_alex-13388,0
dblp-28233,open_alex-55227,0
dblp-34835,open_alex-29333,0
dblp-11140,open_alex-13758,1
dblp-25681,open_alex-57376,0
dblp-22171,open_alex-33103,0
dblp-41828,open_alex-53605,1
dblp-29278,open_alex-26842,0
dblp-16711,open_alex-60570,1
dblp-15046,open_alex-35955,0
dblp-49588,open_alex-29617,1
dblp-60550,open_alex-47954,0
dblp-41415,open_alex-31979,1
dblp-20255,open_alex-34896,0
dblp-15093,open_alex-02899,0
dblp-23552,open_alex-31293,1
dblp-57295,open_alex-03296,1
dblp-34569,open_alex-33546,0
dblp-47305,open_alex-03998,0
dblp-16584,open_alex-37719,0
dblp-17933,open_alex-00130,0
dblp-37235,open_alex-60616,0
dblp-37186,open_alex-44830,0
dblp-18832,open_alex-53164,0
dblp-20574,open_alex-29284,1
dblp-55630,open_alex-48150,0
dblp-16543,open_alex-00523,0
dblp-50604,open_alex-17784,0
dblp-28517,open_alex-36610,0
dblp-25266,open_alex-11924,0
dblp-31333,open_alex-20846,1
dblp-00747,open_alex-20194,0
dblp-47508,open_alex-21099,0
dblp-58283,open_alex-54803,1
dblp-43630,open_alex-11474,0
dblp-29215,open_alex-45786,0
dblp-11011,open_alex-00451,0
dblp-11290,open_alex-47442,1
dblp-56436,open_alex-01325,0
dblp-40536,open_alex-35806,0
dblp-06046,open_alex-48969,0
dblp-02287,open_alex-05740,0
dblp-20552,open_alex-33599,1
dblp-17277,open_alex-14430,0
dblp-25827,open_alex-45463,0
dblp-55186,open_alex-28774,1
dblp-00017,open_alex-19326,0
dblp-24781,open_alex-38718,1
dblp-40912,open_alex-02186,0
dblp-47846,open_alex-09786,1
dblp-46298,open_alex-27067,0
dblp-58835,open_alex-50486,1
dblp-21481,open_alex-18434,0
dblp-46454,open_alex-40155,0
dblp-05846,open_alex-00208,1
dblp-58394,open_alex-54421,1
dblp-46949,open_alex-49710,0
dblp-35852,open_alex-48431,0
dblp-18780,open_alex-32466,0
dblp-15571,open_alex-04100,0
dblp-33771,open_alex-60448,0
dblp-41403,open_alex-48167,1
dblp-00102,open_alex-20912,0
dblp-31532,open_alex-36161,0
dblp-45650,open_alex-51310,0
dblp-13855,open_alex-36161,0
dblp-05749,open_alex-51315,0
dblp-52511,open_alex-52581,1
dblp-53481,open_alex-56900,0
dblp-04577,open_alex-16945,1
dblp-58129,open_alex-38329,0
dblp-11793,open_alex-27344,0
dblp-53543,open_alex-42053,0
dblp-24342,open_alex-39368,0
dblp-21888,open_alex-31214,0
dblp-29789,open_alex-00013,0
dblp-44390,open_alex-35244,0
dblp-19133,open_alex-08781,0
dblp-31524,open_alex-42632,0
dblp-32666,open_alex-19326,0
dblp-34366,open_alex-54013,0
dblp-05332,open_alex-46292,0
dblp-41681,open_alex-31985,0
dblp-18221,open_alex-26648,1
dblp-49108,open_alex-54439,0
