id1,id2,label,is_hard
49885696,59641242,0,False
74664189,31729424,1,False
20151064,41953107,1,False
17093585,9479921,0,False
32989060,7604703,1,False
67904610,7604703,0,True
92213757,96067120,0,True
44486080,87292025,0,False
49885696,70747254,0,False
24041154,41065056,1,False
60294267,22599611,0,True
62362546,90993338,0,False
1088849,81376715,0,False
61402118,21085676,0,True
88855243,14576497,1,False
18406024,3817876,1,False
13661943,37596121,1,False
53763929,57419163,0,False
72112341,60632785,1,False
10006478,39947591,1,False
72884596,31729426,0,True
92869360,140610,1,False
89520680,81370212,0,True
40849883,23170354,1,False
62202191,79322922,0,False
87430670,67265186,1,False
46925007,43921466,0,False
9931826,56844385,0,False
20151064,38438912,0,False
77651287,23123467,1,False
58505382,36258612,0,False
14296399,75418922,0,False
72380436,24687585,1,False
15497680,19320322,1,False
1367517,41953107,0,False
1088849,78036655,0,False
34118962,83049407,1,False
24446703,13323054,1,False
82710940,55105128,0,False
82710940,81589317,0,False
21357223,43760984,1,False
5541784,15243561,0,True
80703508,21390817,0,True
61402118,57419163,0,False
47930825,94023120,0,True
88407990,66956098,1,False
35008093,2562694,1,False
66284906,15081125,0,False
72884596,63700999,1,False
21663730,52774015,0,False
51886539,12425146,1,False
51886539,55975668,0,False
35008093,61023226,0,True
17885462,61023226,1,False
18241261,87528676,0,False
79686292,18797711,0,False
5603029,31291687,1,False
14210025,31729426,1,False
90249643,49018985,1,False
36829921,7351682,0,True
13966843,70567614,1,False
61268150,92929142,1,False
9210121,17106657,1,False
6850120,3611944,1,False
91998940,24209193,0,False
85773146,55744888,1,False
26441327,71536635,1,False
31158408,3611944,0,False
2967922,36042478,1,False
37366005,94023120,0,False
10966509,41915007,0,False
70715850,45388399,0,False
56908938,78645105,0,False
33615110,78645105,1,False
44618699,72856559,1,False
10126197,97095163,1,False
33615110,80344423,0,False
36863105,11420148,0,False
33428043,58913839,1,False
23766798,36258612,1,False
79023169,2901501,1,False
15497680,58913839,0,False
12120697,32586695,1,False
58685745,21961368,1,False
10966509,51002400,1,False
50064518,38438912,1,False
63475263,94023120,0,True
78427880,22363612,1,False
67844012,33164035,1,False
44559075,8389373,0,False
33743161,43921466,0,True
1367517,5483712,1,False
9291809,52499748,0,False
1051429,34725164,1,False
79970974,73093363,1,False
11218658,79322922,0,False
35008093,94490280,0,False
25769761,80344423,0,False
51788229,23123467,0,True
25537521,15081125,0,False
25537521,33972604,1,False
91998940,16526774,0,True
790322,32586695,0,True
4330,45388399,0,False
57780651,22363612,0,False
29807017,49271093,1,False
65406066,70202451,1,False
17105045,88783737,1,False
61402118,71377449,0,False
52216082,55105128,0,True
65406066,9127388,0,False
67844012,16526774,0,True
91472204,94490280,1,False
91998940,73093363,0,False
44486080,90945906,1,False
35022778,33164035,0,True
71962852,74115015,1,False
77251182,62181527,0,True
6480791,55975668,1,False
7131523,49443304,0,False
67266823,86161752,1,False
1213105,21085676,0,False
84127875,10862342,0,False
25769761,53548309,1,False
40657837,43524915,0,True
67904610,69577580,0,False
20317030,1773697,1,False
65522262,49271093,0,False
62202191,80982518,1,False
13044456,21085676,0,True
46925007,24308656,1,False
18241261,67087419,0,True
61937132,62148898,1,False
67312605,79132974,1,False
33916475,79322922,0,False
27166335,71540353,1,False
19049152,32586695,0,False
63669867,52397662,1,False
52315318,24257322,1,False
34235154,60106919,1,False
29326164,15804397,1,False
30526558,2479956,1,False
72380436,21390817,0,False
16121684,43921466,0,False
80703508,97121064,1,False
50240914,57419163,1,False
1051429,71377449,0,False
64910586,7351682,0,True
9210121,7604703,0,False
44551871,46802224,1,False
67266823,75028693,0,False
71962852,32492686,0,True
35008093,68681090,0,True
93115467,61050661,1,False
81243770,37356406,1,False
84127875,62181527,1,False
46066406,55105128,0,True
4330,11420148,1,False
42551174,67818648,1,False
49885696,81746764,1,False
67844012,79132974,0,False
57780651,84864631,1,False
6477979,49443302,1,False
91998940,10862342,1,False
64499444,50672860,1,False
13044456,52774015,0,False
34392254,92929142,0,False
12612826,98819578,1,False
72112341,98055812,0,True
32159667,78036655,1,False
88850217,36358120,1,False
50064518,71078899,0,False
74413605,72508476,1,False
74655572,68681090,1,False
35479899,32492686,1,False
47930825,4601555,1,False
20151064,36741187,0,False
67375798,85694947,1,False
3323341,68085447,1,False
67312605,8294669,0,False
45702055,80344423,1,False
74655572,61023226,0,True
7808986,77229645,1,False
65021259,90993338,1,False
43837358,24209193,1,False
45550541,30048111,0,True
65522262,75028693,1,False
27965637,64958976,1,False
51563635,51893803,0,False
12120697,33293970,0,False
13044456,81532102,0,True
13044456,88530378,1,False
26045464,9127388,0,False
31158408,67831061,1,False
7808986,22207502,0,True
71962852,71377449,0,False
23694723,22519203,0,False
52518330,21390817,1,False
45252731,16526774,0,False
36863105,41915007,1,False
67904610,40580269,1,False
61107059,96983625,1,False
9931826,53977378,1,False
86835292,15243561,0,False
45702055,21085676,0,True
4425308,48637921,0,False
77251182,56844385,1,False
1051429,31729424,0,True
20317030,41065056,0,False
92213757,92930814,1,False
25537521,18797711,0,False
44678762,66417148,1,False
64910586,49443304,1,False
62362546,85734119,1,False
9004260,85694947,0,False
78427880,67318157,0,False
17105045,50672860,0,False
49672008,9479921,1,False
29807017,70747254,0,False
88407990,64958976,0,True
26366372,64536671,1,False
56908938,9801591,1,False
3957588,94023120,0,False
23694723,94651152,1,False
34118962,46802224,0,False
19807424,71377449,1,False
24025819,58883395,1,False
15730411,64335925,1,False
58505382,98055812,1,False
52172790,46802224,0,False
62362546,18197151,0,False
4425308,80982518,0,False
14827250,33293970,1,False
46066406,96342701,1,False
89199142,64536671,0,False
36829921,12649959,1,False
21120112,67087419,0,True
36863105,94023120,0,True
13661943,71078899,0,False
52437198,59641242,1,False
63475263,23123467,0,True
65021259,32586695,0,False
19049152,97389879,1,False
54859186,3550840,1,False
35008093,12649959,0,False
14728561,71078899,0,True
74635538,86024202,0,False
79023169,49443302,0,True
5541784,18797711,1,False
89520680,49634763,1,False
7131523,67087419,1,False
50232345,48637921,1,False
61402118,81532102,1,False
21120112,59899655,1,False
82710940,66752889,1,False
33916475,88949733,1,False
10958685,52774015,0,False
34392254,23123467,0,True
17105045,32492686,0,False
62817036,87528676,0,False
44618699,21085676,0,False
43481409,44802924,1,False
98009535,7206236,1,False
44559075,73215238,1,False
34235154,21085676,0,False
67904610,18197151,0,False
16121684,30450098,1,False
13966843,75418922,0,False
74655572,2562694,0,True
56908938,77229645,0,True
22415142,85938356,1,False
33743161,71078899,1,False
26377693,55105128,1,False
34392254,94023120,0,True
19001308,22290248,1,False
74664189,31729426,0,True
88855243,25536211,0,False
34973375,95444865,1,False
48951428,36741187,1,False
10958685,15243561,1,False
10958685,45388399,0,True
17093585,98819578,0,True
44678762,9479921,0,False
1213105,70747254,1,False
10164790,93281591,1,False
11218658,52175008,1,False
14728561,18197151,0,False
79686292,77596659,1,False
26045464,12726597,1,False
77093147,79322922,1,False
61268150,58883395,0,True
29807017,62148898,0,False
