id1,id2,label,is_hard
67375798,78451157,1,False
77791574,22045929,0,True
30865647,4753127,1,False
25909923,88240059,1,False
32989060,80509522,1,False
18406024,36983299,0,True
75436923,92228530,0,False
24025819,41306498,0,False
11218658,14365536,0,False
18241261,96606457,0,True
84127875,69955627,0,True
51563635,83073102,0,False
32159667,4497800,0,False
6817605,13750671,1,False
7131523,51422423,1,False
21663730,18175862,1,False
57780651,85884739,0,True
32989060,90698135,0,True
24041154,23646540,1,False
29807017,59984385,1,False
34235154,41528116,1,False
9545127,68616904,0,False
5603029,77221551,0,False
62362546,76203468,1,False
7808986,46604005,1,False
5541784,36185664,0,False
24673290,94836578,0,False
72380436,42589927,0,False
91472204,78451157,0,False
14296399,36518944,0,True
36863105,46604005,0,False
84127875,4486239,1,False
79023169,46604005,0,False
26045464,71212847,0,False
33650372,91452319,0,True
98557440,53357791,0,False
74413605,21668308,0,True
50064518,68616904,0,False
65021259,83850638,1,False
74017051,49082586,1,False
34235154,55820273,0,True
61937132,69955627,0,True
62817036,45984876,1,False
51788229,77256547,1,False
62078047,12117192,1,False
89199142,1573389,0,True
33916475,81285148,1,False
74635538,22323468,1,False
88850217,53357791,0,False
9931826,4648146,0,False
1252810,22646558,1,False
77093147,22158552,1,False
52315318,33111765,1,False
33428043,96203949,1,False
62197544,74956462,1,False
66284906,94836578,1,False
9830579,60257394,0,False
19049152,41335396,1,False
94807470,77221551,0,False
17105045,96606457,0,True
13966843,69004107,1,False
1252810,71534371,0,False
6817605,78086660,0,False
40849883,1613425,1,False
10164790,57030114,0,True
6480791,55820273,0,True
89520680,37879130,1,False
26377693,34253861,0,False
40657837,71534371,0,False
25769761,2701720,1,False
45702055,22045929,1,False
33743161,40122686,0,False
94807470,22684792,0,False
11218658,23697602,1,False
32159667,91452319,0,True
790322,36185664,0,False
92869360,69955627,0,False
67266823,63864528,0,False
9210121,52751720,1,False
13044456,48127105,1,False
39143445,28682501,0,False
3957588,31447687,1,False
54859186,30304218,0,False
87560329,3552090,0,False
72112341,90625496,1,False
9545127,20847402,0,True
84816822,32435750,0,True
98557440,23581,0,False
91472204,60571140,1,False
26377693,21668308,0,True
81243770,35648212,0,False
5603029,44593789,0,True
29326164,36983299,0,True
34973375,41720223,0,False
67312605,57030114,0,True
28204167,23211539,0,True
89520680,90232019,0,False
71962852,34888275,1,False
30865647,19665462,0,False
42551174,42008504,1,False
30526558,23211539,1,False
18406024,56719289,0,True
26045464,1175526,1,False
25909923,17272957,0,False
98557440,12404184,1,False
15730411,60571140,0,True
52172790,37026032,1,False
43481409,53182019,0,False
72884596,49739678,1,False
21357223,35481120,1,False
46066406,21668308,0,True
43837358,3381121,1,False
26366372,96203949,0,True
81243770,64332873,1,False
6477979,44142409,1,False
88407990,51061090,0,False
93115467,18031980,0,False
40849883,542014,0,False
74413605,55587435,1,False
27965637,48184346,0,True
37366005,48452637,1,False
26285820,36246279,1,False
24446703,32435750,1,False
67844012,10474555,1,False
77651287,693299,0,True
44559075,49082586,0,True
44559075,55475405,1,False
79970974,18687923,0,True
51563635,32141517,1,False
61937132,71534371,1,False
39143445,63864528,1,False
45550541,85884739,0,True
35022778,86735831,0,True
81243770,92228530,0,True
80703508,17272957,1,False
6480791,96203949,0,True
25537521,20390207,1,False
44678762,89923273,1,False
92869360,91452319,0,True
26285820,96203949,0,False
77251182,69955627,1,False
26377693,63165595,1,False
18241261,29935211,1,False
1213105,22646558,0,True
3957588,48184346,0,True
79023169,23581,1,False
82710940,97971282,1,False
64204030,41306498,1,False
61107059,10391772,1,False
790322,70240251,1,False
10006478,31726913,0,True
51788229,91452319,0,True
87430670,19242534,1,False
21153036,97971282,0,False
49672008,78451157,0,False
20151064,5389761,1,False
52315318,54607791,0,False
33650372,23697602,0,False
21153036,18997869,0,False
90249643,49082586,0,False
61268150,36185664,1,False
9752639,96150112,1,False
1252810,39434551,0,True
5603029,29923231,1,False
33743161,40032101,0,False
28212814,33355653,0,False
56908938,1573389,1,False
51886539,88986804,0,True
62197544,33355653,0,False
77651287,1613425,0,True
19049152,91452319,0,True
49885696,42589927,0,True
33615110,86735831,0,True
64910586,46604005,0,False
73035052,17272957,0,False
74017051,21668308,0,False
46925007,91452319,0,True
63669867,85884739,0,False
44678762,48452637,0,False
86835292,39434551,0,True
29326164,57657334,1,False
24041154,48184346,0,False
24025819,51422423,0,False
17885462,30355136,0,True
24446703,19665462,0,False
63475263,14365536,1,False
36829921,85884739,1,False
12120697,67987526,0,False
6480791,96130409,1,False
33615110,7748158,1,False
61107059,17272957,0,False
65522262,54607791,0,False
20317030,198799,1,False
26441327,97971282,0,False
17105045,21269706,1,False
12612826,95555674,1,False
46925007,88986804,0,True
26441327,67987526,1,False
52518330,3463117,1,False
21120112,96606457,1,False
3323341,45883906,1,False
19001308,18687923,1,False
79686292,48452637,0,True
27965637,39434551,1,False
98009535,128973,1,False
35479899,87884973,1,False
52216082,51422423,0,False
14827250,95051535,0,True
50232345,20462564,0,True
79970974,19665462,1,False
10966509,8808988,1,False
52216082,59984385,0,False
52437198,31407039,1,False
62202191,92228530,1,False
67904610,90698135,1,False
33650372,18031980,1,False
52216082,21668308,1,False
79686292,64334870,1,False
16121684,91897985,1,False
26285820,69004107,0,False
47930825,693299,1,False
6850120,88915738,1,False
34392254,23535389,0,False
49885696,54607791,1,False
9291809,77658647,1,False
51886539,56719289,1,False
21153036,95051535,1,False
42551174,88240059,0,True
67375798,35054140,0,False
60294267,20203774,0,True
9004260,28682501,1,False
86835292,53357791,1,False
10006478,13012302,1,False
24025819,30304218,1,False
2967922,40122686,1,False
15730411,64154231,1,False
49672008,3552090,1,False
28204167,31407039,0,True
48951428,36518944,1,False
35022778,4648146,0,False
44618699,3381121,0,False
52437198,44593789,0,True
64499444,20390207,0,True
9931826,88986804,1,False
32989060,88915738,0,False
3323341,693299,0,False
64910586,36180452,1,False
29326164,18920928,0,False
19807424,128973,0,True
54859186,54051972,1,False
57780651,959421,1,False
14728561,23622594,1,False
1051429,11833679,0,True
45550541,57657334,0,False
14827250,38836785,1,False
48951428,7748158,0,False
9752639,1707364,0,False
50232345,74146632,1,False
23694723,61198101,1,False
88407990,90232019,0,False
40657837,60928089,1,False
34973375,90232019,1,False
60294267,3941977,1,False
44618699,17693785,1,False
9830579,91452319,0,True
67312605,67742342,1,False
86835292,12117192,0,False
79686292,28601651,0,False
44486080,87789185,1,False
6480791,14787728,0,False
4330,23535389,0,True
45702055,77256547,0,False
49241259,88986045,1,False
33650372,67987526,0,False
9830579,82210147,1,False
88855243,96606457,0,True
