matcher,threshold,f1,precision,recall,true_positives,false_positives,false_negatives,string_similarity_function,string_tokenization,n_comparators,classifier,use_probabilities,n_features,hyperparams
MLBasedMatcher,0.4,0.4186046511627907,0.9310344827586207,0.27,27,2,73,,,,xgboost,True,72.0,"{'objective': 'binary:logistic', 'colsample_bytree': 1.0, 'enable_categorical': False, 'eval_metric': 'logloss', 'learning_rate': 0.1, 'max_depth': 3, 'missing': nan, 'n_estimators': 300, 'scale_pos_weight': 11.5, 'subsample': 1.0, 'use_label_encoder': False}"
MLBasedMatcher,0.4,0.40310077519379844,0.896551724137931,0.26,26,3,74,,,,rf,True,72.0,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 4, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 300, 'oob_score': False, 'warm_start': False}"
MLBasedMatcher,0.5,0.3968253968253968,0.9615384615384616,0.25,25,1,75,,,,xgboost,True,72.0,"{'objective': 'binary:logistic', 'colsample_bytree': 1.0, 'enable_categorical': False, 'eval_metric': 'logloss', 'learning_rate': 0.1, 'max_depth': 3, 'missing': nan, 'n_estimators': 300, 'scale_pos_weight': 11.5, 'subsample': 1.0, 'use_label_encoder': False}"
RuleBasedMatcher,0.8,0.39,0.39,0.39,39,61,61,cosine,char,6.0,,,,
RuleBasedMatcher,0.8,0.37073170731707317,0.3619047619047619,0.38,38,67,62,jaro_winkler,,6.0,,,,
MLBasedMatcher,0.7,0.36448598130841126,0.34210526315789475,0.39,39,75,61,,,,logreg,True,72.0,"{'C': 0.1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'max_iter': 1000, 'multi_class': 'deprecated', 'penalty': 'l2', 'solver': 'lbfgs', 'tol': 0.0001, 'warm_start': False}"
MLBasedMatcher,0.6,0.36065573770491804,1.0,0.22,22,0,78,,,,xgboost,True,72.0,"{'objective': 'binary:logistic', 'colsample_bytree': 1.0, 'enable_categorical': False, 'eval_metric': 'logloss', 'learning_rate': 0.1, 'max_depth': 3, 'missing': nan, 'n_estimators': 300, 'scale_pos_weight': 11.5, 'subsample': 1.0, 'use_label_encoder': False}"
RuleBasedMatcher,0.8,0.3492063492063492,0.3707865168539326,0.33,33,56,67,sorensen_dice,char,6.0,,,,
MLBasedMatcher,0.8,0.3448275862068966,0.40540540540540543,0.3,30,44,70,,,,gbdt,True,72.0,"{'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'learning_rate': 0.2, 'loss': 'log_loss', 'max_depth': 7, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'warm_start': False}"
MLBasedMatcher,0.4,0.34285714285714286,0.4,0.3,30,45,70,,,,gbdt,True,72.0,"{'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'learning_rate': 0.2, 'loss': 'log_loss', 'max_depth': 7, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'warm_start': False}"
MLBasedMatcher,0.5,0.34285714285714286,0.4,0.3,30,45,70,,,,gbdt,True,72.0,"{'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'learning_rate': 0.2, 'loss': 'log_loss', 'max_depth': 7, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'warm_start': False}"
MLBasedMatcher,0.6,0.34285714285714286,0.4,0.3,30,45,70,,,,gbdt,True,72.0,"{'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'learning_rate': 0.2, 'loss': 'log_loss', 'max_depth': 7, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'warm_start': False}"
MLBasedMatcher,0.7,0.34285714285714286,0.4,0.3,30,45,70,,,,gbdt,True,72.0,"{'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'learning_rate': 0.2, 'loss': 'log_loss', 'max_depth': 7, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'warm_start': False}"
MLBasedMatcher,0.3,0.34090909090909094,0.39473684210526316,0.3,30,46,70,,,,gbdt,True,72.0,"{'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'learning_rate': 0.2, 'loss': 'log_loss', 'max_depth': 7, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'warm_start': False}"
MLBasedMatcher,0.9,0.3391812865497076,0.4084507042253521,0.29,29,42,71,,,,gbdt,True,72.0,"{'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'learning_rate': 0.2, 'loss': 'log_loss', 'max_depth': 7, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'warm_start': False}"
RuleBasedMatcher,0.7,0.33695652173913043,0.36904761904761907,0.31,31,53,69,jaccard,char,6.0,,,,
RuleBasedMatcher,0.5,0.2876712328767123,0.45652173913043476,0.21,21,25,79,jaccard,word,6.0,,,,
MLBasedMatcher,0.8,0.2762430939226519,0.30864197530864196,0.25,25,56,75,,,,logreg,True,72.0,"{'C': 0.1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'max_iter': 1000, 'multi_class': 'deprecated', 'penalty': 'l2', 'solver': 'lbfgs', 'tol': 0.0001, 'warm_start': False}"
MLBasedMatcher,0.7,0.2758620689655173,1.0,0.16,16,0,84,,,,xgboost,True,72.0,"{'objective': 'binary:logistic', 'colsample_bytree': 1.0, 'enable_categorical': False, 'eval_metric': 'logloss', 'learning_rate': 0.1, 'max_depth': 3, 'missing': nan, 'n_estimators': 300, 'scale_pos_weight': 11.5, 'subsample': 1.0, 'use_label_encoder': False}"
RuleBasedMatcher,0.6,0.24203821656050953,0.3333333333333333,0.19,19,38,81,levenshtein,,6.0,,,,
RuleBasedMatcher,0.6,0.2411347517730497,0.4146341463414634,0.17,17,24,83,cosine,word,6.0,,,,
RuleBasedMatcher,0.6,0.24050632911392403,0.3275862068965517,0.19,19,39,81,damerau_levenshtein,,6.0,,,,
RuleBasedMatcher,0.6,0.21582733812949642,0.38461538461538464,0.15,15,24,85,sorensen_dice,word,6.0,,,,
MLBasedMatcher,0.8,0.21428571428571425,1.0,0.12,12,0,88,,,,xgboost,True,72.0,"{'objective': 'binary:logistic', 'colsample_bytree': 1.0, 'enable_categorical': False, 'eval_metric': 'logloss', 'learning_rate': 0.1, 'max_depth': 3, 'missing': nan, 'n_estimators': 300, 'scale_pos_weight': 11.5, 'subsample': 1.0, 'use_label_encoder': False}"
RuleBasedMatcher,0.7,0.20155038759689922,0.4482758620689655,0.13,13,16,87,overlap,word,6.0,,,,
MLBasedMatcher,0.5,0.1801801801801802,0.9090909090909091,0.1,10,1,90,,,,rf,True,72.0,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 4, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 300, 'oob_score': False, 'warm_start': False}"
RuleBasedMatcher,0.8,0.15037593984962405,0.30303030303030304,0.1,10,23,90,jaccard,char,6.0,,,,
RuleBasedMatcher,0.9,0.13953488372093023,0.3103448275862069,0.09,9,20,91,sorensen_dice,char,6.0,,,,
RuleBasedMatcher,0.9,0.13846153846153844,0.3,0.09,9,21,91,cosine,char,6.0,,,,
RuleBasedMatcher,0.7,0.13432835820895522,0.2647058823529412,0.09,9,25,91,levenshtein,,6.0,,,,
RuleBasedMatcher,0.7,0.13432835820895522,0.2647058823529412,0.09,9,25,91,damerau_levenshtein,,6.0,,,,
MLBasedMatcher,0.9,0.13084112149532712,1.0,0.07,7,0,93,,,,xgboost,True,72.0,"{'objective': 'binary:logistic', 'colsample_bytree': 1.0, 'enable_categorical': False, 'eval_metric': 'logloss', 'learning_rate': 0.1, 'max_depth': 3, 'missing': nan, 'n_estimators': 300, 'scale_pos_weight': 11.5, 'subsample': 1.0, 'use_label_encoder': False}"
RuleBasedMatcher,0.6,0.126984126984127,0.3076923076923077,0.08,8,18,92,jaccard,word,6.0,,,,
RuleBasedMatcher,0.9,0.124031007751938,0.27586206896551724,0.08,8,21,92,jaro_winkler,,6.0,,,,
RuleBasedMatcher,0.7,0.11570247933884298,0.3333333333333333,0.07,7,14,93,sorensen_dice,word,6.0,,,,
RuleBasedMatcher,0.7,0.11570247933884298,0.3333333333333333,0.07,7,14,93,cosine,word,6.0,,,,
RuleBasedMatcher,0.8,0.1111111111111111,0.2692307692307692,0.07,7,19,93,levenshtein,,6.0,,,,
RuleBasedMatcher,0.8,0.1111111111111111,0.2692307692307692,0.07,7,19,93,damerau_levenshtein,,6.0,,,,
RuleBasedMatcher,0.7,0.10714285714285712,0.5,0.06,6,6,94,jaccard,word,6.0,,,,
RuleBasedMatcher,0.8,0.09523809523809523,1.0,0.05,5,0,95,overlap,word,6.0,,,,
RuleBasedMatcher,0.9,0.08264462809917356,0.23809523809523808,0.05,5,16,95,jaccard,char,6.0,,,,
RuleBasedMatcher,0.9,0.06837606837606838,0.23529411764705882,0.04,4,13,96,levenshtein,,6.0,,,,
RuleBasedMatcher,0.9,0.06837606837606838,0.23529411764705882,0.04,4,13,96,damerau_levenshtein,,6.0,,,,
RuleBasedMatcher,0.8,0.058252427184466014,1.0,0.03,3,0,97,sorensen_dice,word,6.0,,,,
RuleBasedMatcher,0.8,0.058252427184466014,1.0,0.03,3,0,97,cosine,word,6.0,,,,
MLBasedMatcher,0.9,0.03007518796992481,0.06060606060606061,0.02,2,31,98,,,,logreg,True,72.0,"{'C': 0.1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'max_iter': 1000, 'multi_class': 'deprecated', 'penalty': 'l2', 'solver': 'lbfgs', 'tol': 0.0001, 'warm_start': False}"
RuleBasedMatcher,0.8,0.0,0.0,0.0,0,0,100,jaccard,word,6.0,,,,
RuleBasedMatcher,0.9,0.0,0.0,0.0,0,0,100,jaccard,word,6.0,,,,
RuleBasedMatcher,0.9,0.0,0.0,0.0,0,0,100,sorensen_dice,word,6.0,,,,
RuleBasedMatcher,0.9,0.0,0.0,0.0,0,0,100,cosine,word,6.0,,,,
RuleBasedMatcher,0.9,0.0,0.0,0.0,0,0,100,overlap,word,6.0,,,,
MLBasedMatcher,0.6,0.0,0.0,0.0,0,0,100,,,,rf,True,72.0,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 4, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 300, 'oob_score': False, 'warm_start': False}"
MLBasedMatcher,0.7,0.0,0.0,0.0,0,0,100,,,,rf,True,72.0,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 4, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 300, 'oob_score': False, 'warm_start': False}"
MLBasedMatcher,0.8,0.0,0.0,0.0,0,0,100,,,,rf,True,72.0,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 4, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 300, 'oob_score': False, 'warm_start': False}"
MLBasedMatcher,0.9,0.0,0.0,0.0,0,0,100,,,,rf,True,72.0,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 4, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 300, 'oob_score': False, 'warm_start': False}"
MLBasedMatcher,0.3,0.0,0.0,0.0,0,0,100,,,,hist_gbdt,True,72.0,"{'categorical_features': 'from_dtype', 'early_stopping': 'auto', 'l2_regularization': 0.0, 'learning_rate': 0.2, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 20, 'max_features': 1.0, 'max_iter': 200, 'max_leaf_nodes': 31, 'min_samples_leaf': 50, 'n_iter_no_change': 10, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'warm_start': False}"
MLBasedMatcher,0.4,0.0,0.0,0.0,0,0,100,,,,hist_gbdt,True,72.0,"{'categorical_features': 'from_dtype', 'early_stopping': 'auto', 'l2_regularization': 0.0, 'learning_rate': 0.2, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 20, 'max_features': 1.0, 'max_iter': 200, 'max_leaf_nodes': 31, 'min_samples_leaf': 50, 'n_iter_no_change': 10, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'warm_start': False}"
MLBasedMatcher,0.5,0.0,0.0,0.0,0,0,100,,,,hist_gbdt,True,72.0,"{'categorical_features': 'from_dtype', 'early_stopping': 'auto', 'l2_regularization': 0.0, 'learning_rate': 0.2, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 20, 'max_features': 1.0, 'max_iter': 200, 'max_leaf_nodes': 31, 'min_samples_leaf': 50, 'n_iter_no_change': 10, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'warm_start': False}"
MLBasedMatcher,0.6,0.0,0.0,0.0,0,0,100,,,,hist_gbdt,True,72.0,"{'categorical_features': 'from_dtype', 'early_stopping': 'auto', 'l2_regularization': 0.0, 'learning_rate': 0.2, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 20, 'max_features': 1.0, 'max_iter': 200, 'max_leaf_nodes': 31, 'min_samples_leaf': 50, 'n_iter_no_change': 10, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'warm_start': False}"
MLBasedMatcher,0.7,0.0,0.0,0.0,0,0,100,,,,hist_gbdt,True,72.0,"{'categorical_features': 'from_dtype', 'early_stopping': 'auto', 'l2_regularization': 0.0, 'learning_rate': 0.2, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 20, 'max_features': 1.0, 'max_iter': 200, 'max_leaf_nodes': 31, 'min_samples_leaf': 50, 'n_iter_no_change': 10, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'warm_start': False}"
MLBasedMatcher,0.8,0.0,0.0,0.0,0,0,100,,,,hist_gbdt,True,72.0,"{'categorical_features': 'from_dtype', 'early_stopping': 'auto', 'l2_regularization': 0.0, 'learning_rate': 0.2, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 20, 'max_features': 1.0, 'max_iter': 200, 'max_leaf_nodes': 31, 'min_samples_leaf': 50, 'n_iter_no_change': 10, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'warm_start': False}"
MLBasedMatcher,0.9,0.0,0.0,0.0,0,0,100,,,,hist_gbdt,True,72.0,"{'categorical_features': 'from_dtype', 'early_stopping': 'auto', 'l2_regularization': 0.0, 'learning_rate': 0.2, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 20, 'max_features': 1.0, 'max_iter': 200, 'max_leaf_nodes': 31, 'min_samples_leaf': 50, 'n_iter_no_change': 10, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'warm_start': False}"
