id,brand,title,description,price,priceCurrency,cluster_id,url,title_description,model,model_number,product_type,chipset_name,vram_gb,storage_gb,read_speed_mb_s,write_speed_mb_s,bus_type,interface_type,width_mm,length_mm,height_mm,weight_g,storage_connection_type,memory_type,color,form_factor
products_2_29058570,Sandisk,SanDisk Cruzer Blade USB Flash Drive 128GB,"Shipped in 3 to 5 working daysCondition : New SanDisk USB Flash Drives offer a fast, convenient way to back up, share, carry and transfer your files. These flash drives provide enough space to store your photos, videos, music, and other personal files. With their pocket-sized designs and expansive capacities, SanDisk USB drives let you take your files wherever you go.Features:- Made to fit in your pocketWhat's in the box1 x SanDisk Cruzer 128GB FlashModel : SDCZ50-128G-B35",290.0,ZAR,1068990.0,https://www.egadgets.co.za/product/sandisk-cruzer-blade-usb-flash-drive-128gb,"SanDisk Cruzer Blade USB Flash Drive 128GB. Description: Shipped in 3 to 5 working daysCondition : New SanDisk USB Flash Drives offer a fast, convenient way to back up, share, carry and transfer your files. These flash drives provide enough space to store your photos, videos, music, and other personal files. With their pocket-sized designs and expansive capacities, SanDisk USB drives let you take your files wherever you go.Features:- Made to fit in your pocketWhat's in the box1 x SanDisk Cruzer 128GB FlashModel : SDCZ50-128G-B35",Cruzer Blade,SDCZ50-128G-B35,,,,128.0 GB,,,USB 2.0,,,,,,,,black and red,
products_2_46100236,Kingston,Kingston 128GB DataTraveler microDuo USB 3.1 Type-C Flash Drive,"128GB DataTraveler microDuo USB 3.1 Type-C Flash Drive. DataTraveler microDuo 3C has a dual interface thatworks with both standard USB and USB Type-C ports. Its an ideal way to provide up to 128GB of extra storage for the latest smartphones, tablets, PCs and Mac computers, which may have limited expansion ports,and its easier than sharing files via online services.Its plug and play and fast, with speeds up to 100MB/s read and 15MB/s write, and it has a rotating cap to protect the reversible USB Type-C connector.",23.99,GBP,1085000.0,https://www.e4deal.com/product/kingston-technology-datatraveler-microduo-3c-128gb-usb-flash-drive-usb-type-a-usb-type-c-3-0-3-1-gen-1-silver,"Kingston 128GB DataTraveler microDuo USB 3.1 Type-C Flash Drive. Description: 128GB DataTraveler microDuo USB 3.1 Type-C Flash Drive. DataTraveler microDuo 3C has a dual interface thatworks with both standard USB and USB Type-C ports. Its an ideal way to provide up to 128GB of extra storage for the latest smartphones, tablets, PCs and Mac computers, which may have limited expansion ports,and its easier than sharing files via online services.Its plug and play and fast, with speeds up to 100MB/s read and 15MB/s write, and it has a rotating cap to protect the reversible USB Type-C connector.",DataTraveler microDuo,,USB_STICK,,,,100.0 MB/s,,,USB Type-A / USB Type-C,,,,,USB Type-C,,Silver,
products_2_41106684,Western Digital,WD My Passport Go 500GB External Portable Solid State Drive/SSD - Cobalt Trim,"500GB WD My Passport Go WDBMCG5000ABT-WESN, Portable External SSD, USB 3.0, Bus Powered, Cobalt Trim",76.99,GBP,1090368.0,https://www.scan.co.uk/products/500gb-wd-my-passport-go-wdbmcg5000abt-wesn-portable-external-ssd-usb-30-bus-powered-cobalt-trim,"WD My Passport Go 500GB External Portable Solid State Drive/SSD - Cobalt Trim. Description: 500GB WD My Passport Go WDBMCG5000ABT-WESN, Portable External SSD, USB 3.0, Bus Powered, Cobalt Trim",My Passport Go,,SSD,,,500.0 GB,,,USB 3.0,,,,,,,,Cobalt Trim,
products_2_93767928,Kingston,Kingston Technology DataTraveler 100 G3 USB flash drive 256 GB USB Type-A 3.2 Gen 1 (3.1 Gen 1) Zwart,DataTraveler 100 G3 256GB,38.43,EUR,1090670.0,https://computersvandaag.nl/product/kingston-technology-datatraveler-100-g3-usb-flash-drive-256-gb-usb-type-a-3-2-gen-1-3-1-gen-1-zwart,Kingston Technology DataTraveler 100 G3 USB flash drive 256 GB USB Type-A 3.2 Gen 1 (3.1 Gen 1) Zwart. Description: DataTraveler 100 G3 256GB,,DT100G3/256GB,USB_STICK,,,256.0 GB,,,,USB Type-A,,,,,USB Type-A,,Zwart,
products_2_3722813,Western Digital,P10 Game Drive for Xbox 3TB,"The WD_Black P10 Game Drive for Xbox One gives your Xbox the performance-enhancing tools it needs to keep your competitive edge. With up to 5TB of storage capacity, the WD_Black P10 Game Drive for Xbox One is a top-tier external HDD built specifically for gamers looking to expand the potential of their Xbox so they can drive their game the way they choose. Also included with your purchase is a free, 2-month Xbox Game Pass Ultimate membership which includes all the benefits of Xbox Live Gold, plus access to 100+ high-quality console and PC game.",229.99,NZD,1103088.0,https://www.noelleeming.co.nz/shop/computers-tablets/accessories/storage-memory/wd-wdba5g0030bbk-wesn-p10-game-drive-for-xbox-3tb/prod187617.html,"P10 Game Drive for Xbox 3TB. Description: The WD_Black P10 Game Drive for Xbox One gives your Xbox the performance-enhancing tools it needs to keep your competitive edge. With up to 5TB of storage capacity, the WD_Black P10 Game Drive for Xbox One is a top-tier external HDD built specifically for gamers looking to expand the potential of their Xbox so they can drive their game the way they choose. Also included with your purchase is a free, 2-month Xbox Game Pass Ultimate membership which includes all the benefits of Xbox Live Gold, plus access to 100+ high-quality console and PC game.",P10 Game Drive for Xbox,WDBA5G0030BBK-WESN,HDD,,,"3,000.0 GB",130.0 MB/s,,USB 3.0,Micro B,87.9,118.1,20.8,,,,Black/White,2.5-inch
products_2_45740036,Hewlett Packard,HP 1.8TB SAS 10K SFF SC 512e DS HDD Server Hard Drive,HP 1.8TB SAS 10K SFF SC 512e DS HDD Server Hard Drive HP 1.8TB SAS 10K SFF SC 512e DS HDD Server Hard Drive part number 872481-B21 in addition has a rotation Speed of (RPM):10K,"60,200.0",KES,110368.0,https://tetop.co.ke/product/hp-1-8tb-sas-10k-sff-sc-512e-ds-hdd-server-hard-drive,HP 1.8TB SAS 10K SFF SC 512e DS HDD Server Hard Drive. Description: HP 1.8TB SAS 10K SFF SC 512e DS HDD Server Hard Drive HP 1.8TB SAS 10K SFF SC 512e DS HDD Server Hard Drive part number 872481-B21 in addition has a rotation Speed of (RPM):10K,,872481-B21,HDD,,,,,,SAS,,,,,,SFF,,,2.5-inch
products_2_14556438,Intel,"Intel SSD D3-S4510 Series (960GB, 2.5in SATA 6Gb/s, 3D2, TLC) Generic Single Pack","Intel SSD D3-S4510 Series (960GB, 2.5in SATA 6Gb/s, 3D2, TLC) Generic Single Pack","113,972.0",KZT,1121132.0,https://itmag.kz/catalog/servernye_zhestkie_diski/22976-intel-ssd-d3-s4510-series-960gb-2-5in-sata,"Intel SSD D3-S4510 Series (960GB, 2.5in SATA 6Gb/s, 3D2, TLC) Generic Single Pack. Description: Intel SSD D3-S4510 Series (960GB, 2.5in SATA 6Gb/s, 3D2, TLC) Generic Single Pack",SSD D3-S4510 Series,,SSD,,,960.0 GB,,,SATA,SATA III,,,,,2.5-inch SATA,,,2.5-inch
products_2_14582951,,Asus ROG Strix RX 5600 XT 06G Gaming,"AMD Radeon RX 5600 XT, 6GB GDDR6, 192-bit, 12Gbps, PCI Express 4.0, 1 x 6-pin, 1 x 8-pin, 450W",339.0,EUR,1122311.0,https://www.paradigit.nl/asus-rog-strix-rx-5600-xt-06g-gaming/80056083/product,"Asus ROG Strix RX 5600 XT 06G Gaming. Description: AMD Radeon RX 5600 XT, 6GB GDDR6, 192-bit, 12Gbps, PCI Express 4.0, 1 x 6-pin, 1 x 8-pin, 450W",ROG Strix RX 5600 XT 06G Gaming,ROG-STRIX-RX5600XT-O6G-GAMING,GPU,,6.0 GB,,,,PCIe 4.0,,35.0,159.0,92.0,,,,,
products_2_54049265,ADATA,Adata XPG 512GB Spectrix S40G M.2 RGB SSD | Discount Computer Needs,"View and shop for Adata XPG 512GB Spectrix S40G M.2 RGB SSD, Solid State Drives, and many more products at Discount Computer Needs.",690.0,HRK,1125926.0,https://www.discountcomputerneeds.com.au/products/adata-xpg-512gb-spectrix-s40g-m-2-rgb-ssd,"Adata XPG 512GB Spectrix S40G M.2 RGB SSD | Discount Computer Needs. Description: View and shop for Adata XPG 512GB Spectrix S40G M.2 RGB SSD, Solid State Drives, and many more products at Discount Computer Needs.",XPG 512GB Spectrix S40G M.2 RGB SSD,,SSD,,,512.0 GB,"3,500.0 MB/s",3000.0 MB/s,PCI Express x4,PCIe,22.0,80.0,6.1,11 .0,,,,M.2 2280
products_2_52535728,Samsung,"SAMSUNG 2TB 860 QVO INT 2.5\"" SATA3 SSD (MZ-76Q2T0BW)-WRTY W/EA","MZ-76Q2T0BW, Read Speed: 550MB/Sec, Write Speed: 520MB/Sec, Flash: Samsung V-NAND 4bit MLC, Controller: Samsung MJX, Buffer: 1GB.",194.7,EUR,1134888.0,https://www.xstra.eu/product/1884/samsung-ssd-860-qvo-25-2-tb-sata-iii.html,"Samsung 860 QVO 2TB SSD, V-NAND 4bit MLC. Description: Samsung 2TB SSD, 860 QVO, SATA III 2.5inch 7mm, Read up to 550MB/s, Write up to 520MB/s, 97K/89K IOPS Random R/W, V-NAND 4bit MLC",860 QVO,,SSD,,,"2,000.0 GB",550.0 MB/s,520.0 MB/s,SATA,SATA III,,,,,2.5-inch SATA,,,2.5-inch
products_2_86573401,Seagate,"14TB IronWolf ST14000VN0008, 7200 RPM, SATA 6Gb/s, 512e, 256MB cache, 3.5-Inch HDD","14TB IronWolf ST14000VN0008, 7200 RPM, SATA 6Gb/s, 512e, 256MB cache, 3.5-Inch HDD",506.48,USD,1142172.0,https://www.avadirect.com/14TB-IronWolf-ST14000VN0008-7200-RPM-SATA-6Gb-s-512e-256MB-cache-3-5-Inch-HDD/Product/12361176,"14TB IronWolf ST14000VN0008, 7200 RPM, SATA 6Gb/s, 512e, 256MB cache, 3.5-Inch HDD. Description: 14TB IronWolf ST14000VN0008, 7200 RPM, SATA 6Gb/s, 512e, 256MB cache, 3.5-Inch HDD",IronWolf,,HDD,,,,,,SATA,SATA III,,,,,3.5-inch SATA,,,
products_2_52557074,MSI,MSI NVIDIA GeForce RTX 2070 SUPER 8GB GAMING X TRIO Turing Graphics Card,"MSI GeForce RTX 2070 SUPER GAMING X TRIO 8GB GDDR6 Ray-Tracing Graphics Card, 2560 Core, 1800MHz Boost",533.99,GBP,1144482.0,https://www.scan.co.uk/products/msi-geforce-rtx-2070-super-gaming-x-trio-8gb-gddr6-ray-tracing-graphics-card-2560-core-1800mhz-boost,"MSI NVIDIA GeForce RTX 2070 SUPER 8GB GAMING X TRIO Turing Graphics Card. Description: MSI GeForce RTX 2070 SUPER GAMING X TRIO 8GB GDDR6 Ray-Tracing Graphics Card, 2560 Core, 1800MHz Boost",GeForce RTX 2070 SUPER 8GB GAMING X TRIO,912-V372-257,GPU,,,,,,PCI Express x16,,,,,,,GDDR6,,
products_2_32766302,Kingston,Kingston 128GB DataTraveler 100 G3 DT100G3/128GB USB 3.1 Flash Drive,"This drive is supplied brand new in sealed retail / card packaging complete with a reassuring manufacturers 5 year warranty.SUPERFAST USB 3.1 MODEL!! Transfer music, video and more quickly and easily: Up to a whopping 100MB/s read and 10MB/s write speeds. Stylish black-on-black, sliding cap design Product Dimensions: 60mm x 21.2mm x10mm. USB 3.1 is USB 3.0 compatible and backwards compatible with USB 2.0. Amazing value: A perfect choice for everyday uses for photography, large files, music, video etc. etc. Use out and about or at work, home or college/school/university etc. - 128GB flash drive",15.35,USD,1153072.0,https://www.oempcworld.com/OEMPCworld-com/500521.html,Kingston 128GB DataTraveler 100 G3 DT100G3/128GB USB 3.1 Flash Drive. Description: DT100G3/128GB MAH 128GB USB 3.1 Flash Drive r130MB/S Data Traveler 100 G3 Black Retractable Retail,DataTraveler 100 G3,DT100G3/128GB,USB_STICK,,,128.0 GB,130.0 MB/s,10.0 MB/s,USB 3.0,,60.0,100.0,21.2,,,,Black,
products_2_95857394,ADATA,XPG GAMMIX S5 PCIe Gen3x4 M.2 2280 Internal Solid State Drive,"The XPG GAMMIX S5 PCIe Gen3x4 M.2 2280 solid state drive comes with NVMe 1.3 and 3D NAND flsh, it offers up to 4 times faster performance than SATA SSDs and up to 1TB of capacity.Compared to M.2 SSDs without a heatsink, the GAMMIX S5 is up to 10 degree C cooler, offering enhanced system stability.Featuring HMB(Host Memory Buffer) and SLC caching, it accelerates read/write speeds up to 2100/1500MB/s and delivers random performance of up to 250K/240K IOPS.LDPC (Low-Density Parity-Check) error correcting code technology to detect and fix a wider range of data errors for more reliable data transfers and a longer product lifespan.~section~A Cool HeatsinkA slender, black heatsink with a hairline-brushed finish makes the GAMMIX S5 look and stay cool. Compared to M.2 SSDs without a heatsink, the GAMMIX S5 is up to 10°C cooler, offering enhanced system stability.Speed Wins BattlesFeaturing HMB (Host Memory Buffer) and SLC Caching, the GAMMIX S5 accelerates read/write speeds up to 2100/1500MB/s and delivers random performance of up to 250K/240K IOPS.Improved Data IntegrityThe GAMMIX S5 utilizes LDPC (Low-Density Parity-Check) error correcting code technology to detect and fix a wider range of data errors for more reliable data transfers and a longer product lifespan.~section~Product TypeM.2 SSDBrandXPGModelGAMMIX S5ATTO Seq. Read Speed (MB/s)256GB: 2100512GB: 21001TB: 2100ATTO Seq. Write Speed (MB/s)256GB: 1200512GB: 14001TB: 1400CDM Seq. Read Speed (MB/s)256GB: 2100512GB: 21001TB: 2100CDM Seq. Write Speed (MB/s)256GB: 1200512GB: 15001TB: 1500AS SSD Seq. Read Speed (MB/s)256GB: 1800512GB: 18001TB: 1800AS SSD Seq. Write Speed (MB/s)256GB: 1200512GB: 13001TB: 13004K Random Read IOPS256GB: 190K512GB: 250K1TB: 250K4K Random Write IOPS256GB: 180K512GB: 240K1TB: 240KTBW256GB: 150TB512GB: 300TB1TB: 600TBWeight11.2gMTBF2,000,000 hourForm FactorM.2 2280NAND Flash3D TLCCapacities256GB / 512GB / 1TBPower Consumption: 0.33W Active (Typical)Operating Temperature0°C~70°CStorage Temperature40°C~85°CShock Resistance1500G/0.5msCertificationsRoHS, CE, FCC, BSMI, VCCI, KCWarranty5 Years","6,199.0",INR,1168370.0,https://www.tpstech.in/products/xpg-gammix-s5-pcie-gen3x4-m-2-2280-solid-state-drive,"XPG GAMMIX S5 PCIe Gen3x4 M.2 2280 Internal Solid State Drive. Description: The XPG GAMMIX S5 PCIe Gen3x4 M.2 2280 solid state drive comes with NVMe 1.3 and 3D NAND flsh, it offers up to 4 times faster performance than SATA SSDs and up to 1TB of capacity.Compared to M.2 SSDs without a heatsink, the GAMMIX S5 is up to 10 degree C cooler, offering enhanced system stability.Featuring HMB(Host Memory Buffer) and SLC caching, it accelerates read/write speeds up to 2100/1500MB/s and delivers random performance of up to 250K/240K IOPS.LDPC (Low-Density Parity-Check) error correcting code technology to detect and fix a wider range of data errors for more reliable data transfers and a longer product lifespan.~section~A Cool HeatsinkA slender, black heatsink with a hairline-brushed finish makes the GAMMIX S5 look and stay cool. Compared to M.2 SSDs without a heatsink, the GAMMIX S5 is up to 10°C cooler, offering enhanced system stability.Speed Wins BattlesFeaturing HMB (Host Memory Buffer) and SLC Caching, the GAMMIX S5 accelerates read/write speeds up to 2100/1500MB/s and delivers random performance of up to 250K/240K IOPS.Improved Data IntegrityThe GAMMIX S5 utilizes LDPC (Low-Density Parity-Check) error correcting code technology to detect and fix a wider range of data errors for more reliable data transfers and a longer product lifespan.~section~Product TypeM.2 SSDBrandXPGModelGAMMIX S5ATTO Seq. Read Speed (MB/s)256GB: 2100512GB: 21001TB: 2100ATTO Seq. Write Speed (MB/s)256GB: 1200512GB: 14001TB: 1400CDM Seq. Read Speed (MB/s)256GB: 2100512GB: 21001TB: 2100CDM Seq. Write Speed (MB/s)256GB: 1200512GB: 15001TB: 1500AS SSD Seq. Read Speed (MB/s)256GB: 1800512GB: 18001TB: 1800AS SSD Seq. Write Speed (MB/s)256GB: 1200512GB: 13001TB: 13004K Random Read IOPS256GB: 190K512GB: 250K1TB: 250K4K Random Write IOPS256GB: 180K512GB: 240K1TB: 240KTBW256GB: 150TB512GB: 300TB1TB: 600TBWeight11.2gMTBF2,000,000 hourForm FactorM.2 2280NAND Flash3D TLCCapacities256GB / 512GB / 1TBPower Consumption: 0.33W Active (Typical)Operating Temperature0°C~70°CStorage Temperature40°C~85°CShock Resistance1500G/0.5msCertificationsRoHS, CE, FCC, BSMI, VCCI, KCWarranty5 Years",GAMMIX S5,,SSD,,,512.0 GB,,,,,22.0,80.0,3.7,,M.2,,black,M.2 2280
