silver_cluster_id,best_pipe_cluster_id,overlap_count,silver_size,pipe_size,jaccard
dbpedia_10595,dbpedia_10595,3,3,3,1.0
dbpedia_1060,dbpedia_1060,3,3,3,1.0
dbpedia_10600,dbpedia_246,2,3,2,0.6666666666666666
dbpedia_10609,dbpedia_10609,2,2,2,1.0
dbpedia_10614,dbpedia_41598,3,6,3,0.5
dbpedia_10635,dbpedia_10635,1,2,1,0.5
dbpedia_10642,dbpedia_10642,1,3,1,0.3333333333333333
dbpedia_10644,dbpedia_10644,3,3,3,1.0
dbpedia_10646,dbpedia_10646,1,6,1,0.16666666666666666
dbpedia_10650,dbpedia_10650,3,4,3,0.75
dbpedia_10652,dbpedia_29814,3,5,3,0.6
dbpedia_10662,dbpedia_10662,1,2,1,0.5
dbpedia_10665,dbpedia_44026,2,3,2,0.6666666666666666
dbpedia_10671,dbpedia_15564,3,6,3,0.5
dbpedia_10688,dbpedia_10688,2,3,2,0.6666666666666666
dbpedia_10696,dbpedia_10696,3,3,3,1.0
dbpedia_10700,dbpedia_22283,2,3,2,0.6666666666666666
dbpedia_10708,dbpedia_57132,2,4,2,0.5
dbpedia_10709,dbpedia_52356,3,4,3,0.75
dbpedia_10711,dbpedia_10711,1,3,1,0.3333333333333333
dbpedia_10718,dbpedia_10718,3,3,3,1.0
dbpedia_10722,dbpedia_10722,3,7,3,0.42857142857142855
dbpedia_10724,dbpedia_10724,3,3,3,1.0
dbpedia_10733,dbpedia_10733,3,3,3,1.0
dbpedia_10746,dbpedia_18639,2,9,2,0.2222222222222222
dbpedia_10751,dbpedia_10751,2,2,2,1.0
dbpedia_10755,dbpedia_24490,2,6,2,0.3333333333333333
dbpedia_1076,dbpedia_1076,3,3,3,1.0
dbpedia_10763,dbpedia_10763,2,3,2,0.6666666666666666
dbpedia_10765,dbpedia_10765,1,3,1,0.3333333333333333
dbpedia_1077,dbpedia_40768,2,4,2,0.5
dbpedia_10770,dbpedia_9966,3,4,3,0.75
dbpedia_10773,dbpedia_10773,1,5,1,0.2
dbpedia_10776,dbpedia_10776,2,2,2,1.0
dbpedia_10778,dbpedia_10778,1,2,1,0.5
dbpedia_1078,dbpedia_28083,2,11,2,0.18181818181818182
dbpedia_10787,dbpedia_10787,2,3,2,0.6666666666666666
dbpedia_10792,dbpedia_10792,1,2,1,0.5
dbpedia_10794,dbpedia_10794,2,2,2,1.0
dbpedia_108,dbpedia_53063,3,5,3,0.6
dbpedia_10801,dbpedia_10801,2,2,2,1.0
dbpedia_10802,dbpedia_33905,2,5,2,0.4
dbpedia_10806,dbpedia_24141,3,5,3,0.6
dbpedia_10815,dbpedia_10815,1,5,1,0.2
dbpedia_10822,dbpedia_10822,1,2,1,0.5
dbpedia_10829,dbpedia_10829,1,3,1,0.3333333333333333
dbpedia_1083,dbpedia_1083,1,3,1,0.3333333333333333
dbpedia_10830,dbpedia_10830,2,4,2,0.5
dbpedia_10841,dbpedia_15896,2,4,2,0.5
dbpedia_10846,dbpedia_10846,2,3,2,0.6666666666666666
dbpedia_1085,dbpedia_1085,2,2,2,1.0
dbpedia_10855,dbpedia_10855,2,2,2,1.0
dbpedia_10867,dbpedia_10867,1,2,1,0.5
dbpedia_1087,dbpedia_1087,1,3,1,0.3333333333333333
dbpedia_10872,dbpedia_10872,2,3,2,0.6666666666666666
dbpedia_10881,dbpedia_10881,1,3,1,0.3333333333333333
dbpedia_10885,dbpedia_28414,2,4,2,0.5
dbpedia_10888,dbpedia_10888,3,3,3,1.0
dbpedia_10901,dbpedia_3839,2,4,2,0.5
dbpedia_10902,dbpedia_36607,2,3,2,0.6666666666666666
dbpedia_10903,dbpedia_89,2,6,2,0.3333333333333333
dbpedia_10922,dbpedia_10922,2,2,2,1.0
dbpedia_1093,dbpedia_1093,1,2,1,0.5
dbpedia_10931,dbpedia_22839,3,4,3,0.75
dbpedia_10946,dbpedia_10946,3,4,3,0.75
dbpedia_10951,dbpedia_10951,2,2,2,1.0
dbpedia_10952,dbpedia_10952,1,3,1,0.3333333333333333
dbpedia_10953,dbpedia_10953,1,2,1,0.5
dbpedia_10954,dbpedia_10954,2,2,2,1.0
dbpedia_10956,dbpedia_10956,3,3,3,1.0
dbpedia_10958,dbpedia_10958,1,2,1,0.5
dbpedia_10967,dbpedia_36366,2,3,2,0.6666666666666666
dbpedia_10968,dbpedia_10968,3,3,3,1.0
dbpedia_10971,dbpedia_10971,2,2,2,1.0
dbpedia_10975,dbpedia_23672,3,6,3,0.5
dbpedia_1098,dbpedia_1098,2,3,2,0.6666666666666666
dbpedia_10990,dbpedia_10990,1,4,1,0.25
dbpedia_10996,dbpedia_10996,2,2,2,1.0
dbpedia_11000,dbpedia_11000,2,5,2,0.4
dbpedia_11004,dbpedia_43271,2,5,2,0.4
dbpedia_11006,dbpedia_11006,2,2,2,1.0
dbpedia_11007,dbpedia_11007,2,2,2,1.0
dbpedia_11009,dbpedia_11009,2,2,2,1.0
dbpedia_11019,dbpedia_11019,3,3,3,1.0
dbpedia_1103,dbpedia_902,2,9,2,0.2222222222222222
dbpedia_11033,dbpedia_11033,2,3,2,0.6666666666666666
dbpedia_11034,dbpedia_17153,3,4,3,0.75
dbpedia_11046,dbpedia_11046,2,2,2,1.0
dbpedia_11047,dbpedia_7239,2,7,2,0.2857142857142857
dbpedia_11053,dbpedia_11053,2,2,2,1.0
dbpedia_11059,dbpedia_2931,2,3,2,0.6666666666666666
dbpedia_11062,dbpedia_11062,2,3,2,0.6666666666666666
dbpedia_11066,dbpedia_11066,2,2,2,1.0
dbpedia_1107,dbpedia_12921,2,3,2,0.6666666666666666
dbpedia_11072,dbpedia_39975,2,5,2,0.4
dbpedia_11074,dbpedia_11934,2,5,2,0.4
dbpedia_11078,dbpedia_11078,2,2,2,1.0
dbpedia_11079,dbpedia_11079,2,2,2,1.0
dbpedia_11085,dbpedia_11085,1,2,1,0.5
dbpedia_11088,dbpedia_11088,2,4,2,0.5
dbpedia_11091,dbpedia_11091,1,2,1,0.5
dbpedia_11098,dbpedia_11098,1,2,1,0.5
dbpedia_111,dbpedia_2587,3,4,3,0.75
dbpedia_1110,dbpedia_40637,2,8,2,0.25
dbpedia_11102,dbpedia_61254,2,4,2,0.5
dbpedia_11105,dbpedia_32824,3,6,3,0.5
dbpedia_11117,dbpedia_7610,2,35,2,0.05714285714285714
dbpedia_11121,dbpedia_11121,1,2,1,0.5
dbpedia_11122,dbpedia_11122,1,2,1,0.5
dbpedia_11164,dbpedia_11164,2,2,2,1.0
dbpedia_11165,dbpedia_59864,3,5,3,0.6
dbpedia_11166,dbpedia_5676,2,8,2,0.25
dbpedia_11168,dbpedia_11168,1,4,1,0.25
dbpedia_1118,dbpedia_1118,1,8,1,0.125
dbpedia_11180,dbpedia_63522,3,4,3,0.75
dbpedia_11199,dbpedia_11199,1,3,1,0.3333333333333333
dbpedia_112,dbpedia_112,3,3,3,1.0
dbpedia_1120,dbpedia_1120,2,2,2,1.0
dbpedia_11203,dbpedia_11203,2,2,2,1.0
dbpedia_11204,dbpedia_11204,2,5,2,0.4
dbpedia_11205,dbpedia_11205,2,6,2,0.3333333333333333
dbpedia_11210,dbpedia_29397,2,5,2,0.4
dbpedia_11217,dbpedia_2937,2,3,2,0.6666666666666666
dbpedia_11219,dbpedia_11219,2,3,2,0.6666666666666666
dbpedia_11226,dbpedia_11226,3,3,3,1.0
dbpedia_11232,dbpedia_25213,2,3,2,0.6666666666666666
dbpedia_11234,dbpedia_11234,2,2,2,1.0
dbpedia_11235,dbpedia_20435,2,4,2,0.5
dbpedia_11236,dbpedia_11236,3,12,3,0.25
dbpedia_1124,dbpedia_1124,2,2,2,1.0
dbpedia_11247,dbpedia_36293,3,8,3,0.375
dbpedia_1125,dbpedia_1125,3,3,3,1.0
dbpedia_11255,dbpedia_39750,3,4,3,0.75
dbpedia_11262,dbpedia_11262,2,3,2,0.6666666666666666
dbpedia_11266,dbpedia_11266,3,4,3,0.75
dbpedia_11271,dbpedia_24509,2,7,2,0.2857142857142857
dbpedia_11276,dbpedia_11276,1,2,1,0.5
dbpedia_11281,dbpedia_145,3,7,3,0.42857142857142855
dbpedia_11292,dbpedia_11292,1,4,1,0.25
dbpedia_11297,dbpedia_11297,3,3,3,1.0
dbpedia_11299,dbpedia_11299,2,2,2,1.0
dbpedia_11303,dbpedia_11303,3,3,3,1.0
dbpedia_11304,dbpedia_11304,1,10,1,0.1
dbpedia_11309,dbpedia_11309,2,2,2,1.0
dbpedia_11317,dbpedia_27941,2,7,2,0.2857142857142857
dbpedia_11319,dbpedia_17722,3,7,3,0.42857142857142855
dbpedia_11323,dbpedia_9688,2,7,2,0.2857142857142857
dbpedia_11325,dbpedia_60234,2,5,2,0.4
dbpedia_11330,dbpedia_26085,2,6,2,0.3333333333333333
dbpedia_11345,dbpedia_11345,1,3,1,0.3333333333333333
dbpedia_1135,dbpedia_1135,3,3,3,1.0
dbpedia_11362,dbpedia_11362,2,4,2,0.5
dbpedia_11368,dbpedia_7412,3,10,3,0.3
dbpedia_11371,dbpedia_11371,2,2,2,1.0
dbpedia_11377,dbpedia_11377,2,2,2,1.0
dbpedia_11378,dbpedia_4754,2,3,2,0.6666666666666666
dbpedia_11392,dbpedia_11392,3,3,3,1.0
dbpedia_11393,dbpedia_9535,2,5,2,0.4
dbpedia_11402,dbpedia_11402,3,3,3,1.0
dbpedia_11403,dbpedia_11403,2,3,2,0.6666666666666666
dbpedia_11415,dbpedia_11415,3,3,3,1.0
dbpedia_11416,dbpedia_11416,3,3,3,1.0
dbpedia_1142,dbpedia_32432,2,4,2,0.5
dbpedia_11421,dbpedia_11421,1,4,1,0.25
dbpedia_11438,dbpedia_11438,1,2,1,0.5
dbpedia_11441,dbpedia_11441,3,3,3,1.0
dbpedia_11443,dbpedia_8864,3,8,3,0.375
dbpedia_1145,dbpedia_1145,2,2,2,1.0
dbpedia_11452,dbpedia_16399,3,7,3,0.42857142857142855
dbpedia_1146,dbpedia_3196,3,4,3,0.75
dbpedia_11460,dbpedia_11460,3,3,3,1.0
dbpedia_11468,dbpedia_11468,1,3,1,0.3333333333333333
dbpedia_11469,dbpedia_11469,2,3,2,0.6666666666666666
dbpedia_11474,dbpedia_11474,1,23,1,0.043478260869565216
dbpedia_11478,dbpedia_11478,2,2,2,1.0
dbpedia_11490,dbpedia_11490,2,4,2,0.5
dbpedia_11492,dbpedia_11492,2,3,2,0.6666666666666666
dbpedia_11494,dbpedia_11494,1,3,1,0.3333333333333333
dbpedia_11501,dbpedia_24154,2,4,2,0.5
dbpedia_11503,dbpedia_60764,2,6,2,0.3333333333333333
dbpedia_11504,dbpedia_11504,1,6,1,0.16666666666666666
dbpedia_11509,dbpedia_11509,3,3,3,1.0
dbpedia_11513,dbpedia_27588,2,3,2,0.6666666666666666
dbpedia_11514,dbpedia_11514,2,2,2,1.0
dbpedia_11516,dbpedia_11516,2,4,2,0.5
dbpedia_11518,dbpedia_11518,1,20,1,0.05
dbpedia_11522,dbpedia_29003,2,9,2,0.2222222222222222
dbpedia_11527,dbpedia_20134,2,5,2,0.4
dbpedia_11532,dbpedia_12789,2,4,2,0.5
dbpedia_11537,dbpedia_11537,1,3,1,0.3333333333333333
dbpedia_11553,dbpedia_9991,3,6,3,0.5
dbpedia_11574,dbpedia_11574,2,4,2,0.5
dbpedia_11575,dbpedia_11575,3,4,3,0.75
dbpedia_11576,dbpedia_19756,2,11,2,0.18181818181818182
dbpedia_11579,dbpedia_50352,2,4,2,0.5
dbpedia_11589,dbpedia_42795,2,6,2,0.3333333333333333
dbpedia_11592,dbpedia_11592,2,2,2,1.0
dbpedia_11598,dbpedia_11598,1,47,1,0.02127659574468085
dbpedia_11608,dbpedia_21474,2,4,2,0.5
dbpedia_1161,dbpedia_1161,3,7,3,0.42857142857142855
dbpedia_11612,dbpedia_64279,3,11,3,0.2727272727272727
dbpedia_11617,dbpedia_41383,3,6,3,0.5
dbpedia_11621,dbpedia_54769,2,3,2,0.6666666666666666
dbpedia_11625,dbpedia_11625,1,10,1,0.1
dbpedia_11626,dbpedia_11626,1,3,1,0.3333333333333333
dbpedia_1163,dbpedia_1163,2,12,2,0.16666666666666666
dbpedia_11630,dbpedia_11630,2,2,2,1.0
dbpedia_11636,dbpedia_11636,3,4,3,0.75
dbpedia_11640,dbpedia_11640,3,3,3,1.0
dbpedia_11644,dbpedia_11644,3,4,3,0.75
dbpedia_11651,dbpedia_11651,1,3,1,0.3333333333333333
dbpedia_11653,dbpedia_13051,2,3,2,0.6666666666666666
dbpedia_11660,dbpedia_15536,2,6,2,0.3333333333333333
dbpedia_11662,dbpedia_11662,2,2,2,1.0
dbpedia_11663,dbpedia_11663,1,5,1,0.2
dbpedia_11666,dbpedia_11666,2,2,2,1.0
dbpedia_11669,dbpedia_38526,2,4,2,0.5
dbpedia_1167,dbpedia_63854,3,4,3,0.75
dbpedia_11670,dbpedia_11670,2,2,2,1.0
dbpedia_11679,dbpedia_35700,2,3,2,0.6666666666666666
dbpedia_11682,dbpedia_11682,2,2,2,1.0
dbpedia_11687,dbpedia_7053,2,7,2,0.2857142857142857
dbpedia_11689,dbpedia_20754,3,4,3,0.75
dbpedia_11693,dbpedia_2545,1,3,1,0.3333333333333333
dbpedia_11695,dbpedia_11695,2,4,2,0.5
dbpedia_11697,dbpedia_11697,1,2,1,0.5
dbpedia_117,dbpedia_117,1,4,1,0.25
dbpedia_11701,dbpedia_50668,2,7,2,0.2857142857142857
dbpedia_11703,dbpedia_27595,2,8,2,0.25
dbpedia_11704,dbpedia_11704,1,2,1,0.5
dbpedia_11706,dbpedia_11706,2,3,2,0.6666666666666666
dbpedia_11710,dbpedia_11710,1,10,1,0.1
dbpedia_11726,dbpedia_11726,2,2,2,1.0
dbpedia_11727,dbpedia_11727,1,3,1,0.3333333333333333
dbpedia_11733,dbpedia_11733,3,4,3,0.75
dbpedia_11742,dbpedia_11742,1,6,1,0.16666666666666666
dbpedia_11743,dbpedia_11743,2,2,2,1.0
dbpedia_1175,dbpedia_53816,2,13,2,0.15384615384615385
dbpedia_11752,dbpedia_11752,3,3,3,1.0
dbpedia_11755,dbpedia_51811,2,6,2,0.3333333333333333
dbpedia_11759,dbpedia_11759,2,3,2,0.6666666666666666
dbpedia_11763,dbpedia_30248,2,8,2,0.25
dbpedia_11764,dbpedia_11764,2,2,2,1.0
dbpedia_11779,dbpedia_11779,2,4,2,0.5
dbpedia_1178,dbpedia_11910,2,10,2,0.2
dbpedia_11792,dbpedia_11792,3,3,3,1.0
dbpedia_11796,dbpedia_11796,3,3,3,1.0
dbpedia_11800,dbpedia_11800,1,3,1,0.3333333333333333
dbpedia_11807,dbpedia_11807,3,3,3,1.0
dbpedia_11810,dbpedia_11810,3,3,3,1.0
dbpedia_11811,dbpedia_11811,1,7,1,0.14285714285714285
dbpedia_11824,dbpedia_11824,1,4,1,0.25
dbpedia_11829,dbpedia_11829,1,2,1,0.5
dbpedia_11834,dbpedia_57311,2,3,2,0.6666666666666666
dbpedia_11856,dbpedia_38622,2,4,2,0.5
dbpedia_11860,dbpedia_11860,1,2,1,0.5
dbpedia_11870,dbpedia_33985,2,4,2,0.5
dbpedia_11879,dbpedia_11879,3,3,3,1.0
dbpedia_11881,dbpedia_11881,1,2,1,0.5
dbpedia_11883,dbpedia_11883,1,2,1,0.5
dbpedia_11885,dbpedia_11885,3,3,3,1.0
dbpedia_11886,dbpedia_11886,1,2,1,0.5
dbpedia_11889,dbpedia_29582,2,34,2,0.058823529411764705
dbpedia_11895,dbpedia_11895,3,3,3,1.0
dbpedia_119,dbpedia_119,2,2,2,1.0
dbpedia_11901,dbpedia_11901,1,2,1,0.5
dbpedia_11902,dbpedia_11902,2,7,2,0.2857142857142857
dbpedia_11908,dbpedia_1471,3,5,3,0.6
dbpedia_11913,dbpedia_11913,2,2,2,1.0
dbpedia_11928,dbpedia_11928,2,2,2,1.0
dbpedia_11937,dbpedia_11937,1,2,1,0.5
dbpedia_1194,dbpedia_9560,2,4,2,0.5
dbpedia_11949,dbpedia_11949,2,2,2,1.0
dbpedia_11950,dbpedia_61569,2,8,2,0.25
dbpedia_11957,dbpedia_11957,2,2,2,1.0
dbpedia_11958,dbpedia_11958,1,3,1,0.3333333333333333
dbpedia_11960,dbpedia_11960,2,6,2,0.3333333333333333
dbpedia_11961,dbpedia_8309,2,3,2,0.6666666666666666
dbpedia_11970,dbpedia_11970,1,8,1,0.125
dbpedia_11974,dbpedia_57598,2,3,2,0.6666666666666666
dbpedia_11975,dbpedia_6929,3,4,3,0.75
dbpedia_11976,dbpedia_11976,1,2,1,0.5
dbpedia_1198,dbpedia_1198,1,3,1,0.3333333333333333
dbpedia_11982,dbpedia_11982,2,2,2,1.0
dbpedia_11989,dbpedia_3540,2,20,2,0.1
dbpedia_12002,dbpedia_15523,2,3,2,0.6666666666666666
dbpedia_12008,dbpedia_34150,2,11,2,0.18181818181818182
dbpedia_12019,dbpedia_12019,1,4,1,0.25
dbpedia_12021,dbpedia_12021,2,4,2,0.5
dbpedia_12029,dbpedia_12029,2,3,2,0.6666666666666666
dbpedia_1203,dbpedia_1203,2,3,2,0.6666666666666666
dbpedia_12032,dbpedia_12032,2,2,2,1.0
dbpedia_12037,dbpedia_12037,3,3,3,1.0
dbpedia_12038,dbpedia_12038,1,2,1,0.5
dbpedia_1204,dbpedia_43095,2,4,2,0.5
dbpedia_12044,dbpedia_12044,2,7,2,0.2857142857142857
dbpedia_12055,dbpedia_12055,3,4,3,0.75
dbpedia_12059,dbpedia_12059,3,3,3,1.0
dbpedia_12066,dbpedia_12066,2,3,2,0.6666666666666666
dbpedia_12067,dbpedia_9553,3,11,3,0.2727272727272727
dbpedia_12072,dbpedia_12072,1,2,1,0.5
dbpedia_12079,dbpedia_7100,3,33,3,0.09090909090909091
dbpedia_12081,dbpedia_12081,1,3,1,0.3333333333333333
dbpedia_12091,dbpedia_12091,3,3,3,1.0
dbpedia_12105,dbpedia_12105,1,2,1,0.5
dbpedia_12107,dbpedia_12107,1,3,1,0.3333333333333333
dbpedia_12108,dbpedia_12108,2,4,2,0.5
dbpedia_12111,dbpedia_12417,2,9,2,0.2222222222222222
dbpedia_12113,dbpedia_50030,2,3,2,0.6666666666666666
dbpedia_12114,dbpedia_12114,3,6,3,0.5
dbpedia_12116,dbpedia_12116,1,7,1,0.14285714285714285
