source,entity_id,compromised,knob,level
forbes,http://www.forbes.com/companies/lg-uplus/,True,10,hard
forbes,http://www.forbes.com/companies/liberty-global/,True,10,hard
forbes,http://www.forbes.com/companies/linde/,True,10,hard
forbes,http://www.forbes.com/companies/lkq/,True,10,hard
forbes,http://www.forbes.com/companies/mitsubishi-materials/,True,10,hard
forbes,http://www.forbes.com/companies/nordstrom/,True,10,hard
forbes,http://www.forbes.com/companies/oracle/,True,10,hard
forbes,http://www.forbes.com/companies/rural-electrification/,True,10,hard
forbes,http://www.forbes.com/companies/shiseido/,True,10,hard
forbes,http://www.forbes.com/companies/societe-generale/,True,10,hard
forbes,http://www.forbes.com/companies/swiss-life-holding/,True,10,hard
forbes,http://www.forbes.com/companies/telefonica/,True,10,hard
forbes,http://www.forbes.com/companies/ternium/,True,10,hard
forbes,http://www.forbes.com/companies/weir-group/,True,10,hard
forbes,http://www.forbes.com/companies/westfield-group/,True,10,hard
fullcontact,http://www.forbes.com/companies/astrazeneca/,True,10,hard
fullcontact,http://www.forbes.com/companies/brookfield-asset-management/,True,10,hard
fullcontact,http://www.forbes.com/companies/eads/,True,10,hard
fullcontact,http://www.forbes.com/companies/eaton/,True,10,hard
fullcontact,http://www.forbes.com/companies/edf/,True,10,hard
fullcontact,http://www.forbes.com/companies/health-care-reit/,True,10,hard
fullcontact,http://www.forbes.com/companies/hermes-international/,True,10,hard
fullcontact,http://www.forbes.com/companies/jyske-bank/,True,10,hard
fullcontact,http://www.forbes.com/companies/kroger/,True,10,hard
fullcontact,http://www.forbes.com/companies/l-3-communications/,True,10,hard
fullcontact,http://www.forbes.com/companies/lg-uplus/,True,10,hard
fullcontact,http://www.forbes.com/companies/liberty-global/,True,10,hard
fullcontact,http://www.forbes.com/companies/metro-group/,True,10,hard
fullcontact,http://www.forbes.com/companies/mitsubishi-materials/,True,10,hard
fullcontact,http://www.forbes.com/companies/mtr/,True,10,hard
fullcontact,http://www.forbes.com/companies/ncc-group/,True,10,hard
fullcontact,http://www.forbes.com/companies/qualcomm/,True,10,hard
fullcontact,http://www.forbes.com/companies/rwe-group/,True,10,hard
fullcontact,http://www.forbes.com/companies/shoprite-holdings/,True,10,hard
fullcontact,http://www.forbes.com/companies/steinhoff-international/,True,10,hard
fullcontact,http://www.forbes.com/companies/swiss-life-holding/,True,10,hard
fullcontact,http://www.forbes.com/companies/ternium/,True,10,hard
fullcontact,http://www.forbes.com/companies/thales/,True,10,hard
fullcontact,http://www.forbes.com/companies/thomson-reuters/,True,10,hard
fullcontact,http://www.forbes.com/companies/unibail-rodamco/,True,10,hard
fullcontact,http://www.forbes.com/companies/unicredit-group/,True,10,hard
fullcontact,http://www.forbes.com/companies/vale/,True,10,hard
fullcontact,http://www.forbes.com/companies/vestas-wind-systems/,True,10,hard
fullcontact,http://www.forbes.com/companies/wells-fargo/,True,10,hard
