entity_id,density,rrf_component,label_collision_component,neighbour_count,protected,removed
k02_ent_000082,5.497359129946209,0.4973591299462086,5.0,15,True,False
k02_ent_000083,5.1414789183794545,0.14147891837945487,5.0,4,False,False
k02_ent_000084,5.049180327868853,0.04918032786885246,5.0,1,False,False
k02_ent_000085,0.7358482036814573,0.7358482036814573,0.0,20,True,False
k02_ent_000086,0.7295932521294258,0.7295932521294258,0.0,20,True,False
k02_ent_000087,0.3002219365878212,0.3002219365878212,0.0,9,True,False
k02_ent_000088,0.5487306515358361,0.5487306515358361,0.0,17,True,False
k02_ent_000089,0.24239780870542116,0.24239780870542116,0.0,8,True,False
k02_ent_000090,0.610916363777575,0.610916363777575,0.0,19,True,False
k02_ent_000091,0.14493845638907776,0.14493845638907776,0.0,3,False,True
k02_ent_000092,0.0,0.0,0.0,0,False,True
k02_ent_000093,0.6527491641544767,0.6527491641544767,0.0,19,True,False
k02_ent_000094,0.09656699138454823,0.09656699138454823,0.0,2,True,False
k02_ent_000095,0.9269085285474948,0.9269085285474948,0.0,25,False,False
k02_ent_000096,0.7820768791526702,0.7820768791526702,0.0,21,False,False
k02_ent_000097,0.9064809804158344,0.9064809804158344,0.0,20,True,False
k02_ent_000098,0.6041475629937171,0.6041475629937171,0.0,18,True,False
k02_ent_000099,5.080204858893383,0.08020485889338348,5.0,2,False,False
k02_ent_000100,0.4188512926431825,0.4188512926431825,0.0,13,True,False
k02_ent_000101,0.851941014721116,0.851941014721116,0.0,20,True,False
k02_ent_000102,0.8478534381211636,0.8478534381211636,0.0,23,False,False
k02_ent_000103,0.7536199965012818,0.7536199965012818,0.0,20,False,False
k02_ent_000104,0.37710805549863674,0.37710805549863674,0.0,12,False,False
k02_ent_000105,5.711323337023533,0.711323337023533,5.0,18,False,False
k02_ent_000106,0.8350847615281782,0.8350847615281782,0.0,21,True,False
k02_ent_000107,0.7215644427706683,0.7215644427706683,0.0,22,True,False
k02_ent_000108,0.2831784022333959,0.2831784022333959,0.0,9,True,False
k02_ent_000109,0.5230754131876799,0.5230754131876799,0.0,18,False,False
k02_ent_000110,0.4051629818050111,0.4051629818050111,0.0,12,False,False
k02_ent_000111,5.770895724578071,0.7708957245780711,5.0,23,False,False
k02_ent_000112,0.7732646718888513,0.7732646718888513,0.0,19,True,False
k02_ent_000113,0.9531589084132394,0.9531589084132394,0.0,23,True,False
k02_ent_000114,0.8890608151869528,0.8890608151869528,0.0,23,True,False
k02_ent_000115,5.588945523817881,0.5889455238178812,5.0,15,False,False
k02_ent_000116,5.032786885245901,0.03278688524590164,5.0,1,True,False
k02_ent_000117,0.7294729270247067,0.7294729270247067,0.0,24,False,False
k02_ent_000118,5.986152273489144,0.9861522734891438,5.0,21,False,False
k02_ent_000119,5.049180327868853,0.04918032786885246,5.0,1,False,False
k02_ent_000120,5.446444786942265,0.44644478694226486,5.0,13,False,False
k02_ent_000121,0.2294183270937653,0.2294183270937653,0.0,7,False,True
k02_ent_000122,0.22334501812530144,0.22334501812530144,0.0,7,False,True
k02_ent_000123,5.384370901755933,0.38437090175593275,5.0,11,True,False
k02_ent_000124,0.768078685454391,0.768078685454391,0.0,16,True,False
k02_ent_000125,5.599920902542163,0.5999209025421627,5.0,20,True,False
k02_ent_000126,5.6690461435232535,0.6690461435232531,5.0,20,True,False
k02_ent_000127,0.4507932118503184,0.4507932118503184,0.0,13,True,False
k02_ent_000128,1.1004385708115199,1.1004385708115199,0.0,23,True,False
k02_ent_000129,1.0368893993436352,1.0368893993436352,0.0,22,False,False
k02_ent_000130,5.384917237777818,0.3849172377778177,5.0,8,True,False
k02_ent_000131,0.7325084999844665,0.7325084999844665,0.0,21,True,False
k02_ent_000132,0.6904858694169795,0.6904858694169795,0.0,14,True,False
k02_ent_000133,0.3624964162726458,0.3624964162726458,0.0,11,True,False
k02_ent_000134,0.7429057289347719,0.7429057289347719,0.0,19,False,False
k02_ent_000135,0.7540913721655192,0.7540913721655192,0.0,19,True,False
k02_ent_000136,5.317154224088386,0.3171542240883859,5.0,5,False,False
k02_ent_000137,5.049180327868853,0.04918032786885246,5.0,1,False,False
k02_ent_000138,6.063430494633213,1.0634304946332134,5.0,20,True,False
k02_ent_000139,5.472560784764385,0.4725607847643844,5.0,16,True,False
k02_ent_000140,0.9446446580671042,0.9446446580671042,0.0,20,True,False
k02_ent_000141,0.18905635913638286,0.18905635913638286,0.0,6,False,True
k02_ent_000142,5.189428421147069,0.1894284211470691,5.0,4,False,False
k02_ent_000143,0.4262628568182368,0.4262628568182368,0.0,12,False,False
k02_ent_000144,0.3837381409992946,0.3837381409992946,0.0,12,True,False
k02_ent_000145,0.4521158447910492,0.4521158447910492,0.0,13,True,False
k02_ent_000146,0.4807329036188248,0.4807329036188248,0.0,15,True,False
k02_ent_000147,6.074582985932763,1.0745829859327631,5.0,24,True,False
k02_ent_000148,0.3332202749531179,0.3332202749531179,0.0,10,True,False
k02_ent_000149,0.372445220805612,0.372445220805612,0.0,12,True,False
k02_ent_000150,5.3895189324792385,0.3895189324792386,5.0,12,False,False
k02_ent_000151,0.7317477992075584,0.7317477992075584,0.0,21,False,False
k02_ent_000152,0.0,0.0,0.0,0,False,True
k02_ent_000153,0.7815259277220213,0.7815259277220213,0.0,16,False,False
k02_ent_000154,0.0564957264957265,0.0564957264957265,0.0,2,False,True
k02_ent_000155,5.665701721203709,0.665701721203709,5.0,11,True,False
k02_ent_000156,5.730422401210891,0.7304224012108909,5.0,20,True,False
k02_ent_000157,0.7585905977676672,0.7585905977676672,0.0,18,True,False
k02_ent_000158,0.46591733350293624,0.46591733350293624,0.0,14,False,False
k02_ent_000159,0.3634212919524832,0.3634212919524832,0.0,12,False,False
k02_ent_000160,0.5411198132684378,0.5411198132684378,0.0,18,True,False
k02_ent_000161,0.7360881172383418,0.7360881172383418,0.0,21,True,False
k02_ent_000162,1.0070301039224434,1.0070301039224434,0.0,24,False,False
k02_ent_000163,0.4363054471990851,0.4363054471990851,0.0,14,True,False
k02_ent_000164,0.04918032786885246,0.04918032786885246,0.0,1,True,False
k02_ent_000165,0.0,0.0,0.0,0,True,False
k02_ent_000166,5.894035335717414,0.894035335717414,5.0,24,True,False
k02_ent_000167,0.49047940461557715,0.49047940461557715,0.0,14,True,False
k02_ent_000168,0.8008761450212338,0.8008761450212338,0.0,21,True,False
k02_ent_000169,0.6379938632830918,0.6379938632830918,0.0,18,True,False
k02_ent_000170,0.4425747014091893,0.4425747014091893,0.0,14,False,False
k02_ent_000171,5.55006023349191,0.5500602334919098,5.0,16,False,False
k02_ent_000172,5.900112819322624,0.9001128193226235,5.0,22,False,False
k02_ent_000173,0.49363676868047124,0.49363676868047124,0.0,14,False,False
k02_ent_000174,5.31832410257097,0.3183241025709697,5.0,8,True,False
k02_ent_000175,0.5711249596340213,0.5711249596340213,0.0,17,True,False
k02_ent_000176,0.2624351388087456,0.2624351388087456,0.0,7,True,False
k02_ent_000177,0.44032235832261946,0.44032235832261946,0.0,14,True,False
k02_ent_000178,0.8182970179230009,0.8182970179230009,0.0,21,False,False
k02_ent_000179,0.7711699439364221,0.7711699439364221,0.0,19,True,False
k02_ent_000180,5.458653129212001,0.45865312921200097,5.0,14,False,False
k02_ent_000181,0.6513641315483227,0.6513641315483227,0.0,15,True,False
k02_ent_000182,5.736383729582499,0.7363837295824998,5.0,19,True,False
k02_ent_000183,0.3781221699679021,0.3781221699679021,0.0,13,False,False
k02_ent_000184,0.5232565296160747,0.5232565296160747,0.0,17,False,False
k02_ent_000185,0.6512847489368288,0.6512847489368288,0.0,19,False,False
k02_ent_000186,0.5606679310136388,0.5606679310136388,0.0,19,True,False
k02_ent_000187,0.0,0.0,0.0,0,False,True
k02_ent_000188,1.0654013342511115,1.0654013342511115,0.0,20,False,False
k02_ent_000189,0.7691683373834746,0.7691683373834746,0.0,21,False,False
k02_ent_000190,0.4970206321430136,0.4970206321430136,0.0,13,True,False
k02_ent_000191,0.6249763235193241,0.6249763235193241,0.0,19,True,False
k02_ent_000192,0.5930225424674643,0.5930225424674643,0.0,15,True,False
k02_ent_000193,5.6975057238275415,0.6975057238275416,5.0,20,True,False
k02_ent_000194,0.8313302992558513,0.8313302992558513,0.0,19,False,False
k02_ent_000195,5.250429011304545,0.2504290113045449,5.0,6,False,False
k02_ent_000196,5.442337511712011,0.44233751171201047,5.0,14,True,False
k02_ent_000197,0.594797538583009,0.594797538583009,0.0,17,True,False
k02_ent_000198,5.651784043544672,0.6517840435446723,5.0,16,False,False
k02_ent_000199,0.654721200051304,0.654721200051304,0.0,15,True,False
k02_ent_000200,0.5671809215423422,0.5671809215423422,0.0,18,True,False
k02_ent_000201,0.8595965276865863,0.8595965276865863,0.0,24,False,False
k02_ent_000202,0.5490435542997043,0.5490435542997043,0.0,11,False,False
k02_ent_000203,0.5371256343069415,0.5371256343069415,0.0,16,True,False
k02_ent_000204,0.9769454329905789,0.9769454329905789,0.0,21,True,False
k02_ent_000205,0.5030105428277578,0.5030105428277578,0.0,14,True,False
k02_ent_000206,5.599705102218361,0.5997051022183613,5.0,19,True,False
k02_ent_000207,0.279014615560924,0.279014615560924,0.0,9,True,False
k02_ent_000208,0.3731402953647129,0.3731402953647129,0.0,13,False,False
k02_ent_000209,5.199954081741636,0.19995408174163537,5.0,6,False,False
k02_ent_000210,5.487907694054058,0.48790769405405787,5.0,14,True,False
k02_ent_000211,0.6876474351459885,0.6876474351459885,0.0,20,True,False
k02_ent_000212,5.048915917503966,0.048915917503966164,5.0,1,True,False
k02_ent_000213,5.7209411160106045,0.7209411160106044,5.0,19,False,False
k02_ent_000214,5.273016261823748,0.2730162618237479,5.0,8,False,False
k02_ent_000215,0.6714518030149659,0.6714518030149659,0.0,19,False,False
k02_ent_000216,0.38026700034054095,0.38026700034054095,0.0,12,False,False
k02_ent_000217,5.8687496876647645,0.8687496876647647,5.0,21,True,False
k02_ent_000218,0.6681373903572073,0.6681373903572073,0.0,16,True,False
k02_ent_000219,0.7133099575679663,0.7133099575679663,0.0,17,False,False
k02_ent_000220,0.9195286500246252,0.9195286500246252,0.0,22,True,False
k02_ent_000221,0.6933777134664285,0.6933777134664285,0.0,23,True,False
k02_ent_000222,0.49339763489879657,0.49339763489879657,0.0,14,False,False
k02_ent_000223,0.49460960817122385,0.49460960817122385,0.0,16,True,False
k02_ent_000224,0.6094670237448129,0.6094670237448129,0.0,17,False,False
k02_ent_000225,0.8272129201862755,0.8272129201862755,0.0,21,False,False
k02_ent_000226,0.32051194054654575,0.32051194054654575,0.0,11,False,False
k02_ent_000227,0.20939894719316715,0.20939894719316715,0.0,6,False,True
k02_ent_000228,5.444038526735793,0.44403852673579297,5.0,15,True,False
k02_ent_000229,0.17351766965261495,0.17351766965261495,0.0,5,True,False
k02_ent_000230,0.032266458495966696,0.032266458495966696,0.0,1,True,False
k02_ent_000231,0.15800626895285808,0.15800626895285808,0.0,4,False,True
k02_ent_000232,0.8396706799583654,0.8396706799583654,0.0,17,True,False
k02_ent_000233,5.514113733266848,0.5141137332668478,5.0,15,True,False
k02_ent_000234,0.27253255385590136,0.27253255385590136,0.0,7,True,False
k02_ent_000235,5.45268247875729,0.45268247875729023,5.0,14,True,False
k02_ent_000236,5.48730587864406,0.4873058786440601,5.0,14,True,False
k02_ent_000237,5.613916921747026,0.6139169217470256,5.0,13,False,False
k02_ent_000238,0.5938964012436363,0.5938964012436363,0.0,17,True,False
k02_ent_000239,0.2738039394505481,0.2738039394505481,0.0,9,True,False
k02_ent_000240,0.5274158353237918,0.5274158353237918,0.0,16,False,False
k02_ent_000241,5.320024210913545,0.32002421091354505,5.0,10,False,False
k02_ent_000242,0.6163175527723945,0.6163175527723945,0.0,17,True,False
k02_ent_000243,5.3844691750280465,0.38446917502804684,5.0,11,True,False
k02_ent_000244,0.5329139857828846,0.5329139857828846,0.0,17,True,False
k02_ent_000245,5.4524549179719966,0.452454917971997,5.0,15,False,False
k02_ent_000246,5.7702196787981,0.7702196787981005,5.0,18,True,False
k02_ent_000247,5.387552278580534,0.38755227858053415,5.0,13,False,False
k02_ent_000248,0.28990907614484057,0.28990907614484057,0.0,8,True,False
k02_ent_000249,5.247807018769895,0.24780701876989475,5.0,8,False,False
k02_ent_000250,0.48715552346535945,0.48715552346535945,0.0,15,False,False
k02_ent_000251,5.353270255934629,0.3532702559346291,5.0,10,False,False
k02_ent_000252,0.42442988899793527,0.42442988899793527,0.0,12,True,False
k02_ent_000253,0.44956063998538814,0.44956063998538814,0.0,12,True,False
k02_ent_000254,0.3890128330955437,0.3890128330955437,0.0,11,True,False
k02_ent_000255,0.35639384790924516,0.35639384790924516,0.0,12,True,False
k02_ent_000256,0.5557046548881297,0.5557046548881297,0.0,16,False,False
k02_ent_000257,0.4773389137342054,0.4773389137342054,0.0,15,True,False
k02_ent_000258,0.522769157279383,0.522769157279383,0.0,15,False,False
k02_ent_000259,0.528031740262349,0.528031740262349,0.0,17,True,False
k02_ent_000260,0.7111776760772518,0.7111776760772518,0.0,20,True,False
k02_ent_000261,5.6058504237688975,0.6058504237688973,5.0,18,False,False
k02_ent_000262,0.5460757477546534,0.5460757477546534,0.0,15,True,False
k02_ent_000263,5.049180327868853,0.04918032786885246,5.0,1,False,False
k02_ent_000264,0.9289527630913027,0.9289527630913027,0.0,20,True,False
k02_ent_000265,0.3590028371092775,0.3590028371092775,0.0,10,True,False
k02_ent_000266,5.725601511043649,0.725601511043649,5.0,24,True,False
k02_ent_000267,5.293086611740252,0.2930866117402519,5.0,9,True,False
k02_ent_000268,0.446912814490893,0.446912814490893,0.0,9,False,False
k02_ent_000269,0.17523680285526097,0.17523680285526097,0.0,6,False,True
k02_ent_000270,0.7839012454361212,0.7839012454361212,0.0,20,False,False
k02_ent_000271,0.4323757826226522,0.4323757826226522,0.0,13,False,False
k02_ent_000272,0.7883063332093803,0.7883063332093803,0.0,20,True,False
k02_ent_000273,5.3719031083795405,0.37190310837954094,5.0,10,False,False
k02_ent_000274,5.079716458404983,0.079716458404983,5.0,2,False,False
k02_ent_000275,0.537429842312887,0.537429842312887,0.0,15,True,False
k02_ent_000276,0.41907566139907715,0.41907566139907715,0.0,14,True,False
k02_ent_000277,0.1905642445353577,0.1905642445353577,0.0,4,True,False
k02_ent_000278,0.5926826023087058,0.5926826023087058,0.0,16,True,False
k02_ent_000279,0.626504702400073,0.626504702400073,0.0,18,True,False
k02_ent_000280,5.305293313953741,0.30529331395374126,5.0,9,False,False
k02_ent_000281,5.964134210757421,0.9641342107574212,5.0,22,True,False
k02_ent_000282,5.679446938894444,0.6794469388944446,5.0,16,True,False
k02_ent_000283,0.264817535643157,0.264817535643157,0.0,7,False,False
k02_ent_000284,0.549482923117941,0.549482923117941,0.0,14,True,False
k02_ent_000285,0.7661878148943203,0.7661878148943203,0.0,21,False,False
k02_ent_000286,0.776011038425516,0.776011038425516,0.0,20,True,False
k02_ent_000287,0.4897605773348385,0.4897605773348385,0.0,15,True,False
k02_ent_000288,5.5676814925230405,0.5676814925230406,5.0,18,True,False
k02_ent_000289,5.430461231165325,0.4304612311653249,5.0,13,True,False
k02_ent_000290,0.3844980968059696,0.3844980968059696,0.0,12,True,False
k02_ent_000291,5.6397203768027975,0.6397203768027974,5.0,18,False,False
k02_ent_000292,0.527214976916691,0.527214976916691,0.0,16,True,False
k02_ent_000293,0.45621730170785624,0.45621730170785624,0.0,15,False,False
k02_ent_000294,0.3890345296479624,0.3890345296479624,0.0,12,False,False
k02_ent_000295,0.0,0.0,0.0,0,True,False
k02_ent_000296,0.20945880880239556,0.20945880880239556,0.0,6,True,False
k02_ent_000297,0.9186522075858927,0.9186522075858927,0.0,21,True,False
k02_ent_000298,0.19797117351277121,0.19797117351277121,0.0,7,True,False
k02_ent_000299,0.506396508496318,0.506396508496318,0.0,17,True,False
k02_ent_000300,0.3473619190063374,0.3473619190063374,0.0,9,True,False
k02_ent_000301,0.0,0.0,0.0,0,False,True
k02_ent_000302,5.338247069169917,0.33824706916991704,5.0,11,True,False
k02_ent_000303,0.8940641723646965,0.8940641723646965,0.0,21,True,False
k02_ent_000304,0.8529570991554933,0.8529570991554933,0.0,22,True,False
k02_ent_000305,0.823452862836548,0.823452862836548,0.0,21,False,False
k02_ent_000306,0.3608067944494908,0.3608067944494908,0.0,11,True,False
k02_ent_000307,0.42778920823181843,0.42778920823181843,0.0,13,False,False
k02_ent_000308,0.712238947871823,0.712238947871823,0.0,19,True,False
k02_ent_000309,5.688009765494075,0.6880097654940752,5.0,14,True,False
k02_ent_000310,5.396152187339646,0.39615218733964597,5.0,13,False,False
k02_ent_000311,5.568654418250742,0.5686544182507418,5.0,14,True,False
k02_ent_000312,0.4870840610819922,0.4870840610819922,0.0,14,True,False
k02_ent_000313,5.579908932687445,0.5799089326874448,5.0,15,True,False
k02_ent_000314,0.6039237745484665,0.6039237745484665,0.0,19,True,False
k02_ent_000315,0.0,0.0,0.0,0,True,False
k02_ent_000316,0.5126006838311923,0.5126006838311923,0.0,15,True,False
k02_ent_000317,5.975653040441298,0.9756530404412976,5.0,23,False,False
k02_ent_000318,0.8151398060693904,0.8151398060693904,0.0,20,False,False
k02_ent_000319,0.5988985121950222,0.5988985121950222,0.0,17,True,False
k02_ent_000320,0.9161169068953835,0.9161169068953835,0.0,20,False,False
k02_ent_000321,0.7312590763079161,0.7312590763079161,0.0,19,True,False
k02_ent_000322,0.2973843548291356,0.2973843548291356,0.0,9,True,False
k02_ent_000323,0.4220736630754704,0.4220736630754704,0.0,13,False,False
k02_ent_000324,5.458502060681432,0.4585020606814315,5.0,11,True,False
k02_ent_000325,0.7724194291415643,0.7724194291415643,0.0,22,True,False
k02_ent_000326,5.620478685728208,0.6204786857282082,5.0,12,True,False
k02_ent_000327,0.3805414528202743,0.3805414528202743,0.0,11,True,False
k02_ent_000328,5.979633555807011,0.979633555807011,5.0,20,True,False
k02_ent_000329,0.8106013237881573,0.8106013237881573,0.0,20,True,False
k02_ent_000330,0.9412268507023227,0.9412268507023227,0.0,22,True,False
k02_ent_000331,0.04841188524590165,0.04841188524590165,0.0,1,True,False
k02_ent_000332,0.4363590439822938,0.4363590439822938,0.0,13,True,False
k02_ent_000333,0.31927002924723413,0.31927002924723413,0.0,8,False,False
k02_ent_000334,0.3681753566800392,0.3681753566800392,0.0,11,True,False
k02_ent_000335,0.6596051330215996,0.6596051330215996,0.0,18,False,False
k02_ent_000336,0.47939930887781984,0.47939930887781984,0.0,14,True,False
k02_ent_000337,0.6310306946600361,0.6310306946600361,0.0,19,True,False
k02_ent_000338,5.275631165064389,0.27563116506438834,5.0,9,True,False
k02_ent_000339,0.4378867779247312,0.4378867779247312,0.0,14,True,False
k02_ent_000340,0.5941381452432322,0.5941381452432322,0.0,15,True,False
k02_ent_000341,0.527295571681076,0.527295571681076,0.0,13,True,False
k02_ent_000342,0.2379214309092958,0.2379214309092958,0.0,8,False,True
k02_ent_000343,0.9929270100412948,0.9929270100412948,0.0,22,False,False
k02_ent_000344,0.568630046141818,0.568630046141818,0.0,17,False,False
k02_ent_000345,0.46303631277647445,0.46303631277647445,0.0,15,False,False
k02_ent_000346,0.23973859135106007,0.23973859135106007,0.0,7,True,False
k02_ent_000347,0.8272034672206716,0.8272034672206716,0.0,17,True,False
k02_ent_000348,5.497444772824135,0.4974447728241352,5.0,13,True,False
k02_ent_000349,0.5447607064334254,0.5447607064334254,0.0,15,False,False
k02_ent_000350,0.8053063135185512,0.8053063135185512,0.0,19,True,False
k02_ent_000351,0.3189181388453144,0.3189181388453144,0.0,9,False,False
k02_ent_000352,0.5606756628416393,0.5606756628416393,0.0,12,True,False
k02_ent_000353,5.5547688736253455,0.5547688736253452,5.0,17,True,False
k02_ent_000354,0.8185683325795903,0.8185683325795903,0.0,20,False,False
k02_ent_000355,0.8345966454002433,0.8345966454002433,0.0,23,True,False
k02_ent_000356,0.0,0.0,0.0,0,True,False
k02_ent_000357,5.442487210384601,0.4424872103846015,5.0,13,True,False
k02_ent_000358,5.203229261134806,0.20322926113480547,5.0,5,False,False
k02_ent_000359,5.4227782086711604,0.4227782086711606,5.0,10,False,False
k02_ent_000360,0.2903856891957589,0.2903856891957589,0.0,7,True,False
k02_ent_000361,0.4410299790410174,0.4410299790410174,0.0,13,True,False
k02_ent_000362,0.0,0.0,0.0,0,False,True
k02_ent_000363,0.30662423263674826,0.30662423263674826,0.0,10,True,False
k02_ent_000364,0.1393045326434253,0.1393045326434253,0.0,4,False,True
k02_ent_000365,5.049180327868853,0.04918032786885246,5.0,1,False,False
k02_ent_000366,0.4627702381547333,0.4627702381547333,0.0,13,False,False
k02_ent_000367,1.0604728663648975,1.0604728663648975,0.0,26,True,False
k02_ent_000368,0.17775871940791155,0.17775871940791155,0.0,5,True,False
k02_ent_000369,0.43585342832946256,0.43585342832946256,0.0,13,True,False
k02_ent_000370,0.20719753491923654,0.20719753491923654,0.0,6,True,False
k02_ent_000371,0.3988510298322286,0.3988510298322286,0.0,13,True,False
k02_ent_000372,0.38159447323942247,0.38159447323942247,0.0,12,False,False
k02_ent_000373,0.04918032786885246,0.04918032786885246,0.0,1,False,True
k02_ent_000374,0.6609243020382065,0.6609243020382065,0.0,17,True,False
k02_ent_000375,5.384425471857611,0.38442547185761083,5.0,11,True,False
k02_ent_000376,0.22458394714310895,0.22458394714310895,0.0,4,True,False
k02_ent_000377,0.47794463296716627,0.47794463296716627,0.0,15,True,False
k02_ent_000378,0.5959472411271441,0.5959472411271441,0.0,18,False,False
k02_ent_000379,0.6495838797390792,0.6495838797390792,0.0,18,False,False
k02_ent_000380,0.5797972312620873,0.5797972312620873,0.0,16,True,False
k02_ent_000381,5.124187310133899,0.12418731013389925,5.0,3,True,False
k02_ent_000382,0.4217042752845821,0.4217042752845821,0.0,13,False,False
