id,name,releaseYear,developer,publisher,platform,genres,criticScore,userScore,ESRB,globalSales
sales_110,Destiny,2014-01-01,"Bungie Software, Bungie",Activision,PlayStation 4,Shooter,76.0,6.1,T,5
sales_111,LEGO Star Wars: The Complete Saga,2007-01-01,Traveller's Tales,LucasArts,Wii,Action,80.0,8.9,E10+,5
sales_112,Cooking Mama,2006-01-01,Taito Corporation,505 Games,Nintendo DS,Simulation,67.0,7.2,E,5
sales_113,Assassin's Creed II,2009-01-01,Ubisoft Montreal,Ubisoft,PlayStation 3,Action,91.0,8.6,M,5
sales_114,Assassin's Creed,2007-01-01,Ubisoft Montreal,UbisofT,Xbox 360,Adventure,81.0,7.7,M,5
sales_115,Forza Motorsport 3,2009-01-01,Turn 10,Microsoft Game Studios,Xbox 360,Racing,92.0,8.0,E,5
sales_116,Super Mario Advance,2001-01-01,Nintendo,Nintendo,Game Boy Advance,Platform,84.0,7.8,E,
sales_117,Monster Hunter Freedom Unite,2008-01-01,Capcom,Capcom,PlayStation Portable (PSP),Role-Playing,,8.7,T,5
sales_118,Batman: Arkham City,2011-01-01,Rocksteady Studios,Warner Bros. Interactive Entertainment,PlayStation 3,Action,96.0,,T,5
sales_119,Grand Theft Auto V,2014-01-01,Rockstar North,Take-Two Interactive,Xbox One,Action,97.0,7.9,M,5
sales_120,Mario Kart: Super Circuit,2001-01-01,Intelligent Systems,Nintendo,Game Boy Advance,Racing,93.0,8.3,E,5
sales_121,Crash Bandicoot: The Wrath of Cortex,2001-01-01,Traveller's Tales,Universal Interactive,PlayStation 2,Platform,66.0,7.1,E,5
sales_122,Call of Duty: World at War,2008-01-01,Treyarch,Activision,PlayStation 3,Shooter,85.0,7.6,M,5
sales_123,Uncharted 4: A Thief's End,2016-01-01,Naughty Dog,Sony Computer Entertainment,PlayStation 4,Shooter,93.0,7.9,T,5
sales_124,Final Fantasy XIII,2009-01-01,Square Enix,Square Enix,PlayStation 3,Role-Playing,83.0,7.3,T,
sales_125,Final Fantasy IX,2000-01-01,SquareSoft,SquareSoft,PlayStation,Role-Playing,94.0,8.9,T,5
sales_126,Assassin's Creed III,2012-01-01,Ubisoft,Ubisoft,Xbox 360,Action,,,M,5
sales_127,Final Fantasy X-2,2003-01-01,SquareSoft,Electronic Arts,PlayStation 2,Role-Playing,85.0,6.6,T,5
sales_128,Call of Duty: Advanced Warfare,2014-01-01,Sledgehammer Games,Activision,Xbox One,Shooter,,5.4,M,5
sales_129,Assassin's Creed II,2009-01-01,Ubisoft Montreal,Ubisoft,Xbox 360,Action,90.0,8.8,M,5
sales_130,New Super Mario Bros. U,2012-01-01,Nintendo,Nintendo,Wii U,Platform,84.0,8.1,E,5
sales_131,Dragon Quest VIII: Journey of the Cursed King,2004-01-01,Level 5,Square Enix,PlayStation 2,Role-Playing,89.0,8.8,T,5
sales_132,Professor Layton and the Curious Village,2007-01-01,Level 5,Nintendo,Nintendo DS,Puzzle,85.0,8.6,E,5
sales_133,FIFA Soccer 13,2012-01-01,Electronic Arts,Electronic Arts,Xbox 360,Action,90.0,6.1,E,5
sales_134,Diablo III,,Blizzard Entertainment,Activision,Windows PC,Role-Playing,88.0,4.0,M,
sales_135,Medal of Honor: Rising Sun,2003-01-01,EA L A,Electronic Arts,PlayStation 2,Shooter,68.0,7.6,T,5
sales_136,Guitar Hero II,2006-01-01,Harmonix Music Systems,RedOctane,PlayStation 2,Misc,92.0,8.5,T,5
sales_137,Fable III,2010-01-01,Lionhead Studios,Microsoft Game Studios,Xbox 360,Role-Playing,80.0,6.5,M,5
sales_138,Resident Evil 5,2009-01-01,Capcom,Capcom,PlayStation 3,Action,84.0,,M,5
sales_139,The Legend of Zelda: Phantom Hourglass,2007-01-01,Nintendo,Nintendo,Nintendo DS,Action,90.0,8.0,E,5
sales_140,FIFA Soccer 11,2010-01-01,EA Sports,Electronic Arts,PlayStation 3,Sports,,8.0,E,5
sales_141,Resident Evil,1996-01-01,Capcom,Virgin Interactive,PlayStation,Action,91.0,9.0,M,5
sales_142,Grand Theft Auto: Vice City Stories,2006-01-01,Rockstar Leeds,Take-Two Interactive,PlayStation Portable (PSP),Action,86.0,8.0,M,5
sales_143,Tony Hawk's Pro Skater,1999-01-01,,Activision,PlayStation,Sports,92.0,9.2,T,5
sales_144,Guitar Hero III: Legends of Rock,2007-01-01,"Neversoft Entertainment, BudCat",Activision,PlayStation 2,Misc,82.0,8.2,T,4
sales_145,Link's Crossbow Training,2007-01-01,Nintendo,Nintendo,Wii,Shooter,68.0,7.1,T,4
sales_146,Fallout 3,2008-01-01,Bethesda Game Studios,Bethesda Softworks,Xbox 360,Role-Playing,93.0,8.5,M,4
sales_147,Uncharted: Drake's Fortune,2007-01-01,"Naughty Dog, SCE/WWS",Sony Computer Entertainment,PlayStation 3,Action,88.0,,T,4
sales_148,Madden NFL 06,2005-01-01,EA Sports,Electronic Arts,PlayStation 2,Sports,88.0,8.0,E,4
sales_149,StarCraft II: Wings of Liberty,2010-01-01,,Activision,Windows PC,Strategy,,8.2,T,4
sales_150,Assassin's Creed,2007-01-01,Ubisoft Montreal,Ubisoft,PlayStation 3,Adventure,81.0,7.3,M,4
sales_151,God of War III,2010-01-01,SCE Santa Monica,Sony Computer Entertainment,PlayStation 3,Action,92.0,8.7,M,4
sales_152,Crash Team Racing,1999-01-01,Naughty Dog,Sony Computer Entertainment,PlayStation,Racing,88.0,9.0,E,4
sales_153,LEGO Star Wars: The Complete Saga,2007-01-01,TT Fusion,LucasArts,Nintendo DS,Action,80.0,5.4,E,4
sales_154,Driver 2,2000-01-01,Reflections Interactive,Atari,PlayStation,Action,62.0,,T,4
sales_155,Batman: Arkham City,2011-01-01,Rocksteady Studios,Warner Bros. Interactive Entertainment,Xbox 360,Action,94.0,8.7,T,4
sales_156,Tony Hawk's Pro Skater 2,2000-01-01,Neversoft Entertainment,Activision,PlayStation,Sports,98.0,7.7,T,4
sales_157,The Lord of the Rings: The Two Towers,2002-01-01,Stormfront Studios,Electronic Arts,PlayStation 2,Action,82.0,8.2,T,4
sales_158,Tomb Raider,1996-01-01,,Eidos Interactive,PlayStation,Action,91.0,8.6,T,4
sales_159,Animal Crossing: City Folk,2008-01-01,Nintendo,Nintendo,Wii,Simulation,73.0,7.6,E,
sales_160,Uncharted: The Nathan Drake Collection,2015-01-01,Bluepoint Games,Sony Computer Entertainment,PlayStation 4,Action,86.0,8.1,T,4
sales_161,The Legend of Zelda: The Wind Waker,2002-01-01,Nintendo,Nintendo,Nintendo GameCube,Action,96.0,8.9,E,4
sales_162,Guitar Hero III: Legends of Rock,2007-01-01,,Activision,Wii,Misc,86.0,,T,
sales_163,Luigi's Mansion: Dark Moon,,NextLevel Games,Nintendo,Nintendo 3DS,Act ion,86.0,8.4,E,4
sales_164,Forza Motorsport 4,2011-01-01,Turn 10,Microsoft Game Studios,Xbox 360,Racing,91.0,8.2,E,4
sales_165,Madden NFL 2005,2004-01-01,EA Tiburon,Electronic Arts,PlayStation 2,Sports,91.0,7.9,E,4
sales_166,Guitar Hero III: Legends of Rock,2007-01-01,Neversoft Entertainment,Activision,Xbox 360,Misc,85.0,7.9,T,4
sales_167,Madden NFL 07,2006-01-01,EA Sports,Electronic Arts,PlayStation 2,Sports,84.0,8.2,E,4
sales_168,Halo 5: Guardians,2015-01-01,343 Industries,Microsoft Game Studios,Xbox One,Shooter,84.0,6.4,T,4
sales_169,Spider-Man: The Movie,2002-01-01,Treyarch,Activision,PlayStation 2,Action,76.0,7.9,E,4
sales_170,Call of Duty: Infinite Warfare,2016-01-01,Infinity Ward,Activision,PlayStation 4,Shooter,77.0,3.4,M,4
sales_171,God of War,2005-01-01,SCE Santa Monica,Sony Computer Entertainment,PlayStation 2,Action,94.0,8.9,M,4
sales_172,Splatoon,2015-01-01,Nintendo,Nintendo,Wii U,Shooter,81.0,8.5,E10+,4
sales_173,Nintendo Land,2012-01-01,Nintendo,Nintendo,Wii U,Misc,77.0,7.9,E10+,4
sales_174,Tony Hawk's Pro Skater 3,2001-01-01,Neversoft Entertainment,Activision,PlayStation 2,Sports,97.0,7.5,T,4
sales_175,Winning Eleven: Pro Evolution Soccer 2007,2006-01-01,Konami,Konami Digital Entertainment,PlayStation 2,Sports,86.0,8.9,E,4
sales_176,The Elder Scrolls IV: Oblivion,2006-01-01,Bethesda Softworks,Take-Two Interactive,Xbox 360,Role-Playing,94.0,8.7,,4
sales_177,Need for Speed: Most Wanted,2005-01-01,EA Canada,Electronic Arts,PlayStation 2,,,9.1,T,4
sales_178,Michael Jackson: The Experience,2010-01-01,"Ubisoft Paris, Ubisoft Montpellier",Ubisoft,Wii,Misc,56.0,8.3,E10+,4
sales_179,Resistance: Fall of Man,2006-01-01,Insomniac Games,Sony Computer Entertainment,PlayStation 3,Shooter,86.0,8.1,M,4
sales_180,Kingdom Hearts II,2005-01-01,Square Enix,Square Enix,PlayStation 2,Role-Playing,,9.0,E10+,4
sales_181,Super Mario 3D World,2013-01-01,Nintendo,Nintendo,Wii U,Platform,93.0,9.0,E,4
sales_182,Fable II,2008-01-01,Lionhead Studios,Microsoft Game Studios,Xbox 360,Role-Playing,89.0,6.5,M,4
sales_183,Namco Museum,2001-01-01,Mass Media,Namco Bandai Games,Game Boy Advance,Misc,79.0,7.3,E,4
sales_184,Batman: Arkham Asylum,2009-01-01,Rocksteady Studios,Eidos Interactive,PlayStation 3,Action,91.0,8.9,T,4
sales_185,Metal Gear Solid 3: Snake Eater,,KCEJ,Konami Digital Entertainment,PlayStation 2,Action,91.0,9.3,M,4
sales_186,Assassin's Creed: Revelations,2011-01-01,Ubisoft Montreal,Ubisoft,PlayStation 3,Action,80.0,7.5,M,4
sales_187,Fallout 4,2015-01-01,Bethesda Game Studios,Bethesda Softworks,Xbox One,Role-Playing,88.0,6.2,M,4
sales_188,FIFA 14,2013-01-01,EA Canada,Electronic Arts,Xbox 360,Sports,84.0,4.2,E,4
sales_189,Daxter,2006-01-01,Ready at Dawn,Sony Computer Entertainment,PlayStation Portable (PSP),Platform,85.0,8.7,E10+,4
sales_190,FIFA Soccer 06,2005-01-01,EA Canada,Electronic Arts,PlayStation 2,Sports,80.0,7.8,E,4
sales_191,EyeToy Play,2003-01-01,"SCEE, Zoe Mode",Sony Computer Entertainment,PlayStation 2,Misc,80.0,7.5,E,4
sales_192,Gran Turismo 5 Prologue,2007-01-01,Polyphony Digital,Sony Computer Entertainment,PlayStation 3,Racing,80.0,7.1,E,4
sales_193,Assassin's Creed: Revelations,2011-01-01,,Ubisoft,Xbox 360,Action,80.0,7.2,M,4
sales_194,Street Fighter IV,2009-01-01,Capcom,Capcom,PlayStation 3,Fighting,94.0,7.3,T,4
sales_195,Madden NFL 2003,2002-01-01,EA Sports,Electronic Arts,PlayStation 2,Sports,95.0,7.7,E,4
sales_196,Half-Life,1997-01-01,Valve Software,Vivendi Games,Windows PC,Shooter,96.0,9.1,M,4
sales_197,World of Warcraft: The Burning Crusade,2007-01-01,Blizzard Entertainment,Activision,Windows PC,Role-Playing,91.0,7.9,T,4
sales_198,Battlefield 1,2016-01-01,EA DICE,Electronic Arts,PlayStation 4,Shooter,88.0,8.4,M,
sales_199,God of War II,2007-01-01,SCE Santa Monica,Sony Computer Entertainment,PlayStation 2,Action,93.0,8.9,M,4
sales_200,Fallout: New Vegas,2010-01-01,Obsidian Entertainment,Bethesda Softworks,Xbox 360,Role-Playing,84.0,8.1,M,4
sales_201,Forza Motorsport 2,2007-01-01,,Microsoft Game Studios,Xbox 360,Racing,90.0,8.3,E,4
sales_202,Carnival Games,2007-01-01,Cat Daddy Games,Take-Two Interactive,Wii,,56.0,6.0,E,4
sales_203,Watch Dogs,2014-01-01,Ubisoft Montreal,Ubisoft,,Action,80.0,6.3,M,4
sales_204,Tekken Tag Tournament,2000-01-01,Namco,N amco Bandai Games,PlayStation 2,Fighting,85.0,8.5,T,4
sales_205,Far Cry 4,2014-01-01,Ubisoft Montreal,Ubisoft,PlayStation 4,Shooter,85.0,7.7,M,4
sales_206,Namco Museum: 50th Anniversary,2005-01-01,,Namco Bandai Games,PlayStation 2,Misc,61.0,,E10+,3
sales_207,Left 4 Dead 2,2009-01-01,Valve Software,Electronic Arts,Xbox 360,Shooter,89.0,8.6,M,3
sales_208,The Witcher 3: Wild Hunt,2015-01-01,CD Projekt Red Studio,Namco Bandai Games,PlayStation 4,Role-Playing,92.0,9.2,M,3
sales_209,Assassin's Creed: Unity,2014-01-01,"Ubisoft, Ubisoft Montreal",Ubisoft,PlayStation 4,Action,70.0,4.9,M,3
sales_210,Batman: Arkham Knight,2015-01-01,Rocksteady Studios,Warner Bros. Interactive Entertainment,PlayStation 4,Action,87.0,7.6,M,3
sales_211,The Legend of Zelda: Skyward Sword,2011-01-01,Nintendo,Nintendo,Wii,Action,93.0,8.0,E10+,3
sales_212,Fallout 3,2008-01-01,Bethesda GameStudios,Bethesda Softworks,PlayStation 3,Role-Playing,90.0,8.0,M,3
sales_213,Professor Layton and the Diabolical Box,2007-01-01,Level 5,Nintendo,Nintendo DS,Puzzle,84.0,8.8,E10+,3
sales_214,EA Sports Active,2009-01-01,EA Canada,Electronic Arts,Wii,Sports,81.0,8.7,E,3
sales_215,Tony Hawk's Underground,2003-01-01,Neversoft Entertainment,Activision,PlayStation 2,Sports,,8.7,T,3
sales_216,Monster Hunter 4 Ultimate,2014-01-01,Capcom,Nintendo,Nintendo 3DS,Role-Playing,86.0,8.7,T,3
sales_217,The Elder Scrolls V: Skyrim,2011-01-01,Bethesda Game Studios,Bethesda Softworks,Windows PC,Role-Playing,94.0,8.1,M,3
sales_218,NBA 2K16,2015-01-01,Visual Concepts,Take-Two Interactive,PlayStation 4,Sports,87.0,6.7,E10+,3
sales_219,Tekken 5,2005-01-01,Namco,Namco Bandai Games,PlayStation 2,Fighting,88.0,8.6,T,3
sales_220,MotorStorm,2006-01-01,Evolution Studios,Sony Computer Entertainment,PlayStation 3,Racing,84.0,7.4,T,3
sales_221,World Soccer Winning Eleven 8 International,2004-01-01,KCET,Konami Digital Entertainment,PlayStation 2,Sports,91.0,9.1,E,3
sales_222,Sports Champions,2010-01-01,"SCEA, Zindagi Games",Sony Computer Entertainment,PlayStation 3,Sports,76.0,7.9,E10+,3
sales_223,Call of Duty: Ghosts,2013-01-01,Infinity Ward,Activision,PlayStation 4,Shooter,78.0,3.7,M,3
