case,source_dataset,source_column,target_dataset,target_column,score,notes,source_file
products,prod2,readSpeedMbps,Hardware Product,read_speed_mb_s,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod2,writeSpeedMbps,Hardware Product,write_speed_mb_s,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod2,busType,Hardware Product,bus_type,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod2,interfaceType,Hardware Product,interface_type,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod2,widthMm,Hardware Product,width_mm,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod2,depthMm,Hardware Product,length_mm,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod2,heightMm,Hardware Product,height_mm,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod2,weightG,Hardware Product,weight_g,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod2,connectionType,Hardware Product,storage_connection_type,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod2,memoryType,Hardware Product,memory_type,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod2,color,Hardware Product,color,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod2,formFactor,Hardware Product,form_factor,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod3,id,Hardware Product,id,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,Brand,Hardware Product,brand,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,ProductTitle,Hardware Product,title,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,Details,Hardware Product,description,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,Price,Hardware Product,price,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,Currency,Hardware Product,priceCurrency,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,Link,Hardware Product,url,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,TitleDetails,Hardware Product,title_description,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,Model,Hardware Product,model,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,PartNo,Hardware Product,model_number,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,Type,Hardware Product,product_type,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,Chipset,Hardware Product,chipset_name,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,MemorySizeGB,Hardware Product,vram_gb,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,CapacityGB,Hardware Product,storage_gb,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,ReadMBs,Hardware Product,read_speed_mb_s,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,WriteMBs,Hardware Product,write_speed_mb_s,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,Bus,Hardware Product,bus_type,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,Interface,Hardware Product,interface_type,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,WidthMM,Hardware Product,width_mm,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,LengthMM,Hardware Product,length_mm,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,HeightMM,Hardware Product,height_mm,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,WeightG,Hardware Product,weight_g,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,Connector,Hardware Product,storage_connection_type,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,MemoryType,Hardware Product,memory_type,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,Colour,Hardware Product,color,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod3,FormFactor,Hardware Product,form_factor,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod3_mapping.csv
products,prod4,id,Hardware Product,id,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,mfr,Hardware Product,brand,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,name,Hardware Product,title,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,desc,Hardware Product,description,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,amt,Hardware Product,price,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,cur,Hardware Product,priceCurrency,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,link,Hardware Product,url,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,name_desc,Hardware Product,title_description,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,mdl,Hardware Product,model,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,pn,Hardware Product,model_number,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,cat,Hardware Product,product_type,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,chip,Hardware Product,chipset_name,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,vram,Hardware Product,vram_gb,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,cap_gb,Hardware Product,storage_gb,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,rd_mbs,Hardware Product,read_speed_mb_s,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,wr_mbs,Hardware Product,write_speed_mb_s,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,bus,Hardware Product,bus_type,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,iface,Hardware Product,interface_type,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,w_mm,Hardware Product,width_mm,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,l_mm,Hardware Product,length_mm,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,h_mm,Hardware Product,height_mm,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,wt_g,Hardware Product,weight_g,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,conn,Hardware Product,storage_connection_type,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,mem,Hardware Product,memory_type,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,clr,Hardware Product,color,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
products,prod4,ff,Hardware Product,form_factor,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod4_mapping.csv
