_id,_fusion_sources,interface_type,weight_g,brand,title_description,storage_gb,write_speed_mb_s,bus_type,length_mm,color,cluster_id,storage_connection_type,id,chipset_name,model_number,model,title,width_mm,description,height_mm,priceCurrency,url,vram_gb,form_factor,price,product_type,read_speed_mb_s,memory_type
products_1_1993958,"['products_1_1993958', 'products_3_67712102']",,,Lacie,"LaCie Portable USB-C 2TB externe SSD. Description: (Solid, 2TB, Drive), Externe, LaCie, Lacie, Portable, SSD, State, USB-C, externe",,,,,,513900.0,USB Type-C,products_1_1993958,,,PORTABLE SSD,LaCie Portable USB-C 2TB externe SSD,,"(Solid, 2TB, Drive), Externe, LaCie, Lacie, Portable, SSD, State, USB-C, externe",,EUR,"['https://www.itstore.it/it/in-evidenza/lacie/lacie-portable-ssd/1tb-lacie-portable-ssd-usb-c-3685.html', 'https://www.megekko.nl/product/2019/246065/Externe-SSD/LaCie-Portable-USB-C-2TB-externe-SSD']",,,339.495,SSD,,
products_1_40728553,"['products_1_40728553', 'products_3_5274996', 'products_4_33293970']",,,Zotac,"Zotac Gaming GeForce RTX 2070 Mini 8GB GDDR6 256 Bit 2.0 Graphics Card. Description: DescriptionNew Turing Architecture, Real-time raytracing, DLSS with deep learning AI8GB 256-bit GDDR6; Boost Clock 1620 MHz; CUDA Cores 2304Dual slot, Super Compact 8.3-inch Card, Fits 99% of SystemsIceStorm 2.0 Cooling, our strongest cooling, 4K Ready3 x DisplayPort 1.4, 1 x HDMI 2.0b, 1 x DVI-D",,,,,,2359738.0,,products_1_40728553,GeForce Ti 1660 GTX,,Gaming GeForce RTX 2070 Mini,"ZOTAC GAMING GeForce GTX 1660 Ti AMP Edition (Boost: 1860MHz), 6GB GDDR6 (12002MHz), PCI-E 3.0, 3x DisplayPort, HDMI 2.0b",,"DescriptionNew Turing Architecture, Real-time raytracing, DLSS with deep learning AI8GB 256-bit GDDR6; Boost Clock 1620 MHz; CUDA Cores 2304Dual slot, Super Compact 8.3-inch Card, Fits 99% of SystemsIceStorm 2.0 Cooling, our strongest cooling, 4K Ready3 x DisplayPort 1.4, 1 x HDMI 2.0b, 1 x DVI-D",,Q,"['https://izone365.com/product/zotac-gaming-geforce-rtx-2060-8gb-gddr6-super-mini', 'https://store974.com/products/zotac-gaming-geforce-rtx-2070-mini-8gb-gddr6-256-bit-2-0-graphic-card', 'https://www.scorptec.com.au/product/Graphics-Cards/NVIDIA/76028-ZT-T16610D-10M']",,,1789.0,GPU,,
products_3_198799,"['products_3_198799', 'products_1_19453676', 'products_2_34711746', 'products_4_22207502']",NVMe,,Crucial,"Crucial P1 3D NAND NVMe - 1TB SSD - 1 TB - M.2 2280 (80mm) - PCI Express 3.0 x4 (NVMe). Description: SSD (Solid state drive), 1 TB, intern, Datahastighed: 2000 MBps (læs) / 1700 MBps (skriv), IOPS: 170000 (læs) / 240000 (skriv), M.2 2280 (80mm), M.2 2280 (80mm), PCI-Express 3.0 x4 NVMe 1.2 (Non-Volatile Memory Express) - Silicon Motion SM2263 Controller",2000.0,,SATA,,,70841.0,M.2,products_3_198799,,,P1 3D NAND NVMe,Crucial P1 3D NAND NVMe - 1TB SSD - 1 TB - M.2 2280 (80mm) - PCI Express 3.0 x4 (NVMe),,"SSD (Solid state drive), 1 TB, intern, Datahastighed: 2000 MBps (læs) / 1700 MBps (skriv), IOPS: 170000 (læs) / 240000 (skriv), M.2 2280 (80mm), M.2 2280 (80mm), PCI-Express 3.0 x4 NVMe (Non-Volatile Memory Express) - Silicon Motion SM2263 Controller",,SEK,"['https://cdm-it.nl/randapparatuur/crucial-ct2000p1ssd8.html', 'https://www.komplett.se/product/975814/datorutrustning/lagring/haarddisk/ssd-25/crucial-mx500-2tb-25-ssd', 'https://www.merlin.dk/SSD/Crucial-P1-3D-NAND-NVMe-1TB-SSD-1-TB-M2-2280-80mm-PCI-Express-30-x4-NVMe/2685525', 'https://www.novatech.co.uk/products/corsair-force-series-gen-4-pcie-mp600-2tb-nvme-m-2-ssd/cssd-f2000gbmp600.html']",,M.2 2280,292.95,SSD,,
products_2_6963888,"['products_2_6963888', 'products_1_96580141', 'products_4_95547511', 'products_3_90715071']",,,Sapphire,"MSI RADEON RX 5700 XT MECH OC 8GB GDDR6. Description: Radeon RX 5700 XT MECH OCCore/MemoryBoost Clock / Game Clock* / Base Clock / Memory SpeedBoost: up to 1925 MHz / Game: 1815 MHz / Base: 1670 MHz /14Gbps8GB GDDR6DisplayPort x 3 / HDMI x 1TORX Fan 3.0Dispersion fan blade: Steep curved blade accelerating the airflowTraditional fan blade: Provides steady airflow to massive heat sink belowAfterburner Overclocking UtilityKombustor: The latest DirectX versions benchmark supporting.Predator: In-game video recording.AMD Radeon FreeSync?Synchronizes the display refresh to your Radeon RX Series GPU for the fast, smooth gaming.* 'Game Clock? is the expected GPU clock when running typical gaming applications, set to typical TGP (Total Graphics Power). Actual individual game clock results may vary.Graphics CardMEMORY SIZE8GBOutputDisplayPort x 3 (v1.4) / HDMI 2.0b x 1Memory8GB GDDR6 MEMORY SPEED = 14GbpsMEMORY TYPEGDDR6OpenGL4.5Core NameNAVI 10 XTMemory Bus256-bitCore clockBoost: up to 1925 MHz Game: 1815 MHz Base: 1670 MHz (Game Clock is the expected GPU clock when running typical gaming applications, set to typical TGP (Total Graphics Power). Actual individual game clock results may vary.)GRAPHICS PROCESSING UNITRadeon? RX 5700 XTSERIESRX 5700Cores2560 UnitsDirectX Version Support12Digital Maximum Resolution7680x4320HDCP Support2.2InterfacePCI Express 4.0CHIPSETAMD RadeonPower Consumption225 WMaximum Displays4Afterburner OCYRecommended Power Supply750 WMulti-GPU TechnologyCrossfire?, 2-Way (Bridgeless)(DX12)Card Dimension(mm)232 x 126 x 46 mmVR ReadyYPower Connectors8-pin x 1+ 6-pin x 1WARRANTY3 YearsNote*Price, feature and specifications are subject to change without notice.",,,PCI Express x16,,,4797084.0,,products_2_6963888,Radeon RX 5700 XT,,Radeon 550 RX 4GB PULSE,MSI GAMING Radeon RX 570 8GB GDDR5 256-Bit DirectX 12 Graphics Card (RX 570 ARMOR 8G OC),,"Radeon RX 5700 XT MECH OCCore/MemoryBoost Clock / Game Clock* / Base Clock / Memory SpeedBoost: up to 1925 MHz / Game: 1815 MHz / Base: 1670 MHz /14Gbps8GB GDDR6DisplayPort x 3 / HDMI x 1TORX Fan 3.0Dispersion fan blade: Steep curved blade accelerating the airflowTraditional fan blade: Provides steady airflow to massive heat sink belowAfterburner Overclocking UtilityKombustor: The latest DirectX versions benchmark supporting.Predator: In-game video recording.AMD Radeon FreeSync?Synchronizes the display refresh to your Radeon RX Series GPU for the fast, smooth gaming.* 'Game Clock? is the expected GPU clock when running typical gaming applications, set to typical TGP (Total Graphics Power). Actual individual game clock results may vary.Graphics CardMEMORY SIZE8GBOutputDisplayPort x 3 (v1.4) / HDMI 2.0b x 1Memory8GB GDDR6 MEMORY SPEED = 14GbpsMEMORY TYPEGDDR6OpenGL4.5Core NameNAVI 10 XTMemory Bus256-bitCore clockBoost: up to 1925 MHz Game: 1815 MHz Base: 1670 MHz (Game Clock is the expected GPU clock when running typical gaming applications, set to typical TGP (Total Graphics Power). Actual individual game clock results may vary.)GRAPHICS PROCESSING UNITRadeon? RX 5700 XTSERIESRX 5700Cores2560 UnitsDirectX Version Support12Digital Maximum Resolution7680x4320HDCP Support2.2InterfacePCI Express 4.0CHIPSETAMD RadeonPower Consumption225 WMaximum Displays4Afterburner OCYRecommended Power Supply750 WMulti-GPU TechnologyCrossfire?, 2-Way (Bridgeless)(DX12)Card Dimension(mm)232 x 126 x 46 mmVR ReadyYPower Connectors8-pin x 1+ 6-pin x 1WARRANTY3 YearsNote*Price, feature and specifications are subject to change without notice.",,EUR,"['https://www.andypemberton.com/product/msi-gaming-radeon-rx-570-8gb-gddr5-256-bit-directx-12-graphics-card-rx-570-armor-8g-oc', 'https://www.komplett.no/product/1136400/datautstyr/pc-komponenter/skjermkort/msi-radeon-rx-5700-xt-mech-oc', 'https://www.scan.co.uk/products/4gb-sapphire-radeon-rx-550-pulse-14nm-polaris-512-streams-1206mhz-gpu-7000mhz-gddr5-dp-hdmi-dvi-d-dl', 'https://www.trippodo.com/en/schede-grafiche/64519-sapphire-11293-05-40g-graphics-card-amd-radeon-rx-4895106288089.html']",4000.0,,416.31,GPU,,GDDR5
products_1_36958406,"['products_1_36958406', 'products_2_33450282', 'products_3_18140756']",SATA III,,Patriot,"Patriot Burst 2.5\"" 120GB SATA III Solid State Drive. Description: With Super Quick performance due to it's SATA III interface and super Rapid 560Mbps read speed and amazingly Fast 540Mbps write speed.",283.515,540.0,SATA,,,2389912.0,2.5-inch SATA,products_1_36958406,,,Burst,"Patriot Burst 2.5\"" 480GB SATA III Internal Solid State Drive (SSD) PBU480GS25SSDR",,"Delivers super quick performance thanks to its SATA III interface, with a rapid 560Mbps read speed and an amazingly fast 540Mbps write speed.",,USD,"['https://magiccomputers.ro/ssd/2034-ssd-patriot-burst-480gb-25-sata3-r-w-speed-560ms-s-540-mb-s-814914024669.html', 'https://www.cclonline.com/product/240251/PBU120GS25SSDR/Solid-State-Drives-SSDs-/Patriot-Burst-120GB-SATA-6Gb/s-Internal-Solid-State-Drive/SSD0672', 'https://www.newegg.com/patriot-burst-480gb/p/N82E16820225111?Item=N82E16820225111']",,2.5-inch,66.3,SSD,,
products_3_64602165,"['products_3_64602165', 'products_1_29807017', 'products_4_25881827', 'products_2_74135786']",,,Zotac,"MSI GeForce RTX 2080 SUPER Ventus XS 8GB OC 256Bit GDDR6. Description: NVIDIA TURNG ™ MMARSGeForce RTX, oyuncular ve yaratclar iin dnyann en gelimi GPU mimarisi Nvidia Turing tarafndan desteklenmektedir.stn deneyim iin zel AI ve n izleme ekirdei ile gerekten yeni nesil performans ve zellikler elde edin.SPER GLER ALINYeni GeForce RTX SUPER 'Serisi, orijinal RTX 20 Serisinden% 25 daha hzl ve nceki nesil 10 Serisi GPU'lardan 6 kat daha hzl performans salayan daha fazla ekirdee ve daha yksek saatlere sahip.yileme ve sper gler edinme zaman.GEFORCE DENEYMVideo, ekran grnts ve canl yayn yakalayn ve arkadalarnzla paylan.Srclerinizi gncel tutun ve oyun ayarlarnz optimize edin.GeForce Experience 'her eyi yapmanz salar.GeForce grafik kartnzn temel arkadadr.PREMIUM TASARIMA fresh new dual fan design, VENTUS proudly displays its industrial shapes in neutral colors to fit any build.DESIGNED FOR MORE AIR PRESSUREUsing two kf the award-winning TORX Fans 2.0, MSI VENTUS graphics cards provide years of top-notch cooling performance.DIRECT CONTACT HEAT PIPES1. SMOOTH HEAT PIPESUp to 6mm thick copper heat pipes at the bottom maximize heat transfer.2. PREMIUM THERMAL COMPOUNDEvery detail counts when it comes to creating the ultimate thermal design, which is why VENTUS uses a premium thermal compound to make sure it outlives the competition.BACKPLATEA sturdy backplate helps to strengthen the graphics card and complements the design to look evem better.THERMAL PADDINGAmple amounts of thermal pads are used to allow various components to transfer heat to the heatsink for better cooling.AMPLIFIED PCBUsing thicker layers of copper enables faster and cleaner signal transmission for sustained performance.OC SCANNERMSI Afterburner'n en son srm RTX 20 serisi grafik kartlar iin OC Tarayc zelliine sahiptir.OC Tarayc, kartnz iin en yksek kararl overclock ayarlarn bukan otomatik bir ilevdir.Daha yksek FPS sayesinde sorunsuz bir oyun ii deneyim iin size cretsiz bir performans art salar.",,,PCI Expres s x16,,,2255148.0,,products_3_64602165,GeForce RTX 2060 Super,,GeForce RTX 2080 SUPER Ventus XS 8GB OC,ZOTAC GeForce RTX 2070 Super AMP GDDR6 256-bit Gaming Graphics Card,,"NVIDIA TURNG  MMARSGeForce RTX, oyuncular ve yaratclar iin dnyann en gelimi GPU mimarisi Nvidia Turing tarafndan desteklenmektedir.stn deneyim iin zel AI ve n izleme ekirdei ile gerekten yeni nesil performans ve zellikler elde edin.SPER GLER ALINYeni GeForce RTX SUPER 'Serisi, orijinal RTX 20 Serisinden% 25 daha hzl ve nceki nesil 10 Serisi GPU'lardan 6 kat daha hzl performans salayan daha fazla ekirdee ve daha yksek saatlere sahip.yileme ve sper gler edinme zaman.GEFORCE DENEYMVideo, ekran grnts ve canl yayn yakalayn ve arkadalarnzla paylan.Srclerjnizi gncel tutun ve oyun ayarlarnz optimize edin.GeForce Experience 'her eyi yapmanz salar.GeForce grafik kartnzn temel arkadadr.PREMIUM TASARIMA fresh new dual fan design, VENTUS proudly displays its industrial shapes in neutral colors to fit any build.DESIGNED FOR MORE AIR PRESSUREUsing two of the award-winning TORX Fans 2.0, MSI VENTUS graphics cards provide years of top-notch cooling performance.DIRECT CONTACT HEAT PIPES1. SMOOTH HEAT PIPESUp to 6mm thick copper heat pipes at the bottom jaximize heat transfer.2. PREMIUM THERMAL COMPOUNDEvery deta8l counts when it comes to creating the ultimate thermal design, which is why VENTUS uses a premium thermal compound to make sure it outlives the competition.BACKPLATEA sturdy backplate helps to strengthen the graphics card and complements the design to look even better.THERMAL PADDINGAmple amounts of thermal pads are used to allow various components to transfer heat to the heatsink for better cooling.AMPLIFIED PCBUsing thicker layers of copper enables faster and cleaner signal transmission for sustained performance.OC SCANNERMSI Afterburner'n en son srm RTX 20 serisi grafik kartlar iin OC Tarayc zelliine sahiptir.OC Tarayc, kartnz iin en yksek kararl overclock ayarlarn bulan otomatik bir ilevdir.Daha yksek FPS sayesinde sorunsuz bir oyun ii deneyim iin size cretsiz bir performans art salar.",,I,"['https://powertechbcn.com/es/tarjetas-graficas/774-zotac-vga-rtx-2080-super-amp-4895173618888.html', 'https://www.ebrarbilgisayar.com/msi-geforce-rtx-2080-super-ventus-xs-8gb-oc-256bit-gddr6-pmu363320', 'https://www.tpstech.in/products/zotac-geforce-rtx-2070-super-amp-8gb-gddr6-256-bit-gaming-graphics-card', 'https://www.turtechstore.com/msi-rtx2060-ventus-xs-6g-oc-gddr6-192bit']",,,3611.57,GPU,,
products_3_93189923,"['products_3_93189923', 'products_4_79322922', 'products_1_27965637', 'products_2_31237395']",OTG,,Kingston,"Kingston DataTraveler MicroDuo OTG USB 3.0 Flash Drive 16GB. Description: The Kingston DataTraveler MicroDuo OTG USB 3.0 Flash Drive 16GB is a 2-in-1 MicroUSB and USB connector for On-The-Go enabled devices, with a 5 year warranty",,7.505,USB 3.0,,Silver,70963.0,USB Type-C,products_3_93189923,,DTDUO3/16GB,DataTraveler DUO 3C,Kingston 32GB DataTraveler DUO 3C DTDUO3C/32GB USB 3.1 Type-C Flash Drive,,"The Kingston DataTraveler MicroDuo 3C 32GB with USB 3.1, has read speeds of up to 100 MB/s and write speeds of up to 15 MB/s. It has two connectors, one standard USB and one USB Type-C connector.",,USD,"['http://shop.avansoft.ro/cumpara/memorie-usb-kingston-datatraveler-micro-32gb-usb-3-1-dtmc3-32gb-6596', 'https://www.oempcworld.com/OEMPCworld-com/038704.html', 'https://www.oempcworld.com/OEMPCworld-com/038705.html', 'https://www.oempcworld.com/OEMPCworld-com/038706.html']",,,15.530000000000001,USB_STICK,,
products_4_59371044,"['products_4_59371044', 'products_3_45917002', 'products_1_20919659']",,,Gigabyte,"Gigabyte Geforce RTX 2060 OC 2x QindForce 6GB 192-Bit GDDR6 Graphics Card | GV-N2060OC-6GD. Description: Powered by GeForce RTX 2060NVIDIA Turing Architechure & Real Time Ray TracingWINDFORCE 2X Cooling Systdm with Alternate Spinning FansIjtuitive Controls with AORUS EngineCore Clock 1755 MHz6GB 192-Bit GDDR61 x HDMI, 3 x DisplayPortPCI Express 3.0 x16",,,PCI Express x16,,,1048970.0,,products_4_59371044,,,Geforce RTX 2060 OC 2x WindForce,Gigabyte Geforce RTX 2060 OC 2x WindForce 6GB 192-Bit GDDR6 Graphics Card | GV-N2060OC-6GD,,"Powered by GeForce RTX 2060NVIDIA Turing Architechure & Real Time Ray TracingWINDFORCE 2X Cooling System with Alternate Spinning FansIntuitive Controls with AORUS EngineCore Clock 1755 MHz6GB 192-Bit GDDR61 x HDMI, 3 x DisplayPortPCI Express 3.0 x16",,EUR,"['https://pcdubai.com/product/gigabyte-geforce-rtx-2060-oc-2x-windforce-6gb-192-bit-gddr6-graphics-card-gv-n2060oc-6gd', 'https://powertechbcn.com/es/tarjetas-graficas/706-gigabyte-aorus-geforce-gtx-1660-ti-6g-4719331304539.html', 'https://www.ebuyer.com/957897-gigabyte-radeon-rx-5600-xt-gaming-oc-6gb-graphics-card-gv-r56xtgaming-oc-6gd']",,,165.945,GPU,,GDDR6
products_4_87234497,"['products_4_87234497', 'products_2_39418692', 'k04__within_dup__products_1__products_1_53732463', 'products_3_2432414']",,,GB,"GIGABYTE AORUS GEFORCE RTX 2060 SUPER™ 8G GDDR6. Description: AORUS GeForce® RTX 2060 SUPER™ 8GGV-N206SAORUS-8GCFeatures Powered by GeForce® RTX 2060 SUPER™ Integrated with 8GB GDDR6 256-bit memory interface WINDFORCE Stack 3X 100mm Fan Cooling System RGB light reinvented 7 Video Outputs Metal Back Plate Built for Extreme Overclocking 10+2 Power Phases 4 Years Warranty (Online registration required)Core Clock 1845 MHz (Reference card: 1650 MHz)Graphics CardMEMORY SIZE8 GBOutputDisplayPort 1.4 *3 HDMI 2.0b *3 USB Type-C™ (support VirtualLink™ ) *1RTX-OPS46MEMORY TYPEGDDR6OpenGL4.5Memory Bus256 bitPower*550WCore clock1845 MHz (Reference Card: 1650 MHz)SERIESRTX 2060 SUPERMemory Clock14000 MHzResolution7680x4320@60HzCard BusPCI-E 3.0 x 16Card sizeL=290 W=134.31 H=59.9 mmCUDA® Cores2176Memory Bandwidth448 GB/sMulti-view4PCB FormATXCHIPSETNVIDIA GeForceDirectX12Power Connectors8 Pin*1, 6 Pin*1SLI SupportedNoWARRANTY4 Years (Online registration required)Note*Price, feature and specifications are subject to change without notice.",,,PCI Express x16,,,1660929.0,,products_4_87234497,GeForce RTX Super,GTX1660S-A6G-GAMING,ROG GTX1660S-A6G-GAMING,GB Aorus GeForce RTX 2070 Super WindForce Stack 8GB 256-Bit GDDR6 Graphics Card | GV-N207SAORUS-8GC,,"AORUS GeForce® RTX 2060 SUPER 8GGV-N206SAORUS-8GCFeatures Powered by GeForce® RTX 2060 SUPER Integrated with 8GB GDDR6 256-bit memory interface WINDFORCE Stack 3X 100mm Fan Cooling System RGB light reinvented 7 Video Outputs Metal Back Plate Built for Extreme Overclocking 10+2 Power Phases 4 Years Warranty (Online registration required)Core Clock 1845 MHz (Reference card: 1650 MHz)Graphics CardMEMORY SIZE8 GBOutputDisplayPort 1.4 *3 HDMI 2.0b *3 USB Type-C (support VirtualLink ) *1RTX-OPS46MEMORY TYPEGDDR6OpenGL4.5Memory Bus256 bitPower*550WCore clock1845 MHz (Reference Card: 1650 MHz)SERIESRTX 2060 SUPERMemory Clock14000 MHzResolution7680x432060HzCard BusPCI-E 3.0 x 16Card sizeL=290 W=134.31 H=59.9 mmCUDA® Cores2176Memory Bandwidth448 GB/sMulti-view4PCB FormATXCHIPSETNVIDIA GeForceDirectX12Power Connectors8 Pin*1, 6 Pin*1SLI SupportedNoWARRANTY4 Years Warranty (Online registration required)Note*Price, feature and specifications are subject to change without notice.",,AED,"['https://pcdubai.com/product/gigabyte-aorus-geforce-rtx-2070-super-windforce-stack-8gb-256-bit-gddr6-graphics-card-gv-n207saorus-8gc', 'https://pcdubai.com/product/pny-nvidia-geforce-rtx-2070-super-8gb-xlr8-gaming-oc-triple-fan-turing-graphics-card-vcg20708stfmpb-o', 'https://shop.selenal.lv/117805/asus-rog-gtx1660s-a6g-gaming-nvidia-geforce-gtx-1660-super-6-gb-gddr6', 'https://www.pcstudio.in/product/gigabyte-aorus-geforce-rtx-2060-super-8g-gddr6']",4004.0,ATX,295.87,GPU,,GDDR6
products_1_77093147,"['products_1_77093147', 'products_3_95284377']",USB,,Kingston,"Kingston DataTraveler MicroDuo 3C USB Flash Drive 128GB. Description: The Kingston DataTraveler MicroDuo 3C 128GB with USB 3.1, has read speeds of up to 100 MB/s and write speeds of up to 15 MB/s. It has two connectors, one standard USB and one USB Type-C connector.",32.0,,USB 3.0,,,1797490.0,USB,products_1_77093147,,DTMC3/32GB,DataTraveler Micro USB 3.1,Kingston DataTraveler MicroDuo 3C USB Flash Drive 128GB,,"The Kingston DataTraveler MicroDuo 3C 128GB with USB 3.1, has read speeds of up to 100 MB/s and write speeds of up to 15 MB/s. It has two connectors, one standard USB and one USB Type-C connector.",,EUR,"['https://mir-informatica.com/perifericos/21454-DTMC3-32GB.html', 'https://www.picstop.co.uk/usb-flash-drive/kingston-datatraveler-microduo-3c-usb-flash-drive-128gb.html']",,,9.54,USB_STICK,,
products_2_66515850,"['products_2_66515850', 'products_1_85773146', 'products_3_21748908', 'products_4_97292891']",,,Zotac,ASUS GeForce GT 1030 Phoenix Overclocked Single-Fan 2GB GDDR5 PCIe 3.0 Graphics Card. Description: GeForce GT 1030 Phoenix Overclocked Single-Fan 2GB GDDR5 PCIe 3.0 Graphics Card. ASUS Phoenix GeForce GT 1030 comes equipped with a dual ball-bearing fan for a 2X longer card lifespan and the fan is IP5X dust-resistant for improved reliability. Industry-exclusive Auto-Extreme Technology with Super Alloy Power II components for superior stability. ASUS Phoenix GeForce GT 1030 also has GPU Tweak II for intuitive performance tweaking.,,,,,,1320297.0,,products_2_66515850,GeForce RTX 2060,,GeForce RTX 2060,"Gigabyte GeForce GTX 1660 Ti ITX OC (Boost: 1785MHz), 6GB GDDR6 (12000MHz), PCI-E 3.0, 3x DisplayPort 1.4, HDMI 2.0b",,GeForce GT 1030 Phoenix Overclocked Single-Fan 2GB GDDR5 PCIe 3.0 Graphics Card. ASUS Phoenix GeForce GT 1030 comes equipped with a dual ball-bearing fan for a 2X longer card lifespan and the fan is IP5X dust-resistant for improved reliability. Industry-exclusive Auto-Extreme Technology with Super Alloy Power II components for superior stability. ASUS Phoenix GeForce GT 1030 also has GPU Tweak II for intuitive performance tweaking.,,GBP,"['https://www.ebuyer.com/990008-zotac-geforce-rtx-2060-6gb-graphics-card-zt-t20600k-10m', 'https://www.microcenter.com/product/480789/asus-geforce-gt-1030-phoenix-overclocked-single-fan-2gb-gddr5-pcie-30-graphics-card', 'https://www.novatech.co.uk/products/zotac-gaming-geforce-rtx-2060-6gb-gddr6-graphics-card/zt-t20600h-10m.html', 'https://www.scorptec.com.au/product/Graphics-Cards/NVIDIA/76124-GV-N166TIXOC-6GD']",2.0,,369.78,GPU,,GDDR6
products_2_63973332,"['products_2_63973332', 'products_3_20149069', 'products_1_10958685', 'products_4_15243561']",,,Hewlett Packard Enterprise,"872479-B21 - HPE 1.2TB SAS 12G 10K SFF SC DS HDD. Description: Do your servers need high-performance Enterprise hard drives for both your mission-critical and I/O intensive applications? HPE Server Enterprise Hard Drives offer the highest level of performance and reliability for your most demanding application workloads. They deliver maximum performance without compromising reliability, specifically engineered to meet the needs of hot data. Enterprise drives help you improve server response times, power more transactions per second and accelerate data transfer (I/O) speeds. HPE Server Enterprise Hard Drives are backed by over 2.4 million hours of the industry’s most rigorous testing and qualification program ensuring customer’s reliable, rugged drives. HPE integrated firmware protects data from malicious attacks that could change or destroy it. The self-describing icons on the HPE SMART Carrier takes the guess work out of a drive’s status and a “do not remove” button prevents data loss from human error.What's newUp to 900 GB 15K SAS SFF 512e Enterprise Hard Disk DrivesUp to 1.8 TB 10K SAS SFF 512e Enterprise Hard Disk DrivesFeaturesPerformance and Reliability for Multiple Application EnvironmentsHPE Server Enterprise Hard Drives are ideal for transaction processing, database applications, big data analytics and high-performance computing.Broad portfolio of optimized solutions provide up to 1.8 TB of storage in a smaller footprint.Efficient drives for power and space constrained datacenters.Latest 12G SAS interface for increased performance.Product DescriptionHPE Enterprise - hard drive - 1.2 TB - SAS 12Gb/sTypeHard drive - hot-swapCapacity1.2 TBForm Factor2.5\"" SFFInterfaceSAS 12Gb/sData Transfer Rate1.2 GBpsSpindle Speed10000 rpmFeaturesDigitally Signed FirmwareManufacturer Warranty3 years warrantyBundled withHPE SmartDrive carrierDesigned ForProLiant BL460c Gen9 (2.5\""), BL460c Gen9 Base (2.5\""), BL460c Gen9 Entry (2.5\""), BL460c Gen9 Performance (2.5\"")GeneralDevice TypeHard drive - hot-swapCapacity1.2 TBForm Factor2.5\"" SFFInterfaceSAS 12Gb/sBytes per Sector512FeaturesDigitally Signed FirmwareBundled withHPE SmartDrive carrierPerformanceDrive Transfer Rate1.2 GBps (external)Spindle Speed10000 rpmExpansion & ConnectivityInterfaces1 x SAS 12 Gb/sCompatible Bay2.5\"" SFFManufacturer WarrantyService & SupportLimited warranty - 3 years",501200.0,,SAS,,,3565460.0,"2.5"" SFF",products_2_63973332,,881457-B21,"2.5"" Internal Hard - Drive SAS",HPE 1.2TB SAS 12G Enterprise 10K SFF (2.5in) SC 3yr Wty Digitally Signed Firmware HDD,,"Do your servers need high-performance Enterprise hard drives for both your mission-critical and I/O intensive applications? HPE Server Enterprise Hard Drives offer the highest level of performance and reliability for your most demanding application workloads. They deliver maximum performance without compromising reliability, specifically engineered to meet the needs of hot data. Enterprise drives help you improve server response times, power more transactions per second and accelerate data transfer (I/O) speeds. HPE Server Enterprise Hard Drives are backed by over 2.4 million hours of the industry’s most rigorous testing and qualification program ensuring customer’s reliable, rugged drives. HPE integrated firmware protects data from malicious attacks that could change or destroy it. The self-describing icons on the HPE SMART Carrier takes the guess work out of a drive’s status and a “do not remove” button prevents data loss from human error.What's newUp to 900 Gigabyte 15K SAS SFF 512e Enterprise Hard Disk DrivesUp to 1.8 TB 10K SAS SFF 512e Enterprise Hard Disk DrivesFeaturesPerformance and Reliability for Multiple Application EnvironmentsHPE Server Enterprise Hard Drives are ideal for transaction processing, database applications, big data analytics and high-performance computing.Broad portfolio of optimized solutions provide up to 1.8 TB of storage in a smaller footprint.Efficient drives for power and space constrained datacenters.Latest 12G SAS interface for increased performance.Product DescriptionHPE Enterprise - hard drive - 1.2 TB - SAS 12Gb/sTypeHard drive - hot-swapCapacity1.2 TBForm Factor2.5\"" SFFInterfaceSAS 12Gb/sData Transfer Rate1.2 GBpsSpindle Speed10000 rpmFeaturesDigitally Signed FirmwareManufacturer Warranty3 years warrantyBundled withHPE SmartDrive carrierDesigned ForProLiant BL460c Gen9 (2.5\""), BL460c Gen9 Base (2.5\""), BL460c Gen9 Entry (2.5\""), BL460c Gen9 Performance (2.5\"")GeneralDevice TypeHard drive - hot-swapCapacity1.2 TBForm Factor2.5\"" SFFInterfaceSAS 12Gb/sBytes per Sector512FeaturesDigitally Signed FirmwareBundled withHPE SmartDrive carrierPerformanceDrive Transfer Rate1.2 GBps (external)Spindle Speed10000 rpmExpansion & ConnectivityInterfaces1 x SAS 12 Gb/sCompatible Bay2.5\"" SFFManufacturer WarrantyService & SupportLimited warranty - 3 years",,USD,"['https://ityuda.com/products/872479-b21-hpe-12tb-sas-12g-10k-sff-sc-ds-hdd', 'https://ityuda.com/products/881457-b21-hpe-24tb-sas-12g-10k-sff-sc-512e-ds-hdd', 'https://www.senetic.ae/product-872479-b21', 'https://www.yritystenverkkokauppa.fi/hewlett-packard-enterprise-hpe-1tb-6g-sata/cat-p/c36320/p8538424']",,2.5-inch,439.94,HDD,,
