id,brand,title,description,price,priceCurrency,cluster_id,link,title_description,model,model_number,product_type,chipset_name,vram_gb,storage_gb,read_speed_mb_s,write_speed_mb_s,bus_type,interface_type,width_mm,length_mm,height_mm,weight_g,storage_connection_type,memory_type,color,form_factor
products_4_73423155,Western Digital,"HDD extern WD Black P10 Game Drive for Xbox 3TB, 2.5\"", USB 3.2 Gen1 - WDBA5G0030BBK-WESN","HDD extern WD Black P10 Game Drive for Xbox 3TB, 2.5\"", USB 3.2 Gen1 - WDBA5G0030BBK-WESN",788.0,RON,1103088,http://shop.avansoft.ro/cumpara/hdd-extern-wd-black-p10-game-drive-for-xbox-3tb-2-5-usb-3-2-gen1-17343,"HDD extern WD Black P10 Game Drive for Xbox 3TB, 2.5\"", USB 3.2 Gen1 - WDBA5G0030BBK-WESN. Description: HDD extern WD Black P10 Game Drive for Xbox 3TB, 2.5\"", USB 3.2 Gen1 - WDBA5G0030BBK-WESN",Black P10 Game Drive for Xbox,,HDD,,,"3,000.0 GB",130.0 MB/s,,USB 3.0,Micro B,87.9,118.1,20.8,,,,Black/White,2.5-inch
products_4_45388399,Hewlett Packard Enterprise,HPE 1.8TB SAS 10K SFF SC 512e DS HDD,"Capacity: 1.8 TB | Speed: 10,000 rpm | Interface: SAS 12 Gb/s 6.4 cm (2.5\"") | Application: Server, Storage",282.0,EUR,110368,https://www.bechtle.com/pt-en/shop/hpe-1-8tb-sas-10k-sff-sc-512e-ds-hdd--4165320--p,"HPE 1.8TB SAS 10K SFF SC 512e DS HDD. Description: Capacity: 1.8 TB | Speed: 10,000 rpm | Interface: SAS 12 Gb/s 6.4 cm (2.5\"") | Application: Server, Storage",,872481-B21,HDD,,,"1,800.0 GB",,,SAS,SAS,,,,,2.5-inch SAS,,,
products_4_49018985,Intel,"Intel® SSD DC S4510 Series (960GB, 2.5in SATA 6Gb/s, 3D2, TLC)","Intel® SSD DC S4510 Series (960GB, 2.5in SATA 6Gb/s, 3D2, TLC) Generic Single Pack","112,000.0",HUF,1121132,https://www.ikontakt.hu/Intel-SSD-DC-S4510-Series-960GB-2-5in-SATA-6Gb/s-3,"Intel® SSD DC S4510 Series (960GB, 2.5in SATA 6Gb/s, 3D2, TLC). Description: Intel® SSD DC S4510 Series (960GB, 2.5in SATA 6Gb/s, 3D2, TLC) Generic Single Pack",SSD DC S4510 Series,,SSD,,,960.0 GB,,,SATA,,,,,,2.5-inch SATA,,,2.5-inch
products_4_58494350,Samsung,"Samsung SSD 860 QVO 2.5\"" 2 TB SATA III",Warranty : 3 Years with Local Distributor - Eternal Asia,429.0,GBP,1134888,https://www.allstars.com.sg/samsung-2tb-860-qvo-int-2-5-sata3-ssd-mz-76q2t0bw-wrty-w-ea,"SAMSUNG 2TB 860 QVO INT 2.5\"" SATA3 SSD (MZ-76Q2T0BW)-WRTY W/EA. Description: Warranty : 3 Years with Local Distributor - Eternal Asia",,MZ-76Q2T0BW,SSD,,,"2,000.0 GB",550.0 MB/s,520.0 MB/s,,SATA III,,,,,2.5-inch SATA,,,2.5-inch
products_4_66211587,Seagate,Disco Seagate IronWolf 3.5 in 14Tb 7200rpm(ST14000VN0008),"3.5\\\"" 14000 GB 7200 RPM",569.0,EUR,1142172,http://tienda.step.es/tienda/index.php?id_product=23698&controller=product,"Disco Seagate IronWolf 3.5 in 14Tb 7200rpm(ST14000VN0008). Description: 3.5\\\"" 14000 GB 7200 RPM",,,HDD,,,"14,000.0 GB",,,SATA,SATA III,,,,,,,,3.5-inch
products_4_83010051,MSI,MSI GeForce RTX 2070 Super Gaming X TRIO 8GB 256-Bit Graphics Card | 912-V372-257,Boostable to 1800 MHz 2560 CUDA Cores Turing Architecture 8GB of GDDR6 VRAM,"2,450.0",AED,1144482,https://pcdubai.com/product/msi-geforce-rtx-2070-super-gaming-x-trio-8gb-256-bit-graphics-card-912-v372-257,MSI GeForce RTX 2070 Super Gaming X TRIO 8GB 256-Bit Graphics Card | 912-V372-257. Description: Boostable to 1800 MHz 2560 CUDA Cores Turing Architecture 8GB of GDDR6 VRAM,GeForce RTX 2070 Super Gaming X TRIO,912-V372-257,GPU,GeForce RTX 2070 Super,,,,,PCI Express x16,,,,,,,,,
products_4_58191363,,"DataTraveler 100 G3, 128GB, USB 3.0, Black, Flash Drive","Kingston’s DataTraveler® 100 G3 (DT100G3/128GB) USB Flash drive is compliant with USB 3.0 specifications1 to take advantage of technology in newer notebooks, desktop PCs and digital devices. DT100G3 makes it easier than ever to store and transfer documents, presentations, music, video and more.",18.49,USD,1153072,https://www.avadirect.com/DataTraveler-100-G3-128GB-USB-3-0-Black-Flash-Drive/Product/10047180,"Kingston Data Traveler 100 G3 USB 3.1 Flash Drive Memory Stick 100MB/s- 128GB. Description: This drive is supplied brand new in sealed retail / card packaging complete with a reassuring manufacturers 5 year warranty.SUPERFAST USB 3.1 MODEL!! Transfer music, video and more quickly and easily: Up to a whopping 100MB/s read and 10MB/s write speeds. Stylish black-on-black, sliding cap design Product Dimensions: 60mm x 21.2mm x10mm. USB 3.1 is USB 3.0 compatible and backwards compatible with USB 2.0. Amazing value: A perfect choice for everyday uses for photography, large files, music, video etc. etc. Use out and about or at work, home or college/school/university etc. - 128GB flash drive",DataTraveler 100 G3,DT100G3/128GB,USB_STICK,,,128.0 GB,130.0 MB/s,10.0 MB/s,USB 3.0,,60.0,100.0,21.2,,,,,
products_4_3627896,ADATA,"512GB, PCIe Gen3x4 Gaming SSD 3D NAND XPG GAMMIX S5",No product information available.,61.93,EUR,1168370,https://www.xstra.eu/product/1640/512gb-pcie-gen3x4-gaming-ssd-3d-nand-xpg-gammix-s5.html,"512GB, PCIe Gen3x4 Gaming SSD 3D NAND XPG GAMMIX S5. Description: No product information available.",GAMMIX S5,,SSD,,,,2100.0 MB/s,1500.0 MB/s,PCI Express x4,NVMe,22.0,80.0,3.7,11.2,M2,,black,M.2 2280
products_4_74287068,Seagate,EHDD 4TB SG 2.5 3.0 GAME DRIVE XBOX WH,"HDD extern Seagate, 4TB, Game Drive for Xbox, 2.5\"", USB 3.0, Compatibil Xbox One, Alb",529.54,RON,1168888,https://www.computershop.ro/en/external-hard-drives/15846-ehdd-4tb-sg-25-30-game-drive-xbox-wh.html,"EHDD 4TB SG 2.5 3.0 GAME DRIVE XBOX WH. Description: HDD extern Seagate, 4TB, Game Drive for Xbox, 2.5\"", USB 3.0, Compatibil Xbox One, Alb",Game Drive for Xbox,STEA4000407,HDD,,,"4,000.0 GB",,,,USB,,,,,,,Alb,
products_4_70763343,ADATA,ADATA SU800 M.2 2280 256GB SSD 3D NAND SATA 6Gb/s,Device LocationPlug-in CardForm FactorM.2Storage Capacity256 GBSupports Data ChannelSATA III-600External Data Bit Rate6 GbpsFlash Memory Cell TechnologyTriple-Level CellMaximum Random Read Rate90000 IOPSMaximum Random Write Rate80000 IOPSMaximum Sequential Read Rate560 MB/sMaximum Sequential Write Rate520 MB/sSATA III Interface Quantity1Mean Time Between Failures2000000 hrSolid State Drive FeaturesRAID SupportShock Tolerance Operating1500G  0.5msMaximum Operating Ambient Temperature70 °CMinimum Operating Ambient Temperature0 °CMaximum Non-Operating Ambient Temperature85 °CMinimum Non-Operating Ambient Temperature-40 °CDepth (mm)3.5 mmHeight (mm)80 mmWidth (mm)22 mmNominal Weight0.008 kgPackage TypeRetailWarranty Products ReturnableYesWarranty Term (month)36 month(s)Warranty Validation CriteriaSerial NumberPack Weight Brutto (kg)0.02 kgPieces in pack1Box Weight Brutto (kg)0.02 kgRetail Packaging Net Weight Carton0.02 kgRetail Packaging Net Weight Plastic0.02 kgPacks in Box1,38.99,EUR,1178275,https://www.epksistemos.lt/kompiuteriu-komponentai/kietieji-diskai-ssd/adata-su800-m-2-2280-256gb-ssd-3d-nand-detail.html,ADATA SU800 M.2 2280 256GB SSD 3D NAND SATA 6Gb/s. Description: Device LocationPlug-in CardForm FactorM.2Storage Capacity256 GBSupports Data ChannelSATA III-600External Data Bit Rate6 GbpsFlash Memory Cell TechnologyTriple-Level CellMaximum Random Read Rate90000 IOPSMaximum Random Write Rate80000 IOPSMaximum Sequential Read Rate560 MB/sMaximum Sequential Write Rate520 MB/sSATA III Interface Quantity1Mean Time Between Failures2000000 hrSolid State Drive FeaturesRAID SupportShock Tolerance Operating1500G @ 0.5msMaximum Operating Ambient Temperature70 °CMinimum Operating Ambient Temperature0 °CMaximum Non-Operating Ambient Temperature85 °CMinimum Non-Operating Ambient Temperature-40 °CDepth (mm)3.5 mmHeight (mm)80 mmWidth (mm)22 mmNominal Weight0.008 kgPackage TypeRetailWarranty Products ReturnableYesWarranty Term (month)36 month(s)Warranty Validation CriteriaSerial NumberPack Weight Brutto (kg)0.02 kgPieces in pack1Box Weight Brutto (kg)0.02 kgRetail Packaging Net Weight Carton0.02 kgRetail Packaging Net Weight Plastic0.02 kgPacks in Box1,SU800,ASU800NS38-256GT-C,SSD,,,256.0 GB,560.0 MB/s,520.0 MB/s,SATA,SATA III,22.0,88.9,3.5,8.0,,,,
products_4_8389373,Asus,ASUS GeForce RTX 3080 TUF GAMING,"Skjermkort, PCI-Express 4.0, 10GB GDDR6X, Ampere","8,000.0",NOK,1227380,https://www.komplett.no/product/1168358/datautstyr/pc-komponenter/skjermkort/asus-geforce-rtx-3080-tuf-gaming,"ASUS GeForce RTX 3080 TUF GAMING. Description: Skjermkort, PCI-Express 4.0, 10GB GDDR6X, Ampere",GeForce RTX 3080 TUF GAMING,TUF-RTX3080-10G-GAMING,,GeForce RTX 3080,10.0 GB,,,,PCIe 4.0,,,,,,,,,
products_4_25348304,Samsung,"Samsung 860 EVO MZ-76E500B/AM 500 GB Solid State Drive - 2.5\"" Internal - SATA (SATA/600) **",550 MB/s Maximum Read Transfer Rate - 256-bit Encryption Standard - 5 Year Warranty,139.99,CAD,1230455,https://www.frontierpc.com/storage/hard-drives/solid-state-drive/samsung/860-evo/ssd-2.5-sata-iii-500gb-mz-76e500b-am-1045714333.html,"Samsung 860 EVO MZ-76E500B/AM 500 GB Solid State Drive - 2.5\"" Internal - SATA (SATA/600) **. Description: 550 MB/s Maximum Read Transfer Rate - 256-bit Encryption Standard - 5 Year Warranty",860 EVO,,SSD,,,500.0 GB,550.0 MB/s,,SATA,SATA III,,,,,"2.5"" Internal",3-bit MLC V-NAND,,
products_4_32608895,Crucial,Crucial 1TB P1 NVME M.2 SSD (CT1000P1SSD8) (Local Warranty 5years w/Convergent),Warranty : 5 Years with Local Distributor - Convergent / Ingram Micro,188.0,SGD,1250921,https://www.allstars.com.sg/crucial-1tb-p1-nvme-m-2-ssd-ct1000p1ssd8-local-warranty-5years-w-convergent,Crucial 1TB P1 NVME M.2 SSD (CT1000P1SSD8) (Local Warranty 5years w/Convergent). Description: Warranty : 5 Years with Local Distributor - Convergent / Ingram Micro,P1,CT1000P1SSD8,SSD,,,"1,000.0 GB",2000.0 MB/s,1700.0 MB/s,PCI Express x16,NVME,,,,,M.2,,,M.2 2280
products_4_72004049,Samsung,Samsung Portable SSD T7 MU-PC2T0Hsolid state drive - 2 TB - USB 3.2 Gen 2,"External storage, evolvedTransfer in a flashSecure with a touch",330.35,GBP,1252792,https://www.ballicom.co.uk/samsung-mu-pc2t0h-ww-.p1488035.html,"Samsung Portable SSD T7 MU-PC2T0Hsolid state drive - 2 TB - USB 3.2 Gen 2. Description: External storage, evolvedTransfer in a flashSecure with a touch",Portable SSD T7,,,,,"2,000.0 GB",,,,Type C-C,,,,58.0,,,Indigo Blue,
products_4_29939200,Seagate,Seagate 2TB Game Drive for PS4 Black,"We have partnered with PlayStation to design a powerful 2 TB external hard drive that gives you loads of capacity and perfect PS4 performance so you can hold onto the games you love, plus install new ones.",73.49,AUD,1255371,https://www.officeworks.com.au/shop/officeworks/p/seagate-2tb-game-drive-for-ps4-black-sgps42tb?cm_sp=all:best-products:::10-hard-drives:ps4,"Seagate Officially Licensed PS4 2TB Game Drive/Hard Drive - Black. Description: 2TB Seagate STGD2000200 External PS4 Game Drive, Portable External HDD, USB 3.0, Bus Powered, Officially Licensed, Black",Game Drive for PS4,STGD2000200,HDD,,,,,,USB 3.0,USB,,,,,USB,,,2.5-inch
products_4_15633031,Seagate,"300GB Exos 15E900 ST300MP0106, 15000 RPM, SAS 12Gb/s, 512n/4Kn, 256MB cache, 2.5-Inch HDD","300GB Exos 15E900 ST300MP0106, 15000 RPM, SAS 12Gb/s, 512n/4Kn, 256MB cache, 2.5-Inch HDD",204.73,USD,1281060,https://www.avadirect.com/300GB-Exos-15E900-ST300MP0106-15000-RPM-SAS-12Gb-s-512n-4Kn-256MB-cache-2-5-Inch-HDD/Product/10914915,"300GB Exos 15E900 ST300MP0106, 15000 RPM, SAS 12Gb/s, 512n/4Kn, 256MB cache, 2.5-Inch HDD. Description: 300GB Exos 15E900 ST300MP0106, 15000 RPM, SAS 12Gb/s, 512n/4Kn, 256MB cache, 2.5-Inch HDD",Exos 15E900,,HDD,,,300.0 GB,,,SAS,SAS,,,,,2.5-inch SATA,,,2.5-inch
products_4_54595497,Seagate,"Seagate 3.5\"" 2TB SAS 12Gb/s 7.2K RPM 128MB Makara BP (512N)","Seagate 3.5\"" 2TB SAS 12Gb/s 7.2K RPM Hard Drive","12,328.0",INR,1283253,https://www.bostonindia.in/products/ST2000NM0045.aspx?utm_source=rss&utm_medium=syndication&utm_campaign=rss,"Seagate 3.5\"" 2TB SAS 12Gb/s 7.2K RPM 128MB Makara BP (512N). Description: Seagate 3.5\"" 2TB SAS 12Gb/s 7.2K RPM Hard Drive",Makara BP,ST2000NM0045,HDD,,,"2,000.0 GB",,,SAS,,,,,,3.5-inch SAS,,,3.5-inch
products_4_66415332,EVGA,"EVGA GT 710 2GB DDR3 64bit Single Slot, Dual DVI 02G-P3-2717-KR","Make your entire PC experience faster with the EVGA GeForce GT 710 dedicated graphics card. Now, you can enjoy up to 10x better performance than integrated graphics in all your PC multimedia applications. Take on modern games with advanced and reliable dedicated graphics. 80% faster performance than integrated graphics means a rich and smooth gaming experience. Plus, get the power to drive up to three HD displays with a single card. Geforce gt means speed, stability, and industry leading NVIDIA",55.68,USD,1283978,https://www.orion-web.net/rnwp/1521/evga-gt-710-2gb-ddr3-64bit-single-slot-dual-dvi-02g-p3-2717-kr,"EVGA GT 710 2GB DDR3 64bit Single Slot, Dual DVI 02G-P3-2717-KR. Description: Make your entire PC experience faster with the EVGA GeForce GT 710 dedicated graphics card. Now, you can enjoy up to 10x better performance than integrated graphics in all your PC multimedia applications. Take on modern games with advanced and reliable dedicated graphics. 80% faster performance than integrated graphics means a rich and smooth gaming experience. Plus, get the power to drive up to three HD displays with a single card. Geforce gt means speed, stability, and industry leading NVIDIA",GT 710,02G-P3-2717-KR,GPU,GeForce GT 710,2.0 GB,,,,PCIe 2.0,,,,,,,DDR3,,Single Slot
products_4_54530409,Crucial,"Western Digital WDS200T2B0B WD Blue 3D NAND 2TB M.2 SSD,SATA","Crucial P1 2TB 3D NAND NVMe PCIe M.2 SSDSPECIFICATIONS:Life Cycle - NewSSD Series - P1Warranty - Manufacturer's 5 Year LimitedForm Factor - m2_2280Sequential Read - 2000 MB/sCapacity - 2TBSequential Write - 1700 MB/sInterface - PCIe G3 1x4 / NVMeSpecs - 2TB M.2 SSD • PCIe NVMe Gen 3 • 2,000 MB/s Read, 1,700 MB/s Write",325.0,AUD,1284392,https://www.umart.com.au/Crucial-P1-2TB-3D-NAND-NVMe-PCIe-M-2-SSD_55856G.html,"Western Digital WDS200T2B0B WD Blue 3D NAND 2TB M.2 SSD,SATA. Description: Crucial P1 2TB 3D NAND NVMe PCIe M.2 SSDSPECIFICATIONS:Life Cycle - NewSSD Series - P1Warranty - Manufacturer's 5 Year LimitedForm Factor - m2_2280Sequential Read - 2000 MB/sCapacity - 2TBSequential Write - 1700 MB/sInterface - PCIe G3 1x4 / NVMeSpecs - 2TB M.2 SSD • PCIe NVMe Gen 3 • 2,000 MB/s Read, 1,700 MB/s Write",WD Blue 3D NAND,CT2000P1SSD8,SSD,,,"2,000.0 GB","2,000.0 MB/s","1,700.0 MB/s",,,,,,,M.2,,,M.2 2280
products_4_70525377,Kingston,KINGSTON USB-C3.2128GBGEN 1 DATATRAVELER 80,"128GB, USB 3.2 Gen 1, 42.2 x 15 x 6.7mm, 3.134 g",27.85,EUR,129607,https://pcacierto.com/tienda/kingston-usb-c-3-2-128gbgen-1-datatraveler-80,"KINGSTON USB-C3.2128GBGEN 1 DATATRAVELER 80. Description: 128GB, USB 3.2 Gen 1, 42.2 x 15 x 6.7mm, 3.134 g",DATATRAVELER 80,USB-C3.2128GBGEN 1,USB_STICK,,,128.0 GB,200.0 MB/s,60.0 MB/s,,USB Type-C,42.2,67.0,15.0,3.134,,,Black/Silver,
products_4_31291687,Samsung,Samsung Portable SSD T7 Touch,"Samsung Portable SSD T7 Touch USB 3.2 1TB, Silver",476.5,лв.,1307351,https://www.comsystems.bg/samsung-portable-ssd-t7-touch-usb-32-1tb-46592.html,"Samsung Portable SSD T7 Touch. Description: Samsung Portable SSD T7 Touch USB 3.2 1TB, Silver",Portable SSD T7 Touch,MU-PC1T0S/WW,SSD,,,,,,USB 3.0,NVMe,,,,,,,,
products_4_17033312,Western Digital,6TB - WD RED NAS DRIVE 5900RPM - WD60EFRX,"WD60EFRX - Western Digital RED WD60EFRX NAS Drive 6TB 64MB Cache SATA 6.0Gb/s with IntelliPower 3.5\"" Internal Hard Drive - Bare DriveLIMIT OF 10 PER ORDER",250.8,,1334382,https://qnapdirect.com/products/6tb-western-digtal-red-5900rpm-wd60efrx-wd60efrx,"6TB - WD RED NAS DRIVE 5900RPM - WD60EFRX. Description: WD60EFRX - Western Digital RED WD60EFRX NAS Drive 6TB 64MB Cache SATA 6.0Gb/s with IntelliPower 3.5\"" Internal Hard Drive - Bare DriveLIMIT OF 10 PER ORDER",RED,WD60EFRX,HDD,,,"6,000.0 GB",175.0 MB/s,,SATA,SATA III,,,,,,,Red,3.5-inch
products_4_33538650,Asus,ASUS Phoenix Geforce GTX1660 Super OC 6GB PCI-Expressx16 Graphics Card (PH-GTX1660S-06G) (Warranty 3years with Local Distributor),Warranty : 3 Years with Local Distributor - Avertek,378.0,SGD,137125,https://www.allstars.com.sg/asus-phoenix-geforce-gtx1660-super-oc-6gb-pci-expressx16-graphics-card-ph-gtx1660s-06g-warranty-3years-with-local-distributor,ASUS Phoenix Geforce GTX1660 Super OC 6GB PCI-Expressx16 Graphics Card (PH-GTX1660S-06G) (Warranty 3years with Local Distributor). Description: Warranty : 3 Years with Local Distributor - Avertek,Phoenix Geforce GTX1660 Super OC,PH-GTX1660S-06G,GPU,,,,,,,,,,,,,GDDR6,,
