id,brand,title,description,price,priceCurrency,cluster_id,Link,title_description,model,model_number,product_type,chipset_name,vram_gb,storage_gb,read_speed_mb_s,write_speed_mb_s,bus_type,interface_type,width_mm,length_mm,height_mm,weight_g,storage_connection_type,memory_type,color,form_factor
products_3_55714499,Sandisk,Pendrive Sandisk PEN Drive SDCZ50-128G-B35,Cruzer Blade 128GB,19.16,EUR,1068990,https://mir-informatica.com/perifericos/21470-SDCZ50-128G-B35.html,Pendrive Sandisk PEN Drive SDCZ50-128G-B35. Description: Cruzer Blade 128GB,Cruzer Blade,SDCZ50-128G-B35,USB_STICK,,,128.0 GB,,,USB 2.0,,,,,,,,black and red,
products_3_95284377,Kingston,Kingston DataTraveler MicroDuo 3C USB Flash Drive 128GB,"The Kingston DataTraveler MicroDuo 3C 128GB with USB 3.1, has read speeds of up to 100 MB/s and write speeds of up to 15 MB/s. It has two connectors, one standard USB and one USB Type-C connector.",30.49,GBP,1085000,https://www.picstop.co.uk/usb-flash-drive/kingston-datatraveler-microduo-3c-usb-flash-drive-128gb.html,"Kingston DataTraveler MicroDuo 3C USB Flash Drive 128GB. Description: The Kingston DataTraveler MicroDuo 3C 128GB with USB 3.1, has read speeds of up to 100 MB/s and write speeds of up to 15 MB/s. It has two connectors, one standard USB and one USB Type-C connector.",DataTraveler MicroDuo 3C,,USB_STICK,,,128.0 GB,,15.0 MB/s,USB 3.0,USB Type-C,,,,,USB Type-C,,Silver,
products_3_70966403,Western Digital,500GB SSD USB MY PASSPORT GO,"My Passport Go is the tough SSD drive built to travel. With a rubber protective bumper on the outside, a solid state drive on the inside, and a built-in cable for convenience, this is no ordinary drive. My Passport Go is the perfect drive to take anywhere with confidence.","5,950.0",INR,1090368,https://gamesncomps.com/product/western-digital-my-passport-go-500gb,"500GB SSD USB MY PASSPORT GO. Description: My Passport Go is the tough SSD drive built to travel. With a rubber protective bumper on the outside, a solid state drive on the inside, and a built-in cable for convenience, this is no ordinary drive. My Passport Go is the perfect drive to take anywhere with confidence.",,WDBMCG5000ABT-WESN,SSD,,,500.0 GB,,,USB,,,,,,,,Colbolt,
products_3_8832468,Kingston,Kingston 256GB USB 3.0 Flash Drive,DataTraveler 100 G3 256GB,83.0,AUD,1090670,https://www.ishoptech.com.au/products/dt100g3-256gb,Kingston Technology DataTraveler 100 G3 USB flash drive 256 GB USB Type-A 3.2 Gen 1 (3.1 Gen 1) Zwart. Description: DataTraveler 100 G3 256GB,DataTraveler 100,DT100G3/256GB,USB_STICK,,,,,,,USB Type-A,,,,,USB Type-A,,Zwart,
products_3_10330594,Western Digital,WD Black P10 3TB Game Drive for XBox One - Black/White,"WD Black P10 3TB Game Drive for XBox One - Black/WhiteThe WD_Black P10 Game Drive for Xbox One gives your Xbox the performance-enhancing tools it needs to keep your competitive edge. With up to 5TB1of storage capacity, the WD_Black P10 Game Drive for Xbox One is a top-tier external HDD built specifically for gamers looking to expand the potential of their Xbox so they can drive their game the way they choose. Also included with your purchase is a free, 2-month Xbox Game Pass Ultimate membership which includes all the benefits of Xbox Live Gold, plus access to 100+ high-quality console and PC gamesExpand Your RealmWith up to 5TB1 of additional storage that can save up to 125 games3, the WD_Black P10 Game Drive for Xbox One provides the space you need to grow your game library. Deleting your old games to make room for new ones is a thing of the past, and the WD_Black P10 Game Drive for Xbox One comes with 2-Months of Xbox Game Pass Ultimate for free, so you can continue to collect new titles with over 100+ games available for download in addition to enjoying Xbox Live Gold.5Wherever You Go, Your Games FollowQuickly get into the game, no matter where you are. The WD_Black P10 Game Drive for Xbox One's portable and durable form factor gives you the ability to bring your Xbox game library with you wherever you go. Simply plug in, log on, and you're ready to play any game in your coveted collection4.Built For BetterEverything that goes into WD_Black devices are specifically designed to take your game further, no matter what you play. With speeds up to 130MB/s2 and up to 5TB of extra storage, the WD_Black P10 Game Drive for Xbox One will push your console to new levels of performance, allowing you to drive your game and play without limits.Our Legacy Lives OnTried and true, gamers trust WD_Black with their lives (and saves). Our mission with WD_Black is simple: a brand dedicated to save and enhance your games. Offering dependable, optimized speed boosts, stability and expansion, you can be certain that your WD_Black P10 Game Drive for Xbox One will have your back as you quest for video game greatness.Win Without WorryWD_Black is breaking the mold when it comes to premium storage expansion and performance. Purpose-built for gamers, the WD_Black P10 Game Drive for Xbox One gives your Xbox the trusted, reliable performance boost it needs to perform at a high level, so you'll spend less time worrying about your hardware, and more time winning.SPECIFICATIONS:Capacity : 3 TBInterface: USB 3.2 Gen 1Connector : Micro BCompatibility : Xbox OneDimensions( L X W X H ) : 4.65\"" X 3.46\"" X 0.82\""In the Box : 1)WD_Black P10 Game Drive for Xbox One2) USB Type-A to Micro-B cableProduct Number:WDBA5G0030BBK-WESN",169.0,AUD,1103088,https://www.umart.com.au/WD-Black-P10-3TB-Game-Drive-for-XBox-One---Black-White_53992G.html,"WD Black P10 3TB Game Drive for XBox One - Black/White. Description: WD Black P10 3TB Game Drive for XBox One - Black/WhiteThe WD_Black™ P10 Game Drive for Xbox One™ gives your Xbox the performance-enhancing tools it needs to keep your competitive edge. With up to 5TB1of storage capacity, the WD_Black™ P10 Game Drive for Xbox One™ is a top-tier external HDD built specifically for gamers looking to expand the potential of their Xbox so they can drive their game the way they choose. Also included with your purchase is a free, 2-month Xbox Game Pass Ultimate membership which includes all the benefits of Xbox Live Gold, plus access to 100+ high-quality console and PC gamesExpand Your RealmWith up to 5TB1 of additional storage that can save up to 125 games3, the WD_Black™ P10 Game Drive for Xbox One™ provides the space you need to grow your game library. Deleting your old games to make room for new ones is a thing of the past, and the WD_Black™ P10 Game Drive for Xbox One™ comes with 2-Months of Xbox Game Pass Ultimate for free, so you can continue to collect new titles with over 100+ games available for download in addition to enjoying Xbox Live Gold.5Wherever You Go, Your Games FollowQuickly get into the game, no matter where you are. The WD_Black™ P10 Game Drive for Xbox One™'s portable and durable form factor gives you the ability to bring your Xbox game library with you wherever you go. Simply plug in, log on, and you're ready to play any game in your coveted collection4.Built For BetterEverything that goes into WD_Black™ devices are specifically designed to take your game further, no matter what you play. With speeds up to 130MB/s2 and up to 5TB of extra storage, the WD_Black™ P10 Game Drive for Xbox One™ will push your console to new levels of performance, allowing you to drive your game and play without limits.Our Legacy Lives OnTried and true, gamers trust WD_Black™ with their lives (and saves). Our mission with WD_Black™ is simple: a brand dedicated to save and enhance your games. Offering dependable, optimized speed boosts, stability and expansion, you can be certain that your WD_Black™ P10 Game Drive for Xbox One™ will have your back as you quest for video game greatness.Win Without WorryWD_Black™ is breaking the mold when it comes to premium storage expansion and performance. Purpose-built for gamers, the WD_Black™ P10 Game Drive for Xbox One™ gives your Xbox the trusted, reliable performance boost it needs to perform at a high level, so you'll spend less time worrying about your hardware, and more time winning.SPECIFICATIONS:Capacity : 3 TBInterface: USB 3.2 Gen 1Connector : Micro BCompatibility : Xbox OneDimensions( L X W X H ) : 4.65\"" X 3.46\"" X 0.82\""In the Box : 1)WD_Black P10 Game Drive for Xbox One2) USB Type-A to Micro-B cableProduct Number:WDBA5G0030BBK-WESN",Black P10 Game Drive for XBox One,WDBA5G0030BBK-WESN,HDD,,,,,,USB 3.0,,87.9,,,,,,,2.5-inch
products_3_32141517,Hewlett Packard Enterprise,HPE 1.8TB SAS 12G Enterprise 10K SFF (2.5in) SC 3yr Wty 512e Digitally Signed Firmware HDD,"HPE G8-G10 1.8TB was engineered to deliver optimum performance, reliability, compatibility, and data security across all types of server and storage platforms. Suitable for critical, and entry-level storage solutions","1,173.75",SAR,110368,https://sa.senetic.com/product-872481-b21,"HPE 1.8TB SAS 12G Enterprise 10K SFF (2.5in) SC 3yr Wty 512e Digitally Signed Firmware HDD. Description: HPE G8-G10 1.8TB was engineered to deliver optimum performance, reliability, compatibility, and data security across all types of server and storage platforms. Suitable for critical, and entry-level storage solutions",,872481-B21,HDD,,,,,,SAS,SAS,,,,,2.5-inch SATA,,,2.5-inch
products_3_42589927,Intel,"SSD 2.5\"" 960GBIntel DC S4510 TLC Bulk Sata 3","SSD 2.5\"" 960GBIntel DC S4510 TLC Bulk Sata 3",414.77,EUR,1121132,https://voelzke.de/SSD-25-960GB-Intel-DC-S4510-TLC-Bulk-Sata-3,"SSD 2.5\"" 960GBIntel DC S4510 TLC Bulk Sata 3. Description: SSD 2.5\"" 960GBIntel DC S4510 TLC Bulk Sata 3",DC S4510,,SSD,,,960.0 GB,,,SATA,,,,,,2.5-inch SATA,,,
products_3_50293463,Asus,ASUS ROG -STRIX-RX5600XT-O6G-GAMING AMD Radeon RX 5600 XT 6 GB GDDR6,"AMD Radeon RX 5600 XT, 6GB GDDR6, 192-bit, 12Gbps, PCI Express 4.0, 1 x 6-pin, 1 x 8-pin, 450W",381.27,EUR,1122311,https://compudeals.ie/catalog/product/view/id/281,"ASUS ROG -STRIX-RX5600XT-O6G-GAMING AMD Radeon RX 5600 XT 6 GB GDDR6. Description: AMD Radeon RX 5600 XT, 6GB GDDR6, 192-bit, 12Gbps, PCI Express 4.0, 1 x 6-pin, 1 x 8-pin, 450W",ROG -STRIX-RX5600XT-O6G-GAMING,ROG -STRIX-RX5600XT-O6G-GAMING,GPU,,,,,,PCIe 4.0,,35.0,159.0,92.0,,,,,
products_3_84153542,,XPG Spectrix S40G512 GB M.2 PCI Express 3.0 3D TLC NVMe,"XPG Spectrix S40G, 512 GB, M.2, 3500 MB/s",153.95,AUD,1125926,https://www.uzishop.hr/ssd-m2/73010-xpg-spectrix-s40g-m2-512-gb-pci-express-30-3d-tlc-nvme-4710273771113.html,"XPG Spectrix S40G512 GB M.2 PCI Express 3.0 3D TLC NVMe. Description: XPG Spectrix S40G, 512 GB, M.2, 3500 MB/s",Spectrix S40G,,SSD,,,512.0 GB,"3,500.0 MB/s",3000.0 MB/s,PCI Express x16,NVMe,22.0,80.0,6.1,11 .0,M.2,,,
products_3_43259269,Samsung,"Samsung 860 QVO 2TB SSD, V-NAND 4bit MLC","Samsung 2TB SSD, 860 QVO, SATA III 2.5inch 7mm, Read up to 550MB/s, Write up to 520MB/s, 97K/89K IOPS Random R/W, V-NAND 4bit MLC",299.0,AUD,1134888,https://computers.scorptec.com.au/computer/Samsung-860-Qvo,"Samsung SSD 860 QVO 2.5\"" 2 TB SATA III. Description: Samsung MZ-76Q2T0BW 860 QVO 2TB 2.5\"" SATA III SSD :: (Components > SSD Solid State Drive)SSD 860 QVO PerformanceQuality and Value Optimised SSDSpeed Up to a New NormalTrusted ReliabilityTerabyte-level capacity",SSD 860 QVO,MZ-76Q2T0BW,SSD,,,"2,000.0 GB",550.0 MB/s,520.0 MB/s,SATA,SATA III,,,,,,,,2.5-inch
products_3_84772271,Seagate,Seagate IronWolf HDD NAS 14TB 256MB 7200rpm SataIII 3.5,Seagate IronWolf HDD NAS 14TB 256MB 7200rpm SataIII 3.5,608.0,EUR,1142172,https://www.computervalley.it/product_info.php?products_id=24316&osCsid=691c27cb3d4a645077e74b782f9be593,Seagate IronWolf HDD NAS 14TB 256MB 7200rpm SataIII 3.5. Description: Seagate IronWolf HDD NAS 14TB 256MB 7200rpm SataIII 3.5,IronWolf HDD NAS,ST14000VN0008,HDD,,,"14,000.0 GB",,,SATA,SATA III,,,,,3.5,,,3.5-inch
products_3_80421350,MSI,"MSI - GeForce RTX 2070 SUPER GAMING X TRIO Grafikkort, PCI-Express 3.0, 8GB GDDR6, Turing","MSI GeForce RTX 2070 SUPER GAMING X TRIO Grafikkort,PCI-Express 3.0, 8GB GDDR6, Turing (GEFORCE RTX 2070 SUPER GAMING X TRIO) - GPU-familj: nVidia - GPU: GeForce RTX 2070 SUPER - Gränssnitt: PCI Express x16 3.0 - Videominne: 8GB - Videominnetyp: GDDR6 - Minnebussbredd: 256 bit - DVI: 0 - VGA: 0 - HDMI: 1 - Displayport: 3 - USB-C: 0 - Profile: Triple Slot - Kyltyp: Aktiva","5,422.0",SEK,1144482,https://www.studentdator.se/partdetail.aspx?q=p:1000342598,"MSI - GeForce RTX 2070 SUPER GAMING X TRIO Grafikkort, PCI-Express 3.0, 8GB GDDR6, Turing. Description: MSI GeForce RTX 2070 SUPER GAMING X TRIO Grafikkort,PCI-Express 3.0, 8GB GDDR6, Turing (GEFORCE RTX 2070 SUPER GAMING X TRIO) - GPU-familj: nVidia - GPU: GeForce RTX 2070 SUPER - Gränssnitt: PCI Express x16 3.0 - Videominne: 8GB - Videominnetyp: GDDR6 - Minnebussbredd: 256 bit - DVI: 0 - VGA: 0 - HDMI: 1 - Displayport: 3 - USB-C: 0 - Profile: Triple Slot - Kyltyp: Aktiva",GeForce RTX 2070 SUPER GAMING X TRIO,912-V372-257,GPU,,8.0 GB,,,,PCI Express x16,,,,,,,,,
products_3_54935090,Kingston,Kingston DataTraveler 100 G3 USB Flash Drive 3.0 128GB,The Kingston DataTraveler 100 G3 USB Flash Drive 3.0 128GB is a black USB which takes advantage of newer technology,12.89,GBP,1153072,https://www.picstop.co.uk/usb-flash-drive/kingston-datatraveler-100-g3-usb-flash-drive-30-128gb.html,Kingston DataTraveler 100 G3 USB Flash Drive 3.0 128GB. Description: The Kingston DataTraveler 100 G3 USB Flash Drive 3.0 128GB is a black USB which takes advantage of newer technology,Data Traveler 100 G3,DT100G3/128GB,USB_STICK,,,128.0 GB,130.0 MB/s,10.0 MB/s,USB 3.0,,60.0,100.0,21.2,,,,,
products_3_16116211,ADATA,A-Data XPG GAMMIX S5 M.2 SSD - 512GB,"Solid state drive, 512 GB, inbyggd, M.2 2280, PCI Express 3.0 x4 (NVMe)",925.0,SEK,1168370,https://www.proshop.se/SSD/A-Data-XPG-GAMMIX-S5-M2-SSD-512GB/2693281,"A-Data XPG GAMMIX S5 M.2 SSD - 512GB. Description: Solid state drive, 512 GB, inbyggd, M.2 2280, PCI Express 3.0 x4 (NVMe)",XPG GAMMIX S5,,SSD,,,,2100.0 MB/s,1500.0 MB/s,PCI Express x4,,22.0,80.0,3.7,11.2,M.2,,black,M.2 2280
products_3_42354688,Seagate,Seagate Game Drive STEA4000407 4 TB Portable Hard Drive - External - White,"Add-on storage for your Xbox OneNothing says \""Game Over\"" for the Xbox One experience like an overloaded hard drive. Boost your console's storage capacity with the Seagate Game Drive for Xbox, the only external drive designed exclusively for Xbox. In a portable drive that fits in your pocket, you can store your current game collection and downloadable content-with tons of space left over your next most anticipated games.With up to 4TB of additional storage for your Xbox One, you can save the world-or even the galaxy-and all the games that are worth keeping. Free up space on your console's internal drive while consolidating 100+ Xbox One games into a single location.Plug-and-play functionality gives you instant power up. Your Xbox One automatically detects your drive and walks you through a hassle-free setup process that will have your drive game-ready in minutes.Unplug the Seagate Game Drive and take your entire game library to a friend's house. It's small enough to slip into your backpack and doesn't need a separate power cord, so you can play your games but eat their snacks.Game Drive for Xbox is compatible with Xbox One, and plugs directly into any USB port in your console.",137.26,USD,1168888,https://www.officesupply.com/technology/drives-media/drives/hard-drives/seagate-game-drive-stea4000407-portable-hard-drive-external-white/p752743.html,"Seagate Game Drive STEA4000407 4 TB Portable Hard Drive - External - White. Description: Add-on storage for your Xbox OneNothing says \""Game Over\"" for the Xbox One experience like an overloaded hard drive. Boost your console's storage capacity with the Seagate Game Drive for Xbox, the only external drive designed exclusively for Xbox. In a portable drive that fits in your pocket, you can store your current game collection and downloadable content-with tons of space left over your next most anticipated games.With up to 4TB of additional storage for your Xbox One, you can save the world-or even the galaxy-and all the games that are worth keeping. Free up space on your console's internal drive while consolidating 100+ Xbox One games into a single location.Plug-and-play functionality gives you instant power up. Your Xbox One automatically detects your drive and walks you through a hassle-free setup process that will have your drive game-ready in minutes.Unplug the Seagate Game Drive and take your entire game library to a friend's house. It's small enough to slip into your backpack and doesn't need a separate power cord, so you can play your games but eat their snacks.Game Drive for Xbox is compatible with Xbox One, and plugs directly into any USB port in your console.",Game Drive,STEA4000407,HDD,,,,,,USB,,,,,,USB,,,External
products_3_64499514,ADATA,ADATA ASU800NS38-256GT-C solid state drive M.2 SSD,"ADATA Ultimate SU800 256GB M.2 2280 SATA 3D NAND SSD - Read: 560MB/s, Write: 520MB/s - Controller SMI - NAND Flash 3D TLC - Interface SATA 6Gb/s - Operating temperature 0°C-70°C - Shock resistance 1500G/0.5ms - ASU800NS38-256GT-C - 3 Years Warranty",94.0,AUD,1178275,https://www.auspcmarket.com.au/storage-drives/ssd-drives/m-2-ssds/adata-ultimate-su800-256gb-m-2-2280-sata-3d-nand-ssd,"Adata Ultimate SU800 256GB M.2 2280 SATA 3D NAND SSD. Description: ADATA Ultimate SU800 256GB M.2 2280 SATA 3D NAND SSD - Read: 560MB/s, Write: 520MB/s - Controller SMI - NAND Flash 3D TLC - Interface SATA 6Gb/s - Operating temperature 0°C-70°C - Shock resistance 1500G/0.5ms - ASU800NS38-256GT-C - 3 Years Warranty",Ultimate SU800,ASU800NS38-256GT-C,SSD,,,,,,SATA,SATA III,22.0,80.0,3.5,8.0,,,,M.2 2280
products_3_12636108,Seagate,Seagate Ironwolf 110 960GB SSD,"Seagate IronWolf 110, 960 GB, 2.5', 560 MB/s, 6 Gbit/s",232.0,EUR,1204468,https://www.mymediacenter.nl/960gb-seagate-ironwolf-110-ssd-za960nm10011.html,"Seagate IronWolf 110 2.5\"" 960 GB SATA III 3D TLC. Description: Seagate IronWolf 110, 960 GB, 2.5', 560 MB/s, 6 Gbit/s",IronWolf 110,ZA960NM10011,SSD,,,960.0 GB,560.0 MB/s,,SATA,SATA III,,,,,2.5-inch SATA,,,
products_3_88986045,Asus,ASUSNVIDIA GeForce RTX 3080 TUF GAMING 10GB Ampere Graphics Card,"Cuda Cores: 8704, Boost Clock: TBDMHz, GDDR6X, 320-bit Memory, Memory Clock: TBD MHz, Ray Tracing, 3x Display Port, 2x HDMI, 3 Yr Warranty.",799.99,GBP,1227380,https://www.novatech.co.uk/products/asus-nvidia-geforce-rtx-3080-tuf-gaming-10gb-ampere-graphics-card/tuf-rtx3080-10g-gaming.html,"ASUSNVIDIA GeForce RTX 3080 TUF GAMING 10GB Ampere Graphics Card. Description: Cuda Cores: 8704, Boost Clock: TBDMHz, GDDR6X, 320-bit Memory, Memory Clock: TBD MHz, Ray Tracing, 3x Display Port, 2x HDMI, 3 Yr Warranty.",GeForce RTX 3080 TUF GAMING,TUF-RTX3080-10G-GAMING,GPU,GeForce RTX 3080,10.0 GB,,,,PCIe 4.0,,,,,,,,,
products_3_2603314,Samsung,Samsung 860 EVO 500GB MZ-76E500/AM,"Samsung 860 EVO solid-state drive is the SSD to trust. Based on 3D VNAND flash, Samsung offers enhanced read/write performance, endurance and power management efficiency. With multiple form factors, the 860 EVO is ideal for mainstream PCs and laptops.Primary InformationHard Drive / Type:InternalHar",149.95,CAD,1230455,https://www.choicecomputertechnologies.com/samsung-860-evo-500gb-mz-76e500-am,"Samsung 860 EVO 500GB MZ-76E500/AM. Description: Samsung 860 EVO solid-state drive is the SSD to trust. Based on 3D VNAND flash, Samsung offers enhanced read/write performance, endurance and power management efficiency. With multiple form factors, the 860 EVO is ideal for mainstream PCs and laptops.Primary InformationHard Drive / Type:InternalHar",860 EVO,MZ-76E500/AM,SSD,,,500.0 GB,550.0 MB/s,,SATA,SATA III,,,,,"2.5"" Internal",3-bit MLC V-NAND,,2.5-inch
products_3_7858639,Patriot,SSD Patriot Viper VP4100 1TB PCI Express 4.0 x4 M.2 2280,Garantie 36 luni,991.99,RON,1233342,https://pcfrog.ro/solid-state-drive-ssd/82086-ssd-patriot-viper-vp4100-1tb-pci-express-40-x4-m2-2280.html,SSD Patriot Viper VP4100 1TB PCI Express 4.0 x4 M.2 2280. Description: Garantie 36 luni,Viper VP4100,,SSD,,,"1,000.0 GB","5,000.0 MB/s",4400.0 MB/s,,NVMe,22.0,80.0,0.7000000000000001,25.0,M.2,,,
