silver_cluster_id,pipe_cluster_id,title,brand,description,price,priceCurrency,product_type,model,model_number,chipset_name,vram_gb,storage_gb,read_speed_mb_s,write_speed_mb_s,bus_type,interface_type,storage_connection_type,memory_type,form_factor,title_description,n_attributes_correct,fully_correct
products_1_23766798,products_1_23766798,True,True,True,False,False,True,True,True,,,False,False,False,False,False,False,,True,True,8,False
products_1_26394951,products_1_26394951,True,True,True,False,True,True,True,True,,,False,False,False,True,False,False,False,False,True,9,False
products_1_2652480,products_1_2652480,True,True,True,True,True,True,True,True,,,False,False,False,False,False,True,,True,True,11,False
products_1_26986926,products_1_26986926,True,True,True,False,True,True,False,True,,,False,False,False,False,False,True,,True,True,9,False
products_1_27166335,products_1_27166335,True,True,True,False,False,True,True,True,True,False,,,,True,False,,True,False,False,9,False
products_1_27333099,products_1_27333099,True,True,True,False,False,True,False,True,,,False,False,False,False,False,True,,True,True,8,False
products_1_27373947,products_1_27373947,True,True,True,True,False,True,True,True,,,False,False,False,True,False,False,,,True,9,False
products_1_27830267,products_1_27830267,True,True,False,False,True,True,True,True,True,False,,,,True,False,,True,False,True,10,False
products_1_27969946,products_1_27969946,True,True,False,False,False,True,True,True,,,False,False,False,False,False,False,,True,False,6,False
products_1_28224541,products_1_28224541,True,True,True,False,False,True,False,False,False,False,,,,True,False,,True,False,True,7,False
products_1_2912414,products_1_2912414,True,True,False,False,True,True,False,True,,,False,False,False,True,False,False,,,False,6,False
products_1_3146170,products_1_3146170,True,True,True,True,False,True,False,True,False,False,,,,True,False,,True,False,True,9,False
products_1_32132801,products_1_32132801,True,True,True,False,True,True,True,True,,,False,,,True,False,False,,True,True,10,False
products_1_325545,products_1_325545,False,True,True,True,True,True,True,True,,,False,False,False,False,False,False,,False,False,7,False
products_1_32651602,products_1_32651602,True,True,True,False,False,True,False,False,False,False,,,,False,False,,True,False,True,6,False
products_1_3308613,products_1_3308613,True,True,True,False,False,True,False,True,,,False,False,False,True,False,True,,True,True,9,False
products_1_3323341,products_1_3323341,True,True,True,False,True,True,True,True,True,False,,,,True,False,,True,False,True,11,False
products_1_33376118,products_1_33376118,True,True,True,True,False,True,True,True,,,False,False,False,True,False,False,,,True,9,False
products_1_34032163,products_1_34032163,True,True,True,True,True,True,False,False,,,False,False,False,True,False,False,False,,True,8,False
products_1_34143288,products_1_34143288,False,True,True,False,True,True,True,True,,,False,False,False,True,True,True,,True,True,11,False
products_1_35800770,products_1_35800770,False,True,False,False,False,True,False,True,,,False,False,False,False,False,False,,True,False,4,False
products_1_3589339,products_1_3589339,True,True,False,False,True,True,True,False,,,False,False,False,False,False,True,,True,False,7,False
products_1_35966001,products_1_35966001,True,True,False,False,False,True,False,True,,,False,False,False,True,True,True,,True,False,8,False
products_1_3600312,products_1_3600312,True,True,True,False,True,True,True,True,,,False,False,,True,False,True,,True,True,11,False
products_1_36622630,products_1_36622630,True,True,True,True,True,True,True,True,,,False,False,False,True,False,False,False,,True,10,False
products_1_36807074,products_1_36807074,True,True,True,False,True,True,False,True,,,False,,,False,False,False,,True,True,8,False
products_1_36863105,products_1_36863105,True,True,True,False,True,True,False,True,,,False,False,False,True,False,True,,True,True,10,False
products_1_39826842,products_1_39826842,True,True,False,False,True,True,True,False,,,False,False,False,True,True,False,,True,False,8,False
products_1_4050965,products_1_4050965,True,True,False,False,True,True,True,True,,,False,False,False,False,False,True,,True,False,8,False
products_1_41098467,products_1_41098467,True,True,False,False,True,True,False,True,False,False,,,,True,False,,True,False,False,7,False
products_1_41160430,products_1_41160430,True,True,True,True,True,True,False,False,,,False,False,False,True,False,False,,True,False,8,False
products_1_41214107,products_1_41214107,True,True,True,False,True,True,False,True,False,False,,,,False,False,,True,False,True,8,False
products_1_4360231,products_1_4360231,True,True,False,False,True,True,True,False,,,False,False,False,True,False,False,,,False,6,False
products_1_43653282,products_1_43653282,True,True,True,False,False,True,False,True,True,False,,,,True,False,,True,False,True,9,False
products_1_44961253,products_1_44961253,True,True,True,True,True,True,True,True,True,False,,,,False,False,,True,False,True,11,False
products_1_46330427,products_1_46330427,False,True,True,False,True,True,,False,,,False,False,False,True,False,False,,True,True,7,False
products_1_48259418,products_1_48259418,True,True,False,False,False,True,False,True,False,False,,,,True,False,,True,False,False,6,False
products_1_48525870,products_1_48525870,True,True,False,False,False,True,False,True,,,False,False,False,False,False,True,,True,False,6,False
products_1_4944318,products_1_4944318,False,True,False,True,True,True,False,True,,,False,False,False,True,False,False,,False,,6,False
products_1_50222671,products_1_50222671,True,True,True,True,True,True,True,True,,,False,False,False,True,True,True,,True,True,13,False
products_1_51025959,products_1_51025959,True,True,False,True,True,True,True,False,,,False,False,False,False,False,False,,False,False,6,False
products_1_51669161,products_1_51669161,False,True,True,False,True,True,False,True,,,False,False,False,False,False,False,,True,True,7,False
products_1_52315318,products_1_52315318,True,True,False,False,True,True,True,True,,,False,,,True,True,True,,True,False,10,False
products_1_53202784,products_1_53202784,True,True,True,False,True,True,False,True,,,False,False,False,False,True,True,,,True,9,False
products_1_54859186,products_1_54859186,True,True,True,True,False,True,True,True,True,False,,,,False,False,,True,False,True,10,False
products_1_55998431,products_1_55998431,True,True,False,True,True,True,False,True,False,False,,,,False,False,,True,False,True,8,False
products_1_58208007,products_1_58208007,True,True,True,False,True,True,False,False,False,False,,,,False,False,,True,False,True,7,False
products_1_58685745,products_1_58685745,False,True,True,False,True,True,False,True,True,False,,,,False,False,,True,False,True,8,False
products_1_59530038,products_1_59530038,True,True,True,False,True,True,False,True,False,False,,,,False,False,,True,False,True,8,False
products_1_59897811,products_1_59897811,True,True,False,True,True,True,True,True,True,False,,,,True,False,,True,False,False,10,False
products_1_60591019,products_1_60591019,True,True,True,True,True,True,False,False,False,False,,,,True,False,,True,False,True,9,False
products_1_6114785,products_1_6114785,True,True,True,True,True,True,True,True,,,False,False,False,True,False,False,,,True,10,False
products_1_63493764,products_1_63493764,False,True,False,False,True,True,False,True,,,False,False,,True,True,True,,True,False,8,False
products_1_64204030,products_1_64204030,True,True,False,False,True,True,True,True,True,False,,,,True,False,,True,False,False,9,False
products_1_65406066,products_1_65406066,True,True,False,False,True,True,True,True,,,False,,,True,False,True,,True,False,9,False
products_1_66183633,products_1_66183633,False,True,True,True,True,True,False,True,,,False,False,False,False,False,False,,True,True,8,False
products_1_66458380,products_1_66458380,True,True,True,False,True,True,True,True,,,False,False,False,True,False,False,,,True,9,False
products_1_67375798,products_1_67375798,True,True,False,False,False,True,True,True,,,False,False,False,True,True,True,,True,False,9,False
products_1_67844012,products_1_67844012,True,True,False,True,True,True,True,True,,,False,False,,True,False,True,,True,False,10,False
products_1_6951663,products_1_6951663,True,True,False,True,True,True,True,True,,,False,False,False,False,True,True,False,False,True,10,False
products_1_69962412,products_1_69962412,False,True,True,False,True,True,True,True,,,False,False,False,False,False,False,,False,True,7,False
products_1_71962852,products_1_71962852,False,True,False,False,True,True,False,False,False,False,,,,False,False,,True,False,False,4,False
products_1_74156633,products_1_74156633,True,True,True,True,True,True,False,True,,,False,False,False,False,False,,,False,True,8,False
products_1_7610550,products_1_7610550,True,True,True,False,False,True,False,True,,,False,False,False,True,True,True,,True,True,10,False
products_1_77093147,products_1_77093147,True,True,True,False,True,True,True,True,,,False,False,,False,False,True,,,True,9,False
products_1_77251182,products_1_77251182,True,True,False,False,True,True,True,True,,,False,,,True,True,False,,True,False,9,False
products_1_78427880,products_1_78427880,True,True,True,False,True,True,True,True,,,False,False,False,False,False,True,,True,True,10,False
products_1_78827999,products_1_78827999,True,True,True,False,True,True,True,True,,,False,False,False,True,True,True,,,True,11,False
products_1_81080257,products_1_81080257,False,True,False,True,True,True,True,True,,,False,False,,True,False,False,,True,True,9,False
products_1_8333161,products_1_8333161,True,True,False,True,True,True,True,True,,,False,False,False,False,False,True,,True,False,9,False
products_1_84634220,products_1_84634220,True,True,False,False,True,True,False,True,False,False,,,,True,False,,True,False,True,8,False
products_1_86482658,products_1_86482658,True,True,True,False,False,True,True,False,,,False,False,False,True,False,False,,,True,7,False
products_1_87430670,products_1_87430670,True,True,False,True,False,True,True,True,,,False,False,False,True,False,,,,False,7,False
products_1_87510268,products_1_87510268,False,True,True,False,True,True,False,True,,,False,False,,True,False,True,,True,True,9,False
products_1_8924039,products_1_8924039,True,True,True,False,True,True,True,True,,,False,False,False,False,False,True,,True,True,10,False
products_1_91393515,products_1_91393515,False,True,True,True,True,True,False,True,,,False,False,False,False,False,True,,True,True,9,False
products_1_936587,products_1_936587,False,True,False,False,True,True,False,True,,,False,False,False,True,True,True,,True,False,8,False
products_1_95247966,products_1_95247966,True,True,True,False,True,True,True,True,,,False,False,False,True,True,True,,True,True,12,False
products_1_96580141,products_1_96580141,True,True,True,False,False,True,False,False,True,False,,,,True,False,,True,False,True,8,False
products_1_98108384,products_1_98108384,True,True,False,True,False,True,True,False,,,False,False,False,True,False,False,,False,False,6,False
products_1_9830450,products_1_9830450,True,True,True,True,True,True,False,,,,False,False,False,True,False,False,,,True,8,False
products_1_98803698,products_1_98803698,True,True,False,True,True,True,False,True,False,False,,,,False,False,,True,False,False,7,False
products_1_9908573,products_1_9908573,True,True,True,False,False,True,False,True,,,False,False,False,False,False,,,False,True,6,False
