variant,model,train_total,train_positives,train_negatives,val_f1,val_precision,val_recall,tokens_used,test_f1,test_precision,test_recall,f1,precision,recall
faiss_small_plus_random,rf,120,34,86,0.9847715736040609,1.0,0.97,0,0.8927038626609443,0.8666666666666667,0.9203539823008849,0.9847715736040609,1.0,0.97
faiss_small_plus_random,xgb,120,34,86,0.9847715736040609,1.0,0.97,0,,,,0.9847715736040609,1.0,0.97
faiss_small_plus_random,gb,120,34,86,0.9801980198019802,0.9705882352941176,0.99,0,,,,0.9801980198019802,0.9705882352941176,0.99
faiss_small_plus_random,hist_gb,120,34,86,0.9795918367346939,1.0,0.96,0,,,,0.9795918367346939,1.0,0.96
faiss_small_plus_random,logreg,120,34,86,0.9583333333333334,1.0,0.92,0,,,,0.9583333333333334,1.0,0.92
faiss_large_plus_random,hist_gb,720,200,520,1.0,1.0,1.0,0,0.875,0.8267716535433071,0.9292035398230089,1.0,1.0,1.0
faiss_large_plus_random,xgb,720,200,520,1.0,1.0,1.0,0,,,,1.0,1.0,1.0
faiss_large_plus_random,rf,720,200,520,0.9950248756218906,0.9900990099009901,1.0,0,,,,0.9950248756218906,0.9900990099009901,1.0
faiss_large_plus_random,gb,720,200,520,0.9950248756218906,0.9900990099009901,1.0,0,,,,0.9950248756218906,0.9900990099009901,1.0
faiss_large_plus_random,logreg,720,200,520,0.99009900990099,0.9803921568627451,1.0,0,,,,0.99009900990099,0.9803921568627451,1.0
active_plus_random,rf,1674,197,1477,1.0,1.0,1.0,0,0.8831168831168831,0.864406779661017,0.9026548672566371,1.0,1.0,1.0
active_plus_random,gb,1674,197,1477,0.9950248756218906,0.9900990099009901,1.0,0,,,,0.9950248756218906,0.9900990099009901,1.0
active_plus_random,hist_gb,1674,197,1477,0.9949748743718593,1.0,0.99,0,,,,0.9949748743718593,1.0,0.99
active_plus_random,logreg,1674,197,1477,0.99009900990099,0.9803921568627451,1.0,0,,,,0.99009900990099,0.9803921568627451,1.0
active_plus_random,xgb,1674,197,1477,0.9852216748768473,0.970873786407767,1.0,0,,,,0.9852216748768473,0.970873786407767,1.0
provided_faiss_small,rf,100,34,66,0.9850746268656716,0.9801980198019802,0.99,0,0.8170212765957446,0.7868852459016393,0.8495575221238938,0.9850746268656716,0.9801980198019802,0.99
provided_faiss_small,hist_gb,100,34,66,0.9583333333333334,1.0,0.92,0,,,,0.9583333333333334,1.0,0.92
provided_faiss_small,xgb,100,34,66,0.9565217391304348,0.9252336448598131,0.99,0,,,,0.9565217391304348,0.9252336448598131,0.99
provided_faiss_small,logreg,100,34,66,0.9552238805970149,0.9504950495049505,0.96,0,,,,0.9552238805970149,0.9504950495049505,0.96
provided_faiss_small,gb,100,34,66,0.9473684210526316,1.0,0.9,0,,,,0.9473684210526316,1.0,0.9
provided_faiss_large,rf,600,200,400,0.9950248756218906,0.9900990099009901,1.0,0,0.8677685950413223,0.813953488372093,0.9292035398230089,0.9950248756218906,0.9900990099009901,1.0
provided_faiss_large,logreg,600,200,400,0.9753694581280788,0.9611650485436893,0.99,0,,,,0.9753694581280788,0.9611650485436893,0.99
provided_faiss_large,hist_gb,600,200,400,0.9751243781094527,0.9702970297029703,0.98,0,,,,0.9751243781094527,0.9702970297029703,0.98
provided_faiss_large,gb,600,200,400,0.9748743718592964,0.9797979797979798,0.97,0,,,,0.9748743718592964,0.9797979797979798,0.97
provided_faiss_large,xgb,600,200,400,0.970873786407767,0.9433962264150944,1.0,0,,,,0.970873786407767,0.9433962264150944,1.0
provided_active,rf,1249,211,1038,0.9950248756218906,0.9900990099009901,1.0,0,0.8776371308016878,0.8387096774193549,0.9203539823008849,0.9950248756218906,0.9900990099009901,1.0
provided_active,gb,1249,211,1038,0.9950248756218906,0.9900990099009901,1.0,0,,,,0.9950248756218906,0.9900990099009901,1.0
provided_active,hist_gb,1249,211,1038,0.9852216748768473,0.970873786407767,1.0,0,,,,0.9852216748768473,0.970873786407767,1.0
provided_active,xgb,1249,211,1038,0.9852216748768473,0.970873786407767,1.0,0,,,,0.9852216748768473,0.970873786407767,1.0
provided_active,logreg,1249,211,1038,0.9803921568627451,0.9615384615384616,1.0,0,,,,0.9803921568627451,0.9615384615384616,1.0
provided_faiss_small_plus_random,rf,120,34,86,0.9949748743718593,1.0,0.99,0,0.8508771929824561,0.8434782608695652,0.8584070796460177,0.9949748743718593,1.0,0.99
provided_faiss_small_plus_random,logreg,120,34,86,0.9583333333333334,1.0,0.92,0,,,,0.9583333333333334,1.0,0.92
provided_faiss_small_plus_random,xgb,120,34,86,0.9560975609756097,0.9333333333333333,0.98,0,,,,0.9560975609756097,0.9333333333333333,0.98
provided_faiss_small_plus_random,hist_gb,120,34,86,0.9473684210526316,1.0,0.9,0,,,,0.9473684210526316,1.0,0.9
provided_faiss_small_plus_random,gb,120,34,86,0.9424083769633509,0.989010989010989,0.9,0,,,,0.9424083769633509,0.989010989010989,0.9
provided_faiss_large_plus_random,rf,720,200,520,0.99009900990099,0.9803921568627451,1.0,0,0.8677685950413223,0.813953488372093,0.9292035398230089,0.99009900990099,0.9803921568627451,1.0
provided_faiss_large_plus_random,logreg,720,200,520,0.9852216748768473,0.970873786407767,1.0,0,,,,0.9852216748768473,0.970873786407767,1.0
provided_faiss_large_plus_random,xgb,720,200,520,0.9850746268656716,0.9801980198019802,0.99,0,,,,0.9850746268656716,0.9801980198019802,0.99
provided_faiss_large_plus_random,hist_gb,720,200,520,0.975609756097561,0.9523809523809523,1.0,0,,,,0.975609756097561,0.9523809523809523,1.0
provided_faiss_large_plus_random,gb,720,200,520,0.9463414634146342,0.9238095238095239,0.97,0,,,,0.9463414634146342,0.9238095238095239,0.97
provided_active_plus_random,rf,1235,197,1038,0.99009900990099,0.9803921568627451,1.0,0,0.8666666666666667,0.8188976377952756,0.9203539823008849,0.99009900990099,0.9803921568627451,1.0
provided_active_plus_random,hist_gb,1235,197,1038,0.99009900990099,0.9803921568627451,1.0,0,,,,0.99009900990099,0.9803921568627451,1.0
provided_active_plus_random,xgb,1235,197,1038,0.9852216748768473,0.970873786407767,1.0,0,,,,0.9852216748768473,0.970873786407767,1.0
provided_active_plus_random,gb,1235,197,1038,0.9803921568627451,0.9615384615384616,1.0,0,,,,0.9803921568627451,0.9615384615384616,1.0
provided_active_plus_random,logreg,1235,197,1038,0.98,0.98,0.98,0,,,,0.98,0.98,0.98
